ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
E869.1	Accidental poisoning by sulfur dioxide	accidental poisoning by sulfur dioxide		['R952']
E869.2	Accidental poisoning by freon	accidental poisoning by freon		['R952']
E869.3	Accidental poisoning by lacrimogenic gas [tear gas]	accidental poisoning by lacrimogenic gas tear gas		['R952']
E869.4	Second hand tobacco smoke	second hand tobacco smoke		['R952']
E869.8	Accidental poisoning by other specified gases and vapors	accidental poisoning by other specified gasses and vapors		['R952']
E869.9	Accidental poisoning by unspecified gases and vapors	accidental poisoning bygasses and vapors		['R952']
E870	Accidental cut, puncture, perforation, or hemorrhage during medical care	accidental cut puncture perforation or hemorrhage during medical care		['C943.1']
E870.0	Accidental cut, puncture, perforation or hemorrhage during surgical operation	accidental cut puncture perforation or hemorrhage during surgical operation		['C943.1']
E870.1	Accidental cut, puncture, perforation or hemorrhage during infusion or transfusion	accidental cut puncture perforation or hemorrhage during infusion or transfusion		['C943.1']
E870.2	Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion	accidental cut puncture perforation or hemorrhage during kidney dialysis or other perfusion	['585', '585.3', '585.31']	['584', '584.1']
E870.3	Accidental cut, puncture, perforation or hemorrhage during injection or vaccination	accidental cut puncture perforation or hemorrhage during injection or vaccination		['C943.1']
E870.4	Accidental cut, puncture, perforation or hemorrhage during endoscopic examination	accidental cut puncture perforation or hemorrhage during endoscopic examination		['C943.1']
E870.5	Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization	accidental cut puncture perforation or hemorrhage during aspiration of fluid or tissue puncture and catheterization		['C943.1']
E870.6	Accidental cut, puncture, perforation or hemorrhage during heart catheterization	accidental cut puncture perforation or hemorrhage during heart catheterization		['C943.1']
E870.7	Accidental cut, puncture, perforation or hemorrhage during administration of enema	accidental cut puncture perforation or hemorrhage during administration of enema		['C943.1']
E870.8	Accidental cut, puncture, perforation or hemorrhage during other specified medical care	accidental cut puncture perforation or hemorrhage during other specified medical care		['C943.1']
E870.9	Accidental cut, puncture, perforation or hemorrhage during unspecified medical care	accidental cut puncture perforation or hemorrhage duringmedical care		['C943.1']
E871	Foreign object left in body during procedure	foreign object left in body during procedure		['C943.3']
E871.0	Foreign object left in body during surgical operation	foreign object left in body during surgical operation		['C943.3']
E871.1	Foreign object left in body during infusion or transfusion	foreign object left in body during infusion or transfusion		['C943.3']
E871.2	Foreign object left in body during kidney dialysis or other perfusion	foreign object left in body during kidney dialysis or other perfusion	['585', '585.3', '585.31']	['584', '584.1']
E871.3	Foreign object left in body during injection or vaccination	foreign object left in body during injection or vaccination		['C943.3']
E871.4	Foreign object left in body during endoscopic examination	foreign object left in body during endoscopic examination		['C943.3']
E871.5	Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization	foreign object left in body during aspiration of fluid or tissue puncture and catheterization		['C943.3']
E871.6	Foreign object left in body during heart catheterization	foreign object left in body during heart catheterization		['C943.3']
E871.7	Foreign object left in body during removal of catheter or packing	foreign object left in body during removal of catheter or packing		['C943.3']
E871.8	Foreign object left in body during other specified procedures	foreign object left in body during other specified procedures		['C943.3']
E871.9	Foreign object left in body during unspecified procedure	foreign object left in body duringprocedure		['C943.3']
E872.2	Failure of sterile precautions during kidney dialysis and other perfusion	failure of sterile precautions during kidney dialysis and other perfusion	['585', '585.3', '585.31']	['584', '584.1']
E873.2	Overdose of radiation in therapy	overdose of radiation in therapy	['990']	['C948']
E873.3	Inadvertent exposure of patient to radiation during medical care	inadvertent exposure of patient to radiation during medical care		['C948']
E874.2	Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion	mechanical failure of instrument or apparatus during kidney dialysis and other perfusion	['585', '585.3', '585.31']	['584', '584.1']
E878.0	Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation	surgical operation with transplant of whole organ causing abnormal patient reaction or later complication without mention of misadventure at time of operation	['851']	['979']
E879	Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal reaction of patient, or of later complication	other procedures without mention of misadventure at the time of procedure as the cause of abnormal reaction of patient or of later complication		['C944']
E879.0	Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	cardiac catheterization as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.1	Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	kidney dialysis as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure	['585', '585.3', '585.31']	['584', '584.1']
E879.2	Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	radiological procedure and radiotherapy as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.3	Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	shock therapy as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.4	Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	aspiration of fluid as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.5	Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure	insertion of gastric or duodenal sound as the cause of abnormal reaction of patient or of later complication without mention of misadventure of time of procedure		['C934']
E879.6	Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	urinary catheterization as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.7	Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	blood sampling as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.8	Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	other specified procedures as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E879.9	Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	procedure as the cause of abnormal reaction of patient or of later complication without mention of misadventure at time of procedure		['C944']
E880	Accidental fall on or from stairs or steps	accidental fall on or from stairs or steps		['T915']
E880.0	Accidental fall on or from escalator	accidental fall on or from escalator		['T915']
E880.1	Accidental fall on or from sidewalk curb	accidental fall on or from sidewalk curb		['T915']
E880.9	Accidental fall on or from other stairs or steps	accidental fall on or from other stairs or steps		['T915']
E881	Accidental fall on or from ladders or scaffolding	accidental fall on or from ladders or scaffolding		['T915']
E881.0	Accidental fall from ladder	accidental fall from ladder		['T915']
E881.1	Accidental fall from scaffolding	accidental fall from scaffolding		['T915']
E882	Accidental fall from or out of building or other structure	accidental fall from or out of building or other structure		['T915']
E883	Accidental fall into hole or other opening in surface	accidental fall into hole or other opening in surface		['T915']
E883.0	Accident from diving or jumping into water [swimming pool]	accident from diving or jumping into water swimming pool		['T915']
E883.1	Accidental fall into well	accidental fall into well		['T915']
E883.2	Accidental fall into storm drain or manhole	accidental fall into storm drain or manhole		['T915']
E883.9	Accidental fall into other hole or other opening in surface	accidental fall into other hole or other opening in surface		['T915']
E884	Other accidental falls from one level to another	other accidental falls from one level to another		['T915']
E884.0	Accidental fall from playground equipment	accidental fall from playground equipment		['T915']
E884.1	Accidental fall from cliff	accidental fall from cliff		['T915']
E884.2	Accidental fall from chair	accidental fall from chair		['T915']
E884.3	Accidental fall from wheelchair	accidental fall from wheelchair		['T915']
E884.4	Accidental fall from bed	accidental fall from bed		['T915']
E884.5	Accidental fall from other furniture	accidental fall from other furniture		['T915']
E884.6	Accidental fall from commode	accidental fall from commode		['T915']
E884.9	Other accidental fall from one level to another	other accidental fall from one level to another		['T915']
E885	Fall on same level from slipping, tripping, or stumbling	fall on same level from slipping tripping or stumbling		['T915']
E885.0	Fall from (nonmotorized) scooter	fall from nonmotorized scooter		['T915']
E885.1	Fall from roller skates	fall from roller skates		['T915']
E885.2	Fall from skateboard	fall from skateboard		['T915']
E885.3	Fall from skis	fall from skis		['T915']
E885.4	Fall from snowboard	fall from snowboard		['T915']
E885.9	Fall from other slipping, tripping, or stumbling	fall from other slipping tripping or stumbling		['T915']
E886	Fall on same level from collision, pushing, or shoving, by or with other person	fall on same level from collision pushing or shoving by or with other person		['T915']
E886.0	Fall on same level from collision, pushing, or shoving, by or with other person in sports	fall on same level from collision pushing or shoving by or with other person in sports		['T915']
E886.9	Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person	other andfalls on same level from collision pushing or shoving by or with other person		['T915']
E888	Other and unspecified accidental fall	other andaccidental fall		['T915']
E888.0	Fall resulting in striking against sharp object	fall resulting in striking against sharp object		['T915']
E888.1	Fall resulting in striking against other object	fall resulting in striking against other object		['T915']
E888.8	Other fall	other fall		['T915']
E888.9	Unspecified fall	fall		['T915']
E905	Venomous animals and plants as the cause of poisoning and toxic reactions	venomous animals and plants as the cause of poisoning and toxic reactions		['R952']
E905.0	Venomous snakes and lizards causing poisoning and toxic reactions	venomous snakes and lizards causing poisoning and toxic reactions		['R952']
E905.1	Venomous spiders causing poisoning and toxic reactions	venomous spiders causing poisoning and toxic reactions		['R952']
E905.2	Scorpion sting causing poisoning and toxic reactions	scorpion sting causing poisoning and toxic reactions		['R952']
E905.3	Sting of hornets, wasps, and bees causing poisoning and toxic reactions	sting of hornets wasps and bees causing poisoning and toxic reactions		['R952']
E905.4	Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions	centipede and venomous millipede tropical bite causing poisoning and toxic reactions		['R952']
E905.5	Other venomous arthropods causing poisoning and toxic reactions	other venomous arthropods causing poisoning and toxic reactions		['R952']
E905.6	Venomous marine animals and plants causing poisoning and toxic reactions	venomous marine animals and plants causing poisoning and toxic reactions		['R952']
E905.7	Poisoning and toxic reactions caused by other plants	poisoning and toxic reactions caused by other plants		['R952']
E905.8	Poisoning and toxic reactions caused by other specified animals and plants	poisoning and toxic reactions caused by other specified animals and plants		['R952']
E905.9	Poisoning and toxic reactions caused by unspecified animals and plants	poisoning and toxic reactions caused byanimals and plants		['R952']
E914	Foreign body accidentally entering eye and adnexa	foreign body accidentally entering eye and adnexa	['1001']	['T892.1']
E915	Foreign body accidentally entering other orifice	foreign body accidentally entering other orifice	['1001']	['T892.2']
E924	Accident caused by hot substance or object, caustic or corrosive material, and steam	accident caused by hot substance or object caustic or corrosive material and steam	['983']	['R952']
E924.0	Accident caused by hot liquids and vapors, including steam	accident caused by hot liquids and vapors including steam		['T894']
E924.1	Accident caused by caustic and corrosive substances	accident caused by caustic and corrosive substances	['983']	['R952']
E924.2	Accident caused by hot (boiling) tap water	accident caused by hot boiling tap water		['T894']
E924.8	Accident caused by other hot substance or object	accident caused by other hot substance or object		['T894']
E924.9	Accident caused by unspecified hot substance or object	accident caused byhot substance or object		['T894']
E926	Exposure to radiation	exposure to radiation		['C948']
E926.0	Exposure to radiofrequency radiation	exposure to radiofrequency radiation		['C948']
E926.1	Exposure to infra-red radiation from heaters and lamps	exposure to infra-red radiation from heaters and lamps		['C948']
E926.3	Exposure to x-rays and other electromagnetic ionizing radiation	exposure to x-rays and other electromagnetic ionizing radiation		['C948']
E926.8	Exposure to other specified radiation	exposure to other specified radiation		['C948']
E926.9	Exposure to unspecified radiation	exposure toradiation		['C948']
E927.3	Cumulative trauma from repetitive motion	cumulative trauma from repetitive motion		['T883']
E927.4	Cumulative trauma from repetitive impact	cumulative trauma from repetitive impact		['T883']
E929.2	Late effects of accidental poisoning	late effects of accidental poisoning		['R950']
E929.3	Late effects of accidental fall	late effects of accidental fall		['T915']
E930	Antibiotics causing adverse effects in therapeutic use	antibiotics causing adverse effects in therapeutic use	['960']	['960']
E930.0	Penicillins causing adverse effects in therapeutic use	penicillins causing adverse effects in therapeutic use	['960', '960.2']	['960', '960.1']
E930.1	Antifungal antibiotics causing adverse effects in therapeutic use	antifungal antibiotics causing adverse effects in therapeutic use	['960', '960.3']	['960', '960.2']
E930.2	Chloramphenicol group causing adverse effects in therapeutic use	chloramphenicol group causing adverse effects in therapeutic use	['960', '960.1']	['960']
E930.3	Erythromycin and other macrolides causing adverse effects in therapeutic use	erythromycin and other macrolides causing adverse effects in therapeutic use	['960', '960.1']	['960', '960.3']
E930.4	Tetracycline group causing adverse effects in therapeutic use	tetracycline group causing adverse effects in therapeutic use	['960', '960.1']	['960', '960.4']
E930.5	Cephalosporin group causing adverse effects in therapeutic use	cephalosporin group causing adverse effects in therapeutic use	['960', '960.1']	['960', '960.5']
E930.6	Antimycobacterial antibiotics causing adverse effects in therapeutic use	antimycobacterial antibiotics causing adverse effects in therapeutic use	['960']	['960', '960.6']
E930.7	Antineoplastic antibiotics causing adverse effects in therapeutic use	antineoplastic antibiotics causing adverse effects in therapeutic use	['963', '963.1']	['960']
E930.8	Other specified antibiotics causing adverse effects in therapeutic use	other specified antibiotics causing adverse effects in therapeutic use	['960']	['960']
E930.9	Unspecified antibiotic causing adverse effects in therapeutic use	antibiotic causing adverse effects in therapeutic use	['960']	['960']
E931	Other anti-infectives causing adverse effects in therapeutic use	other anti-infectives causing adverse effects in therapeutic use	['961']	['960']
E931.0	Sulfonamides causing adverse effects in therapeutic use	sulfonamides causing adverse effects in therapeutic use	['961.1']	['960', '960.8']
E931.1	Arsenical anti-infectives causing adverse effects in therapeutic use	arsenical anti-infectives causing adverse effects in therapeutic use	['961']	['960']
E931.2	Heavy metal anti-infectives causing adverse effects in therapeutic use	heavy metal anti-infectives causing adverse effects in therapeutic use	['961']	['960']
E931.3	Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use	quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use	['961']	['960', '960.9']
E931.4	Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use	antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use	['961']	['960', '960.9']
E931.5	Other antiprotozoal drugs causing adverse effects in therapeutic use	other antiprotozoal drugs causing adverse effects in therapeutic use	['961']	['960']
E931.6	Anthelmintics causing adverse effects in therapeutic use	anthelmintics causing adverse effects in therapeutic use	['961']	['960']
E931.7	Antiviral drugs causing adverse effects in therapeutic use	antiviral drugs causing adverse effects in therapeutic use	['961']	['960', '960.7']
E931.8	Other antimycobacterial drugs causing adverse effects in therapeutic use	other antimycobacterial drugs causing adverse effects in therapeutic use	['960']	['960', '960.6']
E931.9	Other and unspecified anti-infectives causing adverse effects in therapeutic use	other andanti-infectives causing adverse effects in therapeutic use	['961']	['960']
E932	Hormones and synthetic substitutes causing adverse effects in therapeutic use	hormones and synthetic substitutes causing adverse effects in therapeutic use	['962', '962.3']	['961']
E932.0	Adrenal cortical steroids causing adverse effects in therapeutic use	adrenal cortical steroids causing adverse effects in therapeutic use	['962', '962.1']	['961', '961.1']
E932.1	Androgens and anabolic congeners causing adverse effects in therapeutic use	androgens and anabolic congeners causing adverse effects in therapeutic use	['962', '962.3']	['961']
E932.2	Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use	ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use	['962', '962.3']	['961', '961.5']
E932.3	Insulins and antidiabetic agents causing adverse effects in therapeutic use	insulins and antidiabetic agents causing adverse effects in therapeutic use	['962', '962.2']	['961', '961.2']
E932.4	Anterior pituitary hormones causing adverse effects in therapeutic use	anterior pituitary hormones causing adverse effects in therapeutic use	['962', '962.3']	['961']
E932.5	Posterior pituitary hormones causing adverse effects in therapeutic use	posterior pituitary hormones causing adverse effects in therapeutic use	['962', '962.3']	['961']
E932.6	Parathyroid and parathyroid derivatives causing adverse effects in therapeutic use	parathyroid and parathyroid derivatives causing adverse effects in therapeutic use	['962', '962.3']	['961']
E932.7	Thyroid and thyroid derivatives causing adverse effects in therapeutic use	thyroid and thyroid derivatives causing adverse effects in therapeutic use	['962', '962.3']	['961', '961.3']
E932.8	Antithyroid agents causing adverse effects in therapeutic use	antithyroid agents causing adverse effects in therapeutic use	['962']	['961', '961.4']
E932.9	Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use	other andhormones and synthetic substitutes causing adverse effects in therapeutic use	['962', '962.3']	['961']
E933	Primarily systemic agents causing adverse effects in therapeutic use	primarily systemic agents causing adverse effects in therapeutic use	['963']	['975']
E933.0	Antiallergic and antiemetic drugs causing adverse effects in therapeutic use	antiallergic and antiemetic drugs causing adverse effects in therapeutic use	['963']	['975', '975.1']
E933.1	Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use	antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use	['963', '963.1']	['975', '975.2']
E933.2	Acidifying agents causing adverse effects in therapeutic use	acidifying agents causing adverse effects in therapeutic use	['963']	['975']
E933.3	Alkalizing agents causing adverse effects in therapeutic use	alkalizing agents causing adverse effects in therapeutic use	['963']	['975']
E933.4	Enzymes, not elsewhere classified, causing adverse effects in therapeutic use	enzymes not elsewhere classified causing adverse effects in therapeutic use	['960', '960.2']	['975']
E933.5	Vitamins, not elsewhere classified, causing adverse effects in therapeutic use	vitamins not elsewhere classified causing adverse effects in therapeutic use	['963']	['975']
E933.6	Oral bisphosphonates	oral bisphosphonates	['963']	['975']
E933.7	Intravenous bisphosphonates	intravenous bisphosphonates	['963']	['975']
E933.8	Other systemic agents, not elsewhere classified, causing adverse effects in therapeutic use	other systemic agents not elsewhere classified causing adverse effects in therapeutic use	['963']	['975']
E933.9	Unspecified systemic agent causing adverse effects in therapeutic use	systemic agent causing adverse effects in therapeutic use	['963']	['975']
E934	Agents primarily affecting blood constituents causing adverse effects in therapeutic use	agents primarily affecting blood constituents causing adverse effects in therapeutic use	['964']	['962']
E934.0	Iron and its compounds causing adverse effects in therapeutic use	iron and its compounds causing adverse effects in therapeutic use	['964']	['962']
E934.1	Liver preparations and other antianemic agents causing adverse effects in therapeutic use	liver preparations and other antianemic agents causing adverse effects in therapeutic use	['964']	['962']
E934.2	Anticoagulants causing adverse effects in therapeutic use	anticoagulants causing adverse effects in therapeutic use	['964', '964.1']	['962', '962.1']
E934.3	Vitamin k [phytonadione] causing adverse effects in therapeutic use	vitamin k phytonadione causing adverse effects in therapeutic use	['964']	['962']
E934.4	Fibrinolysis-affecting drugs causing adverse effects in therapeutic use	fibrinolysis-affecting drugs causing adverse effects in therapeutic use	['964']	['962']
E934.5	Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use	anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use	['964', '964.1']	['962']
E934.6	Gamma globulin causing adverse effects in therapeutic use	gamma globulin causing adverse effects in therapeutic use	['964']	['962', '962.2']
E934.7	Natural blood and blood products causing adverse effects in therapeutic use	natural blood and blood products causing adverse effects in therapeutic use	['942']	['962']
E934.8	Other agents affecting blood constituents causing adverse effects in therapeutic use	other agents affecting blood constituents causing adverse effects in therapeutic use	['964']	['962']
E934.9	Unspecified agent affecting blood constituents causing adverse effects in therapeutic use	agent affecting blood constituents causing adverse effects in therapeutic use	['964']	['962']
E935	Analgesics, antipyretics, and antirheumatics causing adverse effects in therapeutic use	analgesics antipyretics and antirheumatics causing adverse effects in therapeutic use	['965']	['963']
E935.0	Heroin causing adverse effects in therapeutic use	heroin causing adverse effects in therapeutic use	['965.1']	['963']
E935.1	Methadone causing averse effects in therapeutic use	methadone causing averse effects in therapeutic use	['965.1']	['963', '963.1']
E935.2	Other opiates and related narcotics causing adverse effects in therapeutic use	other opiates and related narcotics causing adverse effects in therapeutic use	['965.1']	['963', '963.4']
E935.3	Salicylates causing adverse effects in therapeutic use	salicylates causing adverse effects in therapeutic use	['965', '965.3']	['963', '963.2']
E935.4	Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use	aromatic analgesics not elsewhere classified causing adverse effects in therapeutic use	['965']	['963']
E935.5	Pyrazole derivatives causing adverse effects in therapeutic use	pyrazole derivatives causing adverse effects in therapeutic use	['965']	['963']
E935.6	Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use	antirheumatics antiphlogistics causing adverse effects in therapeutic use	['965', '965.2']	['963', '963.3']
E935.7	Other non-narcotic analgesics causing adverse effects in therapeutic use	other non-narcotic analgesics causing adverse effects in therapeutic use	['965']	['963']
E935.8	Other specified analgesics and antipyretics causing adverse effects in therapeutic use	other specified analgesics and antipyretics causing adverse effects in therapeutic use	['965']	['963']
E935.9	Unspecified analgesic and antipyretic causing adverse effects in therapeutic use	analgesic and antipyretic causing adverse effects in therapeutic use	['965']	['963']
E936	Anticonvulsants and anti-Parkinsonism drugs causing adverse effects in therapeutic use	anticonvulsants and anti-parkinsonism drugs causing adverse effects in therapeutic use	['966']	['964']
E936.0	Oxazolidine derivatives causing adverse effects in therapeutic use	oxazolidine derivatives causing adverse effects in therapeutic use	['966']	['964', '964.1']
E936.1	Hydantoin derivatives causing adverse effects in therapeutic use	hydantoin derivatives causing adverse effects in therapeutic use	['966']	['964', '964.1']
E936.2	Succinimides causing adverse effects in therapeutic use	succinimides causing adverse effects in therapeutic use	['966']	['964', '964.1']
E936.3	Other and unspecified anticonvulsants causing adverse effects in therapeutic use	other andanticonvulsants causing adverse effects in therapeutic use	['966']	['964', '964.1']
E936.4	Anti-parkinsonism drugs causing adverse effects in therapeutic use	anti-parkinsonism drugs causing adverse effects in therapeutic use	['966']	['964', '964.4']
E937	Sedatives and hypnotics causing adverse effects in therapeutic use	sedatives and hypnotics causing adverse effects in therapeutic use	['967']	['964']
E937.0	Barbiturates causing adverse effects in therapeutic use	barbiturates causing adverse effects in therapeutic use	['967']	['964', '964.2']
E937.1	Chloral hydrate group causing adverse effects in therapeutic use	chloral hydrate group causing adverse effects in therapeutic use	['967']	['964']
E937.2	Paraldehyde causing adverse effects in therapeutic use	paraldehyde causing adverse effects in therapeutic use	['967']	['964']
E937.3	Bromine compounds causing adverse effects in therapeutic use	bromine compounds causing adverse effects in therapeutic use	['967']	['964']
E937.4	Methaqualone compounds causing adverse effects in therapeutic use	methaqualone compounds causing adverse effects in therapeutic use	['967']	['964']
E937.5	Glutethimide group causing adverse effects in therapeutic use	glutethimide group causing adverse effects in therapeutic use	['967']	['964']
E937.6	Mixed sedatives, not elsewhere classified, causing adverse effects in therapeutic use	mixed sedatives not elsewhere classified causing adverse effects in therapeutic use	['967']	['964']
E937.8	Other sedatives and hypnotics causing adverse effects in therapeutic use	other sedatives and hypnotics causing adverse effects in therapeutic use	['967']	['964']
E937.9	Unspecified sedatives and hypnotics causing adverse effects in therapeutic use	sedatives and hypnotics causing adverse effects in therapeutic use	['967']	['964']
E938	Other central nervous system depressants and anesthetics causing adverse effects in therapeutic use	other central nervous system depressants and anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.0	Central nervous system muscle-tone depressants causing adverse effects in therapeutic use	central nervous system muscle-tone depressants causing adverse effects in therapeutic use	['967']	['976']
E938.1	Halothane causing adverse effects in therapeutic use	halothane causing adverse effects in therapeutic use	['967']	['976']
E938.2	Other gaseous anesthetics causing adverse effects in therapeutic use	other gaseous anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.3	Intravenous anesthetics causing adverse effects in therapeutic use	intravenous anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.4	Other and unspecified general anesthetics causing adverse effects in therapeutic use	other andgeneral anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.5	Surface and infiltration anesthetics causing adverse effects in therapeutic use	surface and infiltration anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.6	Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use	peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.7	Spinal anesthetics causing adverse effects in therapeutic use	spinal anesthetics causing adverse effects in therapeutic use	['967']	['976']
E938.9	Other and unspecified local anesthetics causing adverse effects in therapeutic use	other andlocal anesthetics causing adverse effects in therapeutic use	['967']	['976']
E939	Psychotropic agents causing adverse effects in therapeutic use	psychotropic agents causing adverse effects in therapeutic use	['969']	['965']
E939.0	Antidepressants causing adverse effects in therapeutic use	antidepressants causing adverse effects in therapeutic use	['969']	['965', '965.1']
E939.1	Phenothiazine-based tranquilizers causing adverse effects in therapeutic use	phenothiazine-based tranquilizers causing adverse effects in therapeutic use	['969']	['965', '965.2']
E939.2	Butyrophenone-based tranquilizers causing adverse effects in therapeutic use	butyrophenone-based tranquilizers causing adverse effects in therapeutic use	['969']	['965', '965.3']
E939.3	Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use	other antipsychotics neuroleptics and major tranquilizers causing adverse effects in therapeutic use	['969']	['965']
E939.4	Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use	benzodiazepine-based tranquilizers causing adverse effects in therapeutic use	['969']	['964', '964.3']
E939.5	Other tranquilizers causing adverse effects in therapeutic use	other tranquilizers causing adverse effects in therapeutic use	['969']	['965']
E939.6	Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use	psychodysleptics hallucinogens causing adverse effects in therapeutic use	['969']	['965']
E939.7	Psychostimulants causing adverse effects in therapeutic use	psychostimulants causing adverse effects in therapeutic use	['969']	['965', '965.5']
E939.8	Other psychotropic agents causing adverse effects in therapeutic use	other psychotropic agents causing adverse effects in therapeutic use	['969']	['965']
E939.9	Unspecified psychotropic agent causing adverse effects in therapeutic use	psychotropic agent causing adverse effects in therapeutic use	['969']	['965']
E940	Central nervous system stimulants causing adverse effects in therapeutic use	central nervous system stimulants causing adverse effects in therapeutic use	['969']	['966']
E940.0	Analeptics causing adverse effects in therapeutic use	analeptics causing adverse effects in therapeutic use	['969']	['966']
E940.1	Opiate antagonists causing adverse effects in therapeutic use	opiate antagonists causing adverse effects in therapeutic use	['969']	['966']
E940.8	Other specified central nervous system stimulants causing adverse effects in therapeutic use	other specified central nervous system stimulants causing adverse effects in therapeutic use	['969']	['966']
E940.9	Unspecified central nervous system stimulant causing adverse effects in therapeutic use	central nervous system stimulant causing adverse effects in therapeutic use	['969']	['966']
E941	Drugs primarily affecting the autonomic nervous system causing adverse effects in therapeutic use	drugs primarily affecting the autonomic nervous system causing adverse effects in therapeutic use	['971']	['967']
E941.0	Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use	parasympathomimetics cholinergics causing adverse effects in therapeutic use	['971']	['967', '967.1']
E941.1	Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use	parasympatholytics anticholinergics and antimuscarinics and spasmolytics causing adverse effects in therapeutic use	['971']	['967', '967.2']
E941.2	Sympathomimetics [adrenergics] causing adverse effects in therapeutic use	sympathomimetics adrenergics causing adverse effects in therapeutic use	['971']	['967', '967.3']
E941.3	Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use	sympatholytics antiadrenergics causing adverse effects in therapeutic use	['971']	['967', '967.4']
E941.9	Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use	drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use	['971']	['967']
E942	Agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use	agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use	['972']	['968']
E942.0	Cardiac rhythm regulators causing adverse effects in therapeutic use	cardiac rhythm regulators causing adverse effects in therapeutic use	['972', '972.1']	['968', '968.1']
E942.1	Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use	cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use	['972', '972.1']	['968', '968.2']
E942.2	Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	['972', '972.2']	['968']
E942.3	Ganglion-blocking agents causing adverse effects in therapeutic use	ganglion-blocking agents causing adverse effects in therapeutic use	['972']	['968']
