phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
CM_761.34	Abnormality of the urachus	abnormality of the urachus	Congenital
CM_761.35	Congenital absence of bladder and urethra*	congenital absence of bladder and urethra	Congenital
CM_762	Congenital malformations of respiratory system	congenital malformations of respiratory system	Congenital
CM_762.1	Congenital malformations of larynx	congenital malformations of larynx	Congenital
CM_762.11	Laryngeal web	laryngeal web	Congenital
CM_762.12	Congenital subglottic stenosis*	congenital subglottic stenosis	Congenital
CM_762.13	Laryngeal hypoplasia*	laryngeal hypoplasia	Congenital
CM_762.14	Laryngocele*	laryngocele	Congenital
CM_762.15	Congenital laryngomalacia*	congenital laryngomalacia	Congenital
CM_762.2	Congenital malformations of trachea and bronchus*	congenital malformations of trachea and bronchus	Congenital
CM_762.3	Congenital malformations of lung	congenital malformations of lung	Congenital
CM_762.31	Congenital cystic lung	congenital cystic lung	Congenital
CM_762.32	Congenital bronchiectasis	congenital bronchiectasis	Congenital
CM_762.33	Congenital hypoplasia and dysplasia of lung	congenital hypoplasia and dysplasia of lung	Congenital
CM_762.34	Accessory lobe of lung*	accessory lobe of lung	Congenital
CM_762.35	Sequestration of lung [Pulmonary sequestration]*	sequestration of lung pulmonary sequestration	Congenital
CM_763	Congenital anomalies of the heart	congenital anomalies of the heart	Congenital
CM_763.1	Congenital malformations of great arteries	congenital malformations of great arteries	Congenital
CM_763.11	Common arterial trunk [Truncus arteriosus]	common arterial trunk truncus arteriosus	Congenital
CM_763.12	Transposition of great vessels [TGA]	transposition of great vessels tga	Congenital
CM_763.13	Patent ductus arteriosus	patent ductus arteriosus	Congenital
CM_763.14	Congenital anomalies of aorta	congenital anomalies of aorta	Congenital
CM_763.141	Coarctation of aorta	coarctation of aorta	Congenital
CM_763.142	Interruption of aortic arch	interruption of aortic arch	Congenital
CM_763.143	Congenital atresia and stenosis of aorta	congenital atresia and stenosis of aorta	Congenital
CM_763.144	Aplasia or hypoplasia of aorta*	aplasia or hypoplasia of aorta	Congenital
CM_763.145	Congenital dilation or aneurysm of aorta*	congenital dilation or aneurysm of aorta	Congenital
CM_763.146	Vascular ring of aorta*	vascular ring of aorta	Congenital
CM_763.147	Right aortic arch*	right aortic arch	Congenital
CM_763.15	Anomalies of pulmonary artery, congenital	anomalies of pulmonary artery congenital	Congenital
CM_763.151	Pulmonary artery coarctation and atresia	pulmonary artery coarctation and atresia	Congenital
CM_763.152	Stenosis of pulmonary artery*	stenosis of pulmonary artery	Congenital
CM_763.153	Congenital pulmonary arteriovenous malformation	congenital pulmonary arteriovenous malformation	Congenital
CM_763.16	Double outlet right ventricle	double outlet right ventricle	Congenital
CM_763.17	Double outlet left ventricle*	double outlet left ventricle	Congenital
CM_763.18	Congenital Pulmonary infundibular stenosis	congenital pulmonary infundibular stenosis	Congenital
CM_763.2	Congenital malformations of heart valves	congenital malformations of heart valves	Congenital
CM_763.21	Congenital anomalies of pulmonary valve	congenital anomalies of pulmonary valve	Congenital
CM_763.211	Congenital pulmonary valve atresia	congenital pulmonary valve atresia	Congenital
CM_763.212	Congenital pulmonary valve stenosis	congenital pulmonary valve stenosis	Congenital
CM_763.213	Congenital pulmonary valve insufficiency*	congenital pulmonary valve insufficiency	Congenital
CM_763.22	Congenital malformations of tricuspid valve	congenital malformations of tricuspid valve	Congenital
CM_763.221	Congenital tricuspid stenosis*	congenital tricuspid stenosis	Congenital
CM_763.222	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	Congenital
CM_763.23	Congenital malformation of aortic and mitral valves	congenital malformation of aortic and mitral valves	Congenital
CM_763.231	Congenital stenosis of aortic valve	congenital stenosis of aortic valve	Congenital
CM_763.232	Congenital insufficiency of aortic valve	congenital insufficiency of aortic valve	Congenital
CM_763.233	Congenital mitral stenosis	congenital mitral stenosis	Congenital
CM_763.234	Congenital mitral insufficiency	congenital mitral insufficiency	Congenital
CM_763.24	Hypoplastic right heart syndrome*	hypoplastic right heart syndrome	Congenital
CM_763.3	Congenital malformations of cardiac chambers and connections	congenital malformations of cardiac chambers and connections	Congenital
CM_763.31	Ventricular septal defect	ventricular septal defect	Congenital
CM_763.32	Atrial septal defect	atrial septal defect	Congenital
CM_763.321	Patent foramen ovale*	patent foramen ovale	Congenital
CM_763.33	Atrioventricular septal defect	atrioventricular septal defect	Congenital
CM_763.34	Cor triatriatum	cor triatriatum	Congenital
CM_763.35	Aortopulmonary septal defect*	aortopulmonary septal defect	Congenital
CM_763.36	Common ventricle or double inlet ventricle	common ventricle or double inlet ventricle	Congenital
CM_763.4	Tetralogy of Fallot	tetralogy of fallot	Congenital
CM_763.5	Congenital subaortic stenosis	congenital subaortic stenosis	Congenital
CM_763.6	Anomalous pulmonary venous return	anomalous pulmonary venous return	Congenital
CM_763.7	Hypoplastic left heart syndrome	hypoplastic left heart syndrome	Congenital
CM_763.8	Congenital heart block	congenital heart block	Congenital
CM_763.9	Congenital anomaly of the coronary artery	congenital anomaly of the coronary artery	Congenital
CM_764	Congenital malformations of circulatory system (other than heart)	congenital malformations of circulatory system other than heart	Congenital
CM_764.1	Congenital anomalies of great veins	congenital anomalies of great veins	Congenital
CM_764.11	Persistent left superior vena cava*	persistent left superior vena cava	Congenital
CM_764.12	Congenital anomaly of gastrointestinal vessel [Anomalous portal venous connection]	congenital anomaly of gastrointestinal vessel anomalous portal venous connection	Congenital
CM_764.2	Congenital absence and hypoplasia of umbilical artery	congenital absence and hypoplasia of umbilical artery	Congenital
CM_764.3	Congenital malformations of renal artery	congenital malformations of renal artery	Congenital
CM_764.5	Congenital arteriovenous malformation*	congenital arteriovenous malformation	Congenital
CM_765	Congenital deformities of hip	congenital deformities of hip	Congenital
CM_765.1	Congenital dislocation of hip	congenital dislocation of hip	Congenital
CM_765.11	Congenital dislocation of hip, bilateral	congenital dislocation of hip bilateral	Congenital
CM_765.2	Congenital coxa valga, congenital	congenital coxa valga congenital	Congenital
CM_765.3	Congenital coxa vara, congenital	congenital coxa vara congenital	Congenital
CM_766	Congenital deformities of feet	congenital deformities of feet	Congenital
CM_766.1	Congenital talipes varus	congenital talipes varus	Congenital
CM_766.11	Congenital talipes equinovarus	congenital talipes equinovarus	Congenital
CM_766.12	Congenital metatarsus primus varus	congenital metatarsus primus varus	Congenital
CM_766.13	Congenital pes cavus	congenital pes cavus	Congenital
CM_766.2	Congenital talipes valgus	congenital talipes valgus	Congenital
CM_766.21	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	Congenital
CM_766.22	Congenital pes planus	congenital pes planus	Congenital
CM_767	Congenital anomalies of limbs	congenital anomalies of limbs	Congenital
CM_767.1	Abnormal digit morphology	abnormal digit morphology	Congenital
CM_767.11	Polydactyly	polydactyly	Congenital
CM_767.12	Syndactyly	syndactyly	Congenital
CM_767.2	Reduction defects of limb	reduction defects of limb	Congenital
CM_767.21	Reduction defects of upper limb	reduction defects of upper limb	Congenital
CM_767.22	Reduction defects of lower limb	reduction defects of lower limb	Congenital
CM_767.3	Congenital deformity of knee	congenital deformity of knee	Congenital
CM_767.6	Bowing of the long bones	bowing of the long bones	Congenital
CM_768	Congenital deformities of chest and bony thorax	congenital deformities of chest and bony thorax	Congenital
CM_768.1	Chest wall deforities	chest wall deforities	Congenital
CM_768.11	Pectus excavatum	pectus excavatum	Congenital
CM_768.12	Pectus carinatum	pectus carinatum	Congenital
CM_768.2	Congenital anomalies of ribs and sternum	congenital anomalies of ribs and sternum	Congenital
CM_768.21	Cervical rib	cervical rib	Congenital
CM_769	Congenital malformations of spine	congenital malformations of spine	Congenital
CM_769.1	Klippel-Feil syndrome	klippel-feil syndrome	Congenital
CM_769.2	Congenital scoliosis*	congenital scoliosis	Congenital
CM_769.3	Congenital kyphosis*	congenital kyphosis	Congenital
CM_769.4	Congenital lordosis*	congenital lordosis	Congenital
CM_769.7	Congenital spondylolisthesis	congenital spondylolisthesis	Congenital
CM_770	Other congenital malformations of musculoskeletal system	other congenital malformations of musculoskeletal system	Congenital
CM_770.1	Congenital malformations of diaphragm	congenital malformations of diaphragm	Congenital
CM_770.11	Congenital diaphragmatic hernia*	congenital diaphragmatic hernia	Congenital
CM_770.2	Congenital malformations of abdominal wall	congenital malformations of abdominal wall	Congenital
CM_770.21	Exomphalos [Omphalocele]	exomphalos omphalocele	Congenital
CM_770.22	Gastroschisis	gastroschisis	Congenital
CM_770.23	Prune belly syndrome	prune belly syndrome	Congenital
CM_770.3	Congenital musculoskeletal deformities of sternocleidomastoid muscle	congenital musculoskeletal deformities of sternocleidomastoid muscle	Congenital
CM_770.4	Arthrogryposis multiplex congenita*	arthrogryposis multiplex congenita	Congenital
CM_770.5	Congenital osteodystrophies	congenital osteodystrophies	Congenital
CM_771	Congenital malformations of integument	congenital malformations of integument	Congenital
CM_771.1	Congenital malformation of the skin	congenital malformation of the skin	Congenital
CM_771.11	Congenital pigmentary anomalies of skin	congenital pigmentary anomalies of skin	Congenital
CM_771.14	Congenital non-neoplastic nevus	congenital non-neoplastic nevus	Congenital
CM_771.2	Congenital anomalies of hair	congenital anomalies of hair	Congenital
CM_771.3	Congenital anomalies of nails	congenital anomalies of nails	Congenital
CM_771.4	Congenital anomalies of breast	congenital anomalies of breast	Congenital
CM_772.1	Congenital malformations of endocrine glands	congenital malformations of endocrine glands	Congenital
CM_772.11	Congenital anomalies of adrenal gland	congenital anomalies of adrenal gland	Congenital
CM_772.2	Congenital hypothyroidism	congenital hypothyroidism	Congenital
CM_772.3	Congenital iodine-deficiency syndrome*	congenital iodine-deficiency syndrome	Congenital
CM_773	Congenital malformations of spleen	congenital malformations of spleen	Congenital
CM_773.1	Asplenia*	asplenia	Congenital
CM_774.1	Situs inversus	situs inversus	Congenital
CM_774.2	Malposition of heart and cardiac apex	malposition of heart and cardiac apex	Congenital
CM_775	Conjoined twins	conjoined twins	Congenital
CM_776	Multiple congenital malformations	multiple congenital malformations	Congenital
CM_777	Congenital malformation syndromes attributed to exogenous causes	congenital malformation syndromes attributed to exogenous causes	Congenital
CM_777.1	Fetal alcohol syndrome*	fetal alcohol syndrome	Congenital
CM_778	Other congenital malformations, NEC	other congenital malformations nec	Congenital
SS_800	Chest pain	chest pain	Symptoms
SS_800.1	Chest pain on breathing	chest pain on breathing	Symptoms
SS_800.11	Pleurodynia*	pleurodynia	Symptoms
SS_800.2	Precordial pain	precordial pain	Symptoms
SS_800.3	Intercostal pain*	intercostal pain	Symptoms
SS_805	Fever	fever	Symptoms
SS_806	Chills (without fever)	chills without fever	Symptoms
SS_807	Malaise and fatigue	malaise and fatigue	Symptoms
SS_807.1	Chronic fatigue syndrome	chronic fatigue syndrome	Symptoms
SS_807.11	Postviral fatigue syndrome*	postviral fatigue syndrome	Symptoms
SS_807.2	Weakness	weakness	Symptoms
SS_807.21	Muscle weakness (generalized)	muscle weakness generalized	Symptoms
SS_807.3	Post COVID-19 condition*	post covid-19 condition	Symptoms
SS_808	Syncope and collapse	syncope and collapse	Symptoms
SS_808.1	Carotid sinus syncope	carotid sinus syncope	Symptoms
SS_809	Pain	pain	Symptoms
SS_809.1	Acute pain	acute pain	Symptoms
SS_809.2	Chronic pain	chronic pain	Symptoms
SS_809.21	Chronic pain syndrome	chronic pain syndrome	Symptoms
SS_809.22	Central pain syndrome	central pain syndrome	Symptoms
SS_809.3	Pain in limb	pain in limb	Symptoms
SS_809.31	Pain in arm*	pain in arm	Symptoms
SS_809.32	Pain in leg*	pain in leg	Symptoms
SS_809.33	Pain in hand and fingers*	pain in hand and fingers	Symptoms
SS_809.34	Pain in foot and toes*	pain in foot and toes	Symptoms
SS_810	Shock	shock	Symptoms
SS_810.1	Septic shock	septic shock	Symptoms
SS_810.2	Cardiogenic shock	cardiogenic shock	Symptoms
SS_810.3	Hypovolemic shock*	hypovolemic shock	Symptoms
SS_811	Hypothermia, not associated with low environmental temperature	hypothermia not associated with low environmental temperature	Symptoms
SS_812	Edema	edema	Symptoms
SS_812.1	Generalized edema*	generalized edema	Symptoms
SS_812.2	Angioneurotic edema	angioneurotic edema	Symptoms
SS_813	Clubbing of fingers	clubbing of fingers	Symptoms
SS_814	Jaundice	jaundice	Symptoms
SS_815	Symptoms and signs concerning food and fluid intake	symptoms and signs concerning food and fluid intake	Symptoms
SS_817	Motion sickness	motion sickness	Symptoms
SS_819	General symptoms and other findings	general symptoms and other findings	Symptoms
SS_820	Elevated erythrocyte sedimentation rate	elevated erythrocyte sedimentation rate	Symptoms
SS_821	Abnormality of red blood cells	abnormality of red blood cells	Symptoms
SS_821.1	Precipitous drop in hematocrit	precipitous drop in hematocrit	Symptoms
SS_822	Other and nonspecific abnormal cytological, histological and immunological findings	other and nonspecific abnormal cytological histological and immunological findings	Symptoms
SS_822.8	Abnormal tumor markers	abnormal tumor markers	Symptoms
SS_822.81	Elevated carcinoembryonic antigen [CEA]	elevated carcinoembryonic antigen cea	Symptoms
SS_822.82	Elevated cancer antigen 125 [CA 125]	elevated cancer antigen 125 ca 125	Symptoms
SS_823	Abnormal serum enzyme levels	abnormal serum enzyme levels	Symptoms
SS_823.1	Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	nonspecific elevation of levels of transaminase or lactic acid dehydrogenase ldh	Symptoms
SS_823.2	Abnormal levels of other serum enzymes	abnormal levels of other serum enzymes	Symptoms
SS_824	Other abnormalities of plasma proteins*	other abnormalities of plasma proteins	Symptoms
SS_824.1	Abnormality of albumin*	abnormality of albumin	Symptoms
SS_824.2	Abnormality of globulin*	abnormality of globulin	Symptoms
SS_824.3	Abnormality of alphafetoprotein*	abnormality of alphafetoprotein	Symptoms
SS_825	Elevated C-reactive protein (CRP)	elevated c-reactive protein crp	Symptoms
SS_826	Other abnormal immunological findings in serum	other abnormal immunological findings in serum	Symptoms
SS_826.1	Nonspecific reaction to test for tuberculosis	nonspecific reaction to test for tuberculosis	Symptoms
SS_826.2	Inconclusive laboratory evidence of human immunodeficiency virus [HIV]	inconclusive laboratory evidence of human immunodeficiency virus hiv	Symptoms
SS_826.3	Raised antibody titer*	raised antibody titer	Symptoms
SS_826.4	Other and unspecified nonspecific immunological findings	other andnonspecific immunological findings	Symptoms
SS_827	Toxicology findings	toxicology findings	Symptoms
SS_827.1	Finding of alcohol in blood	finding of alcohol in blood	Symptoms
SS_829	Abnormal findings on examination of blood	abnormal findings on examination of blood	Symptoms
SS_829.1	Abnormal blood-gas level	abnormal blood-gas level	Symptoms
SS_829.2	Abnormal level of blood mineral*	abnormal level of blood mineral	Symptoms
SS_829.3	Abnormal plasma viscosity*	abnormal plasma viscosity	Symptoms
SS_830	Proteinuria	proteinuria	Symptoms
SS_831	Glycosuria	glycosuria	Symptoms
SS_832	Other abnormal findings in urine	other abnormal findings in urine	Symptoms
SS_832.1	Chyluria	chyluria	Symptoms
SS_832.2	Myoglobinuria	myoglobinuria	Symptoms
SS_832.4	Hemoglobinuria	hemoglobinuria	Symptoms
SS_832.5	Acetonuria	acetonuria	Symptoms
SS_832.6	Pyuria*	pyuria	Symptoms
SS_832.7	Hypocitraturia*	hypocitraturia	Symptoms
SS_832.8	Hyperoxaluria*	hyperoxaluria	Symptoms
SS_832.9	Hypercalciuria*	hypercalciuria	Symptoms
SS_834	Abnormal cytological findings in specimens from genital organs	abnormal cytological findings in specimens from genital organs	Symptoms
SS_834.1	Abnormal Papanicolaou smear	abnormal papanicolaou smear	Symptoms
SS_834.3	High risk human papillomavirus (HPV) DNA test positive	high risk human papillomavirus hpv dna test positive	Symptoms
SS_835	Cytology and pathology findings	cytology and pathology findings	Symptoms
SS_835.1	Nonspecific abnormal findings in cerebrospinal fluid	nonspecific abnormal findings in cerebrospinal fluid	Symptoms
SS_840	Allergy	allergy	Symptoms
SS_840.1	Food allergy	food allergy	Symptoms
SS_840.11	Peanut allergy	peanut allergy	Symptoms
SS_840.12	Seafood allergy	seafood allergy	Symptoms
SS_840.13	Allergy to fruits and vegetables	allergy to fruits and vegetables	Symptoms
SS_840.14	Tree nut allergy	tree nut allergy	Symptoms
SS_840.15	Fish allergy	fish allergy	Symptoms
SS_840.16	Allergy to food additives	allergy to food additives	Symptoms
SS_840.17	Milk allergy	milk allergy	Symptoms
SS_840.18	Egg allergy	egg allergy	Symptoms
SS_840.2	Allergy to insects	allergy to insects	Symptoms
SS_840.4	Latex allergy	latex allergy	Symptoms
SS_840.5	Allergy to radiographic dye	allergy to radiographic dye	Symptoms
SS_840.6	Drug and medical agent allergy	drug and medical agent allergy	Symptoms
SS_840.61	Allergy to other anti-infective agents	allergy to other anti-infective agents	Symptoms
SS_840.611	Penicillin allergy	penicillin allergy	Symptoms
SS_840.612	Allergy to antibiotic agent (excluding penicillin)	allergy to antibiotic agent excluding penicillin	Symptoms
SS_840.613	Allergy to sulfonamides	allergy to sulfonamides	Symptoms
SS_840.62	Allergy to anesthetic agent	allergy to anesthetic agent	Symptoms
SS_840.63	Allergy to narcotic agent	allergy to narcotic agent	Symptoms
SS_840.64	Allergy to analgesic agent	allergy to analgesic agent	Symptoms
SS_840.65	Allergy to serum and vaccine	allergy to serum and vaccine	Symptoms
SS_840.8	Allergies related to other diseases/symptoms	allergies related to other diseasessymptoms	Symptoms
SS_840.9	Anaphylactic reaction	anaphylactic reaction	Symptoms
SS_844	Wheelchair dependence	wheelchair dependence	Symptoms
SS_847	Transplated organ	transplated organ	Symptoms
SS_847.1	Heart transplant	heart transplant	Symptoms
SS_847.2	Kidney transplant	kidney transplant	Symptoms
SS_847.3	Liver transplant	liver transplant	Symptoms
SS_847.4	Lung transplant	lung transplant	Symptoms
SS_847.5	Pancreas transplant	pancreas transplant	Symptoms
SS_847.6	Intestine transplant	intestine transplant	Symptoms
SS_847.7	Bone marrow transplant	bone marrow transplant	Symptoms
SS_847.8	Stem cell transplant	stem cell transplant	Symptoms
SS_848	Nonspecific abnormal findings of other body structures	nonspecific abnormal findings of other body structures	Symptoms
SS_849	Lack of expected normal physiological development in childhood	lack of expected normal physiological development in childhood	Symptoms
SS_849.1	Failure to thrive in childhood	failure to thrive in childhood	Symptoms
SS_849.3	Short stature	short stature	Symptoms
SS_849.4	Arrest of bone development or growth	arrest of bone development or growth	Symptoms
NB_850	Disorders of newborn related to slow fetal growth and fetal malnutrition	disorders of newborn related to slow fetal growth and fetal malnutrition	Neonatal
NB_850.1	Newborn light or small for gestational age	newborn light or small for gestational age	Neonatal
NB_850.2	Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age	newborn affected by fetal intrauterine malnutrition not light or small for gestational age	Neonatal
NB_850.3	Newborn affected by slow intrauterine growth	newborn affected by slow intrauterine growth	Neonatal
NB_851	Exceptionally large newborn baby	exceptionally large newborn baby	Neonatal
NB_853	Cardiovascular disorders originating in the perinatal period	cardiovascular disorders originating in the perinatal period	Neonatal
NB_853.1	Neonatal cardiac failure*	neonatal cardiac failure	Neonatal
NB_853.2	Neonatal cardiac dysrhythmia	neonatal cardiac dysrhythmia	Neonatal
NB_853.21	Neonatal tachycardia	neonatal tachycardia	Neonatal
NB_853.22	Neonatal bradycardia	neonatal bradycardia	Neonatal
NB_853.3	Neonatal hypertension*	neonatal hypertension	Neonatal
NB_853.4	Pulmonary hypertension of newborn*	pulmonary hypertension of newborn	Neonatal
NB_853.5	Cardiac arrest of newborn	cardiac arrest of newborn	Neonatal
NB_853.6	Persistent fetal circulation	persistent fetal circulation	Neonatal
NB_854	Respiratory conditions of fetus and newborn	respiratory conditions of fetus and newborn	Neonatal
NB_854.1	Respiratory distress of newborn	respiratory distress of newborn	Neonatal
NB_854.11	Respiratory distress syndrome of newborn	respiratory distress syndrome of newborn	Neonatal
NB_854.12	Transient tachypnea of newborn	transient tachypnea of newborn	Neonatal
NB_854.2	Interstitial emphysema and related conditions of newborn	interstitial emphysema and related conditions of newborn	Neonatal
NB_854.4	Atelectasis of newborn	atelectasis of newborn	Neonatal
NB_854.5	Cyanotic attacks of newborn	cyanotic attacks of newborn	Neonatal
NB_854.6	Respiratory failure of newborn	respiratory failure of newborn	Neonatal
NB_854.7	Chronic respiratory disease arising in the perinatal period	chronic respiratory disease arising in the perinatal period	Neonatal
NB_854.71	Bronchopulmonary dysplasia originating in the perinatal period*	bronchopulmonary dysplasia originating in the perinatal period	Neonatal
NB_854.9	Apnea of newborn	apnea of newborn	Neonatal
NB_856	Infections in newborn	infections in newborn	Neonatal
NB_856.1	Congenital viral diseases	congenital viral diseases	Neonatal
NB_856.11	Congenital cytomegalovirus infection	congenital cytomegalovirus infection	Neonatal
NB_856.2	Bacterial infection of newborn	bacterial infection of newborn	Neonatal
NB_856.21	Bacterial sepsis of newborn	bacterial sepsis of newborn	Neonatal
NB_856.3	Neonatal candidiasis	neonatal candidiasis	Neonatal
NB_856.4	Omphalitis of newborn	omphalitis of newborn	Neonatal
NB_856.5	Neonatal urinary tract infection	neonatal urinary tract infection	Neonatal
NB_856.6	Neonatal conjunctivitis and dacryocystitis	neonatal conjunctivitis and dacryocystitis	Neonatal
NB_856.7	Congenital syphilis	congenital syphilis	Neonatal
NB_856.8	Congenital pneumonia	congenital pneumonia	Neonatal
NB_857	Neonatal hemorrhages	neonatal hemorrhages	Neonatal
NB_857.1	Intracranial nontraumatic hemorrhage of newborn	intracranial nontraumatic hemorrhage of newborn	Neonatal
NB_857.11	Intraventricular nontraumatic hemorrhage of newborn [IVH]	intraventricular nontraumatic hemorrhage of newborn ivh	Neonatal
NB_857.2	Neonatal gastrointestinal hemorrhage	neonatal gastrointestinal hemorrhage	Neonatal
NB_857.3	Neonatal cutaneous hemorrhage	neonatal cutaneous hemorrhage	Neonatal
NB_857.4	Umbilical hemorrhage of newborn	umbilical hemorrhage of newborn	Neonatal
NB_857.5	Pulmonary hemorrhage in infants	pulmonary hemorrhage in infants	Neonatal
NB_857.51	Acute idiopathic pulmonary hemorrhage in infants	acute idiopathic pulmonary hemorrhage in infants	Neonatal
NB_857.8	Newborn affected by fetal blood loss	newborn affected by fetal blood loss	Neonatal
NB_858	Hemolytic Disease of the Newborn	hemolytic disease of the newborn	Neonatal
NB_858.1	Rh isoimmunization of newborn	rh isoimmunization of newborn	Neonatal
NB_858.2	ABO isoimmunization of newborn	abo isoimmunization of newborn	Neonatal
NB_859	Perinatal jaundice	perinatal jaundice	Neonatal
NB_859.1	Neonatal jaundice associated with preterm delivery	neonatal jaundice associated with preterm delivery	Neonatal
NB_859.2	Neonatal jaundice from hepatocellular damage	neonatal jaundice from hepatocellular damage	Neonatal
NB_859.3	Neonatal jaundice due to excessive hemolysis	neonatal jaundice due to excessive hemolysis	Neonatal
NB_860	Hematological disorders of newborn	hematological disorders of newborn	Neonatal
NB_860.1	Neonatal disorders of coagulation	neonatal disorders of coagulation	Neonatal
NB_860.11	Disseminated intravascular coagulation of newborn	disseminated intravascular coagulation of newborn	Neonatal
NB_860.12	Transient neonatal thrombocytopenia	transient neonatal thrombocytopenia	Neonatal
NB_860.2	Polycythemia neonatorum	polycythemia neonatorum	Neonatal
NB_860.3	Anemia in newborn	anemia in newborn	Neonatal
NB_860.4	Transient neonatal neutropenia	transient neonatal neutropenia	Neonatal
NB_861	Transitory disorders of carbohydrate metabolism specific to newborn	transitory disorders of carbohydrate metabolism specific to newborn	Neonatal
NB_861.1	Neonatal diabetes mellitus	neonatal diabetes mellitus	Neonatal
NB_861.2	Neonatal hypoglycemia	neonatal hypoglycemia	Neonatal
NB_862	Transitory neonatal disorders of calcium and magnesium metabolism	transitory neonatal disorders of calcium and magnesium metabolism	Neonatal
NB_863	Transitory neonatal endocrine disorders	transitory neonatal endocrine disorders	Neonatal
NB_864	Transitory neonatal electrolyte and metabolic disturbances	transitory neonatal electrolyte and metabolic disturbances	Neonatal
NB_864.1	Neonatal metabolic acidemia	neonatal metabolic acidemia	Neonatal
NB_864.2	Alkalosis of newborn*	alkalosis of newborn	Neonatal
NB_864.3	Transitory electrolyte disturbances of newborn*	transitory electrolyte disturbances of newborn	Neonatal
NB_864.31	Hyperchloremia of newborn*	hyperchloremia of newborn	Neonatal
NB_864.32	Hypochloremia of newborn*	hypochloremia of newborn	Neonatal
NB_864.4	Transitory tyrosinemia of newborn*	transitory tyrosinemia of newborn	Neonatal
NB_864.5	Transitory hyperammonemia of newborn*	transitory hyperammonemia of newborn	Neonatal
NB_865	Neonatal disorders of digestive system	neonatal disorders of digestive system	Neonatal
NB_865.1	Intestinal obstruction of newborn	intestinal obstruction of newborn	Neonatal
NB_865.11	Meconium plug syndrome	meconium plug syndrome	Neonatal
NB_865.12	Transitory ileus of newborn	transitory ileus of newborn	Neonatal
NB_865.2	Necrotizing enterocolitis [NEC] in newborn	necrotizing enterocolitis nec in newborn	Neonatal
NB_865.3	Perinatal intestinal perforation	perinatal intestinal perforation	Neonatal
NB_865.5	Noninfective neonatal diarrhea*	noninfective neonatal diarrhea	Neonatal
NB_865.6	Congenital cirrhosis (of liver)*	congenital cirrhosis of liver	Neonatal
NB_865.7	Newborn esophageal reflux*	newborn esophageal reflux	Neonatal
NB_866	Disturbances of temperature regulation of newborn	disturbances of temperature regulation of newborn	Neonatal
NB_866.1	Hypothermia of newborn	hypothermia of newborn	Neonatal
NB_868	Conditions of integument specific to newborn	conditions of integument specific to newborn	Neonatal
NB_868.1	Sclerema neonatorum	sclerema neonatorum	Neonatal
NB_868.2	Neonatal erythema toxicum*	neonatal erythema toxicum	Neonatal
NB_868.3	Hydrops fetalis not due to hemolytic disease	hydrops fetalis not due to hemolytic disease	Neonatal
NB_868.4	Edema specific to newborn	edema specific to newborn	Neonatal
NB_868.5	Breast engorgement in newborn	breast engorgement in newborn	Neonatal
NB_868.7	Umbilical granuloma*	umbilical granuloma	Neonatal
NB_870	Disturbances of cerebral status of newborn	disturbances of cerebral status of newborn	Neonatal
NB_870.1	Convulsions of newborn	convulsions of newborn	Neonatal
NB_870.2	Neonatal cerebral ischemia*	neonatal cerebral ischemia	Neonatal
NB_870.3	Acquired periventricular cysts of newborn*	acquired periventricular cysts of newborn	Neonatal
NB_870.4	Neonatal cerebral leukomalacia	neonatal cerebral leukomalacia	Neonatal
NB_871	Feeding problems of newborn	feeding problems of newborn	Neonatal
NB_871.1	Vomiting of newborn	vomiting of newborn	Neonatal
NB_871.2	Failure to thrive in newborn	failure to thrive in newborn	Neonatal
NB_871.4	Ankyloglossia	ankyloglossia	Neonatal
NB_872	Other and ill-defined conditions originating in the perinatal period	other and ill-defined conditions originating in the perinatal period	Neonatal
NB_872.1	Disorders of muscle tone of newborn*	disorders of muscle tone of newborn	Neonatal
NB_872.11	Congenital hypertonia*	congenital hypertonia	Neonatal
NB_872.12	Congenital hypotonia*	congenital hypotonia	Neonatal
NB_872.13	Transient neonatal myasthenia gravis	transient neonatal myasthenia gravis	Neonatal
NB_872.2	Congenital renal failure*	congenital renal failure	Neonatal
NB_872.4	Delayed separation of umbilical cord	delayed separation of umbilical cord	Neonatal
NB_872.5	Meconium staining	meconium staining	Neonatal
NB_873	Retinopathy of prematurity	retinopathy of prematurity	Neonatal
NB_873.1	Retinopathy of prematurity, stage 0	retinopathy of prematurity stage 0	Neonatal
NB_873.2	Retinopathy of prematurity, stage 1	retinopathy of prematurity stage 1	Neonatal
NB_873.3	Retinopathy of prematurity, stage 2	retinopathy of prematurity stage 2	Neonatal
NB_873.4	Retinopathy of prematurity, stage 3	retinopathy of prematurity stage 3	Neonatal
NB_873.5	Retinopathy of prematurity, stage 4	retinopathy of prematurity stage 4	Neonatal
NB_873.6	Retinopathy of prematurity, stage 5	retinopathy of prematurity stage 5	Neonatal
NB_874	Neonatal obstruction of nasolacrimal duct	neonatal obstruction of nasolacrimal duct	Neonatal
NB_875	Newborn affected by maternal conditions	newborn affected by maternal conditions	Neonatal
