phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
148.16	Benign neoplasm of choroid	benign neoplasm of choroid	Neoplasms
148.2	Benign neoplasm of meninges (Meningioma)	benign neoplasm of meninges meningioma	Neoplasms
148.3	Benign neoplasm of brain	benign neoplasm of brain	Neoplasms
148.4	Benign neoplasm of spinal cord	benign neoplasm of spinal cord	Neoplasms
148.5	Benign neoplasm of cranial nerve	benign neoplasm of cranial nerve	Neoplasms
149.1	Benign neoplasm of the thyroid	benign neoplasm of the thyroid	Neoplasms
149.3	Benign neoplasm of the parathyroid gland	benign neoplasm of the parathyroid gland	Neoplasms
149.4	Benign neoplasm of the pituitary gland and craniopharyngeal duct	benign neoplasm of the pituitary gland and craniopharyngeal duct	Neoplasms
149.5	Benign neoplasm of pineal gland	benign neoplasm of pineal gland	Neoplasms
544.1	Primary biliary cirrhosis*	primary biliary cirrhosis	GI
142.21	Mammographic microcalcification	mammographic microcalcification	Neoplasms
832.8	Hyperoxaluria*	hyperoxaluria	Signs/Symptoms
R950	Poisoning by drugs	poisoning by drugs	Complications of care
324.4	Tremor	tremor	Neuro
324.8	Restless legs syndrome	restless legs syndrome	Neuro
324.2	Degenerative diseases of the basal ganglia (excluding parkinsons)	degenerative diseases of the basal ganglia excluding parkinsons	Neuro
320.11	Bacterial meningitis	bacterial meningitis	Neuro
325.23	Unsteadiness on feet*	unsteadiness on feet	Neuro
324.5	Myoclonus	myoclonus	Neuro
324.1	Parkinsonism	parkinsonism	Neuro
324.7	Stiff-man syndrome	stiff-man syndrome	Neuro
324.6	Tics	tics	Neuro
324.51	Benign shuddering attacks	benign shuddering attacks	Neuro
324	Extrapyramidal and movement disorders	extrapyramidal and movement disorders	Neuro
324.35	Idiopathic orofacial dystonia	idiopathic orofacial dystonia	Neuro
320.12	Viral meningitis	viral meningitis	Neuro
320.13	Fungal memingitis	fungal memingitis	Neuro
320.21	Nonpyogenic meningitis	nonpyogenic meningitis	Neuro
323	Systemic atrophies primarily affecting the central nervous system	systemic atrophies primarily affecting the central nervous system	Neuro
323.1	Hereditary ataxia	hereditary ataxia	Neuro
323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro
323.3	Motor neuron disease	motor neuron disease	Neuro
798.3	Huntington's disease	huntingtons disease	Cong
323.31	Amyotrophic lateral sclerosis [ALS]	amyotrophic lateral sclerosis als	Neuro
328	Dementias and cerebral degeneration	dementias and cerebral degeneration	Neuro
328.1	Alzheimer's disease	alzheimers disease	Neuro
328.32	Frontotemporal dementia	frontotemporal dementia	Neuro
328.33	Corticobasal degeneration	corticobasal degeneration	Neuro
328.31	Senile degeneration of brain, not elsewhere classified	senile degeneration of brain not elsewhere classified	Neuro
328.4	Dementia with Lewy bodies	dementia with lewy bodies	Neuro
287.41	Shared psychotic disorder	shared psychotic disorder	Mental
893	Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Dev
893.1	Attention-deficit hyperactivity disorders	attention-deficit hyperactivity disorders	Dev
893.2	Conduct disorders	conduct disorders	Dev
893.3	Emotional disturbance of childhood or adolescence	emotional disturbance of childhood or adolescence	Dev
893.4	Disorders of social functioning with onset specific to childhood and adolescence	disorders of social functioning with onset specific to childhood and adolescence	Dev
893.21	Oppositional defiant disorder of childhood or adolescence	oppositional defiant disorder of childhood or adolescence	Dev
893.31	Separation anxiety disorder of childhood	separation anxiety disorder of childhood	Dev
893.41	Selective mutism	selective mutism	Dev
892.6	Intellectual disabilities	intellectual disabilities	Dev
892.61	Mild intellectual disabilities	mild intellectual disabilities	Dev
892.62	Moderate intellectual disabilities	moderate intellectual disabilities	Dev
892.63	Severe or profound intellectual disabilities	severe or profound intellectual disabilities	Dev
893.5	Tic disorder	tic disorder	Dev
893.6	Stereotyped movement disorders	stereotyped movement disorders	Dev
893.7	Enuresis or encopresis not due to a substance or known physiological condition	enuresis or encopresis not due to a substance or known physiological condition	Dev
893.8	Other feeding disorders of infancy and childhood	other feeding disorders of infancy and childhood	Dev
893.81	Pica of infancy and childhood	pica of infancy and childhood	Dev
893.82	Rumination disorder	rumination disorder	Dev
893.51	Transient tic disorder	transient tic disorder	Dev
893.52	Chronic motor or vocal tic disorder	chronic motor or vocal tic disorder	Dev
893.53	Tourette's disorder	tourettes disorder	Dev
290	Reaction to severe stress, and adjustment disorders	reaction to severe stress and adjustment disorders	Mental
320.22	Chronic meningitis	chronic meningitis	Neuro
663.6	Acantholytic Disorders*	acantholytic disorders	Derm
665.3	Other psoriasis	other psoriasis	Derm
683.4	Onycholysis*	onycholysis	Derm
688.1	Sarcoidosis	sarcoidosis	Derm
688.2	Foreign body granuloma	foreign body granuloma	Derm
688.4	Actinic reticuloid and actinic granuloma	actinic reticuloid and actinic granuloma	Derm
688.3	Pyogenic granuloma of skin and subcutaneous tissue	pyogenic granuloma of skin and subcutaneous tissue	Derm
688.5	Giant cell granuloma	giant cell granuloma	Derm
688.6	Rheumatoid nodule*	rheumatoid nodule	Derm
900.2	Recurrent pregnancy loss	recurrent pregnancy loss	Preg
930.31	Maternal care for retroversion of gravid uterus	maternal care for retroversion of gravid uterus	Preg
941.3	Hypertonic, incoordinate, and prolonged uterine contractions	hypertonic incoordinate and prolonged uterine contractions	Preg
941.4	Long labor	long labor	Preg
947.2	Short cord complicating labor and delivery	short cord complicating labor and delivery	Preg
947.3	Labor and delivery complicated by vasa previa	labor and delivery complicated by vasa previa	Preg
907.8	Placental transfusion syndromes*	placental transfusion syndromes	Preg
947.4	Cord entanglement complicating labor and delivery	cord entanglement complicating labor and delivery	Preg
947.5	Vascular lesions of cord complicating labor and delivery	vascular lesions of cord complicating labor and delivery	Preg
949.1	Retained placenta or membranes	retained placenta or membranes	Preg
945.2	Rupture of uterus during labor	rupture of uterus during labor	Preg
945.3	Postpartum hemorrhage	postpartum hemorrhage	Preg
949.4	Maternal pyrexia during labor	maternal pyrexia during labor	Preg
949.5	Other infection during labor	other infection during labor	Preg
954.2	Disorders of lactation	disorders of lactation	Preg
927.3	Other drug use during pregnancy	other drug use during pregnancy	Preg
329.9	Delirium	delirium	Neuro
325.2	Abnormality of gait and mobility	abnormality of gait and mobility	Neuro
031	Listeria	listeria	ID
927.2	Tobacco use during pregnancy	tobacco use during pregnancy	Preg
087	Infectious prions	infectious prions	ID
058	Pneumoviridae	pneumoviridae	ID
058.2	Human metapneumovirus*	human metapneumovirus	ID
004.3	Group B Streptococcus	group b streptococcus	ID
660.12	Dermatophytosis	dermatophytosis	Derm
660.13	Pityriasis versicolor	pityriasis versicolor	Derm
703	Chrystal arthropathies	chrystal arthropathies	Musc/Skel
709.1	Acquired deformities of fingers	acquired deformities of fingers	Musc/Skel
709.11	Mallet finger	mallet finger	Musc/Skel
709.12	Boutonnière deformity	boutonnire deformity	Musc/Skel
709.13	Swan-neck deformity	swan-neck deformity	Musc/Skel
709.2	Acquired deformities of toe	acquired deformities of toe	Musc/Skel
709.21	Hallux valgus (Bunion)	hallux valgus bunion	Musc/Skel
709.22	Hallux rigidus	hallux rigidus	Musc/Skel
709.23	Hallux varus (acquired)	hallux varus acquired	Musc/Skel
709.24	Hammer toe	hammer toe	Musc/Skel
710.3	Acquired deformities of the knee	acquired deformities of the knee	Musc/Skel
710.4	Acquired deformities of the ankle and foot	acquired deformities of the ankle and foot	Musc/Skel
710.11	Wrist drop (acquired)	wrist drop acquired	Musc/Skel
710.12	Acquired clawhand	acquired clawhand	Musc/Skel
710.13	Acquired clubhand	acquired clubhand	Musc/Skel
460.1	Acute upper respiratory infection	acute upper respiratory infection	Resp
710.21	Coxa valga	coxa valga	Musc/Skel
710.22	Coxa vara	coxa vara	Musc/Skel
710.31	Genu valgum (acquired)	genu valgum acquired	Musc/Skel
710.32	Genu varum (acquired)	genu varum acquired	Musc/Skel
710.6	Unequal limb length (acquired)	unequal limb length acquired	Musc/Skel
710.44	Foot drop (acquired)*	foot drop acquired	Musc/Skel
710.41	Flat foot [pes planus]	flat foot pes planus	Musc/Skel
710.42	Club foot	club foot	Musc/Skel
710.43	Cavus deformity of foot	cavus deformity of foot	Musc/Skel
710.45	Claw foot, acquired	claw foot acquired	Musc/Skel
125.1	Cutaneous mastocytosis*	cutaneous mastocytosis	Neoplasms
712.1	Loose body in joint	loose body in joint	Musc/Skel
200.1	Hypothyroidism	hypothyroidism	Endo
712.3	Articular cartilage disorder	articular cartilage disorder	Musc/Skel
712.4	Ankylosis of joint	ankylosis of joint	Musc/Skel
712.5	Disorder of ligament	disorder of ligament	Musc/Skel
710.23	Protrusio acetabuli	protrusio acetabuli	Musc/Skel
712.6	Instability of joint	instability of joint	Musc/Skel
712.61	Recurrent dislocation of joint	recurrent dislocation of joint	Musc/Skel
711	Disorder of patella	disorder of patella	Musc/Skel
711.1	Derangement of meniscus	derangement of meniscus	Musc/Skel
460.2	Acute lower respiratory infection	acute lower respiratory infection	Resp
713.2	Effusion of joint	effusion of joint	Musc/Skel
713.3	Pain in joint	pain in joint	Musc/Skel
713.4	Stiffness of joint	stiffness of joint	Musc/Skel
712.62	Pathological dislocation of joint	pathological dislocation of joint	Musc/Skel
712.63	Spinal instabilities*	spinal instabilities	Musc/Skel
713.5	Clicking hip*	clicking hip	Musc/Skel
474.13	Centrilobular emphysema*	centrilobular emphysema	Resp
733.1	Major anomalies of jaw size	major anomalies of jaw size	Musc/Skel
733.11	Maxillary hyperplasia	maxillary hyperplasia	Musc/Skel
733.12	Maxillary hypoplasia	maxillary hypoplasia	Musc/Skel
733.13	Mandibular hyperplasia	mandibular hyperplasia	Musc/Skel
733.14	Mandibular hypoplasia	mandibular hypoplasia	Musc/Skel
733.6	Temporomandibular joint disorders	temporomandibular joint disorders	Musc/Skel
733.61	Adhesions and ankylosis of temporomandibular joint	adhesions and ankylosis of temporomandibular joint	Musc/Skel
733.62	Arthralgia of temporomandibular joint	arthralgia of temporomandibular joint	Musc/Skel
733.63	Temporomandibular joint disorders articular disc disorder (reducing or non-reducing)	temporomandibular joint disorders articular disk disorder reducing or non-reducing	Musc/Skel
733.7	Anomalies of jaw-cranial base relationship	anomalies of jaw-cranial base relationship	Musc/Skel
733.15	Macrogenia	macrogenia	Musc/Skel
733.16	Microgenia	microgenia	Musc/Skel
733.41	Limited mandibular range of motion	limited mandibular range of motion	Musc/Skel
714	Deforming dorsopathies	deforming dorsopathies	Musc/Skel
714.2	Lordosis	lordosis	Musc/Skel
714.3	Scoliosis	scoliosis	Musc/Skel
714.31	Idiopathic scoliosis	idiopathic scoliosis	Musc/Skel
714.32	Thoracogenic scoliosis	thoracogenic scoliosis	Musc/Skel
714.33	Scoliosis associated with other conditions	scoliosis associated with other conditions	Musc/Skel
719.93	Contracture of muscle*	contracture of muscle	Musc/Skel
730.2	Ehlers-Danlos syndrome	ehlers-danlos syndrome	Musc/Skel
706.6	Discitis*	discitis	Musc/Skel
715.6	Kissing spine	kissing spine	Musc/Skel
716	Intervertebral disc disorder	intervertebral disk disorder	Musc/Skel
716.1	Schmorl's nodes	schmorls nodes	Musc/Skel
716.2	Degenerative disc disease	degenerative disk disease	Musc/Skel
716.3	Spinal disc displacement (herniation)	spinal disk displacement herniation	Musc/Skel
469.2	Chronic bronchitis	chronic bronchitis	Resp
718	Back pain	back pain	Musc/Skel
718.1	Radiculopathy	radiculopathy	Musc/Skel
718.2	Cervicalgia	cervicalgia	Musc/Skel
718.3	Mid back pain	mid back pain	Musc/Skel
718.4	Low back pain	low back pain	Musc/Skel
717.3	Occipital neuralgia*	occipital neuralgia	Musc/Skel
718.5	Sciatica	sciatica	Musc/Skel
700.43	Polymyositis	polymyositis	Musc/Skel
719.2	Muscle calcification and ossification	muscle calcification and ossification	Musc/Skel
719.21	Myositis ossificans progressiva	myositis ossificans progressiva	Musc/Skel
719.22	Myositis ossificans traumatica	myositis ossificans traumatica	Musc/Skel
719.4	Rupture of muscle (nontraumatic)	rupture of muscle nontraumatic	Musc/Skel
719.5	Compartment syndrome and nontraumatic ischemic infarction of muscle	compartment syndrome and nontraumatic ischemic infarction of muscle	Musc/Skel
719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel
719.9	Contractures	contractures	Musc/Skel
721.15	Infective (teno)synovitis*	infective tenosynovitis	Musc/Skel
721.4	Calcium deposits in tendon and bursa	calcium deposits in tendon and bursa	Musc/Skel
721.2	Ganglion cyst	ganglion cyst	Musc/Skel
721.3	Plica syndrome	plica syndrome	Musc/Skel
722	Fasciopathy	fasciopathy	Musc/Skel
721.6	Baker's cyst [popliteal cyst]	bakers cyst popliteal cyst	Musc/Skel
721.5	Bursitis	bursitis	Musc/Skel
721.7	Synovial hypertrophy*	synovial hypertrophy	Musc/Skel
722.1	Plantar fascial fibromatosis [Plantar fasciitis]	plantar fascial fibromatosis plantar fasciitis	Musc/Skel
722.2	Pseudosarcomatous fibromatosis [Nodular fasciitis]*	pseudosarcomatous fibromatosis nodular fasciitis	Musc/Skel
722.3	Necrotizing fasciitis	necrotizing fasciitis	Musc/Skel
723	Enthesopathy/Enthesitis/Tendinopathy	enthesopathyenthesitistendinopathy	Musc/Skel
723.1	Adhesive capsulitis of shoulder	adhesive capsulitis of shoulder	Musc/Skel
723.2	Rotator cuff tear or rupture	rotator cuff tear or rupture	Musc/Skel
723.3	Medial epicondylitis (Golfer's elbow)	medial epicondylitis golfers elbow	Musc/Skel
723.6	Impingement syndrome of shoulder*	impingement syndrome of shoulder	Musc/Skel
723.4	Lateral epicondylitis (Tennis elbow)	lateral epicondylitis tennis elbow	Musc/Skel
723.5	Tendinitis	tendinitis	Musc/Skel
723.7	Iliotibial band syndrome*	iliotibial band syndrome	Musc/Skel
724.4	Panniculitis	panniculitis	Musc/Skel
724.5	Exostosis	exostosis	Musc/Skel
724.52	Osteophyte*	osteophyte	Musc/Skel
479.1	Acute respiratory distress syndrome [ARDS]*	acute respiratory distress syndrome ards	Resp
482.2	Pyothorax (empyema)	pyothorax empyema	Resp
284.24	Self-harm by drowning	self-harm by drowning	Mental
284.22	Self-harm by drug or medicinal substance	self-harm by drug or medicinal substance	Mental
483	Pleural effusion	pleural effusion	Resp
479.3	Respiratory failure	respiratory failure	Resp
479.31	Acute respiratory failure	acute respiratory failure	Resp
485	Chronic respiratory failure	chronic respiratory failure	Resp
479.6	Pulmonary collapse [Atelectasis]	pulmonary collapse atelectasis	Resp
486.2	Other diseases of bronchus	other diseases of bronchus	Resp
486.3	Other diseases of mediastinum	other diseases of mediastinum	Resp
486.4	Disorders of diaphragm	disorders of diaphragm	Resp
486.21	Bronchospasm	bronchospasm	Resp
486.31	Mediastinitis	mediastinitis	Resp
484.4	Interstitial emphysema [Pneumomediastinum]	interstitial emphysema pneumomediastinum	Resp
486.7	Compensatory emphysema	compensatory emphysema	Resp
487	Hemorrhage from respiratory passages	hemorrhage from respiratory passages	Resp
487.1	Epistaxis	epistaxis	Resp
487.2	Hemorrhage from throat	hemorrhage from throat	Resp
487.3	Hemoptysis	hemoptysis	Resp
488	Abnormalities of breathing	abnormalities of breathing	Resp
296.5	Histrionic personality disorder	histrionic personality disorder	Mental
488.5	Stridor	stridor	Resp
488.1	Dyspnea [Shortness of breath]	dyspnea shortness of breath	Resp
488.2	Hyperventilation	hyperventilation	Resp
488.3	Periodic breathing [Cheyne-Stokes]	periodic breathing cheyne-stokes	Resp
488.4	Tachypnea	tachypnea	Resp
488.11	Orthopnea	orthopnea	Resp
296.4	Borderline personality disorder	borderline personality disorder	Mental
488.6	Wheezing	wheezing	Resp
488.7	Apnea NEC	apnea nec	Resp
488.8	Mouth breathing*	mouth breathing	Resp
494	Voice disturbance	voice disturbance	Resp
296.3	Antisocial personality disorder	antisocial personality disorder	Mental
800	Chest pain	chest pain	Signs/Symptoms
800.1	Chest pain on breathing	chest pain on breathing	Signs/Symptoms
800.2	Precordial pain	precordial pain	Signs/Symptoms
800.11	Pleurodynia*	pleurodynia	Signs/Symptoms
800.3	Intercostal pain*	intercostal pain	Signs/Symptoms
499	Other symptoms and disorders of the respiratory system	other symptoms and disorders of the respiratory system	Resp
498	Asphyxia and hypoxemia	asphyxia and hypoxemia	Resp
498.1	Hypoxemia	hypoxemia	Resp
495.1	Solitary pulmonary nodule	solitary pulmonary nodule	Resp
496	Abnormal results of pulmonary function studies	abnormal results of pulmonary function studies	Resp
465.11	Streptococcal tonsillitis/pharyngitis	streptococcal tonsillitispharyngitis	Resp
284.25	Self-harm by firearm or explosives	self-harm by firearm or explosives	Mental
284.26	Self-harm by burns	self-harm by burns	Mental
284.27	Self-harm by sharp object	self-harm by sharp object	Mental
284.28	Self-harm by jumping from a high place	self-harm by jumping from a high place	Mental
171.711	Idiopathic hypereosinophilic syndrome*	idiopathic hypereosinophilic syndrome	Blood
522.1	Inflammatory bowel disease	inflammatory bowel disease	GI
247.41	Hypermagnesemia*	hypermagnesemia	Metab
170.2	Lymphocytopenia	lymphocytopenia	Blood
172	Other disorders of white blood cells	other disorders of white blood cells	Blood
208.21	Primary hyperparathyroidism	primary hyperparathyroidism	Endo
205.1	Nondiabetic hypoglycemic coma	nondiabetic hypoglycemic coma	Endo
B239.32	Body mass index [BMI] 26, adult	body mass index bmi 26 adult	Stat
B239.33	Body mass index [BMI] 27, adult	body mass index bmi 27 adult	Stat
B239.34	Body mass index [BMI] 28, adult	body mass index bmi 28 adult	Stat
B239.35	Body mass index [BMI] 29, adult	body mass index bmi 29 adult	Stat
B239.41	Body mass index [BMI] 31, adult	body mass index bmi 31 adult	Stat
B239.42	Body mass index [BMI] 32, adult	body mass index bmi 32 adult	Stat
B239.43	Body mass index [BMI] 33, adult	body mass index bmi 33 adult	Stat
B239.44	Body mass index [BMI] 34, adult	body mass index bmi 34 adult	Stat
B239.45	Body mass index [BMI] 35, adult	body mass index bmi 35 adult	Stat
B239.46	Body mass index [BMI] 36, adult	body mass index bmi 36 adult	Stat
B239.47	Body mass index [BMI] 37, adult	body mass index bmi 37 adult	Stat
B239.48	Body mass index [BMI] 38, adult	body mass index bmi 38 adult	Stat
B239.49	Body mass index [BMI] 39, adult	body mass index bmi 39 adult	Stat
B239.36	Body mass index [BMI] 30, adult	body mass index bmi 30 adult	Stat
B239.51	Body mass index [BMI] 40-44, adult	body mass index bmi 40-44 adult	Stat
B239.52	Body mass index [BMI] 45-49, adult	body mass index bmi 45-49 adult	Stat
B239.53	Body mass index [BMI] 50-59, adult	body mass index bmi 50-59 adult	Stat
B239.54	Body mass index [BMI] 60-69, adult	body mass index bmi 60-69 adult	Stat
B239.55	Body mass index [BMI] 70+, adult	body mass index bmi 70 adult	Stat
B238.1	Body mass index [BMI] <5th percentile, pediatric	body mass index bmi 5th percentile pediatric	Stat
B238.2	Body mass index [BMI] <5th to 85th percentile, pediatric	body mass index bmi 5th to 85th percentile pediatric	Stat
B238.3	Body mass index [BMI] 85th to 95th percentile, pediatric	body mass index bmi 85th to 95th percentile pediatric	Stat
B238.4	Body mass index [BMI] >95th percentile, pediatric	body mass index bmi 95th percentile pediatric	Stat
281	Substance abuse, dependence, and withdrawl	substance abuse dependence and withdrawl	Mental
281.1	Substance abuse	substance abuse	Mental
281.2	Substance dependence	substance dependence	Mental
281.21	Substance withdrawal	substance withdrawal	Mental
893.9	Behavioral insomnia of childhood	behavioral insomnia of childhood	Dev
283	Other behavioral problems	other behavioral problems	Mental
283.5	Wandering in diseases classified elsewhere	wandering in diseases classified elsewhere	Mental
283.4	Patient's noncompliance with medical treatment and regimen	patients noncompliance with medical treatment and regimen	Mental
283.3	High risk sexual behavior	high risk sexual behavior	Mental
282	Nicotine dependence (current and history of)	nicotine dependence current and history of	Mental
283.8	Problems related to lifestyle	problems related to lifestyle	Mental
238	Micronutrient excess	micronutrient excess	Metab
238.3	Megavitamin-B6 syndrome*	megavitamin-b6 syndrome	Metab
238.4	Hypervitaminosis D	hypervitaminosis d	Metab
257	Polydipsia	polydipsia	Metab
237	Abnormal weight gain	abnormal weight gain	Metab
169	Platelet defects	platelet defects	Blood
162.8	Pancytopenia	pancytopenia	Blood
160	Nutritional anemias	nutritional anemias	Blood
160.1	Iron deficiency anemia	iron deficiency anemia	Blood
160.2	Megaloblastic anemia	megaloblastic anemia	Blood
160.4	Other deficiency anemia	other deficiency anemia	Blood
161.1	Intrinsic (hereditary) hemolytic anemias	intrinsic hereditary hemolytic anemias	Blood
161.16	Other anemias due to enzyme disorders	other anemias due to enzyme disorders	Blood
161.11	Hereditary spherocytosis	hereditary spherocytosis	Blood
161.12	Hereditary elliptocytosis	hereditary elliptocytosis	Blood
161.13	Disorders of glutathione metabolism	disorders of glutathione metabolism	Blood
162.2	Acquired pure red cell aplasia [erythroblastopenia]	acquired pure red cell aplasia erythroblastopenia	Blood
162.1	Constitutional (hereditary) aplastic anemia	constitutional hereditary aplastic anemia	Blood
162.3	Aplastic anemia due to drugs or other external agents*	aplastic anemia due to drugs or other external agents	Blood
162.4	Idiopathic aplastic anemia*	idiopathic aplastic anemia	Blood
162.5	Myelophthisis	myelophthisis	Blood
162.61	Hereditary sideroblastic anemia*	hereditary sideroblastic anemia	Blood
162.62	Secondary sideroblastic anemia due to disease*	secondary sideroblastic anemia due to disease	Blood
162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
164	Anemia	anemia	Blood
164.1	Microcytic anemia	microcytic anemia	Blood
164.2	Macrocytic anemia	macrocytic anemia	Blood
164.3	Acute posthemorrhagic anemia	acute posthemorrhagic anemia	Blood
164.6	Anemia secondary to chronic diseases and conditions	anemia secondary to chronic diseases and conditions	Blood
168.21	Primary hypercoagulable state [Primary thrombophilia]	primary hypercoagulable state primary thrombophilia	Blood
168.114	Von Willebrand's disease	von willebrands disease	Blood
168.211	Activated protein C resistance*	activated protein c resistance	Blood
168.212	Prothrombin gene mutation*	prothrombin gene mutation	Blood
170	Decreased white blood cell count	decreased white blood cell count	Blood
170.11	Congenital agranulocytosis	congenital agranulocytosis	Blood
170.12	Drug induced neutropenia	drug induced neutropenia	Blood
170.13	Neutropenia due to infection	neutropenia due to infection	Blood
170.14	Cyclic neutropenia	cyclic neutropenia	Blood
170.19	Neutropenia NOS	neutropenia	Blood
171.5	Basophilia	basophilia	Blood
171.6	Bandemia	bandemia	Blood
823.2	Abnormal levels of other serum enzymes	abnormal levels of other serum enzymes	Signs/Symptoms
826.4	Other and unspecified nonspecific immunological findings	other andnonspecific immunological findings	Signs/Symptoms
824.3	Abnormality of alphafetoprotein*	abnormality of alphafetoprotein	Signs/Symptoms
827.1	Finding of alcohol in blood	finding of alcohol in blood	Signs/Symptoms
174.1	Hyposplenism*	hyposplenism	Blood
174.2	Splenomegaly	splenomegaly	Blood
174.21	Hypersplenism	hypersplenism	Blood
174.22	Chronic congestive splenomegaly	chronic congestive splenomegaly	Blood
174.23	Neutropenic splenomegaly	neutropenic splenomegaly	Blood
174.5	Abscess of spleen*	abscess of spleen	Blood
174.6	Cyst of spleen*	cyst of spleen	Blood
174.7	Infarction of spleen*	infarction of spleen	Blood
175	Polycythemias	polycythemias	Blood
175.2	Secondary polycythemia	secondary polycythemia	Blood
180	Other disorders involving the immune mechanism	other disorders involving the immune mechanism	Blood
180.2	Polyclonal hypergammaglobulinemia	polyclonal hypergammaglobulinemia	Blood
180.3	Paraproteinemias	paraproteinemias	Blood
180.31	Monoclonal gammopathy	monoclonal gammopathy	Blood
125	Other malignant neoplasms of lymphoid, hematopoietic and related tissue	other malignant neoplasms of lymphoid hematopoietic and related tissue	Neoplasms
180.4	Cryoglobulinemia*	cryoglobulinemia	Blood
239	Hyperlipidemia	hyperlipidemia	Metab
239.11	Pure hypercholesterolemia	pure hypercholesterolemia	Metab
239.12	Familial hypercholesterolemia*	familial hypercholesterolemia	Metab
239.21	Pure hyperglyceridemia	pure hyperglyceridemia	Metab
239.3	Mixed hyperlipidemia	mixed hyperlipidemia	Metab
239.13	Elevated Lipoprotein(a)*	elevated lipoproteina	Metab
240	Disorders of amino-acid transport and metabolism	disorders of amino-acid transport and metabolism	Metab
510.2	Esophagitis	esophagitis	GI
242	Lipid storage disorders	lipid storage disorders	Metab
242.2	Sphingolipidosis	sphingolipidosis	Metab
252	Other and unspecified disorders of metabolism	other anddisorders of metabolism	Metab
247.711	Hereditary hemochromatosis	hereditary hemochromatosis	Metab
247.712	Hemochromatosis due to repeated red blood cell transfusions	hemochromatosis due to repeated red blood cell transfusions	Metab
247.31	Familial hypophosphatemia*	familial hypophosphatemia	Metab
247.42	Hypomagnesemia*	hypomagnesemia	Metab
840.9	Anaphylactic reaction	anaphylactic reaction	Signs/Symptoms
704.8	Thromboangiitis obliterans [Buerger's disease]	thromboangiitis obliterans buergers disease	Musc/Skel
704.7	Cerebral arteritis	cerebral arteritis	Musc/Skel
704.6	Aortic arch syndrome [Takayasu's disease]	aortic arch syndrome takayasus disease	Musc/Skel
704.4	Hypersensitivity angiitis	hypersensitivity angiitis	Musc/Skel
114.5	Paraganglioma	paraganglioma	Neoplasms
475.7	Allergic bronchopulmonary aspergillosis	allergic bronchopulmonary aspergillosis	Resp
835	Cytology and pathology findings	cytology and pathology findings	Signs/Symptoms
430.4	Nontraumatic extradural hemorrhage	nontraumatic extradural hemorrhage	Cardio
431.11	Cerebral infarction [Ischemic stroke]	cerebral infarction ischemic stroke	Cardio
431.14	Cerebellar stroke syndrome*	cerebellar stroke syndrome	Cardio
431.15	Lacunar syndrome*	lacunar syndrome	Cardio
433.34	Cerebral artery syndrome (middle, anterior, posterior)*	cerebral artery syndrome middle anterior posterior	Cardio
433.32	Vertebro-basilar artery syndrome	vertebro-basilar artery syndrome	Cardio
433.2	Occlusion and stenosis of precerebral arteries	occlusion and stenosis of precerebral arteries	Cardio
440.13	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	Cardio
704.5	Giant cell arteritis	giant cell arteritis	Musc/Skel
704.1	Polyarteritis nodosa and related conditions	polyarteritis nodosa and related conditions	Musc/Skel
433.31	Cerebrovascular vasospasm and vasoconstriction*	cerebrovascular vasospasm and vasoconstriction	Cardio
436.23	Chronic total occlusion of artery of the extremities	chronic total occlusion of artery of the extremities	Cardio
340.3	Inflammatory and immune myopathies	inflammatory and immune myopathies	Neuro
342.3	Diplegia of upper limbs	diplegia of upper limbs	Neuro
342.4	Monoplegia	monoplegia	Neuro
342	Plegia and unspecified paralysis	plegia andparalysis	Neuro
342.5	Paralysis NOS	paralysis	Neuro
346.5	Compression of brain	compression of brain	Neuro
360.4	Blepharitis	blepharitis	Eye
360.41	Ulcerative blepharitis	ulcerative blepharitis	Eye
360.42	Squamous blepharitis	squamous blepharitis	Eye
360.13	Abscess of eyelid	abscess of eyelid	Eye
362.4	Hypotrichosis of eyelid [Madarosis]	hypotrichosis of eyelid madarosis	Eye
361.13	Spastic entropion	spastic entropion	Eye
361.14	Cicatricial entropion	cicatricial entropion	Eye
361.15	Trichiasis of eyelid without entropion	trichiasis of eyelid without entropion	Eye
361.9	Ectropion of eyelid	ectropion of eyelid	Eye
361.91	Senile ectropion	senile ectropion	Eye
361.92	Mechanical ectropion	mechanical ectropion	Eye
361.93	Spastic ectropion	spastic ectropion	Eye
361.94	Cicatricial ectropion	cicatricial ectropion	Eye
361.22	Mechanical lagophthalmos	mechanical lagophthalmos	Eye
361.33	Myogenic ptosis of eyelid	myogenic ptosis of eyelid	Eye
361.32	Mechanical ptosis of eyelid	mechanical ptosis of eyelid	Eye
361.35	Paralytic ptosis	paralytic ptosis	Eye
361.6	Sensorimotor disorders of eyelid	sensorimotor disorders of eyelid	Eye
362	Other disorders of the eyelids	other disorders of the eyelids	Eye
362.5	Cysts of eyelid	cysts of eyelid	Eye
362.6	Dermatochalasis of eyelid	dermatochalasis of eyelid	Eye
362.7	Edema of eyelid	edema of eyelid	Eye
