hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0100748	Muscular oedema	muscular oedema	False
HP_0100752	Abnormal liver lobulation	abnormal liver lobulation	True
HP_0100752	Anomalous liver lobulation	anomalous liver lobulation	False
HP_0100752	Hepatic anomalous lobulation	hepatic anomalous lobulation	False
HP_0100753	Schizophrenia	schizophrenia	True
HP_0100757	Pancreatoblastoma	pancreatoblastoma	True
HP_0100758	Gangrene	gangrene	True
HP_0100758	Death of body tissue due to lack of blood flow or infection	death of body tissue due to lack of blood flow or infection	False
HP_0100759	Clubbing of fingers	clubbing of fingers	True
HP_0100759	Clubbed fingers	clubbed fingers	False
HP_0100759	Clubbing (hands)	clubbing hands	False
HP_0100759	Finger clubbing	finger clubbing	False
HP_0100760	Clubbing of toes	clubbing of toes	True
HP_0100761	Visceral angiomatosis	visceral angiomatosis	True
HP_0100762	Hemobilia	hemobilia	True
HP_0100762	Haemobilia	haemobilia	False
HP_0100768	Choriocarcinoma	choriocarcinoma	True
HP_0100769	Synovitis	synovitis	True
HP_0100770	Hyperperistalsis	hyperperistalsis	True
HP_0100773	Cartilage destruction	cartilage destruction	True
HP_0100775	Dural ectasia	dural ectasia	True
HP_0100776	Recurrent pharyngitis	recurrent pharyngitis	True
HP_0100776	Pharyngitis, recurrent	pharyngitis recurrent	False
HP_0100776	Recurrent sore throat	recurrent sore throat	False
HP_0100778	Cryoglobulinemia	cryoglobulinemia	True
HP_0100778	Cryoprecipitable immune complexes	cryoprecipitable immune complexes	False
HP_0100779	Urogenital sinus anomaly	urogenital sinus anomaly	True
HP_0100780	Conjunctival hamartoma	conjunctival hamartoma	True
HP_0100783	Breast aplasia	breast aplasia	True
HP_0100783	Absent breast	absent breast	False
HP_0100783	Congenital absence of breast	congenital absence of breast	False
HP_0100783	Mammary gland aplasia	mammary gland aplasia	False
HP_0100784	Peripheral arteriovenous fistula	peripheral arteriovenous fistula	True
HP_0100788	Fused lips	fused lips	True
HP_0100788	Adhesion of upper and lower lips	adhesion of upper and lower lips	False
HP_0100788	Fusion of upper and lower lips	fusion of upper and lower lips	False
HP_0100789	Torus palatinus	torus palatinus	True
HP_0100789	Palatal tori	palatal tori	False
HP_0100789	Palatal torus	palatal torus	False
HP_0100789	Palate exostoses	palate exostoses	False
HP_0100792	Acantholysis	acantholysis	True
HP_0100795	Abnormally straight spine	abnormally straight spine	True
HP_0100796	Orchitis	orchitis	True
HP_0100796	Inflammation of testicles	inflammation of testicles	False
HP_0100797	Toenail dysplasia	toenail dysplasia	True
HP_0100797	Abnormal toenail development	abnormal toenail development	False
HP_0100797	Dysplastic toenails	dysplastic toenails	False
HP_0100798	Fingernail dysplasia	fingernail dysplasia	True
HP_0100798	Abnormal fingernail development	abnormal fingernail development	False
HP_0100798	Dysplastic fingernails	dysplastic fingernails	False
HP_0100801	Pancreatic aplasia	pancreatic aplasia	True
HP_0100801	Absent pancreas	absent pancreas	False
HP_0100802	Malposition of the stomach	malposition of the stomach	True
HP_0100802	Abnormal stomach location	abnormal stomach location	False
HP_0100802	Gastric ectopia	gastric ectopia	False
HP_0100802	Gastric malposition	gastric malposition	False
HP_0100804	Ungual fibroma	ungual fibroma	True
HP_0100804	Koenen tumor	koenen tumor	False
HP_0100804	Koenen tumour	koenen tumor	False
HP_0100804	Koenen's tumor	koenens tumor	False
HP_0100804	Koenen's tumour	koenens tumor	False
HP_0100804	Parungual fibromas	parungual fibromas	False
HP_0100804	Periungual fibroma	periungual fibroma	False
HP_0100826	Neoplasm of the nail	neoplasm of the nail	True
HP_0100826	Nail tumor	nail tumor	False
HP_0100826	Nail tumour	nail tumor	False
HP_0100805	obsolete Precocious menopause	obsolete precocious menopause	True
HP_0100808	Gastric diverticulum	gastric diverticulum	True
HP_0100808	Stomach diverticulum	stomach diverticulum	False
HP_0100809	Scalp tenderness	scalp tenderness	True
HP_0100809	Scalp hypersensitivity	scalp hypersensitivity	False
HP_0100810	Pointed helix	pointed helix	True
HP_0100810	Elfin ear	elfin ear	False
HP_0100810	Spock ear	spock ear	False
HP_0100810	Spock's ear	spocks ear	False
HP_0100810	Vulcan ear	vulcan ear	False
HP_0100813	Testicular torsion	testicular torsion	True
HP_0100813	Spermatic cord torsion	spermatic cord torsion	False
HP_0100814	Blue nevus	blue nevus	True
HP_0100814	Mongolian spot	mongolian spot	False
HP_0100816	Lip hyperpigmentation	lip hyperpigmentation	True
HP_0100816	Darkening of skin of the lips	darkening of skin of the lips	False
HP_0100816	Hyperpigmentation of lip vermillion	hyperpigmentation of lip vermillion	False
HP_0100816	Increased pigmentation on the lips	increased pigmentation on the lips	False
HP_0100817	Renovascular hypertension	renovascular hypertension	True
HP_0100817	Hypertension due to renal artery hyperplasia	hypertension due to renal artery hyperplasia	False
HP_0100818	Long thorax	long thorax	True
HP_0100818	Long rib cage	long rib cage	False
HP_0100820	Glomerulopathy	glomerulopathy	True
HP_0100820	Diseased glomeruli	diseased glomeruli	False
HP_0100821	Urethrocele	urethrocele	True
HP_0100822	Rectocele	rectocele	True
HP_0100828	Increased T cell count	increased t cell count	True
HP_0100828	Increase in T cell count	increase in t cell count	False
HP_0100828	Increase in T cell number	increase in t cell number	False
HP_0100829	Galactorrhea	galactorrhea	True
HP_0100829	Galactorrhoea	galactorrhoea	False
HP_0100829	Spontaneous milk flow from breast	spontaneous milk flow from breast	False
HP_0100830	Round ear	round ear	True
HP_0100837	Atrophodermia vermiculata	atrophodermia vermiculata	True
HP_0100837	Vermiculata atrophoderma	vermiculata atrophoderma	False
HP_0100838	Recurrent cutaneous abscess formation	recurrent cutaneous abscess formation	True
HP_0100839	Hepatic agenesis	hepatic agenesis	True
HP_0100839	Failed liver development	failed liver development	False
HP_0100839	Liver agenesis	liver agenesis	False
HP_0100841	Microgastria	microgastria	True
HP_0100842	Septo-optic dysplasia	septo-optic dysplasia	True
HP_0100842	De Morsier syndrome	de morsier syndrome	False
HP_0100843	obsolete Glioblastoma	obsolete glioblastoma	True
HP_0100844	Pancreatic fistula	pancreatic fistula	True
HP_0100845	Anaphylactic shock	anaphylactic shock	True
HP_0100845	Anaphylaxis	anaphylaxis	False
HP_0100847	Palmoplantar pustulosis	palmoplantar pustulosis	True
HP_0100847	Palmoplantar pustules	palmoplantar pustules	False
HP_0100847	Pustulosis of palms and soles	pustulosis of palms and soles	False
HP_0100847	Pustulosis palmaris et plantaris	pustulosis palmaris et plantaris	False
HP_0200039	Pustule	pustule	True
HP_0200039	Pimple	pimple	False
HP_0200039	Pustula	pustula	False
HP_0200039	Pustular lesion	pustular lesion	False
HP_0200039	Pustules	pustules	False
HP_0200039	Skin pustule	skin pustule	False
HP_0200039	Skin pustules	skin pustules	False
HP_0100849	Neoplasm of the scrotum	neoplasm of the scrotum	True
HP_0100849	Neoplasia of the scrotum	neoplasia of the scrotum	False
HP_0100849	Scrotum tumor	scrotum tumor	False
HP_0100849	Scrotum tumour	scrotum tumor	False
HP_0100850	Neoplasm of the penis	neoplasm of the penis	True
HP_0100850	Neoplasia of the penis	neoplasia of the penis	False
HP_0100850	Penis tumor	penis tumor	False
HP_0100850	Penis tumour	penis tumor	False
HP_0100853	Hypoplastic areola	hypoplastic areola	True
HP_0100853	Hypoplastic areolae	hypoplastic areolae	False
HP_0100855	Triceps hypoplasia	triceps hypoplasia	True
HP_0100855	Small triceps	small triceps	False
HP_0100855	Underdeveloped triceps	underdeveloped triceps	False
HP_0100857	Flat sella turcica	flat sella turcica	True
HP_0100858	Dilatation of celiac artery	dilatation of celiac artery	True
HP_0100858	Dilatation of coeliac artery	dilatation of coeliac artery	False
HP_0100859	Dilatation of superior mesenteric artery	dilatation of superior mesenteric artery	True
HP_0100860	Dilatation of Inferior mesenteric artery	dilatation of inferior mesenteric artery	True
HP_0100861	Sclerotic vertebral body	sclerotic vertebral body	True
HP_0100861	Vertebral body sclerosis	vertebral body sclerosis	False
HP_0100865	Broad ischia	broad ischia	True
HP_0100866	Short iliac bones	short iliac bones	True
HP_0100866	Short pelvis bones	short pelvis bones	False
HP_0100867	Duodenal stenosis	duodenal stenosis	True
HP_0100867	Duodenal stenosis/atresia	duodenal stenosisatresia	False
HP_0100869	Palmar telangiectasia	palmar telangiectasia	True
HP_0100869	Telangiectases of palms and soles	telangiectases of palms and soles	False
HP_0100869	Teleangiectases of palms	teleangiectases of palms	False
HP_0100870	Plantar telangiectasia	plantar telangiectasia	True
HP_0100870	Plantar teleangiectasia	plantar teleangiectasia	False
HP_0100870	Telangiectases of soles	telangiectases of soles	False
HP_0100870	Teleangiectases of soles	teleangiectases of soles	False
HP_0100874	Thick hair	thick hair	True
HP_0100874	Increased follicular density	increased follicular density	False
HP_0100874	Increased hair density	increased hair density	False
HP_0100875	Hemimacroglossia	hemimacroglossia	True
HP_0100875	Hemiglossal hypertrophy	hemiglossal hypertrophy	False
HP_0100875	Hypertrophy of half of the tongue	hypertrophy of half of the tongue	False
HP_0100875	Increased size of half of the tongue	increased size of half of the tongue	False
HP_0100875	Large half of tongue	large half of tongue	False
HP_0100876	Infra-orbital crease	infra-orbital crease	True
HP_0100876	Crease in skin under the eye	crease in skin under the eye	False
HP_0100876	Groove in skin under the eye	groove in skin under the eye	False
HP_0100876	Infraorbital crease	infraorbital crease	False
HP_0100876	Infraorbital creases	infraorbital creases	False
HP_0100876	Underorbital skin creases	underorbital skin creases	False
HP_0100877	Renal diverticulum	renal diverticulum	True
HP_0100877	Caliceal diverticulum	caliceal diverticulum	False
HP_0100877	Pelvic diverticulum	pelvic diverticulum	False
HP_0100877	Renal pelvic diverticulum	renal pelvic diverticulum	False
HP_0100878	Enlarged uterus	enlarged uterus	True
HP_0100881	Congenital mesoblastic nephroma	congenital mesoblastic nephroma	True
HP_0100882	Fibrous hamartoma	fibrous hamartoma	True
HP_0100882	Fibrous hamartoma of infancy	fibrous hamartoma of infancy	False
HP_0100883	Chorangioma	chorangioma	True
HP_0100883	Placental hamartoma	placental hamartoma	False
HP_0100884	Compensatory scoliosis	compensatory scoliosis	True
HP_0100885	Lateral venous anomaly	lateral venous anomaly	True
HP_0100885	Lateral marginal vein of Servelle	lateral marginal vein of servelle	False
HP_0100885	Vein of servelle	vein of servelle	False
HP_0100888	Interdigital loops	interdigital loops	True
HP_0100889	Abnormality of the ductus choledochus	abnormality of the ductus choledochus	True
HP_0100889	Abnormality of the common bile duct	abnormality of the common bile duct	False
HP_0100890	Cyst of the ductus choledochus	cyst of the ductus choledochus	True
HP_0100890	Choledochal cyst	choledochal cyst	False
HP_0100891	Bifid xiphoid process	bifid xiphoid process	True
HP_0100891	Bifid xiphisternum	bifid xiphisternum	False
HP_0100892	Abnormality of the xiphoid process	abnormality of the xiphoid process	True
HP_0100893	Prominent xiphoid process	prominent xiphoid process	True
HP_0100893	Prominent xiphisternum	prominent xiphisternum	False
HP_0100894	Broad xiphoid process	broad xiphoid process	True
HP_0100894	Broad xiphisternum	broad xiphisternum	False
HP_0100896	Rectal polyposis	rectal polyposis	True
HP_0100896	Multiple rectal polyps	multiple rectal polyps	False
HP_0100896	Rectal polyps	rectal polyps	False
HP_0100923	Clavicular sclerosis	clavicular sclerosis	True
HP_0100923	Increased bone density in collarbone	increased bone density in collarbone	False
HP_0100923	Osteosclerosis of the clavicle	osteosclerosis of the clavicle	False
HP_0100950	Decreased 3-hydroxyacyl-CoA dehydrogenase level	decreased 3-hydroxyacyl-coa dehydrogenase level	True
HP_0100951	Enlarged fossa interpeduncularis	enlarged fossa interpeduncularis	True
HP_0100951	Enlarged basal cistern	enlarged basal cistern	False
HP_0100951	Enlarged interpeduncular cistern	enlarged interpeduncular cistern	False
HP_0100952	Enlarged sylvian cistern	enlarged sylvian cistern	True
HP_0100952	Enlarged lateral fissure	enlarged lateral fissure	False
HP_0100952	Enlarged lateral sulcus	enlarged lateral sulcus	False
HP_0100952	Enlarged sylvian fissure	enlarged sylvian fissure	False
HP_0100953	Enlarged interhemispheric fissure	enlarged interhemispheric fissure	True
HP_0100953	Enlarged great longitudinal fissure	enlarged great longitudinal fissure	False
HP_0100953	Enlarged longitudinal cerebral fissure	enlarged longitudinal cerebral fissure	False
HP_0100953	Enlarged longitudinal fissure	enlarged longitudinal fissure	False
HP_0100954	Open operculum	open operculum	True
HP_0100955	Giant cell granuloma of mandible	giant cell granuloma of mandible	True
HP_0100958	Narrow foramen obturatorium	narrow foramen obturatorium	True
HP_0100959	Dense metaphyseal bands	dense metaphyseal bands	True
HP_0100959	Dense metaphyseal lines	dense metaphyseal lines	False
HP_0100959	Transverse metaphyseal bands	transverse metaphyseal bands	False
HP_0100960	Lateral ventricular asymmetry	lateral ventricular asymmetry	True
HP_0100960	Asymmetric lateral ventricles	asymmetric lateral ventricles	False
HP_0100960	Asymmetric ventricles	asymmetric ventricles	False
HP_0100960	Cerebral lateral ventricular asymmetry	cerebral lateral ventricular asymmetry	False
HP_0100961	Enlarged hippocampus	enlarged hippocampus	True
HP_0100962	Shyness	shyness	True
HP_0100963	Hyperesthesia	hyperesthesia	True
HP_0100963	Hyperaesthesia	hyperaesthesia	False
HP_0200001	Dysharmonic accelerated bone age	dysharmonic accelerated bone age	True
HP_0200003	Splayed epiphyses	splayed epiphyses	True
HP_0200003	Splayed end part of bone	splayed end part of bone	False
HP_0200011	Abnormal length of corpus callosum	abnormal length of corpus callosum	True
HP_0200012	Short corpus callosum	short corpus callosum	True
HP_0200015	Symmetric great toe depigmentation	symmetric great toe depigmentation	True
HP_0200016	Acrokeratosis	acrokeratosis	True
HP_0200016	Acral keratosis	acral keratosis	False
HP_0200017	Cerebral white matter agenesis	cerebral white matter agenesis	True
HP_0200017	Agenesis of the cerebral white matter	agenesis of the cerebral white matter	False
HP_0200017	White matter agenesis	white matter agenesis	False
HP_0200018	Protanomaly	protanomaly	True
HP_0200018	Colorblindness, partial, protan series	colorblindness partial protan series	False
HP_0200018	Red-weak	red-weak	False
HP_0200021	Down-sloping shoulders	down-sloping shoulders	True
HP_0200021	Rounded shoulders	rounded shoulders	False
HP_0200021	Rounded, sloping shoulders	rounded sloping shoulders	False
HP_0200021	Sloping shoulders	sloping shoulders	False
HP_0200022	Choroid plexus papilloma	choroid plexus papilloma	True
HP_0200023	Priapism	priapism	True
HP_0200023	hulseyism	hulseyism	False
HP_0200025	Mandibular pain	mandibular pain	True
HP_0200025	Lower jaw pain	lower jaw pain	False
HP_0200028	Pretibial myxedema	pretibial myxedema	True
HP_0200028	Graves dermopathy	graves dermopathy	False
HP_0200029	Vasculitis in the skin	vasculitis in the skin	True
HP_0200029	Cutaneous vasculitis	cutaneous vasculitis	False
HP_0200030	Punctate vasculitis skin lesions	punctate vasculitis skin lesions	True
HP_0200032	Kayser-Fleischer ring	kayser-fleischer ring	True
HP_0200032	Fleischer's ring	fleischers ring	False
HP_0200032	Fleischer-Kayser ring	fleischer-kayser ring	False
HP_0200032	Fleischer-Struempell ring	fleischer-struempell ring	False
HP_0200041	Skin erosion	skin erosion	True
HP_0200044	Porokeratosis	porokeratosis	True
HP_0200046	Cat cry	cat cry	True
HP_0200046	cat-like cry	cat-like cry	False
HP_0200047	Chondritis of pinna	chondritis of pinna	True
HP_0200047	Inflammation of cartilage of pinna	inflammation of cartilage of pinna	False
HP_0200048	Cyanotic episode	cyanotic episode	True
HP_0200049	Upper limb hypertonia	upper limb hypertonia	True
HP_0200053	Hemihypotrophy of lower limb	hemihypotrophy of lower limb	True
HP_0200053	Asymmetric leg shortening	asymmetric leg shortening	False
HP_0200053	Asymmetric lower limb shortness	asymmetric lower limb shortness	False
HP_0200054	Foot monodactyly	foot monodactyly	True
HP_0200055	Small hand	small hand	True
HP_0200055	Disproportionately small hands	disproportionately small hands	False
HP_0200057	Marcus Gunn pupil	marcus gunn pupil	True
HP_0200057	Relative afferent pupil defect	relative afferent pupil defect	False
HP_0200057	Relative afferent pupillary defect	relative afferent pupillary defect	False
HP_0200058	Angiosarcoma	angiosarcoma	True
HP_0200059	Metastatic angiosarcoma	metastatic angiosarcoma	True
HP_0200063	Colorectal polyposis	colorectal polyposis	True
HP_0200063	Colorectal polyps	colorectal polyps	False
HP_0200066	Ribbonlike corneal degeneration	ribbonlike corneal degeneration	True
HP_0200067	Recurrent spontaneous abortion	recurrent spontaneous abortion	True
HP_0200068	Nonprogressive visual loss	nonprogressive visual loss	True
HP_0200070	Peripheral retinal atrophy	peripheral retinal atrophy	True
HP_0200070	Wasting of the outer part of the retina	wasting of the outer part of the retina	False
HP_0200071	Peripheral vitreoretinal degeneration	peripheral vitreoretinal degeneration	True
HP_0200072	Episodic quadriplegia	episodic quadriplegia	True
HP_0200073	Respiratory insufficiency due to defective ciliary clearance	respiratory insufficiency due to defective ciliary clearance	True
HP_0200083	Severe limb shortening	severe limb shortening	True
HP_0200084	Giant cell hepatitis	giant cell hepatitis	True
HP_0200094	Frontal open bite	frontal open bite	True
HP_0200095	obsolete Anterior open bite	obsolete anterior open bite	True
HP_0200096	Triangular-shaped open mouth	triangular-shaped open mouth	True
HP_0200097	Oral mucosal blisters	oral mucosal blisters	True
HP_0200097	Blebs of oral mucosa	blebs of oral mucosa	False
HP_0200097	Blisters of mouth	blisters of mouth	False
HP_0200097	Bullae of oral mucosa	bullae of oral mucosa	False
HP_0200097	Oral blistering	oral blistering	False
HP_0200099	obsolete Peripheral retinal pigmentation abnormalities	obsolete peripheral retinal pigmentation abnormalities	True
HP_0200104	Absent fifth fingernail	absent fifth fingernail	True
HP_0200104	Absent nail of fifth finger	absent nail of fifth finger	False
HP_0200105	Absent fifth toenail	absent fifth toenail	True
HP_0200105	Missing fifth toenail	missing fifth toenail	False
HP_0200107	Shortened inner dynein arms	shortened inner dynein arms	True
HP_0200108	Shortened outer dynein arms	shortened outer dynein arms	True
HP_0200109	Absent/shortened outer dynein arms	absentshortened outer dynein arms	True
HP_0200111	Absent stapes head	absent stapes head	True
HP_0200113	Aphalangy of hands and feet	aphalangy of hands and feet	True
HP_0200116	Distal ileal atresia	distal ileal atresia	True
HP_0200117	Recurrent upper and lower respiratory tract infections	recurrent upper and lower respiratory tract infections	True
HP_0200118	Malabsorption of Vitamin B12	malabsorption of vitamin b12	True
HP_0200119	Acute hepatitis	acute hepatitis	True
HP_0200119	Acute liver inflammation	acute liver inflammation	False
HP_0200120	Chronic active hepatitis	chronic active hepatitis	True
HP_0200123	Chronic hepatitis	chronic hepatitis	True
HP_0200123	Chronic liver inflammation	chronic liver inflammation	False
HP_0200122	Atypical or prolonged hepatitis	atypical or prolonged hepatitis	True
HP_0200122	Atypical or prolonged liver inflammation	atypical or prolonged liver inflammation	False
HP_0200124	Chronic hepatitis due to cryptosporidium infection	chronic hepatitis due to cryptosporidium infection	True
HP_0200125	Mitochondrial respiratory chain defects	mitochondrial respiratory chain defects	True
HP_0200126	obsolete Amyloid cardiomyopathy	obsolete amyloid cardiomyopathy	True
HP_0200127	Atrial cardiomyopathy	atrial cardiomyopathy	True
HP_0200128	Biventricular hypertrophy	biventricular hypertrophy	True
HP_0200129	obsolete Calcific mitral stenosis	obsolete calcific mitral stenosis	True
HP_0200133	Lumbosacral meningocele	lumbosacral meningocele	True
HP_0200134	Epileptic encephalopathy	epileptic encephalopathy	True
HP_0200134	Convulsive encephalopathy	convulsive encephalopathy	False
HP_0200135	obsolete Macrocephaly due to hydrocephalus	obsolete macrocephaly due to hydrocephalus	True
HP_0200136	Oral-pharyngeal dysphagia	oral-pharyngeal dysphagia	True
HP_0200136	Oral pharyngeal dysphagia	oral pharyngeal dysphagia	False
HP_0200136	Oropharyngeal dysphagia	oropharyngeal dysphagia	False
HP_0200138	Bilateral choanal atresia/stenosis	bilateral choanal atresiastenosis	True
HP_0200141	Small, conical teeth	small conical teeth	True
HP_0200141	Conical microdontia	conical microdontia	False
HP_0200141	Small, cone shaped teeth	small cone shaped teeth	False
HP_0200143	Megaloblastic erythroid hyperplasia	megaloblastic erythroid hyperplasia	True
HP_0200144	obsolete Anaphylactoid purpura	obsolete anaphylactoid purpura	True
HP_0200147	Neuronal loss in basal ganglia	neuronal loss in basal ganglia	True
HP_0200148	Abnormal liver function tests during pregnancy	abnormal liver function tests during pregnancy	True
HP_0200150	Increased serum bile acid concentration during pregnancy	increased serum bile acid concentration during pregnancy	True
HP_0200151	Cutaneous mastocytosis	cutaneous mastocytosis	True
HP_0200154	Agenesis of mandibular lateral incisor	agenesis of mandibular lateral incisor	True
HP_0200154	Failure of development of mandibular lateral incisor	failure of development of mandibular lateral incisor	False
HP_0200158	Agenesis of permanent mandibular lateral incisor	agenesis of permanent mandibular lateral incisor	True
HP_0200158	Failure of development of permanent mandibular lateral incisor	failure of development of permanent mandibular lateral incisor	False
HP_0200159	Agenesis of primary mandibular lateral incisor	agenesis of primary mandibular lateral incisor	True
HP_0200159	Agenesis of deciduous mandibular lateral incisor	agenesis of deciduous mandibular lateral incisor	False
HP_0200159	Failure of development of deciduous mandibular lateral incisor	failure of development of deciduous mandibular lateral incisor	False
HP_0200159	Failure of development of primary mandibular lateral incisor	failure of development of primary mandibular lateral incisor	False
HP_0400000	Tall chin	tall chin	True
HP_0400000	Increased height of chin	increased height of chin	False
HP_0400000	Increased height of menton region	increased height of menton region	False
HP_0400000	Long chin	long chin	False
HP_0400000	Vertical excess of chin	vertical excess of chin	False
HP_0400000	Vertical hyperplasia of chin	vertical hyperplasia of chin	False
HP_0400001	Chin with vertical crease	chin with vertical crease	True
HP_0400001	Chin with vertical furrow	chin with vertical furrow	False
HP_0400001	Chin with vertical groove	chin with vertical groove	False
HP_0400001	Chin with vertical sulcus	chin with vertical sulcus	False
HP_0400001	Chin, vertical crease	chin vertical crease	False
HP_0400001	Cleft chin	cleft chin	False
HP_0400001	Vertical chin skin cleft	vertical chin skin cleft	False
HP_0400001	Vertical menton crease	vertical menton crease	False
HP_0400002	Extra concha fold	extra concha fold	True
HP_0400002	Concha, Extra Fold	concha extra fold	False
HP_0400003	Focal absence of the external ear	focal absence of the external ear	True
HP_0400004	Long ear	long ear	True
HP_0400004	Long ears	long ears	False
HP_0400005	Short ear	short ear	True
HP_0400005	Short ears	short ears	False
HP_0400007	Polymenorrhea	polymenorrhea	True
HP_0400008	Menometrorrhagia	menometrorrhagia	True
HP_0410000	Abnormality of vomer	abnormality of vomer	True
HP_0410000	Abnormality of vomer bone	abnormality of vomer bone	False
HP_0410000	Defect of vomer	defect of vomer	False
HP_0410003	Cleft maxillary alveolus	cleft maxillary alveolus	True
HP_0410003	Alveolar cleft	alveolar cleft	False
HP_0410003	Cleft anterior maxilla	cleft anterior maxilla	False
HP_0410004	obsolete Cleft secondary palate	obsolete cleft secondary palate	True
HP_0410006	Abnormality of ophthalmic artery	abnormality of ophthalmic artery	True
HP_0410006	Ophthalmic artery anomaly	ophthalmic artery anomaly	False
HP_0410007	obsolete Abnormality of cartilage morphology	obsolete abnormality of cartilage morphology	True
HP_0410009	Abnormality of the somatic nervous system	abnormality of the somatic nervous system	True
HP_0410011	Abnormality of masticatory muscle	abnormality of masticatory muscle	True
HP_0410011	Abnormality of muscles of mastication	abnormality of muscles of mastication	False
HP_0410012	Abnormal mouth floor morphology	abnormal mouth floor morphology	True
HP_0410012	Abnormality of the floor of mouth	abnormality of the floor of mouth	False
HP_0410012	Abnormality of the mouth floor	abnormality of the mouth floor	False
HP_0410013	Abnormality of the submandibular region	abnormality of the submandibular region	True
HP_0410014	Abnormality of ganglion	abnormality of ganglion	True
HP_0410015	Abnormality of ganglion of peripheral nervous system	abnormality of ganglion of peripheral nervous system	True
HP_0410016	Abnormality of cranial ganglion	abnormality of cranial ganglion	True
HP_0410017	Otitis externa	otitis externa	True
HP_0410017	Swimmer's ear	swimmers ear	False
HP_0410018	Recurrent ear infections	recurrent ear infections	True
HP_0410018	Frequent ear infections	frequent ear infections	False
HP_0410019	Epigastric pain	epigastric pain	True
HP_0410019	Epigastrium pain	epigastrium pain	False
HP_0410020	Fish odor	fish odor	True
HP_0410020	Fish odour	fish odor	False
HP_0410020	Fishy body odor	fishy body odor	False
HP_0410020	Fishy body odour	fishy body odor	False
HP_0410020	Fishy odor	fishy odor	False
HP_0410020	Fishy odour	fishy odor	False
HP_0500001	Body odor	body odor	True
HP_0500001	BO	bo	False
HP_0500001	Body odour	body odor	False
HP_0500001	Bromhidrosis	bromhidrosis	False
HP_0500001	Bromidrosis	bromidrosis	False
HP_0500001	Osmidrosis	osmidrosis	False
HP_0410021	Musty odor	musty odor	True
HP_0410021	Musty odour	musty odor	False
HP_0410022	Vaginal fish odor	vaginal fish odor	True
HP_0410022	Vaginal fish odour	vaginal fish odor	False
HP_0410023	Abnormal distribution of cell junction proteins in buccal mucosal cells	abnormal distribution of cell junction proteins in buccal mucosal cells	True
HP_3000019	Abnormality of buccal mucosa	abnormality of buccal mucosa	True
HP_3000019	Abnormality of cheek mucosa	abnormality of cheek mucosa	False
HP_3000019	Abnormality of inside lining of cheek	abnormality of inside lining of cheek	False
HP_0410026	Abnormal periodontium morphology	abnormal periodontium morphology	True
HP_0410026	Abnormality of the periodontium	abnormality of the periodontium	False
HP_0410027	Alveolar bone loss around teeth	alveolar bone loss around teeth	True
HP_0410027	Bone loss around teeth	bone loss around teeth	False
HP_0410028	Recurrent oral herpes	recurrent oral herpes	True
HP_0410028	Recurrent herpes labialis	recurrent herpes labialis	False
HP_0410032	obsolete Cleft of uvula	obsolete cleft of uvula	True
HP_0410033	Unilateral alveolar cleft of maxilla	unilateral alveolar cleft of maxilla	True
HP_0410034	Bilateral alveolar cleft of maxilla	bilateral alveolar cleft of maxilla	True
HP_0410049	Abnormality of radial ray	abnormality of radial ray	True
HP_0410049	Deformity of radial ray	deformity of radial ray	False
HP_0410049	Radial ray abnormality	radial ray abnormality	False
HP_0410049	Radial ray anomaly	radial ray anomaly	False
HP_0410049	Radial ray deformity	radial ray deformity	False
HP_0410050	Decreased level of 1,5 anhydroglucitol in serum	decreased level of 15 anhydroglucitol in serum	True
HP_0410050	Decreased level of 1,5-AG in serum	decreased level of 15-ag in serum	False
HP_0410050	Decreased level of 1,5-anhydro-D-glucitol in serum	decreased level of 15-anhydro-d-glucitol in serum	False
HP_0410050	Decreased level of 1,5-anhydroglucitol in serum	decreased level of 15-anhydroglucitol in serum	False
HP_0410051	Increased level of 3-hydroxy-3-methylglutaric acid in urine	increased level of 3-hydroxy-3-methylglutaric acid in urine	True
HP_0410052	Increased level of allantoin in serum	increased level of allantoin in serum	True
HP_0410053	Elevated circulating gamma-aminobutyric acid concentration	elevated circulating gamma-aminobutyric acid concentration	True
HP_0410053	Increased circulating GABA concentration	increased circulating gaba concentration	False
HP_0410053	Increased level of GABA in serum	increased level of gaba in serum	False
HP_0410053	Increased level of gamma-aminobutyric acid in serum	increased level of gamma-aminobutyric acid in serum	False
HP_0410054	Decreased circulating GABA concentration	decreased circulating gaba concentration	True
HP_0410054	Decreased level of gamma-aminobutyric acid in serum	decreased level of gamma-aminobutyric acid in serum	False
HP_0410055	Decreased level of erythritol in urine	decreased level of erythritol in urine	True
HP_0410056	Decreased level of erythritol in CSF	decreased level of erythritol in csf	True
HP_0410056	Decreased level of erythritol in cerebrospinal fluid	decreased level of erythritol in cerebrospinal fluid	False
HP_0410057	Increased level of D-threitol in plasma	increased level of d-threitol in plasma	True
HP_0410058	Increased level of D-threitol in CSF	increased level of d-threitol in csf	True
HP_0410058	Increased level of D-threitol in cerebrospinal fluid	increased level of d-threitol in cerebrospinal fluid	False
HP_0410059	Increased level of D-threitol in urine	increased level of d-threitol in urine	True
HP_0410060	Decreased level of D-mannose in urine	decreased level of d-mannose in urine	True
HP_0410061	Increased level of galactitol in plasma	increased level of galactitol in plasma	True
HP_0410062	Increased level of galactitol in urine	increased level of galactitol in urine	True
