phecode1.2_code	phecode1.2_label	phecode1.2_simpleLabel	phecode1.2_category
601.3	Orchitis and epididymitis	orchitis and epididymitis	genitourinary
601.4	Balanoposthitis	balanoposthitis	genitourinary
601.8	Other inflammatory disorders of male genital organs	other inflammatory disorders of male genital organs	genitourinary
602	Other disorders of prostate	other disorders of prostate	genitourinary
602.3	Dysplasia of prostate	dysplasia of prostate	genitourinary
603	Other disorders of testis	other disorders of testis	genitourinary
603.1	Hydrocele	hydrocele	genitourinary
603.2	Spermatocele	spermatocele	genitourinary
604	Disorders of penis	disorders of penis	genitourinary
604.1	Redundant prepuce and phimosis/BXO	redundant prepuce and phimosisbxo	genitourinary
604.2	Vascular disorders of penis	vascular disorders of penis	genitourinary
604.3	Peyronie's disease	peyronies disease	genitourinary
605	Erectile dysfunction [ED]	erectile dysfunction ed	genitourinary
608	Other disorders of male genital organs	other disorders of male genital organs	genitourinary
609	Male infertility and abnormal spermatozoa	male infertility and abnormal spermatozoa	genitourinary
609.1	Infertility, male	infertility male	genitourinary
609.11	Azoospermia and oligospermia	azoospermia and oligospermia	genitourinary
609.2	Abnormal spermatozoa	abnormal spermatozoa	genitourinary
610	Benign mammary dysplasias	benign mammary dysplasias	genitourinary
610.1	Cystic mastopathy	cystic mastopathy	genitourinary
610.2	Fibroadenosis of breast	fibroadenosis of breast	genitourinary
610.3	Fibrosclerosis of breast	fibrosclerosis of breast	genitourinary
610.4	Benign neoplasm of breast	benign neoplasm of breast	genitourinary
610.8	Other specified benign mammary dysplasias	other specified benign mammary dysplasias	genitourinary
611	Abnormal findings on mammogram or breast exam	abnormal findings on mammogram or breast exam	genitourinary
611.1	Abnormal mammogram	abnormal mammogram	genitourinary
611.11	Mammographic microcalcification	mammographic microcalcification	genitourinary
611.3	Lump or mass in breast	lump or mass in breast	genitourinary
612	Breast conditions, congenital or relating to hormones	breast conditions congenital or relating to hormones	genitourinary
612.1	Galactorrhea	galactorrhea	genitourinary
612.2	Hypertrophy of breast (Gynecomastia)	hypertrophy of breast gynecomastia	genitourinary
612.3	Congenital anomalies of breast	congenital anomalies of breast	genitourinary
613	Other nonmalignant breast conditions	other nonmalignant breast conditions	genitourinary
613.1	Inflammatory disease of breast	inflammatory disease of breast	genitourinary
613.5	Mastodynia	mastodynia	genitourinary
613.7	Other signs and symptoms in breast	other signs and symptoms in breast	genitourinary
613.8	Other specified disorders of breast	other specified disorders of breast	genitourinary
613.9	Breast disorder NOS	breast disorder	genitourinary
614	Inflammatory diseases of female pelvic organs	inflammatory diseases of female pelvic organs	genitourinary
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	pelvic peritoneal adhesions female postoperative postinfection	genitourinary
614.3	Pelvic inflammatory disease (PID)	pelvic inflammatory disease pid	genitourinary
614.31	Acute inflammatory pelvic disease	acute inflammatory pelvic disease	genitourinary
614.32	Chronic inflammatory pelvic disease	chronic inflammatory pelvic disease	genitourinary
614.33	Pelvic inflammatory disease, NOS	pelvic inflammatory disease	genitourinary
614.4	Inflammatory diseases of uterus, except cervix	inflammatory diseases of uterus except cervix	genitourinary
614.5	Inflammatory disease of cervix, vagina, and vulva	inflammatory disease of cervix vagina and vulva	genitourinary
614.51	Cervicitis and endocervicitis	cervicitis and endocervicitis	genitourinary
614.52	Vaginitis and vulvovaginitis	vaginitis and vulvovaginitis	genitourinary
614.53	Cyst or abscess of Bartholin's gland	cyst or abscess of bartholins gland	genitourinary
614.54	Abscess or ulceration of vulva	abscess or ulceration of vulva	genitourinary
615	Endometriosis	endometriosis	genitourinary
617	Disorders secondary to childbirth, surgery, trauma	disorders secondary to childbirth surgery trauma	genitourinary
618	Genital prolapse	genital prolapse	genitourinary
618.1	Prolapse of vaginal walls	prolapse of vaginal walls	genitourinary
618.2	Uterine/Uterovaginal prolapse	uterineuterovaginal prolapse	genitourinary
618.5	Prolapse of vaginal vault after hysterectomy	prolapse of vaginal vault after hysterectomy	genitourinary
618.6	Vaginal enterocele, congenital or acquired	vaginal enterocele congenital or acquired	genitourinary
619	Noninflammatory female genital disorders	noninflammatory female genital disorders	genitourinary
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	noninflammatory disorders of ovary fallopian tube and broad ligament	genitourinary
619.2	Disorders of uterus, NEC	disorders of uterus nec	genitourinary
619.3	Noninflammatory disorders of cervix	noninflammatory disorders of cervix	genitourinary
619.4	Noninflammatory disorders of vagina	noninflammatory disorders of vagina	genitourinary
619.5	Noninflammatory disorders of vulva and perineum	noninflammatory disorders of vulva and perineum	genitourinary
620	Dysplasia of female genital organs	dysplasia of female genital organs	genitourinary
620.1	Dysplasia of cervix	dysplasia of cervix	genitourinary
621	Endometrial hyperplasia	endometrial hyperplasia	genitourinary
622	Polyp of female genital organs	polyp of female genital organs	genitourinary
622.1	Polyp of corpus uteri	polyp of corpus uteri	genitourinary
622.2	Mucous polyp of cervix	mucous polyp of cervix	genitourinary
623	Hypertrophy of female genital organs	hypertrophy of female genital organs	genitourinary
624	Symptoms involving female genital tract	symptoms involving female genital tract	genitourinary
624.1	Dystrophy of female genital tract	dystrophy of female genital tract	genitourinary
624.2	Atrophy of female genital tract	atrophy of female genital tract	genitourinary
624.9	stress incontinence, female	stress incontinence female	genitourinary
625	Pain and other symptoms associated with female genital organs	pain and other symptoms associated with female genital organs	genitourinary
625.1	Dyspareunia	dyspareunia	genitourinary
626	Disorders of menstruation and other abnormal bleeding from female genital tract	disorders of menstruation and other abnormal bleeding from female genital tract	genitourinary
626.1	Irregular menstrual cycle/bleeding	irregular menstrual cyclebleeding	genitourinary
626.11	Absent or infrequent menstruation	absent or infrequent menstruation	genitourinary
626.12	Excessive or frequent menstruation	excessive or frequent menstruation	genitourinary
626.13	Irregular menstrual cycle	irregular menstrual cycle	genitourinary
626.14	Irregular menstrual bleeding	irregular menstrual bleeding	genitourinary
626.15	Infertility, female, associated with anovulation	infertility female associated with anovulation	genitourinary
626.2	Dysmenorrhea	dysmenorrhea	genitourinary
626.21	Mittelschmerz	mittelschmerz	genitourinary
626.4	Premenstrual tension syndromes	premenstrual tension syndromes	genitourinary
626.8	Infertility, female	infertility female	genitourinary
627	Menopausal and postmenopausal disorders	menopausal and postmenopausal disorders	genitourinary
627.1	Postmenopausal bleeding	postmenopausal bleeding	genitourinary
627.2	Symptomatic menopause	symptomatic menopause	genitourinary
627.21	Symptomatic artificial menopause	symptomatic artificial menopause	genitourinary
627.22	Need for Hormone replacement therapy (postmenopausal)	need for hormone replacement therapy postmenopausal	genitourinary
627.3	Postmenopausal atrophic vaginitis	postmenopausal atrophic vaginitis	genitourinary
627.4	Premenopausal menorrhagia	premenopausal menorrhagia	genitourinary
627.5	Premature menopause and other ovarian failure	premature menopause and other ovarian failure	genitourinary
628	Ovarian cyst	ovarian cyst	genitourinary
634	Miscarriage; stillbirth	miscarriage stillbirth	pregnancy complications
634.1	Missed abortion/Hydatidiform mole	missed abortionhydatidiform mole	pregnancy complications
634.3	Ectopic pregnancy	ectopic pregnancy	pregnancy complications
635	Hemorrhage during pregnancy; childbirth and postpartum	hemorrhage during pregnancy childbirth and postpartum	pregnancy complications
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	antepartum hemorrhage abruptio placentae and placenta previa	pregnancy complications
635.3	Placenta previa and abruptio placenta	placenta previa and abruptio placenta	pregnancy complications
636	Early or threatened labor; hemorrhage in early pregnancy	early or threatened labor hemorrhage in early pregnancy	pregnancy complications
636.1	Threatened premature labor	threatened premature labor	pregnancy complications
636.2	Early onset of delivery	early onset of delivery	pregnancy complications
636.3	Hemorrhage in early pregnancy	hemorrhage in early pregnancy	pregnancy complications
636.8	Cervical incompetence	cervical incompetence	pregnancy complications
637	Short gestation; low birth weight; and fetal growth retardation	short gestation low birth weight and fetal growth retardation	pregnancy complications
638	Other high-risk pregnancy	other high-risk pregnancy	pregnancy complications
639	Complications following abortion or ectopic and molar pregnancies	complications following abortion or ectopic and molar pregnancies	pregnancy complications
642	Hypertension complicating pregnancy, childbirth, and the puerperium	hypertension complicating pregnancy childbirth and the puerperium	pregnancy complications
642.1	Preeclampsia and eclampsia	preeclampsia and eclampsia	pregnancy complications
643	Excessive vomiting in pregnancy	excessive vomiting in pregnancy	pregnancy complications
643.1	Hyperemesis gravidarum	hyperemesis gravidarum	pregnancy complications
644	Anemia during pregnancy	anemia during pregnancy	pregnancy complications
645	Late pregnancy and failed induction	late pregnancy and failed induction	pregnancy complications
646	Other complications of pregnancy NEC	other complications of pregnancy nec	pregnancy complications
647	Infectious and parasitic complications affecting pregnancy	infectious and parasitic complications affecting pregnancy	pregnancy complications
647.1	Infections of genitourinary tract during pregnancy	infections of genitourinary tract during pregnancy	pregnancy complications
647.3	Major puerperal infection	major puerperal infection	pregnancy complications
649	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	other conditions or status of the mother complicating pregnancy childbirth or the puerperium	pregnancy complications
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	diabetes or abnormal glucose tolerance complicating pregnancy	pregnancy complications
650	Normal delivery	normal delivery	pregnancy complications
651	Multiple gestation	multiple gestation	pregnancy complications
652	Malposition and malpresentation of fetus or obstruction	malposition and malpresentation of fetus or obstruction	pregnancy complications
653	Problems associated with amniotic cavity and membranes	problems associated with amniotic cavity and membranes	pregnancy complications
654	Other and unspecified complications of birth; puerperium affecting management of mother	other andcomplications of birth puerperium affecting management of mother	pregnancy complications
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	abnormality of organs and soft tissues of pelvis complicating pregnancy childbirth or the puerperium	pregnancy complications
654.2	Rhesus isoimmunization in pregnancy	rhesus isoimmunization in pregnancy	pregnancy complications
655	Known or suspected fetal abnormality affecting management of mother	known or suspected fetal abnormality affecting management of mother	pregnancy complications
655.1	Abnormality in fetal heart rate or rhythm	abnormality in fetal heart rate or rhythm	pregnancy complications
656	Other perinatal conditions of fetus or newborn	other perinatal conditions of fetus or newborn	pregnancy complications
656.1	Isoimmunization of fetus or newborn	isoimmunization of fetus or newborn	pregnancy complications
656.2	Respiratory conditions of fetus and newborn	respiratory conditions of fetus and newborn	pregnancy complications
656.22	Interstitial emphysema and related conditions of newborn	interstitial emphysema and related conditions of newborn	pregnancy complications
656.26	Transitory tachypnea or apnea of newborn	transitory tachypnea or apnea of newborn	pregnancy complications
656.3	Endocrine and metabolic disturbances of fetus and newborn	endocrine and metabolic disturbances of fetus and newborn	pregnancy complications
656.4	Hemorrhage of fetus or newborn	hemorrhage of fetus or newborn	pregnancy complications
656.5	Hematological disorders of newborn	hematological disorders of newborn	pregnancy complications
656.6	Perinatal disorders of digestive system	perinatal disorders of digestive system	pregnancy complications
656.7	Conditions involving the integument and temperature regulation of fetus and newborn	conditions involving the integument and temperature regulation of fetus and newborn	pregnancy complications
656.8	Perinatal jaundice	perinatal jaundice	pregnancy complications
656.9	Neonatal bradycardia or tachycardia	neonatal bradycardia or tachycardia	pregnancy complications
657	Infections specific to the perinatal period	infections specific to the perinatal period	pregnancy complications
658	Maternal complication of pregnancy affecting fetus or newborn	maternal complication of pregnancy affecting fetus or newborn	pregnancy complications
661	Fetal distress and abnormal forces of labor	fetal distress and abnormal forces of labor	pregnancy complications
663	Umbilical cord complications during labor and delivery	umbilical cord complications during labor and delivery	pregnancy complications
665	Obstetrical/birth trauma	obstetricalbirth trauma	pregnancy complications
668	Complications of the administration of anesthetic or other sedation in labor and delivery	complications of the administration of anesthetic or other sedation in labor and delivery	pregnancy complications
669	Complications of labor and delivery NEC	complications of labor and delivery nec	pregnancy complications
671	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	venouscerebrovascular complications embolism in pregnancy and the puerperium	pregnancy complications
674	Other complications of the puerperium NEC	other complications of the puerperium nec	pregnancy complications
676	Other disorders of the breast associated with childbirth and disorders of lactation	other disorders of the breast associated with childbirth and disorders of lactation	pregnancy complications
679	Complications of in utero procedures	complications of in utero procedures	pregnancy complications
681	Superficial cellulitis and abscess	superficial cellulitis and abscess	dermatologic
681.1	Cellulitis and abscess of fingers/toes	cellulitis and abscess of fingerstoes	dermatologic
681.2	Cellulitis and abscess of face/neck	cellulitis and abscess of faceneck	dermatologic
681.3	Cellulitis and abscess of arm/hand	cellulitis and abscess of armhand	dermatologic
681.5	Cellulitis and abscess of leg, except foot	cellulitis and abscess of leg except foot	dermatologic
681.6	Cellulitis and abscess of foot, toe	cellulitis and abscess of foot toe	dermatologic
681.7	Cellulitis and abscess of trunk	cellulitis and abscess of trunk	dermatologic
686	Other local infections of skin and subcutaneous tissue	other local infections of skin and subcutaneous tissue	dermatologic
686.1	Carbuncle and furuncle	carbuncle and furuncle	dermatologic
686.2	Impetigo	impetigo	dermatologic
686.3	Pilonidal cyst	pilonidal cyst	dermatologic
686.4	Pyogenic granuloma	pyogenic granuloma	dermatologic
686.5	Pyoderma	pyoderma	dermatologic
687	Symptoms affecting skin	symptoms affecting skin	dermatologic
687.1	Rash and other nonspecific skin eruption	rash and other nonspecific skin eruption	dermatologic
687.2	Localized superficial swelling, mass, or lump	localized superficial swelling mass or lump	dermatologic
687.3	Changes in skin texture	changes in skin texture	dermatologic
687.4	Disturbance of skin sensation	disturbance of skin sensation	dermatologic
689	Disorder of skin and subcutaneous tissue NOS	disorder of skin and subcutaneous tissue	dermatologic
690	Erythematosquamous dermatosis	erythematosquamous dermatosis	dermatologic
690.1	Seborrheic dermatitis	seborrheic dermatitis	dermatologic
691	Congenital anomalies of skin	congenital anomalies of skin	dermatologic
691.1	Ichthyosis congenita	ichthyosis congenita	dermatologic
691.3	Congenital pigmentary anomalies of skin	congenital pigmentary anomalies of skin	dermatologic
694	Dyschromia and Vitiligo	dyschromia and vitiligo	dermatologic
694.1	Vitiligo	vitiligo	dermatologic
694.2	Other dyschromia	other dyschromia	dermatologic
694.3	Vascular disorders of skin	vascular disorders of skin	dermatologic
695	Erythematous conditions	erythematous conditions	dermatologic
695.1	Toxic erythema	toxic erythema	dermatologic
695.2	Bullous dermatoses	bullous dermatoses	dermatologic
695.21	Dermatitis herpetiformis	dermatitis herpetiformis	dermatologic
695.22	Pemphigus and pemphigoid	pemphigus and pemphigoid	dermatologic
695.3	Rosacea	rosacea	dermatologic
695.4	Lupus (localized and systemic)	lupus localized and systemic	dermatologic
695.41	Cutaneous lupus erythematosus	cutaneous lupus erythematosus	dermatologic
695.42	Systemic lupus erythematosus	systemic lupus erythematosus	dermatologic
695.7	Prurigo and Lichen	prurigo and lichen	dermatologic
695.8	Other specified erythematous conditions	other specified erythematous conditions	dermatologic
695.81	Erythema nodosum	erythema nodosum	dermatologic
695.9	Unspecified erythematous condition	erythematous condition	dermatologic
696	Psoriasis and related disorders	psoriasis and related disorders	dermatologic
696.2	Parapsoriasis	parapsoriasis	dermatologic
696.3	Pityriasis	pityriasis	dermatologic
696.4	Psoriasis	psoriasis	dermatologic
696.41	Psoriasis vulgaris	psoriasis vulgaris	dermatologic
696.42	Psoriatic arthropathy	psoriatic arthropathy	dermatologic
697	Sarcoidosis	sarcoidosis	dermatologic
698	Pruritus and related conditions	pruritus and related conditions	dermatologic
700	Corns and callosities	corns and callosities	dermatologic
701	Other hypertrophic and atrophic conditions of skin	other hypertrophic and atrophic conditions of skin	dermatologic
701.1	Keratoderma, acquired	keratoderma acquired	dermatologic
701.2	Scar conditions and fibrosis of skin	scar conditions and fibrosis of skin	dermatologic
701.3	Circumscribed scleroderma	circumscribed scleroderma	dermatologic
701.4	Keloid scar	keloid scar	dermatologic
701.5	Abnormal granulation tissue	abnormal granulation tissue	dermatologic
701.6	Acquired acanthosis nigricans	acquired acanthosis nigricans	dermatologic
702	Degenerative skin conditions and other dermatoses	degenerative skin conditions and other dermatoses	dermatologic
702.1	Actinic keratosis	actinic keratosis	dermatologic
702.2	Seborrheic keratosis	seborrheic keratosis	dermatologic
702.4	Degenerative skin disorders	degenerative skin disorders	dermatologic
703	Diseases of nail, NOS	diseases of nail	dermatologic
703.1	Ingrowing nail	ingrowing nail	dermatologic
704	Diseases of hair and hair follicles	diseases of hair and hair follicles	dermatologic
704.1	Alopecia	alopecia	dermatologic
704.11	Alopecia Areata	alopecia areata	dermatologic
704.12	Telogen effluvium	telogen effluvium	dermatologic
704.2	Hirsutism	hirsutism	dermatologic
704.8	Other specified diseases of hair and hair follicles	other specified diseases of hair and hair follicles	dermatologic
705	Disorders of sweat glands	disorders of sweat glands	dermatologic
705.1	Dyshidrosis	dyshidrosis	dermatologic
705.3	Hidradenitis	hidradenitis	dermatologic
705.8	Hyperhidrosis	hyperhidrosis	dermatologic
706	Diseases of sebaceous glands	diseases of sebaceous glands	dermatologic
706.1	Acne	acne	dermatologic
706.2	Sebaceous cyst	sebaceous cyst	dermatologic
706.3	Seborrhea	seborrhea	dermatologic
706.8	Other specified diseases of sebaceous glands	other specified diseases of sebaceous glands	dermatologic
707	Chronic ulcer of skin	chronic ulcer of skin	dermatologic
707.1	Decubitus ulcer	decubitus ulcer	dermatologic
707.2	Chronic ulcer of leg or foot	chronic ulcer of leg or foot	dermatologic
707.3	Chronic ulcer of unspecified site	chronic ulcer ofsite	dermatologic
709	Diffuse diseases of connective tissue	diffuse diseases of connective tissue	dermatologic
709.2	Sicca syndrome	sicca syndrome	dermatologic
709.3	Systemic sclerosis	systemic sclerosis	dermatologic
709.4	Polymyositis	polymyositis	dermatologic
709.5	Dermatomyositis	dermatomyositis	dermatologic
709.6	Other specified diffuse diseases of connective tissue	other specified diffuse diseases of connective tissue	dermatologic
709.7	Unspecified diffuse connective tissue disease	diffuse connective tissue disease	dermatologic
710	Osteomyelitis, periostitis, and other infections involving bone	osteomyelitis periostitis and other infections involving bone	musculoskeletal
710.1	Osteomyelitis	osteomyelitis	musculoskeletal
710.11	Acute osteomyelitis	acute osteomyelitis	musculoskeletal
710.12	Chronic osteomyelitis	chronic osteomyelitis	musculoskeletal
710.19	Unspecified osteomyelitis	osteomyelitis	musculoskeletal
710.2	Periostitis	periostitis	musculoskeletal
710.3	Osteopathy resulting from poliomyelitis	osteopathy resulting from poliomyelitis	musculoskeletal
711	Arthropathy associated with infections	arthropathy associated with infections	musculoskeletal
711.1	Pyogenic arthritis	pyogenic arthritis	musculoskeletal
711.2	Reiter's disease	reiters disease	musculoskeletal
711.3	Behcet's syndrome	behcets syndrome	musculoskeletal
712	Infective connective tissue disorders	infective connective tissue disorders	musculoskeletal
713	Arthropathy associated with other disorders classified elsewhere	arthropathy associated with other disorders classified elsewhere	musculoskeletal
713.5	Arthropathy associated with neurological disorders	arthropathy associated with neurological disorders	musculoskeletal
714	Rheumatoid arthritis and other inflammatory polyarthropathies	rheumatoid arthritis and other inflammatory polyarthropathies	musculoskeletal
714.1	Rheumatoid arthritis	rheumatoid arthritis	musculoskeletal
714.2	Juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	musculoskeletal
715	Other inflammatory spondylopathies	other inflammatory spondylopathies	musculoskeletal
715.1	Sacroiliitis NEC	sacroiliitis nec	musculoskeletal
715.2	Ankylosing spondylitis	ankylosing spondylitis	musculoskeletal
715.3	Spinal enthesopathy	spinal enthesopathy	musculoskeletal
716	Other arthropathies	other arthropathies	musculoskeletal
716.1	Unspecified polyarthropathy or polyarthritis	polyarthropathy or polyarthritis	musculoskeletal
716.2	Unspecified monoarthritis	monoarthritis	musculoskeletal
716.3	Kaschin-Beck disease	kaschin-beck disease	musculoskeletal
716.8	Palindromic rheumatism	palindromic rheumatism	musculoskeletal
716.9	Arthropathy NOS	arthropathy	musculoskeletal
717	Polymyalgia Rheumatica	polymyalgia rheumatica	musculoskeletal
720	Spinal stenosis	spinal stenosis	musculoskeletal
720.1	Spinal stenosis of lumbar region	spinal stenosis of lumbar region	musculoskeletal
721	Spondylosis and allied disorders	spondylosis and allied disorders	musculoskeletal
721.1	Spondylosis without myelopathy	spondylosis without myelopathy	musculoskeletal
721.2	Spondylosis with myelopathy	spondylosis with myelopathy	musculoskeletal
721.8	Other allied disorders of spine	other allied disorders of spine	musculoskeletal
722	Intervertebral disc disorders	intervertebral disk disorders	musculoskeletal
722.1	Displacement of intervertebral disc	displacement of intervertebral disk	musculoskeletal
722.3	Schmorl's nodes	schmorls nodes	musculoskeletal
722.6	Degeneration of intervertebral disc	degeneration of intervertebral disk	musculoskeletal
722.7	Intervertebral disc disorder with myelopathy	intervertebral disk disorder with myelopathy	musculoskeletal
722.8	Postlaminectomy syndrome	postlaminectomy syndrome	musculoskeletal
722.9	Other and unspecified disc disorder	other anddisk disorder	musculoskeletal
723	Other disorders of cervical region	other disorders of cervical region	musculoskeletal
723.1	Torticollis	torticollis	musculoskeletal
724	Other and unspecified disorders of back	other anddisorders of back	musculoskeletal
724.1	Disorders of sacrum	disorders of sacrum	musculoskeletal
724.2	Disorders of coccyx	disorders of coccyx	musculoskeletal
724.8	Other symptoms referable to back	other symptoms referable to back	musculoskeletal
724.9	Other unspecified back disorders	otherback disorders	musculoskeletal
726	Peripheral enthesopathies and allied syndromes	peripheral enthesopathies and allied syndromes	musculoskeletal
726.1	Enthesopathy	enthesopathy	musculoskeletal
726.2	Synoviopathy	synoviopathy	musculoskeletal
726.3	Bursitis	bursitis	musculoskeletal
726.4	Calcaneal spur; Exostosis NOS	calcaneal spur exostosis	musculoskeletal
727	Other disorders of synovium, tendon, and bursa	other disorders of synovium tendon and bursa	musculoskeletal
727.1	Synovitis and tenosynovitis	synovitis and tenosynovitis	musculoskeletal
727.2	Bursitis disorders	bursitis disorders	musculoskeletal
727.4	Ganglion and cyst of synovium, tendon, and bursa	ganglion and cyst of synovium tendon and bursa	musculoskeletal
727.5	Rupture of synovium	rupture of synovium	musculoskeletal
727.6	Rupture of tendon, nontraumatic	rupture of tendon nontraumatic	musculoskeletal
727.7	Contracture of tendon (sheath)	contracture of tendon sheath	musculoskeletal
727.8	Plica syndrome	plica syndrome	musculoskeletal
728	Disorders of muscle, ligament, and fascia	disorders of muscle ligament and fascia	musculoskeletal
728.1	Muscular calcification and ossification	muscular calcification and ossification	musculoskeletal
728.2	Laxity of ligament or hypermobility syndrome	laxity of ligament or hypermobility syndrome	musculoskeletal
728.7	Fasciitis	fasciitis	musculoskeletal
728.71	Contracture of palmar fascia [Dupuytren's disease]	contracture of palmar fascia dupuytrens disease	musculoskeletal
729	Other disorders of soft tissues	other disorders of soft tissues	musculoskeletal
729.1	Rheumatism, unspecified and fibrositis	rheumatismand fibrositis	musculoskeletal
729.3	Panniculitis	panniculitis	musculoskeletal
729.7	Nontraumatic compartment syndrome	nontraumatic compartment syndrome	musculoskeletal
731	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	osteitis deformans and osteopathies associated with other disorders classified elsewhere	musculoskeletal
731.1	Osteitis deformans [Paget's disease of bone]	osteitis deformans pagets disease of bone	musculoskeletal
732	Osteochondropathies	osteochondropathies	musculoskeletal
732.1	Juvenile osteochondrosis	juvenile osteochondrosis	musculoskeletal
732.7	Osteochondritis dissecans	osteochondritis dissecans	musculoskeletal
733	Other disorders of bone and cartilage	other disorders of bone and cartilage	musculoskeletal
733.2	Cyst of bone	cyst of bone	musculoskeletal
733.4	Aseptic necrosis of bone	aseptic necrosis of bone	musculoskeletal
733.6	Costochondritis	costochondritis	musculoskeletal
733.8	Malunion and nonunion of fracture	malunion and nonunion of fracture	musculoskeletal
733.9	Chondromalacia	chondromalacia	musculoskeletal
735	Acquired foot deformities	acquired foot deformities	musculoskeletal
735.1	Flat foot	flat foot	musculoskeletal
735.2	Acquired toe deformities	acquired toe deformities	musculoskeletal
735.21	Hammer toe (acquired)	hammer toe acquired	musculoskeletal
735.22	Claw toe (acquired)	claw toe acquired	musculoskeletal
735.23	Hallux rigidus	hallux rigidus	musculoskeletal
735.3	Hallux valgus (Bunion)	hallux valgus bunion	musculoskeletal
736	Other acquired deformities of limbs	other acquired deformities of limbs	musculoskeletal
736.1	Acquired deformities of forearm	acquired deformities of forearm	musculoskeletal
736.2	Acquired deformities of finger	acquired deformities of finger	musculoskeletal
736.3	Acquired deformities of hip	acquired deformities of hip	musculoskeletal
736.4	Genu valgum or varum (acquired)	genu valgum or varum acquired	musculoskeletal
736.5	Acquired deformities of knee	acquired deformities of knee	musculoskeletal
736.6	Unequal leg length (acquired)	unequal leg length acquired	musculoskeletal
737	Curvature of spine	curvature of spine	musculoskeletal
737.1	Kyphosis (acquired)	kyphosis acquired	musculoskeletal
737.2	Lordosis (acquired)	lordosis acquired	musculoskeletal
737.3	Kyphoscoliosis and scoliosis	kyphoscoliosis and scoliosis	musculoskeletal
738	Other acquired musculoskeletal deformity	other acquired musculoskeletal deformity	musculoskeletal
738.4	Acquired spondylolisthesis	acquired spondylolisthesis	musculoskeletal
739	Contracture of joint	contracture of joint	musculoskeletal
740	Osteoarthrosis	osteoarthrosis	musculoskeletal
740.1	Osteoarthritis; localized	osteoarthritis localized	musculoskeletal
740.11	Osteoarthrosis, localized, primary	osteoarthrosis localized primary	musculoskeletal
740.12	Osteoarthrosis, localized, secondary	osteoarthrosis localized secondary	musculoskeletal
740.2	Osteoarthrosis, generalized	osteoarthrosis generalized	musculoskeletal
740.3	Osteoarthrosis involving more than one site, but not specified as generalized	osteoarthrosis involving more than one site but not specified as generalized	musculoskeletal
740.9	Osteoarthrosis NOS	osteoarthrosis	musculoskeletal
741	Symptoms and disorders of the joints	symptoms and disorders of the joints	musculoskeletal
741.1	Ankylosis of joint	ankylosis of joint	musculoskeletal
741.2	Stiffness of joint	stiffness of joint	musculoskeletal
741.3	Difficulty in walking	difficulty in walking	musculoskeletal
741.4	Joint effusions	joint effusions	musculoskeletal
741.5	Hemarthrosis	hemarthrosis	musculoskeletal
741.6	Villonodular synovitis	villonodular synovitis	musculoskeletal
742	Derangement of joint, non-traumatic	derangement of joint non-traumatic	musculoskeletal
742.1	Loose body in joint	loose body in joint	musculoskeletal
742.2	Pathological, developmental or recurrent dislocation	pathological developmental or recurrent dislocation	musculoskeletal
742.8	Articular cartilage disorder	articular cartilage disorder	musculoskeletal
742.9	Other derangement of joint	other derangement of joint	musculoskeletal
743	Osteoporosis, osteopenia and pathological fracture	osteoporosis osteopenia and pathological fracture	musculoskeletal
743.1	Osteoporosis	osteoporosis	musculoskeletal
743.11	Osteoporosis NOS	osteoporosis	musculoskeletal
743.12	Senile osteoporosis	senile osteoporosis	musculoskeletal
743.13	Other specified osteoporosis	other specified osteoporosis	musculoskeletal
743.2	Pathologic fracture	pathologic fracture	musculoskeletal
743.21	Pathologic fracture of vertebrae	pathologic fracture of vertebrae	musculoskeletal
743.22	Pathologic fracture of femur	pathologic fracture of femur	musculoskeletal
743.4	Stress fracture	stress fracture	musculoskeletal
743.9	Osteopenia or other disorder of bone and cartilage	osteopenia or other disorder of bone and cartilage	musculoskeletal
745	Pain in joint	pain in joint	musculoskeletal
747	Cardiac and circulatory congenital anomalies	cardiac and circulatory congenital anomalies	congenital anomalies
747.1	Cardiac congenital anomalies	cardiac congenital anomalies	congenital anomalies
747.11	Cardiac shunt/ heart septal defect	cardiac shunt heart septal defect	congenital anomalies
747.12	Valvular heart disease/ heart chambers	valvular heart disease heart chambers	congenital anomalies
747.13	Congenital anomalies of great vessels	congenital anomalies of great vessels	congenital anomalies
747.2	Congenital anomalies of peripheral vascular system	congenital anomalies of peripheral vascular system	congenital anomalies
748	Anomalies of respiratory system, congenital	anomalies of respiratory system congenital	congenital anomalies
749	Congenital anomalies of face and neck	congenital anomalies of face and neck	congenital anomalies
749.1	Cleft palate	cleft palate	congenital anomalies
749.2	Congenital anomalies of skull and face bones	congenital anomalies of skull and face bones	congenital anomalies
750	Digestive congenital anomalies	digestive congenital anomalies	congenital anomalies
750.1	Upper gastrointestinal congenital anomalies	upper gastrointestinal congenital anomalies	congenital anomalies
