phecodeX_label	hpo_label	phecodeX_code	hpo_code
Cancer (solid tumor, excluding BCC)	Neoplasia of the nasopharynx	130	HP_0100630
Aplasia/Hypoplasia of the external ear	Aplasia/Hypoplasia of the external ear	755.1	HP_0008772
Plagiocephaly*	Plagiocephaly	758.22	HP_0001357
Hypopyon	Hypopyon	367.8	HP_0031615
Uveitis	Heterochromia iridis	367.5	HP_0001100
Hereditary sideroblastic anemia*	Sideroblastic anemia	162.61	HP_0001924
Dissociative, conversion and factitious disorders	Psychogenic non-epileptic seizure	291	HP_0033052
Short stature	Short stature	890.3	HP_0004322
Abnormal involuntary movements	Titubation	325.1	HP_0030187
Elevated white blood cell count [Leukocytosis] NOS	Abnormality of blood and blood-forming tissues	171.9	HP_0001871
Chronic liver disease and sequelae	Hepatic fibrosis	542	HP_0001395
Spasm of muscle	Muscle spasm	719.11	HP_0003394
Retinopathy of prematurity	Retinopathy of prematurity stage 4a	873	HP_0500054
Malignant neoplasm of the thyroid	Neoplasm	110.1	HP_0002664
Hypertrophy of tongue papillae	Abnormality of the gastrointestinal tract	509.3	HP_0011024
Monoarthritis	Abnormal joint morphology	707.9	HP_0001367
Other diseases of teeth and supporting structures	Abnormality of the gastrointestinal tract	502	HP_0011024
Other congenital malformations of circulatory system	Cerebral arteriovenous malformation	781	HP_0002408
Benign neoplasm of the thyroid	Neoplasm	149.1	HP_0002664
Disorders of plasma-protein metabolism, NEC	Decreased level of plasminogen	248	HP_0040228
Hypo-coagulability	Disseminated intravascular coagulation	168.1	HP_0005521
Urinary complications, not elsewhere classified	Fossa navicularis urethral stricture	C935	HP_0025413
Spastic quadriplegic cerebral palsy	Spastic diplegia	341.13	HP_0001264
Epilepsy, recurrent seizures, convulsions	Generalized convulsive status epilepticus	330	HP_0032661
Aplasia/Hypoplasia of the brain	Septo-optic dysplasia	750.1	HP_0100842
Fibrosclerosis of breast	Abnormality of the genitourinary system	610.3	HP_0000119
Pulmonary arteriovenous malformation	Arteriovenous fistula	441.2	HP_0004947
Dependent personality disorder	Personality disorder	296.7	HP_0012075
Symptoms and signs involving general sensations and perceptions	Auditory hallucinations	353	HP_0008765
Abnormal intraocular pressure	Low intraocular pressure	375	HP_0032547
Malignant sarcoma-related cancers	Osteosarcoma	104	HP_0002669
Variations in hair color	Premature graying of hair	684.81	HP_0002216
Glaucoma	Open angle glaucoma	375.1	HP_0012108
Critical illness polyneuropathy	Neuritis	337.4	HP_0031002
Hernia of the abdominal wall	Femoral hernia	520.1	HP_0100541
Gynecological benign neoplasms	Carcinoma	144	HP_0030731
Muscular dystrophy	Scapulohumeral muscular dystrophy	339.1	HP_0008970
Nonspecific findings on examination of blood	Azotemia	829	HP_0002157
Critical illness polyneuropathy	Polyneuropathy	337.4	HP_0001271
Exophthalmos [Proptosis]	Proptosis	365.3	HP_0000520
Disorders of optic nerve and visual pathways	Drusen	380	HP_0011510
Extrapyramidal and movement disorders	Writer's cramp	324	HP_0002356
Specific developmental disorders	Developmental stagnation	891	HP_0007281
Infections	Cryptococcal meningitis	089	HP_0032160
Hypertensive heart disease	Hypertension	401.2	HP_0000822
Transient retinal arterial occlusion [Amaurosis fugax]	Amaurosis fugax	374.39	HP_0100576
Bell's palsy	Polyneuropathy	334.21	HP_0001271
Paralytic strabismus [Neurogenic strabismus]	Recurrent external ophthalmoplegia	381.1	HP_0007250
Spinal muscular atrophy	Segmental spinal muscular atrophy	323.2	HP_0009037
Benign neoplasm of the salivary glands	Carcinoma	135.16	HP_0030731
Anomalies of jaw-cranial base relationship	Retrognathia	733.7	HP_0000278
Alzheimer's disease	Neurodegeneration	328.1	HP_0002180
Hypertensive chronic kidney disease	Increased blood pressure	401.3	HP_0032263
Bowing of the long bones	Genu varum	785.6	HP_0002970
Congenital malformations of brain	Lobar holoprosencephaly	750	HP_0006870
Spondylosis	Spondylitis	715.1	HP_0033631
Benign neoplasm of the endocrine glands	Benign neoplasm of the central nervous system	149	HP_0100835
Hyperuricemia	Abnormal joint morphology	703.1	HP_0001367
Benign neoplams of the bone and/or cartilage	Carcinoma	139.1	HP_0030731
Noninflammatory disorders of choroid	obsolete Choroidal degeneration	373	HP_0007945
Impaction of intestine	Abnormality of the gastrointestinal tract	514.21	HP_0011024
Malignant neoplasm of epididymis and spermatic cord	Carcinoma	107.31	HP_0030731
Cancer (solid tumor, excluding BCC)	Biliary tract neoplasm	130	HP_0100574
Hemangioma and lymphangioma	Cystic hygroma	139.6	HP_0000476
Pheochromocytoma (including adrenal gland neoplasms)	Carcinoma	114.6	HP_0030731
Egg allergy	Egg allergy	840.18	HP_0410328
Allergy	Allergic rhinitis	840	HP_0003193
Contracture of joint	Contractures of the joints of the lower limbs	719.92	HP_0005750
Benign neoplasm of the digestive organs	Neoplasm of the rectum	136	HP_0100743
Disorders and findings from impaired renal function	Secondary hyperparathyroidism	588	HP_0000867
Malignant neoplasm of epididymis and spermatic cord	Neoplasm	107.31	HP_0002664
Congenital malformations of spine and bony thorax	Rib fusion	787	HP_0000902
Eating disorders	Anorexia	293	HP_0002039
Malignant neoplasm of the head and neck	Neoplasm of the nose	100	HP_0012720
Chronic pulmonary heart disease	Chronic pulmonary obstruction	406	HP_0006510
Substance related disorders	Myopathy	280	HP_0003198
Inflammatory polyneuropathy	Peripheral neuropathy	337.2	HP_0009830
Inflammation of the eye	Allergic conjunctivitis	367	HP_0007879
Adhesions and disruptions of iris and ciliary body	obsolete Abnormal pupillary morphology	370.4	HP_0030960
Other disorders and symptoms of the musculoskeletal system	Tapered finger	730	HP_0001182
Cellulitis of orbit	Periorbital edema	367.41	HP_0100539
Atrophy of thyroid*	Abnormality of the thyroid gland	200.6	HP_0000820
Disorders of thyroid gland	Graves disease	200	HP_0100647
Hypopigmentation	Hypopigmentation of hair	674.1	HP_0005599
Peanut allergy	Food allergy	840.11	HP_0500093
Acute otitis media	Otitis media	391.11	HP_0000388
Benign neoplasm of brain	Ependymoma	148.3	HP_0002888
Other diseases of spinal cord	Hydromyelia	348	HP_0100565
Malignant neoplasm of other connective and soft tissue	Fibrosarcoma	104.3	HP_0100244
Benign neoplasm of the thyroid	Neoplasm of the thyroid gland	149.1	HP_0100031
Clostridium	Enterocolitis	015	HP_0004387
Diverticulum of esophagus	Esophageal diverticulum	510.6	HP_0100628
Symptoms and signs involving cognitive functions and awareness	Transient global amnesia	329	HP_0010534
Vomiting of fecal matter	Abnormality of the gastrointestinal tract	528.21	HP_0011024
Functional dyspepsia	Dyspepsia	527.3	HP_0410281
Congenital diaphragmatic hernia*	Morgagni diaphragmatic hernia	789.11	HP_0025194
Substance related disorders	Benzodiazepine addiction	280	HP_0033516
Ophthalmoplegia	Total ophthalmoplegia	381.11	HP_0007824
Syndactyly	Toe syndactyly	785.12	HP_0001770
Malignant neoplasm of the colon and rectum	Neoplasm	101.4	HP_0002664
Alopecia Areata	Alopecia universalis	684.11	HP_0002289
Disorders of the pituitary gland and its hypothalamic control	Adrenocorticotropic hormone deficiency	209	HP_0011748
Epidermal thickening	Follicular hyperkeratosis	680	HP_0007502
Hemangioma and lymphangioma	Lymphangioma	139.6	HP_0100764
Stenosis of anus and rectum	Anorectal stricture	530.4	HP_0033254
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Abnormality of the thyroid gland	200.41	HP_0000820
Febrile convulsions	Simple febrile seizure	330.31	HP_0011171
Intestinal malabsorption	Food intolerance	525	HP_0012537
Congenital malformations of eyelid	Ectropion	754.1	HP_0000656
Disorder of ligament	Abnormal joint morphology	712.5	HP_0001367
Dislocation of elbow	Radial head subluxation	T830.3	HP_0003048
Leukemia	Acute monocytic leukemia	121	HP_0004845
Dermatitis [eczema]	Erythroderma	668	HP_0001019
Coagulation defects, purpura and other hemorrhagic conditions	Abnormality of blood and blood-forming tissues	168	HP_0001871
Chronic myeloproliferative disease	Carcinoma	124.7	HP_0030731
Nerve root and plexus disorders	Peripheral neuropathy	335	HP_0009830
Intestinal carcinoid	Neuroendocrine neoplasm	114.41	HP_0100634
Disorders resulting from impaired renal function	Diabetes insipidus	588.1	HP_0000873
Adhesions and disruptions of iris and ciliary body	Posterior synechiae of the anterior chamber	370.4	HP_0011484
Hematuria in other conditions*	Abnormality of the genitourinary system	593.4	HP_0000119
Abnormalities of the hair	Trichorrhexis nodosa	684.8	HP_0009886
Uterine/Uterovaginal prolapse	Uterine prolapse	618.2	HP_0000139
Malignant neoplasm of other and ill-defined sites	Pericardial mesothelioma	112	HP_0100004
Benign neoplasm of colon, rectum, anus and anal canal	Intestinal polyposis	136.4	HP_0200008
Fungal infections	Disseminated dermatophytosis	089.3	HP_0032518
Meningitis due to other non-infectious causes	Complement deficiency	320.2	HP_0004431
Blindness of both eyes	Blindness	388.1	HP_0000618
Solar retinopathy	Small yellow foveal lesion with surrounding gray zone	373.11	HP_0031420
Renal tubulo-interstitial diseases	Ureteropelvic junction obstruction	581	HP_0000074
Chronic bronchitis	Chronic bronchitis	469.2	HP_0004469
Cyst and pseudocyst of pancreas	Pancreatic cysts	554.2	HP_0001737
Disorders of glycine metabolism*	Hypersarcosinemia	240.7	HP_0010896
Myelodysplastic syndrome	Refractory anemia with ringed sideroblasts	124.6	HP_0004828
Abnormality of urination	Urinary hesitancy	594	HP_0000019
Antepartum hemorrhage	Antepartum hemorrhage	904.3	HP_0025328
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Cardiac conduction abnormality	893	HP_0031546
Malignant neoplasm of the anus and anal canal	Anal canal neoplasm	101.5	HP_0030437
Strabismus	Total ophthalmoplegia	381	HP_0007824
Autistic disorder	Autism	892.4	HP_0000717
Other and ill-defined conditions originating in the perinatal period	Hypertonia	872	HP_0001276
Fungal pneumonia	Pulmonary histoplasmosis	468.5	HP_0032258
Kidney stone disease	Staghorn calculus	585	HP_0033591
Other disorders of the kidney and ureters	Nephropathy	586	HP_0000112
Abscess of spleen*	Splenic abscess	174.5	HP_0025059
Hemorrhagic stroke	Cerebral hemorrhage	431.12	HP_0001342
Disorders of autonomic nervous system	Abnormal peripheral nervous system morphology	343	HP_0000759
Abnormality of the urachus	Urachal cyst	775.4	HP_0012618
Benign neoplasms of the uterus	Carcinoma	144.2	HP_0030731
Hemo onc - by cell of origin	Malignant neoplasm of the central nervous system	120	HP_0100836
Recurrent dislocation of joint	Abnormal joint morphology	712.61	HP_0001367
Disturbances of salivary secretion	Abnormality of the gastrointestinal tract	506.5	HP_0011024
Cicatricial entropion	Cicatricial entropion	361.14	HP_0031737
Glomerular diseases	Tubulointerstitial nephritis	580	HP_0001970
Acute pain	Pain	809.1	HP_0012531
Heart failure	High-output congestive heart failure	424	HP_0001722
Disorders and findings from impaired renal function	Renal tubular dysfunction	588	HP_0000124
Paralysis NOS	Tetraplegia	342.5	HP_0002445
Atrioventricular block	Mobitz I atrioventricular block	416.41	HP_0011707
Aplasia/Hypoplasia of the brain	Neural tube defect	750.1	HP_0045005
Other follicular disorders	Comedonal acne	682	HP_0040137
Benign neoplasm of pineal gland	Carcinoma	149.5	HP_0030731
Congenital malformation of ovary	Streak ovary	770.1	HP_0010464
Sleep disorders	Central sleep apnea	333	HP_0010536
Tricuspid valve disorders	Tricuspid regurgitation	413.3	HP_0005180
Absent or infrequent menstruation	Secondary amenorrhea	626.11	HP_0000869
Leukemia	Acute myeloid leukemia	121	HP_0004808
Asthma	Exercise-induced asthma	475	HP_0012652
Benign neuroendocrine tumors	Neoplasm	114.2	HP_0002664
Abdominal aortic aneurysm	Saccular abdominal aortic aneurysm	438.11	HP_0031645
Polymyositis	Autoimmunity	700.43	HP_0002960
Decreased white blood cell count	Leukopenia	170	HP_0001882
Bacterial infections	Fungal meningitis	089.1	HP_0032159
Benign neoplasm of the penis	Carcinoma	146.1	HP_0030731
Stroke and transient cerebral ischemic attacks	Lacunar stroke	431	HP_0032325
Alcoholic cardiomyopathy	Atrial cardiomyopathy	414.3	HP_0200127
Benign neoplasm of the skin	Carcinoma	138	HP_0030731
Disorders of iron metabolism	Microcytic anemia	247.7	HP_0001935
Arteriovenous malformation of precerebral or cerebral vessels*	Cerebral arteriovenous malformation	441.5	HP_0002408
Impetigo	Perifolliculitis	660.21	HP_0012322
Aplasia/Hypoplasia affecting the eye	Cryptophthalmos	753.1	HP_0001126
Heart valve disorders	Mitral regurgitation	413	HP_0001653
Sleepwalking [somnambulism]*	Somnambulism	333.54	HP_0025236
Intestinal carcinoid	Intestinal carcinoid	114.41	HP_0006723
Burkitt lymphoma	Leukemia	122.23	HP_0001909
Borrelia	Abnormal peripheral nervous system morphology	020	HP_0000759
Corneal deformities	Keratoconus	369.6	HP_0000563
Congenital ichthyosis	Ichthyosis follicularis	790.1	HP_0031291
Riboflavin deficiency [Vitamin B2]	Low levels of vitamin B2	232.22	HP_0100504
Coloboma	Retinal coloboma	753.4	HP_0000480
Cardiac arrhythmia and conduction disorders	Arrhythmia	416	HP_0011675
Disorders of urea cycle metabolism	Argininosuccinic aciduria	240.5	HP_0025630
Oral cleft	Unilateral cleft palate	757	HP_0100334
Cleft palate	Cleft soft palate	757.1	HP_0000185
Cancer (solid tumor, excluding BCC)	Neoplasm of the parathyroid gland	130	HP_0100733
Disorders of thyroid gland	Hypothyroidism	200	HP_0000821
Acquired deformities of toe	Hammertoe	709.2	HP_0001765
Macroglobulinemia [Waldenstrom macroglobulinemia]	Neoplasm	180.33	HP_0002664
Hyperpigmentation of eyelid [Chloasma]	Hyperpigmentation of eyelids	362.2	HP_0007406
Hypopigmentation	Vitiligo	674.1	HP_0001045
Benign neoplasm of peripheral nerves*	Carcinoma	139.4	HP_0030731
Congenital malformations of intestine	Malrotation of colon	765	HP_0004785
Bladder neck obstruction	Abnormality of the genitourinary system	596.1	HP_0000119
Strabismus	Heterotropia	381	HP_0032012
Kidney stone disease	Abnormality of the genitourinary system	585	HP_0000119
Disorders of amino-acid transport and metabolism	Histidinuria	240	HP_0002927
Disorders of vestibular function	Congenital nystagmus	394	HP_0006934
Substance related disorders	Heroin addiction	280	HP_0033517
Congenital pigmentary anomalies of skin	Blue nevus	790.4	HP_0100814
Acquired deformities of the ankle and foot	Pes valgus	710.4	HP_0008081
Headache	Headache	331	HP_0002315
Panlobular emphysema*	Panacinar emphysema	474.12	HP_0032967
Malignant sarcoma-related cancers	Neurofibrosarcoma	104	HP_0100697
Renal hypoplasia/aplasia	Bilateral renal agenesis	773.1	HP_0010958
Abnormalities of breathing	Stridor	488	HP_0010307
Prominent ear [Protruding ear]*	Large earlobe	755.5	HP_0009748
Disturbances in tooth eruption	Abnormality of dental eruption	500.4	HP_0006292
Disorders of amino-acid transport and metabolism	Hypervalinemia	240	HP_0010910
Eye infection, viral	Keratoconjunctivitis	379.2	HP_0001096
Testicular dysfunction	Androgen insufficiency	215	HP_0008226
Congenital malformations of cardiac septa	Subarterial ventricular septal defect	780.4	HP_0011681
Hemo onc - by cell of origin	Acute promyelocytic leukemia	120	HP_0004836
Increased white blood cell count	Increased basophil count	171	HP_0031807
Other diseases of upper respiratory tract	Tracheomalacia	473	HP_0002779
Infections	Viremia	089	HP_0020071
Congenital malformations of female genitalia	Labial adhesion	770	HP_0033588
Inflammatory bowel disease	Enterocolitis	522.1	HP_0004387
Malignant neoplasm of the breast	Neoplasm of the breast	105	HP_0100013
Acute tonsillitis and adenoiditis	Recurrent tonsillitis	466.1	HP_0011110
Disorders of other cranial nerves	Weakness of facial musculature	334	HP_0030319
Congenital anomalies of limbs	Madelung deformity	785	HP_0003067
Ovarian cyst	Abnormality of the genitourinary system	628	HP_0000119
Disorders of the pituitary gland and its hypothalamic control	Elevated circulating growth hormone concentration	209	HP_0000845
Specific developmental disorders	Agnosia	891	HP_0010524
Disorders of iris and ciliary body	Iritis	370	HP_0001101
Chronic migraine without aura	Migraine without aura	331.64	HP_0002083
Radiculopathy	Neuroma	718.1	HP_0030430
Spondylosis	Cervical spondylosis	715.1	HP_0008480
Hemoglobinuria	Hematuria	832.4	HP_0000790
Deforming dorsopathies	Thoracolumbar kyphosis	714	HP_0005619
Disorders and findings from impaired renal function	Arthropathy	588	HP_0003040
Infections	Acute hepatitis	089	HP_0200119
Hypopituitarism NOS	Abnormality of the genitourinary system	209.22	HP_0000119
Trimethylaminuria*	Trimethylaminuria	240.71	HP_0003614
Congenital malformation of kidney	Polycystic kidney dysplasia	773	HP_0000113
Congenital anomalies of limbs	Osseous syndactyly of toes	785	HP_0010717
Anemia in neoplastic disease	Abnormality of blood and blood-forming tissues	164.62	HP_0001871
Hypoglycemia	Hyperinsulinemia	205	HP_0000842
Hemo onc - by cell of origin	Acute megakaryocytic leukemia	120	HP_0006733
Congenital malformations of corpus callosum*	Agenesis of corpus callosum	750.2	HP_0001274
Malignant neuroendocrine tumors	Insulinoma	114.1	HP_0012197
Myeloproliferative disorder	Neoplasm	124	HP_0002664
Lymphoma	T-cell lymphoma	122	HP_0012190
Hypertrophic conditions of skin	Skin tags	676	HP_0010609
Congenital malformations of intestine	Intestinal malrotation	765	HP_0002566
Ischemic heart disease	Myocardial infarction	404	HP_0001658
Disorders of amino-acid transport and metabolism	Hyperlysinemia	240	HP_0002161
Cancer (solid tumor, excluding BCC)	Laryngeal carcinoma	130	HP_0012118
Abnormalities of the hair	Abnormal hair morphology	684.8	HP_0001595
Disorders of plasma-protein metabolism, NEC	Atransferrinemia	248	HP_0012239
Extrapyramidal and movement disorders	Abnormality of movement	324	HP_0100022
Hernia	Incisional hernia	520	HP_0004872
Striae atrophicae	Striae distensae	675.2	HP_0001065
Myeloproliferative disorder	Thrombocytosis	124	HP_0001894
Cancer (solid tumor, excluding BCC)	Bladder carcinoma	130	HP_0002862
Congenital malformation of kidney	Unilateral renal hypoplasia	773	HP_0012583
Acne	Abnormality of the skin	682.4	HP_0000951
Malignant neoplasm of the placenta	Hydatidiform mole	106.6	HP_0032192
Chronic otitis media	Otitis media with effusion	391.12	HP_0031353
Mitral valve insufficiency	Mitral regurgitation	413.11	HP_0001653
Uninodular goiter [single thyroid nodule]	Thyrotoxicosis with toxic single thyroid nodule	200.22	HP_0011786
Anemia	Pancytopenia	164	HP_0001876
Hyperlipidemia	Tuberous xanthoma	239	HP_0031290
Deforming dorsopathies	Abnormality of the curvature of the vertebral column	714	HP_0010674
Femoral hernia	Abnormality of the gastrointestinal tract	520.12	HP_0011024
Malignant neoplasm of the skin	Merkel cell skin cancer	103	HP_0030447
Guillain-Barre syndrome [Acute infective polyneuritis]	Polyneuropathy	337.21	HP_0001271
Pancreatic steatorrhea	Abnormality of the gastrointestinal tract	525.2	HP_0011024
Pervasive developmental disorders	Intellectual disability, mild	892	HP_0001256
Disorders of the retina	Bull's eye maculopathy	374	HP_0011504
Cancer (solid tumor, excluding BCC)	Ovarian neoplasm	130	HP_0100615
Arteriovenous malformation	Optic nerve arteriovenous malformation	441	HP_0031256
Urticaria	Cold urticaria	666	HP_0410135
Flat foot [pes planus]	Arthropathy	710.41	HP_0003040
Renal tubulo-interstitial diseases	Ureteral obstruction	581	HP_0006000
Dental caries	Abnormality of the gastrointestinal tract	501	HP_0011024
Retinal vascular changes and occlusions	Hypertensive retinopathy	374.3	HP_0001095
Varicose veins	Esophageal varix	444.1	HP_0002040
Giant cell granuloma	Abnormality of the gastrointestinal tract	688.5	HP_0011024
Disorders of aromatic amino-acid metabolism	Reduced phenylalanine hydroxylase level	240.1	HP_0005982
Infective and reactive arthropathies	Abnormal joint morphology	702	HP_0001367
Vibratory urticaria	Vibratory urticaria	666.5	HP_0410138
Gout	Uric acid nephrolithiasis	703.11	HP_0000791
Vomiting	Feculent vomiting	528.2	HP_0025089
Leukemia	Neoplasm	121	HP_0002664
Oligospermia	Abnormal spermatogenesis	609.2	HP_0008669
Disorders of iron metabolism	Heinz body anemia	247.7	HP_0005511
Pulsatile tinnitus*	Pulsatile tinnitus	397.11	HP_0008629
Hemarthrosis	Joint hemorrhage	713.1	HP_0005261
Ankylosing spondylitis	Polyarticular arthritis	706.2	HP_0005764
Lesion of median, ulnar, radial nerve	Polyneuropathy	336.2	HP_0001271
Syringomyelia and syringobulbia	Syringomyelia	348.1	HP_0003396
Other follicular disorders	Epidermoid cyst	682	HP_0200040
Exostosis	Abnormal joint morphology	724.5	HP_0001367
Viral infections	Otitis externa	089.2	HP_0410017
Disorder of nervous system	Hemifacial atrophy	349	HP_0011331
Pain	Hand pain	809	HP_0046505
Disorders of fluid, electrolyte and acid-base balance	Alkalemia	256	HP_0032369
Other disorders of urethra and urinary tract	Urethral fistula	597	HP_0010480
Diseases of lips	Lip fissure	508	HP_0031250
Speech disturbance	Slurred speech	356	HP_0001350
Malignant neoplasm of the colon and rectum	Anal canal neoplasm	101.4	HP_0030437
Diabetic retinopathy	Retinopathy	374.42	HP_0000488
Myeloid	Abnormality of blood and blood-forming tissues	120.1	HP_0001871
Transplated organ	Neoplasm	979	HP_0002664
Malignant neoplasm of the eye, brain and other parts of central nervous system	Schwannoma	109	HP_0100008
Benign neoplasm of the endocrine glands	Thyroid adenoma	149	HP_0000854
Dermatitis [eczema]	Palmoplantar erythema	668	HP_0025493
Congenital deformities of hip	Coxa valga	783	HP_0002673
Benign neoplasm of the floor of mouth	Neoplasm	135.14	HP_0002664
Benign neoplasm of the skin	Neoplasm of the skin	138	HP_0008069
Disorders of amino-acid transport and metabolism	Hyperoxaluria	240	HP_0003159
Vitamin deficiencies	Vitamin B3 deficiency	232	HP_0100497
Congenital absence, atresia and stenosis of large intestine	Jejunal atresia	765.8	HP_0005235
Cancer (solid tumor, excluding BCC)	Optic nerve glioma	130	HP_0009734
Other disorders of the eyelids	Sparse eyelashes	362	HP_0000653
Cancer (solid tumor, excluding BCC)	Gastrointestinal stroma tumor	130	HP_0100723
Hypothyroidism	Congenital hypothyroidism	200.1	HP_0000851
Congenital non-neoplastic nevus	Nevus flammeus	790.41	HP_0001052
Pain in wrist*	Abnormal joint morphology	713.34	HP_0001367
Venous insufficiency	Vulval varicose vein	444	HP_0100677
Hereditary corneal dystrophies	Juvenile epithelial corneal dystrophy	369.5	HP_0007755
Congenital malformations of female genitalia	Cervical agenesis	770	HP_0030008
Hairy leukoplakia*	Oral hairy leukoplakia	507.31	HP_0025126
Allergic urticaria	Abnormality of the skin	666.1	HP_0000951
Anorectal abscess	Abnormality of the gastrointestinal tract	530.2	HP_0011024
Alpha thalassemia	Abnormality of blood and blood-forming tissues	165.21	HP_0001871
Benign neoplasm of the skin	Blue nevus	138	HP_0100814
Disorders of other cranial nerves	Hemifacial spasm	334	HP_0010828
Sensorimotor disorders of eyelid	Marcus Gunn jaw winking synkinesis	361.6	HP_0025186
Osteoporosis and low bone density	Fractured vertebra	726	HP_0041166
Malignant neoplasm of the eye, brain and other parts of central nervous system	Choroidal melanoma	109	HP_0012054
Malignant neoplasm of the endocrine glands	Papillary thyroid carcinoma	110	HP_0002895
Congenital malformation of ribs and sternum	Cervical ribs	787.5	HP_0000891
Disease of anus and rectum	Rectal prolapse	530	HP_0002035
Deforming dorsopathies	Osteochondrosis	714	HP_0040188
Chronic kidney disease	Right ventricular failure	583	HP_0001708
Congenital malformations of spine and bony thorax	Kyphoscoliosis	787	HP_0002751
Disorders of mineral metabolism and mineral deficiencies	Heinz body anemia	247	HP_0005511
Headache	Thunderclap headache	331	HP_0030907
Interstitial pneumonitis	Nonspecific interstitial pneumonia	481.43	HP_0033584
Seborrheic keratosis	Actinic keratosis	670	HP_0025127
Oral cysts	Ovarian dermoid cyst	505	HP_0025274
Postmenopausal atrophic vaginitis	Vaginitis	627.3	HP_0030683
Disorders of thyroid gland	Euthyroid goiter	200	HP_0009798
Mitral valve stenosis	Parachute mitral valve	413.13	HP_0011571
Hypoplasia of penis	Micropenis	771.23	HP_0000054
Substance abuse, dependence, and withdrawl	Heroin addiction	281	HP_0033517
Substance dependence	Benzodiazepine addiction	281.2	HP_0033516
Microphthalmos	Microphthalmia	753.12	HP_0000568
Inflammatory myopathy	Autoimmunity	700.4	HP_0002960
Disorders of mineral metabolism and mineral deficiencies	Molybdenum cofactor deficiency	247	HP_0003570
Disorders of optic nerve and visual pathways	Pseudopapilledema	380	HP_0000538
Laryngitis and tracheitis	Subglottic laryngitis	467	HP_0033000
Generalized osteoarthritis	Abnormal joint morphology	708.7	HP_0001367
Corneal degenerations	Recurrent corneal erosions	369.4	HP_0000495
Coronary atherosclerosis due to lipid rich plaque	obsolete Coronary atherosclerosis	404.21	HP_0004929
Selective deficiency of immunoglobulin G [IgG] subclasses*	Complement deficiency	179.6	HP_0004431
Disorders of optic nerve and visual pathways	Papilledema	380	HP_0001085
Other disorders of bone	Avascular necrosis	727	HP_0010885
Congenital malformations of female genitalia	Uterus didelphys	770	HP_0003762
Melanocytic nevi*	Nevus	138.2	HP_0003764
Congenital pes planus	Rocker bottom foot	784.3	HP_0001838
Strabismus	Superior oblique muscle weakness	381	HP_0025592
Volume depletion	Abnormal blood ion concentration	256.7	HP_0003111
Mature T-Cell	Non-Hodgkin lymphoma	120.22	HP_0012539
Abnormal digit morphology	Hand polydactyly	785.1	HP_0001161
Hypertrophy of female genital organs	Abnormality of the genitourinary system	623	HP_0000119
Acquired deformities of fingers	Arthropathy	709.1	HP_0003040
Indeterminate sex and pseudohermaphroditism	Male pseudohermaphroditism	772	HP_0000037
Ileus	Paralytic ileus	514.3	HP_0002590
Diseases of pulp and periapical tissues	Tooth abscess	503	HP_0030757
Retinal disorders in diseases classified elsewhere	Diabetes mellitus	374.4	HP_0000819
Primary disorders of muscles	Polyneuropathy	339	HP_0001271
Injury to kidney	Acute kidney injury	T866	HP_0001919
Myeloid	Acute promyelocytic leukemia	120.1	HP_0004836
Congenital malformations of eyelid	Ablepharon	754.1	HP_0011224
Extrapyramidal and movement disorders	Intention tremor	324	HP_0002080
Spontaneous rupture of synovium and tendon	Tendon rupture	720	HP_0100550
Gastric ulcer	Duodenal ulcer	513.2	HP_0002588
Dislocation of vertebra or sternum	Joint dislocation	T830.9	HP_0001373
Benign neoplasm of cornea	Carcinoma	148.14	HP_0030731
Infections in newborn	Semilunar tooth	856	HP_0033782
Benign neoplasm of the tongue	Neoplasm	135.12	HP_0002664
Sexual dysfunction and disorders	Dyspareunia	294	HP_0030016
Congenital anomalies of eye	Congenital hip dislocation	753	HP_0001374
Cancer (solid tumor, excluding BCC)	Medullary thyroid carcinoma	130	HP_0002865
Primary osteoarthritis ankle and foot	Osteoarthritis	708.16	HP_0002758
Autonomic neuropathy	Mononeuropathy	343.1	HP_0009831
Ventricular tachycardia	Ventricular tachycardia	416.12	HP_0004756
Retention of urine	Urinary retention	594.1	HP_0000016
Urticaria	Physical urticaria	666	HP_0410134
Malignant neoplasm of brain	Brain neoplasm	109.3	HP_0030692
Congenital malformation of the skin	Mastocytosis	790	HP_0100495
Coccidioides	Coccidioidal meningitis	071	HP_0032161
Noninflammatory disorders of the cornea	Band keratopathy	369	HP_0000585
Compression of brain	Chiari malformation	346.5	HP_0002308
Pulmonary hemorrhage of fetus or newborn	Diffuse alveolar hemorrhage	854.3	HP_0025420
Malignant neoplasm of the colon	Carcinoma	101.41	HP_0030731
Meningitis	Fungal meningitis	320	HP_0032159
Disorders of eyelid function	Upper eyelid entropion	361	HP_0025607
Typical atrial flutter*	Reverse typical atrial flutter	416.221	HP_0031672
Crohn's disease	Jejunitis	522.11	HP_0033143
Congenital malformations of brain	Type II lissencephaly	750	HP_0007260
Congenital hydrocephalus	Hydrocephalus	750.6	HP_0000238
Disorders of mineral metabolism and mineral deficiencies	Refractory anemia	247	HP_0005505
Retinal vein occlusions	Central retinal vein occlusion	374.38	HP_0020166
Disorders of the pituitary gland and its hypothalamic control	Hypopituitarism	209	HP_0040075
Villonodular synovitis	Arthropathy	707.1	HP_0003040
