phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Other disorders of metabolism	Abnormality of glycosaminoglycan metabolism	277	HP_0004371
Symptoms involving cardiovascular system	Paroxysmal supraventricular tachycardia	429.3	HP_0004763
Symbolic dysfunction	Prosopagnosia	292.12	HP_0010528
Qualitative platelet defects	Macrothrombocytopenia	287.4	HP_0040185
Diseases of nail, NOS	Central nail canal	703	HP_0030818
Immunity deficiency	Decreased specific antibody response to infection	279.1	HP_0410308
Sexual and gender identity disorders	Vaginismus	302	HP_0030017
Disorders of the pituitary gland and its hypothalamic control	Abnormality of the posterior pituitary	253	HP_0011751
Other disorders of metabolism	Pulmonary lymphoma	277	HP_0011953
Strabismus and other disorders of binocular eye movements	Concomitant strabismus	378	HP_0025069
Calcaneal spur; Exostosis NOS	Pelvic bone exostoses	726.4	HP_0003276
Subarachnoid hemorrhage	Pseudoaneurysm	430.1	HP_0031625
Other acute and subacute forms of ischemic heart disease	Coronary artery atherosclerosis	411.9	HP_0001677
Paroxysmal supraventricular tachycardia	Supraventricular tachycardia	427.11	HP_0004755
Symptoms of the muscles	Intermittent episodes of respiratory insufficiency due to muscle weakness	772	HP_0004889
Carcinoid syndrome	Adrenal pheochromocytoma	259.2	HP_0006748
Intestinal helminthiases	Central nervous system cyst	134.1	HP_0030724
Parkinson's disease	Basal ganglia necrosis	332	HP_0012128
Disorders of sweat glands	Body odor	705	HP_0500001
Congenital anomalies of mouth/tongue	Abnormality of the mouth	750.13	HP_0000153
Other and unspecified coagulation defects	Abnormality of the protein C anticoagulant pathway	286.7	HP_0030780
Thyrotoxicosis with or without goiter	Increased circulating free T4 level	242	HP_0033077
Diseases of white blood cells	T-cell acute lymphoblastic leukemias	288	HP_0006727
Other disorders of synovium, tendon, and bursa	EMG: myopathic abnormalities	727	HP_0003458
First degree AV block	Trifascicular block	426.21	HP_0011715
Iatrogenic hypotension	Orthostatic hypotension	458.2	HP_0001278
Cataract	Ectopia lentis	366	HP_0001083
Other and unspecified disorders of back	Hyperkinetic movements	724	HP_0002487
Other retinal disorders	Lip telangiectasia	362	HP_0000214
Abnormal findings on study of brain and/or nervous system	EMG abnormality	346	HP_0003457
Myocardial infarction	Foam cells with lamellar inclusion bodies	411.2	HP_0003609
Pituitary hypofunction	Reduced circulating prolactin concentration	253.2	HP_0008202
Hypothyroidism	Lingual thyroid	244	HP_0100029
Purpura and other hemorrhagic conditions	Decreased prothrombin time	287	HP_0032198
Deficiency of humoral immunity	Absent specific antibody response	279.11	HP_0005424
Other perinatal conditions of fetus or newborn	Neonatal bilateral symmetric myoclonic seizure	656	HP_0032836
Deficiency of humoral immunity	Decreased circulating IgG level	279.11	HP_0004315
Abnormal electrocardiogram [ECG] [EKG]	Prolonged PR interval	426.7	HP_0012248
Pathological, developmental or recurrent dislocation	Dislocated wrist	742.2	HP_0003994
Symptoms and disorders of the joints	Septic arthritis	741	HP_0003095
Thyroiditis	Euthyroid multinodular goiter	245	HP_0000866
Chorioretinal scars	Retinopathy of prematurity stage 4a	363.3	HP_0500054
Contracture of joint	Interphalangeal joint contracture of finger	739	HP_0001220
Congenital anomalies of urinary system	Multiple small medullary renal cysts	751.2	HP_0008659
Benign neoplasm of brain, cranial nerves, meninges	Unilateral vestibular Schwannoma	225.1	HP_0009590
Unspecified disorder of lipoid metabolism	Increased LDL cholesterol concentration	272.9	HP_0003141
Lack of normal physiological development	Moderate postnatal growth retardation	264	HP_0008855
Nonsenile Cataract	Lens subluxation	366.1	HP_0001132
Dysplasia of female genital organs	Abnormality of the genitourinary system	620	HP_0000119
Cancer of stomach	Glomus tympanicum paraganglioma	151	HP_0006715
Retinopathy of prematurity	Retinopathy of prematurity stage 5a	362.1	HP_0500057
Lymphoid leukemia	Leukemia	204.1	HP_0001909
Acute pain	Vulvodynia	338.1	HP_0030943
Visual disturbances	Glaucomatous visual field defect	368	HP_0007854
Disorders of the pituitary gland and its hypothalamic control	Euthyroid hyperthyroxinemia	253	HP_0008247
Dementias	Cerebral degeneration	290.1	HP_0007313
Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	White lesion of the oral mucosa	528	HP_0025125
Nontoxic nodular goiter	Congenital goiter	241	HP_0008251
Senile cataract	Lens coloboma	366.2	HP_0100719
Other infectious and parasitic diseases	Ainhum	136	HP_0031009
Other specified peripheral vascular diseases	Peripheral arterial stenosis	443.8	HP_0004950
Complex regional/central pain syndrome	Occipital neuralgia	355	HP_0012318
Family history	Osteoporosis of vertebrae	1100	HP_0005625
Allergic reaction to food	House dust mite allergy	930	HP_0410325
Cardiac congenital anomalies	Swiss cheese atrial septal defect	747.1	HP_0031017
Substance addiction and disorders	Hypersomnia	316	HP_0100786
Osteoarthritis; localized	Neuropathic arthropathy	740.1	HP_0002821
Nystagmus and other irregular eye movements	Horizontal pendular nystagmus	378.2	HP_0007811
Other disorders of purine and pyrimidine metabolism	Decreased serum complement C4a	277.2	HP_0045043
Disorders of menstruation and other abnormal bleeding from female genital tract	Dysmenorrhea	626	HP_0100607
Chronic pain syndrome	Dyspepsia	355.1	HP_0410281
Erythematosquamous dermatosis	Perianal abscess	690	HP_0009789
Disorders of lacrimal system	Dacryocystitis	375	HP_0000620
Osteomyelitis, periostitis, and other infections involving bone	Salmonella osteomyelitis	710	HP_0005661
Hemangioma of skin and subcutaneous tissue	Glabellar hemangioma	228.1	HP_0001076
Congenital anomaly of gallbladder, bile ducts, liver, pancreas	Pigment gallstones	750.22	HP_0011981
Muscular dystrophies	Vocal cord paresis	359.1	HP_0001604
Rheumatoid arthritis and other inflammatory polyarthropathies	Multiple pulmonary interstitial hyalinized nodules	714	HP_0033248
Chronic pain syndrome	Ear pain	355.1	HP_0030766
Emphysema	Congenital lobar overinflation	496.1	HP_0033255
Other specified cardiac dysrhythmias	Supraventricular tachycardia with a concealed accessory pathway on the left free wall	427.3	HP_0011691
Other disorders of urethra and urinary tract	Urethrocele	597	HP_0100821
Noninfectious disorders of lymphatic channels	Scleroderma	450	HP_0100324
Sleep disorders	Night sweats	327	HP_0030166
Acquired hypothyroidism	Follicular thyroid carcinoma	244.2	HP_0006731
Contracture of palmar fascia [Dupuytren's disease]	Restricted neck movement due to contractures	728.71	HP_0005997
Respiratory failure, insufficiency, arrest	Coombs-positive hemolytic anemia	509	HP_0004844
Known or suspected fetal abnormality affecting management of mother	Abnormal placental adhesion into the uterine wall	655	HP_0025652
Chromosomal anomalies	Chromosome breakage	758.1	HP_0040012
Other chronic nonalcoholic liver disease	Macrovesicular hepatic steatosis	571.5	HP_0001403
Other perinatal conditions of fetus or newborn	Cogwheel rigidity	656	HP_0002396
Other disorders of bone and cartilage	Osteolytic defects of the phalanges of the toes	733	HP_0010177
Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	Abnormal placental adhesion into the uterine wall	794	HP_0025652
Vitamin deficiency	Thoracic kyphosis	261	HP_0002942
Diseases of the salivary glands	Salivary gland neoplasm	527	HP_0100684
Other paralytic syndromes	Unilateral vocal cord paresis	344	HP_0012821
Polycythemia vera	Chronic lymphatic leukemia	200.1	HP_0005550
Other disorders of arteries and arterioles	Autoimmunity	447	HP_0002960
Delirium dementia and amnestic and other cognitive disorders	Temporal cortical atrophy	290	HP_0007112
Cancer, suspected or other	Intrascapular pain	195	HP_0033746
Symptoms of the muscles	Gowers sign	772	HP_0003391
Pulmonary heart disease	Pulmonary arterial hypertension	415	HP_0002092
Benign neoplasm of thyroid glands	Hurthle cell thyroid adenoma	226	HP_0006781
Other dyschromia	Laryngeal hemangioma	694.2	HP_0410271
Other retinal disorders	Retinal vasculitis	362	HP_0025188
Disorders of iris and ciliary body	obsolete Abnormal pupillary morphology	379.5	HP_0030960
Mittelschmerz	Ankle pain	626.21	HP_0030840
Torsion dystonia	Generalized dystonia	333.4	HP_0007325
Coronary atherosclerosis	Pelvic arteriovenous malformation	411.4	HP_0031344
Fasciitis	Eosinophilic fasciitis	728.7	HP_0045029
Congenital anomalies of muscle, tendon, fascia, and connective tissue	Lateral femoral bowing	756.3	HP_0005090
Curvature of spine	Flattened moderately deformed vertebrae	737	HP_0005752
Hypertension	Stage 2 chronic kidney disease	401	HP_0012624
Respiratory failure, insufficiency, arrest	Respiratory failure	509	HP_0002878
Spasm of muscle	Restricted neck movement due to contractures	772.2	HP_0005997
Cardiac shunt/ heart septal defect	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	747.11	HP_0011651
Nontoxic nodular goiter	Central hypothyroidism	241	HP_0011787
Intestinal disaccharidase deficiencies and disaccharide malabsorption	Neonatal insulin-dependent diabetes mellitus	271.3	HP_0000857
Cardiac conduction disorders	Abnormal heart rate variability	426	HP_0031860
Symptoms affecting skin	Somatic sensory dysfunction	687	HP_0003474
Other specified gastritis	Chronic gastritis	535.8	HP_0005231
Chronic inflammatory disorders of orbit	Thyroid atypical adenoma	371.9	HP_0011778
Dyschromia and Vitiligo	Facial midline hemangioma	694	HP_0004664
Other and unspecified coagulation defects	Fetal cerebellar vermis hemorrhage	286.7	HP_0034216
Strabismus (not specified as paralytic)	True distance exotropia	378.1	HP_0031719
Other perinatal conditions of fetus or newborn	Intralobular septal thickening	656	HP_0033638
Other disorders of metabolism	Subcutaneous lipoma	277	HP_0001031
Congenital coagulation defects	Reduced factor XI activity	286.1	HP_0001929
Cardiac dysrhythmias	Supraventricular tachycardia with a concealed accessory pathway on the septum	427	HP_0011693
Chronic Kidney Disease, Stage III	Reversible renal failure	585.33	HP_0004713
Other hypertrophic and atrophic conditions of skin	Premature skin wrinkling	701	HP_0100678
Other headache syndromes	Migraine	339	HP_0002076
Secondary malignancy of lymph nodes	Glucagonoma	198.1	HP_0030404
Congenital musculoskeletal deformities of spine	Cervical hemivertebrae	754	HP_0025481
Coagulation defects complicating pregnancy or postpartum	Increased ratio of VWF propeptide to VWF antigen	286.3	HP_0040240
Hemangioma of skin and subcutaneous tissue	Intracranial meningioma	228.1	HP_0100009
Acquired hemolytic anemias	Cold-induced hemolysis	283	HP_0031484
Paralytic ileus	Hypoperistalsis	560.1	HP_0100771
Degenerative disease of the spinal cord	Spinal cord tumor	334	HP_0010302
Other acquired deformities of limbs	Joint contracture of the 3rd finger	736	HP_0009319
Other cardiomyopathy	Myofibrillar myopathy	425.8	HP_0003715
Degenerative disease of the spinal cord	Tethered cord	334	HP_0002144
Heart failure NOS	Reduced contraction of the left ventricular apex	428.2	HP_0031483
Fracture of upper limb	Fractured radius	803	HP_0003978
Spinocerebellar disease	Diffuse telangiectasia	334.1	HP_0007489
Aseptic necrosis of bone	Juvenile aseptic necrosis	733.4	HP_0100323
Noninflammatory female genital disorders	Torsion of appendix of testis	619	HP_0033180
Juvenile osteochondrosis	Thoracic kyphosis	732.1	HP_0002942
Congenital anomalies of limbs	Coxa valga	755	HP_0002673
Diseases of pulp and periapical tissues	Dagger-shaped pulp calcifications	522	HP_0006302
Diseases of nail, NOS	Absent fingernail	703	HP_0001817
Juvenile osteochondrosis	Osteochondrosis	732.1	HP_0040188
Disorders of tooth development	Localized hypoplasia of dental enamel	520	HP_0011074
Nerve root and plexus disorders	Mononeuropathy	353	HP_0009831
Sinoatrial node dysfunction (Bradycardia)	Palpitations	427.8	HP_0001962
Genitourinary congenital anomalies	Abnormality of the genital system	751	HP_0000078
Bacterial pneumonia	Maternal fever in pregnancy	480.1	HP_0030244
Other peripheral nerve disorders	Distal peripheral sensory neuropathy	351	HP_0007067
Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	Type II diabetes mellitus	649	HP_0005978
Late effects of cerebrovascular disease	Unilateral facial palsy	433.8	HP_0012799
Contracture of tendon (sheath)	Flexion contracture of digit	727.7	HP_0030044
Spasm of muscle	Bethlem sign	772.2	HP_0030233
Other local infections of skin and subcutaneous tissue	Penetrating foot ulcers	686	HP_0001026
Hypothyroidism NOS	Accessory ectopic thyroid tissue	244.4	HP_0100030
Nonsenile Cataract	Ectopia lentis	366.1	HP_0001083
Gastric ulcer	Duodenal ulcer	531.2	HP_0002588
Nephritis and nephropathy with pathological lesion	Steroid-dependent nephrotic syndrome	580.32	HP_0025650
Myoneural disorders	Slowly progressive spastic quadriparesis	358	HP_0006983
Primary thrombocytopenia	Abnormality of blood and blood-forming tissues	287.31	HP_0001871
Uterine leiomyoma	Midline central nervous system lipomas	218.1	HP_0006866
Anomalous atrioventricular excitation	Tachycardia	426.4	HP_0001649
Hypersomnia	Episodic hypersomnia	327.1	HP_0007200
Retinoschisis and retinal cysts	Foveoschisis	361.2	HP_0012152
Paralytic strabismus	Cyclodeviation	378.5	HP_0025589
Congenital anomalies of muscle, tendon, fascia, and connective tissue	Palmoplantar cutis laxa	756.3	HP_0007517
Superficial cellulitis and abscess	Lower eyelid edema	681	HP_0012568
Adult failure to thrive	Mild short stature	260.3	HP_0003502
Other specified congenital anomalies of nervous system	Alobar holoprosencephaly	752.2	HP_0006988
Other disorders of bone and cartilage	Tracheobronchomalacia	733	HP_0002786
Cerebral ischemia	Stroke-like episode	433.3	HP_0002401
Alcoholism	Hepatic steatosis	317.1	HP_0001397
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Brainstem glioma	159	HP_0010796
Corneal dystrophy	Congenital corneal dystrophy	364.5	HP_0008005
Other alveolar and parietoalveolar pneumonopathy	Non-necrotizing pulmonary granulomatosis	504	HP_0033551
Epilepsy	Photosensitive myoclonic-tonic-clonic seizure	345.1	HP_0032855
Epilepsy, recurrent seizures, convulsions	Adversive status epilepticus	345	HP_0032664
Other abnormality of urination	Medium chain dicarboxylic aciduria	599.9	HP_0008309
Disturbances of sulphur-bearing amino-acid metabolism	Superior lens subluxation	270.11	HP_0008019
Stiffness of joint	Osteoarthritis of the elbow	741.2	HP_0003940
Helminthiases	Subependymal cysts	134	HP_0002416
Other cerebral degenerations	Metachromatic leukodystrophy variant	331	HP_0006926
Purpura and other hemorrhagic conditions	Prolonged partial thromboplastin time	287	HP_0003645
Acute, but ill-defined cerebrovascular disease	Transient ischemic attack	433.6	HP_0002326
Benign neoplasm of lip, oral cavity, and pharynx	Retinal capillary hemangioma	210	HP_0009711
Nonspecific findings on examination of blood	Abnormal blood oxygen level	790	HP_0500165
Stiffness of joint	Torticollis	741.2	HP_0000473
Alteration of consciousness	Paroxysmal lethargy	291.8	HP_0011973
Congenital anomalies of limbs	Distal tibial bowing	755	HP_0006414
Carcinoid syndrome	Paraganglioma of head and neck	259.2	HP_0002864
Abnormal movement	Eyelid myoclonus	350	HP_0025097
Other sprains and strains	Recurrent patellar dislocation	842	HP_0005001
Tachycardia NOS	Permanent junctional reciprocating tachycardia	427.7	HP_0011690
Premature menopause and other ovarian failure	Hypoplastic female external genitalia	627.5	HP_0012815
Other vitamin B12 deficiency anemia	Abnormality of blood and blood-forming tissues	281.12	HP_0001871
Coagulation defects	Epidural hemorrhage	286	HP_0100310
Gingivitis	Severe periodontitis	523.1	HP_0000166
Cellulitis and abscess of trunk	Perianal abscess	681.7	HP_0009789
Congenital hypothyroidism	Thyroid macrofollicular adenoma	244.5	HP_0011775
Impetigo	Cellulitis	686.2	HP_0100658
Nonsenile Cataract	Posterior polar cataract	366.1	HP_0001115
Abnormal findings on study of brain and/or nervous system	Gaze-evoked nystagmus	346	HP_0000640
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Neuroblastic tumor	159	HP_0004376
Abnormal movement	Blepharospasm	350	HP_0000643
Diseases of spleen	Hypersplenism	289.5	HP_0001971
Rheumatoid arthritis and other inflammatory polyarthropathies	Cystic pattern on pulmonary HRCT	714	HP_0025394
Acute renal failure	Abnormality of the genitourinary system	585.1	HP_0000119
Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Vulval varicose vein	671	HP_0100677
Congenital anomalies of female genital organs	Hypoplasia of the uterus	751.11	HP_0000013
Benign neoplasm of colon	Hemangioblastoma	208	HP_0010797
Impaction of intestine	Constipation	560.2	HP_0002019
Other disorders of liver	Elevated intestinal alkaline phosphatase	573	HP_0010681
Varicose veins of lower extremity	Telangiectasia of extensor surfaces	454.1	HP_0007621
Keratitis	Oculomotor apraxia	370	HP_0000657
Varicose veins of lower extremity	Telangiectases of the cheeks	454.1	HP_0007421
Prolapse of vaginal walls	Cystocele	618.1	HP_0100645
Carnitine deficiencies	Nonprogressive encephalopathy	277.8	HP_0007030
Abnormal heart sounds	Arrhythmia	396	HP_0011675
Acute and subacute necrosis of liver	Acute hepatic failure	573.4	HP_0006554
Other hypertrophic and atrophic conditions of skin	Chorioretinal scar	701	HP_0007777
Heart valve disorders	Mitral stenosis	395	HP_0001718
Epilepsy, recurrent seizures, convulsions	Early onset absence seizures	345	HP_0011152
Acid-base balance disorder	Propionic acidemia	276.4	HP_0003571
Disorder of skin and subcutaneous tissue NOS	Chronic idiopathic urticaria	689	HP_0410133
Graves' disease	Graves disease	242.1	HP_0100647
Rosacea	Abnormality of the skin	695.3	HP_0000951
Cancer, suspected or other	Pain	195	HP_0012531
Acute graft-versus-host disease	Decreased serum complement C9	081.11	HP_0012308
Convulsions	Bilateral tonic-clonic seizure with generalized onset	345.3	HP_0025190
Nontoxic uninodular goiter	Thyroid crisis	241.1	HP_0011782
Upper gastrointestinal congenital anomalies	Esophageal exudate	750.1	HP_0031985
Multiple myeloma	Acute lymphoblastic leukemia	204.4	HP_0006721
Coma	Thyroid adenoma	348.7	HP_0000854
Cerebrovascular disease	Facial diplegia	433	HP_0001349
Cardiac conduction disorders	Atrial fibrillation	426	HP_0005110
Optic atrophy	Optic nerve gray crescent	377.1	HP_0500086
Gangrene	Gangrene	791	HP_0100758
Other disorders of gallbladder	Gallbladder dyskinesia	575.7	HP_0012442
Infertility, male	Male infertility	609.1	HP_0003251
Deficiency of humoral immunity	Chronic (near) absent circulating IgG3	279.11	HP_0041074
Other disorders of metabolism	Multiple central nervous system lipomas	277	HP_0100251
Primary open angle glaucoma	Abnormal visual field test	365.11	HP_0030588
Nephritis; nephrosis; renal sclerosis	Tubulointerstitial microganismal infiltration	580	HP_0032635
Disturbances of amino-acid transport	Abnormality of blood and blood-forming tissues	270.1	HP_0001871
Spirochetal infection	Hyperparakeratosis	130	HP_0040009
Spirochetal infection	Streaks of hyperkeratosis along each finger onto the palm	130	HP_0007501
Lymphoid leukemia, acute	Anaplastic large-cell lymphoma	204.11	HP_0012193
Insomnia	Confusional arousal	327.4	HP_0025237
Diseases of hair and hair follicles	Sparse anterior scalp hair	704	HP_0004768
Tics and stuttering	Dysphonia	313.2	HP_0001618
Benign neoplasm of lymph nodes	Midline central nervous system lipomas	229.1	HP_0006866
Spinocerebellar disease	Ataxia	334.1	HP_0001251
Transient cerebral ischemia	Stroke	433.31	HP_0001297
Diseases of the larynx and vocal cords	Laryngeal dystonia	473	HP_0012049
Fracture of vertebral column without mention of spinal cord injury	Fractured sternum	805	HP_0041246
Abnormal results of function study of thyroid	Graves disease	246.7	HP_0100647
Nontoxic uninodular goiter	Neoplasm of the thyroid gland	241.1	HP_0100031
Other anemias	Nonspherocytic hemolytic anemia	285	HP_0001930
Chronic pain	Knee pain	338.2	HP_0030839
Other diseases of blood and blood-forming organs	Increased hemoglobin	289	HP_0001900
Other hemoglobinopathies	Elevated hemoglobin A1c	282.8	HP_0040217
Paroxysmal tachycardia, unspecified	Ventricular arrhythmia	427.1	HP_0004308
Fracture of tibia and fibula	Fractured lower leg	800.3	HP_0041081
Congenital osteodystrophies	Spondylometaphyseal dysplasia	756.5	HP_0002657
Cancer of bronchus; lung	Lung fibroma	165.1	HP_0010616
Congenital musculoskeletal deformities of spine	Biconcave flattened vertebrae	754	HP_0003321
Flat foot	Skewfoot	735.1	HP_0032649
Ill-defined descriptions and complications of heart disease	Paroxysmal ventricular tachycardia	429	HP_0004751
Congenital anomalies of limbs	Amelia involving the upper limbs	755	HP_0009812
Myeloid leukemia, chronic	Lymphoproliferative disorder	204.22	HP_0005523
Cancer of connective tissue	Cutaneous leiomyosarcoma	170.2	HP_0006755
Disorders of muscle, ligament, and fascia	Tibialis muscle weakness	728	HP_0008963
Cardiac conduction disorders	Sinus tachycardia	426	HP_0011703
Disorders of protein plasma/amino-acid transport and metabolism	Chronic myelogenous leukemia	270	HP_0005506
Defibrination syndrome	Abnormal presence of ultra-large von Willebrand factor multimers	286.6	HP_0030133
Purpura and other hemorrhagic conditions	Subretinal hemorrhage	287	HP_0025243
Cardiac congenital anomalies	Tetralogy of Fallot with absent pulmonary valve	747.1	HP_0011659
Polyneuropathy due to drugs	Entrapment neuropathy of suprascapular nerve	316.1	HP_0012216
Unspecified erythematous condition	Congenital exfoliative erythroderma	695.9	HP_0007381
Defibrination syndrome	Enhanced ristocetin cofactor assay activity	286.6	HP_0030136
Benign neoplasm of colon	Intestinal polyposis	208	HP_0200008
Arrhythmia (cardiac) NOS	Bidirectional ventricular tachycardia	427.5	HP_0034040
Hereditary disturbances in tooth structure	Supernumerary tooth	520.1	HP_0011069
Speech and language disorder	Expressive aphasia	315.2	HP_0002427
Benign neoplasm of ovary	Ovarian sex cord-stromal tumor	220	HP_0031918
Hereditary and idiopathic peripheral neuropathy	Sensory neuropathy	356	HP_0000763
Secondary hypothyroidism	Thyroid C cell hyperplasia	244.1	HP_0011781
Other non-epithelial cancer of skin	Extraadrenal pheochromocytoma	172.2	HP_0006737
Neoplasm of uncertain behavior of skin	Atypical nevus	173	HP_0001062
Mixed hyperlipidemia	Myocardial infarction	272.13	HP_0001658
Skin cancer	Disseminated cutaneous warts	172	HP_0032215
Skin cancer	Cylindroma	172	HP_0031024
Myopathy	Peripheral axonal neuropathy	359.2	HP_0003477
Cancer of the gums	Pilocytic astrocytoma	145.4	HP_0033680
Lack of coordination	Dysgraphia	350.3	HP_0010526
Benign neoplasm of unspecified sites	Retinal capillary hemangioma	229	HP_0009711
Primary open angle glaucoma	Abnormal kinetic perimetry test	365.11	HP_0030591
Chromosomal anomalies and genetic disorders	Congenital Horner syndrome	758	HP_0006837
Dentofacial anomalies, including malocclusion	Microretrognathia	524	HP_0000308
Pain, swelling or discharge of eye	Buphthalmos	379.9	HP_0000557
Aphasia/speech disturbance	Rapid neurologic deterioration	292.1	HP_0007307
Partial epilepsy	Focal aware sensory seizure with visual features	345.12	HP_0032851
Iron deficiency anemias, unspecified or not due to blood loss	Folate-unresponsive megaloblastic anemia	280.1	HP_0004826
Paralytic ileus	Abnormal peristalsis	560.1	HP_0030914
Anterior horn cell disease	Degeneration of anterior horn cells	334.2	HP_0002398
Superficial cellulitis and abscess	Anorectal abscess	681	HP_0033150
Other and unspecified coagulation defects	Palpable purpura	286.7	HP_0031363
Other demyelinating diseases of central nervous system	Symmetrical progressive peripheral demyelination	341	HP_0006873
Extrapyramidal disease and abnormal movement disorders	Paroxysmal choreoathetosis	333	HP_0007098
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Neoplasm	159	HP_0002664
Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Thickened nuchal skin fold	293.1	HP_0000474
Abnormal sputum	Hemoptysis	516	HP_0002105
Other specified disorders involving the immune mechanism	Decreased serum complement factor I	279.8	HP_0005356
Infertility, male	Female infertility	609.1	HP_0008222
Other CNS infection and poliomyelitis	Peritoneal abscess	324	HP_0100592
Digestive congenital anomalies	Cystic artery pseudoaneurysm	750	HP_0030170
Cerebral degeneration, unspecified	Corpus callosum atrophy	331.9	HP_0007371
Cancer of stomach	Pilocytic astrocytoma	151	HP_0033680
Reticulosarcoma	Acute promyelocytic leukemia	202.22	HP_0004836
Respiratory failure	Silent hypoxemia	509.1	HP_0034038
Other endocrine disorders	Insulinoma	259	HP_0012197
Atopic/contact dermatitis due to other or unspecified	Recurrent bacterial skin infections	939	HP_0005406
Folate-deficiency anemia	Microcytic anemia	281.13	HP_0001935
Postinflammatory pulmonary fibrosis	Honeycomb lung	502	HP_0025175
Erythematosquamous dermatosis	Pilonidal abscess	690	HP_0010771
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Midline central nervous system lipomas	227.3	HP_0006866
Cataract	Posterior Y-sutural cataract	366	HP_0008031
Myopathy	Proximal amyotrophy	359.2	HP_0007126
Other non-epithelial cancer of skin	Squamous cell carcinoma	172.2	HP_0002860
Noninfectious gastroenteritis	Jejunitis	558	HP_0033143
Cataract	Insulin-resistant diabetes mellitus at puberty	366	HP_0000877
Cardiac congenital anomalies	Jejunal arteriovenous malformation	747.1	HP_0031343
Vitamin deficiency	Decreased serum complement C3	261	HP_0005421
Hypothyroidism NOS	Compensated hypothyroidism	244.4	HP_0008223
Graves' disease	Euthyroid hyperthyroxinemia	242.1	HP_0008247
Abdominal aortic aneurysm	Thoracic aortic aneurysm	442.11	HP_0012727
Essential tremor	Lip tremor	333.1	HP_0032006
Acquired deformities of finger	Contracture of the distal interphalangeal joint of the 4th finger	736.2	HP_0009275
Anxiety disorder	Anxiety	300.1	HP_0000739
Other disorders of arteries and arterioles	Post-angioplasty coronary artery restenosis	447	HP_0004761
Pain	Abdominal colic	338	HP_0011848
Hereditary retinal dystrophies	Pigmentary retinopathy	362.7	HP_0000580
Myeloid leukemia, acute	Biphenotypic acute leukemia	204.21	HP_0005531
Cancer of connective tissue	Gingival fibromatosis	170.2	HP_0000169
Diseases of pancreas	Pancreatic islet-cell hyperplasia	577	HP_0004510
Abnormal movement	Labiomental fasciculations	350	HP_0032507
Other specified congenital anomalies of nervous system	Basal ganglia cysts	752.2	HP_0006799
Kaposi's sarcoma	Subcutaneous neurofibromas	230	HP_0100698
Asthma	Exercise-induced asthma	495	HP_0012652
Diseases of pancreas	Chronic calcifying pancreatitis	577	HP_0005236
Hemangioma and lymphangioma, any site	Nevus sebaceus	228	HP_0025511
Other specified congenital anomalies of nervous system	Normal pressure hydrocephalus	752.2	HP_0002343
Symptoms involving cardiovascular system	Supraventricular tachycardia with a manifest accessory pathway on the right free wall	429.3	HP_0011697
Torsion dystonia	Torsion dystonia	333.4	HP_0001304
Other unspecified back disorders	Spinal deformities	724.9	HP_0008443
Coagulation defects	Impaired binding of factor VIII to VWF	286	HP_0040237
Muscle weakness	Proximal muscle weakness	772.3	HP_0003701
Kaposi's sarcoma	Ovarian fibroma	230	HP_0010618
Benign neoplasm of respiratory and intrathoracic organs	Pulmonary lymphoma	212	HP_0011953
Chronic inflammatory pelvic disease	Abnormality of the genitourinary system	614.32	HP_0000119
Benign neoplasm of other endocrine glands and related structures	Neoplasm of the adrenal cortex	227	HP_0100641
Cancer, suspected or other	Glomus tympanicum paraganglioma	195	HP_0006715
Arthropathy NOS	Arthropathy	716.9	HP_0003040
Toxic multinodular goiter	Abnormal circulating free T4 level	242.2	HP_0033076
Cancer of other lymphoid, histiocytic tissue	Acute myeloid leukemia	202	HP_0004808
Lymphoid leukemia, acute	Neoplasm	204.11	HP_0002664
Nonspecific findings on examination of blood	Post-transfusion thrombocytopenia	790	HP_0004813
First degree AV block	Complete heart block with broad QRS complexes	426.21	HP_0005170
Diabetes mellitus	Retinopathy of prematurity zone I	250	HP_0500059
Fracture of ribs	Fractured distal phalanx of manual digit 4	807	HP_0041178
Qualitative platelet defects	Impaired thromboxane A2 agonist-induced platelet aggregation	287.4	HP_0011894
Reticulosarcoma	Acute myeloid leukemia	202.22	HP_0004808
Learning disorder	Specific learning disability	315.1	HP_0001328
Benign neoplasm of brain and other parts of nervous system	Cerebral germinoma	225	HP_0100312
Disorders of fluid, electrolyte, and acid-base balance	Stress/infection-induced lactic acidosis	276	HP_0004897
Abnormal results of function study of thyroid	Congenital goiter	246.7	HP_0008251
Abnormal findings on study of brain and/or nervous system	Abnormal amplitude of pattern electroretinogram	346	HP_0030485
Hyperglyceridemia	Impaired fasting glucose	272.12	HP_0025691
