phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Acute prostatitis	Abnormality of the genitourinary system	601.11	HP_0000119
Erythematous conditions	Erythema nodosum	695	HP_0012219
Congenital anomalies of posterior segment of eye	Retinal coloboma	753.2	HP_0000480
Changes in skin texture	Dry skin	687.3	HP_0000958
Other disorders of circulatory system	Obstruction of the superior vena cava	459	HP_0031041
Hereditary disturbances in tooth structure	Microdontia	520.1	HP_0000691
Fetal distress and abnormal forces of labor	Congenital alveolar dysplasia	661	HP_0033210
Chronic hepatitis	Abnormality of the liver	070.4	HP_0001392
Mineral deficiency NEC	Molybdenum cofactor deficiency	262	HP_0003570
Neural tube defects	Abnormality of the nervous system	752.1	HP_0000707
Strabismus and other disorders of binocular eye movements	Abnormality of movement	378	HP_0100022
Other disorders of lipoid metabolism	Congenital generalized lipodystrophy	277.5	HP_0009059
Migraine	Hypnic headache	340	HP_0012459
Other disorders of the kidney and ureters	Glomerulopathy	586	HP_0100820
Fracture of humerus	Fractured humerus	803.1	HP_0041055
Respiratory conditions of fetus and newborn	Pulmonary edema	656.2	HP_0100598
Large cell lymphoma	Neoplasm	202.24	HP_0002664
Otitis media and Eustachian tube disorders	Mastoiditis	381	HP_0000265
Cardiac congenital anomalies	Abnormal ventriculoarterial connection	747.1	HP_0011563
Immunity deficiency	Severe combined immunodeficiency	279.1	HP_0004430
Congenital anomalies of skin	Ichthyosis	691	HP_0008064
Other symptoms	Early satiety	1005	HP_0033842
Conductive hearing loss	Moderate conductive hearing impairment	389.2	HP_0012716
Voice disturbance	Hoarse voice	473.4	HP_0001609
Hyperparathyroidism	Tertiary hyperparathyroidism	252.1	HP_0011770
Facial nerve disorders [CN7]	Polyneuropathy	352.2	HP_0001271
Hemorrhage during pregnancy; childbirth and postpartum	Antepartum hemorrhage	635	HP_0025328
Other upper respiratory disease	Nasal septum perforation	479	HP_0033434
Disorders of protein plasma/amino-acid transport and metabolism	Methylmalonic acidemia	270	HP_0002912
Symptoms and disorders of the joints	Arthropathy	741	HP_0003040
Gastric ulcer	Gastric ulcer	531.2	HP_0002592
Disorders of the orbit	Orbital encephalocele	376	HP_0007115
Cystic fibrosis	Meconium ileus	499	HP_0004401
Dementias	Psychosis	290.1	HP_0000709
Helminthiases	Unusual helminthic infection	134	HP_0020107
Irregular menstrual cycle	Metrorrhagia	626.13	HP_0100608
Osteoporosis, osteopenia and pathological fracture	Vertebral wedging	743	HP_0008422
Other abnormal glucose	Hyperglycemia	250.42	HP_0003074
Chronic passive congestion of liver	obsolete Coronary atherosclerosis	573.1	HP_0004929
Degenerative skin conditions and other dermatoses	Seborrheic keratosis	702	HP_0031287
Benign neoplasm of respiratory and intrathoracic organs	Carcinoma	212	HP_0030731
Cancer of urinary organs (incl. kidney and bladder)	Neoplasm of the ureter	189	HP_0100516
Diseases of esophagus	Esophageal obstruction	530	HP_0005240
Ill-defined descriptions and complications of heart disease	Coronary artery atherosclerosis	429	HP_0001677
Myalgia and myositis unspecified	Myopathy	770	HP_0003198
Congenital anomalies of the eye	Cataract	753	HP_0000518
Disorders involving the immune mechanism	Severe combined immunodeficiency	279	HP_0004430
Abnormal involuntary movements	Spasticity	350.1	HP_0001257
Otitis media and Eustachian tube disorders	Cerebrospinal fluid rhinorrhoea	381	HP_0030998
Other aneurysm	Arterial dissection	442	HP_0005294
Disorders of mineral metabolism	Abnormal joint morphology	275	HP_0001367
Sensorineural hearing loss	Bilateral sensorineural hearing impairment	389.1	HP_0008619
Disturbance of salivary secretion	Excessive salivation	527.7	HP_0003781
Spermatocele	Epididymal cyst	603.2	HP_0030424
Muscular wasting and disuse atrophy	Amyotrophic lateral sclerosis	772.1	HP_0007354
Diseases of hair and hair follicles	Epidermoid cyst	704	HP_0200040
Other specified congenital anomalies of nervous system	Dandy-Walker malformation	752.2	HP_0001305
Unequal leg length (acquired)	Abnormal joint morphology	736.6	HP_0001367
Malignant neoplasm of female breast	Carcinoma	174.11	HP_0030731
Urinary obstruction	Abnormal tubulointerstitial morphology	599.1	HP_0001969
Cerebrovascular disease	Aphasia	433	HP_0002381
Alkalosis	Alkalosis	276.42	HP_0001948
Acute pancreatitis	Pancreatic abscess	577.1	HP_0025079
Disturbances in tooth eruption	Abnormality of the gastrointestinal tract	520.2	HP_0011024
Irregular menstrual cycle/bleeding	Female infertility	626.1	HP_0008222
Other disorders of lipoid metabolism	Hypocholesterolemia	277.5	HP_0003146
Strabismus (not specified as paralytic)	Brown anomaly	378.1	HP_0031622
Lipoprotein disorders	Lipodystrophy	277.51	HP_0009125
Other disorders of stomach and duodenum	Abnormality of the gastrointestinal tract	537	HP_0011024
Cancer of intrathoracic organs	Anterior mediastinal mass	164	HP_0033827
Articular cartilage disorder	Abnormal joint morphology	742.8	HP_0001367
Paraproteinemia	Carcinoma	270.32	HP_0030731
Iron deficiency anemias, unspecified or not due to blood loss	Microcytic anemia	280.1	HP_0001935
Cardiac conduction disorders	Atrioventricular block	426	HP_0001678
Corneal dystrophy	Juvenile epithelial corneal dystrophy	364.5	HP_0007755
Cardiac congenital anomalies	Overriding aorta	747.1	HP_0002623
Urticaria	Cutaneous mastocytosis	947	HP_0200151
Congenital anomalies of genital organs	Cryptorchidism	751.1	HP_0000028
Other perinatal conditions of fetus or newborn	Pneumothorax	656	HP_0002107
Abnormal spermatozoa	Abnormality of the genitourinary system	609.2	HP_0000119
Lipoprotein disorders	Hypolipidemia	277.51	HP_0045014
Paroxysmal tachycardia, unspecified	Monomorphic ventricular tachycardia	427.1	HP_0031676
Cardiac congenital anomalies	Subarterial ventricular septal defect	747.1	HP_0011681
Secondary thrombocytopenia	Abnormality of blood and blood-forming tissues	287.32	HP_0001871
Pathologic fracture of vertebrae	Osteomyelitis	743.21	HP_0002754
Degenerative disease of the spinal cord	Spastic ataxia	334	HP_0002497
Osteoarthrosis	Osteoarthritis	740	HP_0002758
Respiratory arrest	Respiratory arrest	509.5	HP_0005943
Type 1 diabetes with ketoacidosis	Diabetes mellitus	250.11	HP_0000819
Palpitations	Ventricular ectopy	427.9	HP_0034041
Congenital anomalies of limbs	Postaxial hand polydactyly	755	HP_0001162
Other specified gastritis	Gastritis	535.8	HP_0005263
Cardiac congenital anomalies	Atrioventricular canal defect	747.1	HP_0006695
Poisoning by analgesics, antipyretics, and antirheumatics	Adverse drug response	965	HP_0020172
Abnormal chest sounds	Rhonchi	512.3	HP_0030831
Testicular dysfunction	Male hypogonadism	257	HP_0000026
Gastritis and duodenitis	Atrophic gastritis	535	HP_0002582
Mood disorders	Depression	296	HP_0000716
Extrapyramidal disease and abnormal movement disorders	Action tremor	333	HP_0002345
Rheumatoid arthritis and other inflammatory polyarthropathies	Neuropathic arthropathy	714	HP_0002821
Rickets or osteomalacia	Osteomalacia	261.41	HP_0002749
Retinal vascular changes and abnomalities	Retinal vein occlusion	362.4	HP_0012636
Other intestinal obstruction	Ileus	560.4	HP_0002595
Contracture of joint	Arthropathy	739	HP_0003040
Fracture of unspecified part of femur	Bone fracture	800.2	HP_0020110
Aphasia/speech disturbance	Agnosia	292.1	HP_0010524
Disorders of menstruation and other abnormal bleeding from female genital tract	Secondary amenorrhea	626	HP_0000869
Congenital musculoskeletal deformities of spine	Cervical ribs	754	HP_0000891
Noninflammatory female genital disorders	Cervical insufficiency	619	HP_0030009
Other disorders of the kidney and ureters	Renal cyst	586	HP_0000107
Vitamin deficiency	Low levels of vitamin A	261	HP_0004905
Cardiac and circulatory congenital anomalies	Pulmonary artery stenosis	747	HP_0004415
Other congenital anomalies of lower limb, including pelvic girdle	Absent foot	755.6	HP_0011301
Eustachian tube disorders	Stenosis of the Eustachian tube	381.2	HP_0040118
Cardiac dysrhythmias	Atrial flutter	427	HP_0004749
Cancer of other female genital organs	Ovarian neoplasm	184	HP_0100615
Cardiac shunt/ heart septal defect	Inlet ventricular septal defect	747.11	HP_0011622
Other alveolar and parietoalveolar pneumonopathy	Alveolar capillary dysplasia	504	HP_0033208
Cancer of stomach	Gastric adenocarcinoma	151	HP_0033770
Attention deficit hyperactivity disorder	Attention deficit hyperactivity disorder	313.1	HP_0007018
Learning disorder	Dyscalculia	315.1	HP_0002442
Secondary hyperparathyroidism (of renal origin)	Secondary hyperparathyroidism	588.2	HP_0000867
Hyperchylomicronemia	Angiokeratoma corporis diffusum	272.14	HP_0001071
Insomnia	Somnambulism	327.4	HP_0025236
Other and unspecified disc disorder	Diskitis	722.9	HP_0025679
Oliguria and anuria	Decreased urine output	599.6	HP_0011037
Cardiac shunt/ heart septal defect	Sinus venosus atrial septal defect	747.11	HP_0011567
Hirsutism	Hirsutism	704.2	HP_0001007
Cardiac conduction disorders	Left posterior fascicular block	426	HP_0005172
Lymphadenitis	Enlarged mesenteric lymph node	289.4	HP_0025043
Spondylosis and allied disorders	Arthropathy	721	HP_0003040
Benign neoplasm of parathyroid gland	Neoplasm of the parathyroid gland	227.2	HP_0100733
Adrenal hypofunction	Central adrenal insufficiency	255.2	HP_0011734
Hallucinations	Hallucinations	292.6	HP_0000738
Spasm of muscle	Flexion contracture	772.2	HP_0001371
Disorders of iron metabolism	Aceruloplasminemia	275.1	HP_0025498
Thyroiditis	Hashimoto thyroiditis	245	HP_0000872
Superficial cellulitis and abscess	Sterile abscess	681	HP_0025616
Cardiac congenital anomalies	Pulmonic stenosis	747.1	HP_0001642
Neoplasm of uncertain behavior of breast	Neoplasm of the breast	174.3	HP_0100013
Diseases of spleen	Splenic rupture	289.5	HP_0012223
Congenital anomalies of skull and face bones	Trigonocephaly	749.2	HP_0000243
Miscarriage; stillbirth	Ectopic pregnancy	634	HP_0031456
Cerebrovascular disease	Dysphagia	433	HP_0002015
Pain and other symptoms associated with female genital organs	Dyspareunia	625	HP_0030016
Cancer of other female genital organs	Vaginal neoplasm	184	HP_0100650
Central origin vertigo	Congenital nystagmus	386.21	HP_0006934
Other hypertrophic cardiomyopathy	Myopathy	425.12	HP_0003198
Other arthropathies	Abnormal joint morphology	716	HP_0001367
Diseases of white blood cells	Lymphopenia	288	HP_0001888
Nervous system congenital anomalies	Diastomatomyelia	752	HP_0100563
Complications of cardiac/vascular device, implant, and graft	Premature ventricular contraction	854	HP_0006682
Congenital anomalies of male genital organs	Penoscrotal hypospadias	751.12	HP_0000808
Disorders of fluid, electrolyte, and acid-base balance	Acidemia	276	HP_0032368
Pain, swelling or discharge of eye	Glaucoma	379.9	HP_0000501
Intestinal disaccharidase deficiencies and disaccharide malabsorption	Decreased small intestinal mucosa lactase level	271.3	HP_0025130
Pleurisy; pleural effusion	Pleural plaque	507	HP_0033398
Crystal arthropathies	Chondrocalcinosis	274.2	HP_0000934
Polyneuropathy in diabetes	Abnormal peripheral nervous system morphology	250.6	HP_0000759
Lack of normal physiological development	Short stature	264	HP_0004322
Polyarteritis nodosa and allied conditions	Vasculitis	446	HP_0002633
Abnormal sputum	Hemoptysis	516	HP_0002105
Symptoms and disorders of the joints	Joint swelling	741	HP_0001386
Cardiac and circulatory congenital anomalies	Tricuspid regurgitation	747	HP_0005180
Other headache syndromes	Thunderclap headache	339	HP_0030907
Allergic conjunctivitis	Ptosis	371.21	HP_0000508
Pervasive developmental disorders	Autism	313	HP_0000717
Fever of unknown origin	Persistent fever	783	HP_0033399
Hypertension	Right ventricular failure	401	HP_0001708
Cerebral aneurysm	Dilatation of the cerebral artery	433.5	HP_0004944
Aortic aneurysm	Abdominal aortic aneurysm	442.1	HP_0005112
Other disorders of eyelids	Xanthomatosis	374	HP_0000991
Myeloproliferative disease	Refractory sideroblastic anemia	200	HP_0004864
Other acquired musculoskeletal deformity	Spondylolisthesis	738	HP_0003302
Neoplasm of uncertain behavior	Desmoid tumors	199	HP_0100245
Late effects of cerebrovascular disease	Facial paralysis	433.8	HP_0007209
Atrial fibrillation and flutter	Permanent atrial fibrillation	427.2	HP_0004754
Myopathy	Abnormal peripheral nervous system morphology	359.2	HP_0000759
Coronary atherosclerosis	Arteriovenous malformation	411.4	HP_0100026
Benign neoplasm of lymph nodes	Benign neoplasm of the central nervous system	229.1	HP_0100835
Transient mental disorders due to conditions classified elsewhere	Psychosis	291.1	HP_0000709
Pityriasis	Abnormality of the skin	696.3	HP_0000951
Fracture of upper limb	Fractured ulna	803	HP_0003987
Disorders of protein plasma/amino-acid transport and metabolism	Saccharopinuria	270	HP_0034028
Other perinatal conditions of fetus or newborn	Neonatal hyperbilirubinemia	656	HP_0003265
Diseases of esophagus	Esophageal spasms	530	HP_0025271
Amyloidosis	Cerebral amyloid angiopathy	270.33	HP_0011970
Alcoholic liver damage	Decreased liver function	317.11	HP_0001410
Breast conditions, congenital or relating to hormones	Galactorrhea	612	HP_0100829
Acid-base balance disorder	Acidosis	276.4	HP_0001941
Disorders of protein plasma/amino-acid transport and metabolism	Histidinuria	270	HP_0002927
Reiter's disease	Arthropathy	711.2	HP_0003040
Phlebitis and thrombophlebitis of intracranial venous sinuses	Ptosis	325	HP_0000508
Chronic thyroiditis	Abnormality of the thyroid gland	245.2	HP_0000820
Convulsions	Complex febrile seizure	345.3	HP_0011172
Aortic aneurysm	obsolete Dissecting aortic dilatation	442.1	HP_0002622
Digestive congenital anomalies	Intestinal atresia	750	HP_0011100
Abnormal findings on examination of urine	Rhabdomyolysis	598	HP_0003201
Shortness of breath	Respiratory distress	512.7	HP_0002098
Phlebitis and thrombophlebitis	Vasculitis	451	HP_0002633
Degenerative disease of the spinal cord	Nonprogressive muscular atrophy	334	HP_0008964
Myopathy	Myopathy	359.2	HP_0003198
Other conditions of brain, NOS	Epileptic spasm	348.9	HP_0011097
Colorectal cancer	Neuroendocrine neoplasm	153	HP_0100634
Symptoms involving respiratory system and other chest symptoms	Barking cough	519.9	HP_0033121
Inflammation of the eye	Hordeolum externum	371	HP_0010607
Disease of tricuspid valve	Tricuspid atresia	394.7	HP_0011662
Hallucinations	Vivid hallucinations	292.6	HP_0006803
Leukemia	Leukemia	204	HP_0001909
Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Aphthous ulcer	528	HP_0032154
Other inflammatory spondylopathies	Polyarticular arthritis	715	HP_0005764
Cancer of intrathoracic organs	Neoplasm of the thymus	164	HP_0100521
Toxic multinodular goiter	Graves disease	242.2	HP_0100647
Purpura and other hemorrhagic conditions	Congenital thrombocytopenia	287	HP_0001905
Congenital anomalies of genital organs	Ambiguous genitalia	751.1	HP_0000062
Perinatal disorders of digestive system	Necrotizing enterocolitis	656.6	HP_0033165
Other upper respiratory disease	Tracheomalacia	479	HP_0002779
Disorders of vitreous body	Vitreomacular traction	379.2	HP_0031151
Rhabdomyolysis	Rhabdomyolysis	772.4	HP_0003201
Obstructive sleep apnea	Obstructive sleep apnea	327.32	HP_0002870
Sexual and gender identity disorders	Vaginismus	302	HP_0030017
Substance addiction and disorders	Amphetamine addiction	316	HP_0033514
Other congenital anomalies of lower limb, including pelvic girdle	Coxa vara	755.6	HP_0002812
Bronchitis	Cough	497	HP_0012735
Anal and rectal conditions	Rectal polyposis	565	HP_0100896
Inflammation of the eye	Uveitis	371	HP_0000554
Paralytic ileus	Gastrointestinal dysmotility	560.1	HP_0002579
Genitourinary congenital anomalies	Bilateral cryptorchidism	751	HP_0008689
Congenital anomalies of the integument	Aplasia cutis congenita	757	HP_0001057
Cancer of other endocrine glands	Paraganglioma	194	HP_0002668
Problems associated with amniotic cavity and membranes	Oligohydramnios	653	HP_0001562
Calculus of kidney	Nephrolithiasis	594.1	HP_0000787
Dyspepsia and other specified disorders of function of stomach	Dyspepsia	536.8	HP_0410281
Hypertension	Increased blood pressure	401	HP_0032263
Other specified gastritis	Abnormality of the gastrointestinal tract	535.8	HP_0011024
Cardiac congenital anomalies	Congenitally corrected transposition of the great arteries	747.1	HP_0011540
End stage renal disease	Chronic kidney disease	585.32	HP_0012622
Diaphragmatic hernia	Abnormality of the gastrointestinal tract	550.2	HP_0011024
Congenital osteodystrophies	Genu varum	756.5	HP_0002970
Degenerative disease of the spinal cord	Ataxia	334	HP_0001251
Cancer of other endocrine glands	Chemodectoma	194	HP_0030074
Other disorders of bone and cartilage	Osteopenia	733	HP_0000938
Other disorders of bone and cartilage	Osteolysis	733	HP_0002797
Lung disease due to external agents	Abnormal pulmonary interstitial morphology	500	HP_0006530
Cellulitis and abscess of trunk	Cutaneous abscess	681.7	HP_0031292
Spirochetal infection	Neuritis	130	HP_0031002
Infections of genitourinary tract during pregnancy	Recurrent urinary tract infections	647.1	HP_0000010
Other disorders of eye	Conjunctival hyperemia	379	HP_0030953
Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	Neoplasm	180.3	HP_0002664
Disorders of protein plasma/amino-acid transport and metabolism	AA amyloidosis	270	HP_4000041
Allergies, other	Latex allergy	949	HP_0500094
Genitourinary congenital anomalies	Ovotestis	751	HP_0012861
Other specified nonpsychotic and/or transient mental disorders	Reduced consciousness/confusion	291	HP_0004372
Congenital anomalies of the eye	Lens coloboma	753	HP_0100719
Other diseases of blood and blood-forming organs	Myelofibrosis	289	HP_0011974
Cardiac and circulatory congenital anomalies	Parachute mitral valve	747	HP_0011571
Encephalitis	Viral encephalitis	323	HP_0033993
Benign neoplasm of other parts of digestive system	Pancreatic endocrine tumor	211	HP_0030405
Primary/intrinsic cardiomyopathies	Dilated cardiomyopathy	425.1	HP_0001644
Arrhythmia (cardiac) NOS	Sick sinus syndrome	427.5	HP_0011704
Congenital anomalies of male genital organs	Unilateral cryptorchidism	751.12	HP_0012741
Other perinatal conditions of fetus or newborn	Hypoglycemia	656	HP_0001943
Deficiency of humoral immunity	Decreased circulating IgG level	279.11	HP_0004315
Myoneural disorders	Hypertonia	358	HP_0001276
Congenital anomalies of genital organs	Anorchism	751.1	HP_0030869
Neural tube defects	Iniencephaly	752.1	HP_0034205
Disorders of penis	Chordee	604	HP_0000041
Nonrheumatic mitral valve disorders	P mitrale	395.1	HP_0031599
Other aneurysm	Renal artery aneurysm	442	HP_0033261
Muscular dystrophies and other myopathies	Polyarticular arthritis	359	HP_0005764
Cancer, suspected or other	Lobular carcinoma in situ	195	HP_0030076
Congenital anomalies of great vessels	Right aortic arch	747.13	HP_0012020
Monocytic leukemia	Neoplasm	204.3	HP_0002664
Visual disturbances	Scotoma	368	HP_0000575
Disorders of mineral metabolism	Hypomagnesemia	275	HP_0002917
Abnormal movement	Anosmia	350	HP_0000458
Anorexia	Poor appetite	260.6	HP_0004396
Congenital anomalies of skin	Ectodermal dysplasia	691	HP_0000968
Upper gastrointestinal congenital anomalies	Absent uvula	750.1	HP_0010292
Circumscribed scleroderma	Scleroderma	701.3	HP_0100324
Diseases of the jaws	Mandibular prognathia	526	HP_0000303
Joint effusions	Ankle joint effusion	741.4	HP_0032063
Unspecified erythematous condition	Erythema	695.9	HP_0010783
Neural tube defects	Hydrocephalus	752.1	HP_0000238
Disorders of the pituitary gland and its hypothalamic control	Panhypopituitarism	253	HP_0000871
Poisoning by agents primarily affecting blood constituents	Heparin-induced thrombocytopenia	964	HP_0011874
Other specified osteoporosis	Osteoporosis	743.13	HP_0000939
Other disorders of lipoid metabolism	Generalized lipodystrophy	277.5	HP_0009064
Congenital anomalies of urinary system	Enlarged kidney	751.2	HP_0000105
Primary/intrinsic cardiomyopathies	Myofibrillar myopathy	425.1	HP_0003715
Abnormal involuntary movements	Opisthotonus	350.1	HP_0002179
Non-autoimmune hemolytic anemias	Hemolytic-uremic syndrome	283.2	HP_0005575
Anxiety disorders	Violent behavior	300	HP_0008760
Cerebrovascular disease	Middle cerebral artery stenosis	433	HP_0012493
Osteoporosis, osteopenia and pathological fracture	Fractured humerus	743	HP_0041055
Other forms of chronic heart disease	Restrictive cardiomyopathy	414	HP_0001723
Aphasia	Dysphasia	292.11	HP_0002357
Other dyschromia	Nevus	694.2	HP_0003764
Aplastic anemia	Erythroid hypoplasia	284	HP_0012133
Sprains and strains	Torn meniscus	840	HP_0032191
Chronic airway obstruction	Congenital lobar overinflation	496	HP_0033255
Diseases of the larynx and vocal cords	Vocal cord dysfunction	473	HP_0031801
Spondylosis without myelopathy	obsolete Cervical osteoarthritis	721.1	HP_0025266
Rheumatic disease of the heart valves	Mitral regurgitation	394	HP_0001653
Spondylosis and allied disorders	Spondylitis	721	HP_0033631
Abdominal aortic aneurysm	Vascular dilatation	442.11	HP_0002617
Pervasive developmental disorders	Enuresis	313	HP_0000805
Hearing loss	Low-frequency hearing loss	389	HP_0008542
Congenital anomaly of fingers/toes	Syndactyly	755.3	HP_0001159
Other local infections of skin and subcutaneous tissue	Sacral dimple	686	HP_0000960
Other retinal disorders	Macular degeneration	362	HP_0000608
Congenital deficiency of other clotting factors (including factor VII)	Hypofibrinogenemia	286.12	HP_0011900
Other disorders of bladder	Intestinal fistula	596	HP_0100819
Congenital anomalies of limbs	Triphalangeal thumb	755	HP_0001199
Conjunctivitis, noninfectious	Chronic irritative conjunctivitis	371.2	HP_0007717
Visual field defects	Central scotoma	368.4	HP_0000603
Occlusion and stenosis of precerebral arteries	Cerebral artery atherosclerosis	433.1	HP_0007201
Immunity deficiency	Aplasia of the thymus	279.1	HP_0005359
Urticaria	Angioedema	947	HP_0100665
Azoospermia and oligospermia	Abnormality of the genitourinary system	609.11	HP_0000119
Subarachnoid hemorrhage (injury)	Subarachnoid hemorrhage	818.2	HP_0002138
Cardiac congenital anomalies	Restrictive ventricular septal defect	747.1	HP_0011683
Congenital anomalies of urinary system	Renal dysplasia	751.2	HP_0000110
Hypoparathyroidism	Hypoparathyroidism	252.2	HP_0000829
Other retinal disorders	Retinopathy of prematurity stage 4a	362	HP_0500054
Gastric ulcer	Duodenal ulcer	531.2	HP_0002588
Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	Abnormality of the genitourinary system	180.3	HP_0000119
Other and unspecified congenital anomalies	Polysplenia	759	HP_0001748
Peripheral enthesopathies and allied syndromes	Rotator cuff tear	726	HP_0032201
Hyperglyceridemia	Hypertriglyceridemia	272.12	HP_0002155
Fracture of humerus	Bone fracture	803.1	HP_0020110
Esophageal bleeding (varices/hemorrhage)	Varicose veins	530.2	HP_0002619
Restless legs syndrome	Restless legs	327.71	HP_0012452
Other disorders of bladder	Bladder outlet obstruction	596	HP_0041047
Ichthyosis congenita	Congenital bullous ichthyosiform erythroderma	691.1	HP_0007475
Diseases of esophagus	Esophagitis	530	HP_0100633
Obstruction of bile duct	Intrahepatic cholestasis	575.2	HP_0001406
Cardiac and circulatory congenital anomalies	Perimembranous ventricular septal defect	747	HP_0011682
Cardiac and circulatory congenital anomalies	obsolete Malformation of the heart and great vessels	747	HP_0002564
Diplopia and disorders of binocular vision	Strabismus	368.2	HP_0000486
Pectus carinatum	Pectus carinatum	756.22	HP_0000768
Congenital anomalies of the integument	Subungual hyperkeratosis	757	HP_0008392
Diabetes mellitus	Glucose intolerance	250	HP_0001952
Other disorders of thyroid	Goiter	246	HP_0000853
Specific nonpsychotic mental disorders due to brain damage	Delirium	291.4	HP_0031258
Retinopathy of prematurity	Retinopathy of prematurity stage 5a	362.1	HP_0500057
Renal failure	Stage 4 chronic kidney disease	585	HP_0012626
Nerve plexus lesions	Neuritis	353.1	HP_0031002
Thyrotoxicosis with or without goiter	Thyroid crisis	242	HP_0011782
Other and unspecified congenital anomalies	Situs inversus totalis	759	HP_0001696
Congenital anomalies of esophagus	Esophageal web	750.14	HP_0100594
Other forms of chronic heart disease	Coronary artery stenosis	414	HP_0005145
Painful respiration	Pleuritic chest pain	512.2	HP_0033771
Congenital anomalies of limbs	Proximal femoral focal deficiency	755	HP_0030772
Other upper respiratory disease	Pharyngeal edema	479	HP_0011855
Contracture of joint	Hip contracture	739	HP_0003273
Syncope and collapse	Vasovagal syncope	788	HP_0012668
Other dyschromia	Freckling	694.2	HP_0001480
Umbilical hernia	Omphalocele	550.4	HP_0001539
Sensorineural hearing loss	Infantile sensorineural hearing impairment	389.1	HP_0008610
Myasthenia gravis	Polyneuropathy	358.1	HP_0001271
Noninfectious gastroenteritis	Inflammation of the large intestine	558	HP_0002037
Strabismus (not specified as paralytic)	Amblyopia	378.1	HP_0000646
Senile cataract	Posterior subcapsular cataract	366.2	HP_0007787
Acquired deformities of finger	Deviation of finger	736.2	HP_0004097
Esophageal atresia/tracheoesophageal fistula	Esophageal web	750.11	HP_0100594
Other diseases of blood and blood-forming organs	Paraproteinemia	289	HP_0031047
Congenital anomalies of face and neck	Basilar impression	749	HP_0005758
Vaginitis and vulvovaginitis	Vaginitis	614.52	HP_0030683
Peptic ulcer (excl. esophageal)	Abnormality of the gastrointestinal tract	531	HP_0011024
Nontoxic uninodular goiter	Neoplasm of the thyroid gland	241.1	HP_0100031
Jaw disease NOS	Osteochondroma	526.9	HP_0030431
Genitourinary congenital anomalies	Vanishing testis	751	HP_0012870
Functional disorders of bladder	Abnormality of the genitourinary system	596.5	HP_0000119
Disorders of protein plasma/amino-acid transport and metabolism	Cystathioninuria	270	HP_0003153
Pulmonary embolism and infarction, acute	Cor pulmonale	415.11	HP_0001648
Myeloproliferative disease	Mastocytosis	200	HP_0100495
Cancer of lip	Malignant neoplasm of the central nervous system	145.1	HP_0100836
Osteoporosis	Osteoporosis	743.1	HP_0000939
Pruritus and related conditions	Pruritus vulvae	698	HP_0032004
Chronic glomerulonephritis, NOS	Xanthogranulomatous pyelonephritis	580.14	HP_0033761
Cerebral degeneration, unspecified	Neurodegeneration	331.9	HP_0002180
Disorders of mineral metabolism	Decreased circulating copper concentration	275	HP_0011967
Complications of surgical and medical procedures	Adverse drug response	1011	HP_0020172
Disorders of the pituitary gland and its hypothalamic control	Pituitary dwarfism	253	HP_0000839
Hypertrophy of female genital organs	obsolete Clitoromegaly	623	HP_0000057
Other anemias	Refractory sideroblastic anemia	285	HP_0004864
Erythematosquamous dermatosis	Keratosis pilaris	690	HP_0032152
Develomental delays and disorders	Developmental stagnation	315	HP_0007281
Congenital anomalies of the eye	Optic disc coloboma	753	HP_0000588
Nervous system congenital anomalies	Amyelia	752	HP_0100566
Torsion dystonia	Blepharospasm	333.4	HP_0000643
Congenital anomalies of limbs	Anomaly of lower limb diaphyses	755	HP_0012699
Traumatic arthropathy	Arthropathy	836	HP_0003040
Septal Deviations/Turbinate Hypertrophy	Nasal congestion	470	HP_0001742
Type 1 diabetes with ketoacidosis	Diabetic ketoacidosis	250.11	HP_0001953
Cardiac shunt/ heart septal defect	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	747.11	HP_0011658
Hypothyroidism	Abnormality of the thyroid gland	244	HP_0000820
Disorders of the globe	Hemorrhage of the eye	360	HP_0011885
Fetal distress and abnormal forces of labor	Fetal distress	661	HP_0025116
Cancer of bone and connective tissue	Leiomyosarcoma	170	HP_0100243
Other retinal disorders	Cystoid macular edema	362	HP_0011505
Monocytic leukemia	Leukemia	204.3	HP_0001909
Rickets or osteomalacia	Phosphaturic mesenchymal tumor	261.41	HP_0033987
Osteomyelitis	Osteomyelitis	710.1	HP_0002754
Abnormal posture	Decerebrate rigidity	781.2	HP_0025013
Cardiac and circulatory congenital anomalies	Cerebral arteriovenous malformation	747	HP_0002408
Cardiac and circulatory congenital anomalies	Hypoplasia of right ventricle	747	HP_0004762
Localized superficial swelling, mass, or lump	Sinusitis	687.2	HP_0000246
Polydipsia	Diabetes insipidus	276.8	HP_0000873
Benign neoplasm of lip, oral cavity, and pharynx	Neoplasm of the pharynx	210	HP_0100638
Mixed hyperlipidemia	Increased LDL cholesterol concentration	272.13	HP_0003141
Other specified congenital anomalies of kidney	Abnormality of the kidney	751.22	HP_0000077
Other diseases of blood and blood-forming organs	Polycythemia	289	HP_0001901
Disorders of the pituitary gland and its hypothalamic control	Elevated circulating growth hormone concentration	253	HP_0000845
Disorders of iris and ciliary body	Iris neovascularization	379.5	HP_0011497
