phecodeX_label	hpo_label	phecodeX_code	hpo_code
Myxedema*	Thyroid atypical adenoma	200.16	HP_0011778
Scarring hair loss*	Keratosis pilaris	684.13	HP_0032152
Congenital pigmentary anomalies of skin	Hamartomatous stomach polyps	790.4	HP_0004795
Hemorrhoids	Thrombophlebitis	439	HP_0004418
Oligospermia	Abnormal spermatogenesis	609.2	HP_0008669
Visual disturbances	Metamorphopsia	386	HP_0012508
Newborn affected by maternal complications of pregnancy	Bilateral renal agenesis	876	HP_0010958
Abnormal digit morphology	Metacarpophalangeal synostosis	785.1	HP_0005880
Disorders of the retina	Full-thickness macular hole	374	HP_0031152
Iridocyclitis	Uveitis	367.52	HP_0000554
Birth trauma	Grade II preterm intraventricular hemorrhage	880	HP_0030749
Diffuse goiter	Abnormal thyroid hormone level	200.21	HP_0031508
Disease of anus and rectum	Anal fissure	530	HP_0012390
Abnormality of urination	Alpha-aminoadipic aciduria	594	HP_0410309
Sarcoidosis	Decreased serum complement factor H	688.1	HP_0005369
Adrenal hyperfunction	Glucocortocoid-insensitive primary hyperaldosteronism	211.1	HP_0011740
Pain in limb	Foot pain	809.3	HP_0025238
Inflammatory bowel disease	Crohn's disease	522.1	HP_0100280
Generalized epilepsy	Bilateral tonic-clonic seizure with generalized onset	330.11	HP_0025190
Disorders of aromatic amino-acid metabolism	Hypertryptophanemia	240.1	HP_0500134
Hyperkalemia [Hyperpotassemia]	Hyperkalemia	256.4	HP_0002153
Disturbances of cerebral status of newborn	Neonatal electro-clinical tonic seizure	870	HP_0032821
Other disorders and symptoms of the musculoskeletal system	Tapered finger	730	HP_0001182
Noninflammatory disorders of choroid	Retinopathy of prematurity zone III	373	HP_0500061
Malnutrition and underweight	Neonatal short-trunk short stature	230	HP_0008857
Thyroiditis	Increased circulating free T3	200.4	HP_0011788
Other anemias due to enzyme disorders	Drug-sensitive hemolytic anemia	161.16	HP_0004817
Congenital hypertonia*	Rigidity	872.11	HP_0002063
Myeloid	B-cell lymphoma	120.1	HP_0012191
Intrinsic (hereditary) hemolytic anemias	Chronic hemolytic anemia	161.1	HP_0004870
Familial polycythemia [Familial erythrocytosis]	Increased hemoglobin	175.3	HP_0001900
Noninflammatory disorders of choroid	Retinopathy of prematurity pre-plus	373	HP_0500063
Central pain syndrome	Finger pain	809.22	HP_0030837
Benign neoplasms of the uterus	Retinal capillary hemangioma	144.2	HP_0009711
Congenital malformations of male genital organs	Perineal hypospadias	771	HP_0000051
Benign neoplasm of the skin	Nevus sebaceus	138	HP_0025511
Pain in hip	Arthropathy	713.36	HP_0003040
Solar retinopathy	Retinopathy of prematurity threshold	373.11	HP_0500064
Palindromic rheumatism	Abnormal joint morphology	705.4	HP_0001367
Disorders of mineral metabolism and mineral deficiencies	Hypercalcemia	247	HP_0003072
Acquired deformities of limbs	Contracture of the distal interphalangeal joint of the 4th finger	710	HP_0009275
Disturbances of skin sensation	Trophic changes related to pain	351	HP_0010834
Sudden or transient visual loss	Paracentral scotoma	386.8	HP_0030528
Systemic sclerosis	Telangiectasia of the oral mucosa	700.3	HP_0007428
Inflammatory conditions of jaw	Abnormality of the gastrointestinal tract	734.5	HP_0011024
Pneumonia due to Hemophilus influenzae	Recurrent pneumonia	468.24	HP_0006532
Erosion and ectropion of cervix	Abnormality of the genitourinary system	619.32	HP_0000119
Complications of labor and delivery NEC	Frank breech presentation	949	HP_0010859
Disorders of aromatic amino-acid metabolism	Albinism	240.1	HP_0001022
Disorders of puberty	Postnatal growth retardation	217	HP_0008897
Other arthropathies	Polyarticular arthritis	707	HP_0005764
Contracture of joint	Distal arthrogryposis	719.92	HP_0005684
Insomnia	Insomnia	333.2	HP_0100785
Disturbances of sulphur-bearing amino-acid metabolism	Homocystinuria	240.4	HP_0002156
Dislocation	Lower extremity joint dislocation	T830	HP_0030311
Multiple cranial nerve palsies	Entrapment neuropathy of suprascapular nerve	334.9	HP_0012216
Benign neoplasm of the pancreas	Optic nerve sheath meningioma	136.8	HP_0500089
Benign neoplasm of the head and neck	Benign genitourinary tract neoplasm	135	HP_0006778
Facial myokymia*	Facial myokymia	334.25	HP_0000317
Stiffness of joint	Joint stiffness	713.4	HP_0001387
Non-inflammatory spondylopathy	Spinal stenosis with reduced interpedicular distance	715	HP_0005733
Lymphoma	Follicular lymphoma	122	HP_0033125
Contracture of joint	Contracture of the metacarpophalangeal joint of the 3rd finger	719.92	HP_0009470
Malignant neoplasm of the colon	Colon cancer	101.41	HP_0003003
Disturbances of skin sensation	Trophic limb changes	351	HP_0003091
Increased white blood cell count	Abnormality of blood and blood-forming tissues	171	HP_0001871
Bell's palsy	Entrapment neuropathy	334.21	HP_0012181
Abnormal digit morphology	Camptodactyly of 2nd-5th fingers	785.1	HP_0001215
Disorders of adrenal glands	Pheochromocytoma	211	HP_0002666
Congenital hypotonia*	Infantile axial hypotonia	872.12	HP_0009062
Epilepsy, recurrent seizures, convulsions	Focal aware sensory seizure with hot-cold sensations	330	HP_0032877
Carcinoid tumor of the thymus	Glucagonoma	114.43	HP_0030404
Cough	Cough	801	HP_0012735
Diseases of hair and hair follicles	Alopecia of scalp	684	HP_0002293
Nonspecific abnormal electromyogram [EMG]	EMG: continuous motor unit activity at rest	349.3	HP_0100283
Brachial plexus lesions	Constrictive median neuropathy	335.11	HP_0012185
Coarctation of aorta	Aortic valve stenosis	778.41	HP_0001650
Hypertensive heart disease	Renal insufficiency	401.2	HP_0000083
Vascular disorders of the skin	Erythema of the eyelids	687	HP_0040323
Lymphoma	Histiocytosis	122	HP_0100727
Parasomnia and sleep arousal Disorders	Sleep terror	333.5	HP_0030765
Benign neoplasm of peripheral nerves*	Presacral ganglioneuroma	139.4	HP_0031455
Intrinsic (hereditary) hemolytic anemias	Autoimmune hemolytic anemia	161.1	HP_0001890
Dislocation of lens	Sutural cataract	372.2	HP_0010695
Candidiasis of vulva and vagina	Vaginitis	614.55	HP_0030683
Disorder of ligament	Hyperextensibility of the finger joints	712.5	HP_0001187
Pleural effusion	Fetal chylothorax	483	HP_0025677
Benign neoplasm of the heart	Neoplasm	137.51	HP_0002664
Myopia	Moderate myopia	387.2	HP_0031624
Atrophy of thyroid*	Increased circulating free T3	200.6	HP_0011788
Cellulitis and abscess	Intratesticular abscess	660.6	HP_0025038
Mesothelioma*	Malignant mesothelioma	112.1	HP_0100001
Benign neoplasm of the skin	Subglottic hemangioma	138	HP_0410264
Pain	Neuralgia	809	HP_0033345
Eosinophilic gastroenteritis and colitis	Eosinophilic liver infiltration	522.6	HP_0032021
Recurrent erosion of cornea	Corneal erosion	369.42	HP_0200020
Congenital malformation of kidney	Inferior crossed fused renal ectopia	773	HP_0034230
Acne	Pustule	682.4	HP_0200039
Other disorders of bladder	Bladder diverticulum	596	HP_0000015
Disorders of other cranial nerves	Superior oblique muscle restriction	334	HP_0025593
Sexually transmitted disease	Semilunar tooth	088	HP_0033782
Myotonic muscular dystrophy	Episodic peripheral neuropathy	339.21	HP_0006949
Neuroendocrine tumors	Pituitary microadenoma	114	HP_0025694
Other arthropathies	Septic arthritis	707	HP_0003095
Gastrointestinal inflammation	Chronic colitis	522	HP_0100281
Acute/subacute osteomyelitis	Foot osteomyelitis	701.11	HP_0001886
Abnormal skull shape*	Plagiocephaly	758.2	HP_0001357
Merkel cell carcinoma	Extraadrenal pheochromocytoma	114.12	HP_0006737
Hemolytic Disease of the Newborn	Prolonged neonatal jaundice	858	HP_0006579
Congenital malformations of brain	Basal encephalocele	750	HP_0011817
Other disorders of the brain and CNS	Pericallosal lipoma	347	HP_0006931
Congenital anomalies of limbs	Absent foot	785	HP_0011301
Disturbances in tooth eruption	Marked delay in eruption of permanent teeth	500.4	HP_0006291
Disorders of the middle ear	Tympanosclerosis	391	HP_0020123
Hypermobility syndrome	Hypermobility of distal interphalangeal joints	712.51	HP_0006201
Thyroiditis	Increased T3/T4 ratio	200.4	HP_0012559
Weakness	Fatigable weakness of neck muscles	807.2	HP_0030199
Subacute thyroiditis	Abnormal thyroid morphology	200.43	HP_0011772
Congenital malformations of gallbladder, bile ducts and liver	Bilobate gallbladder	766	HP_0005608
Color vision deficiencies	Dichromacy	386.5	HP_0011518
Interstitial pulmonary diseases	Pleural cobblestoning	481	HP_0033344
Obesity	Truncal obesity	236.1	HP_0001956
Mastoiditis and related conditions	Postauricular pit	393	HP_0004464
Disorders of muscle	Contracture of the distal interphalangeal joint of the 3rd toe	719	HP_0100353
Graves' disease [Toxic diffuse goiter]	Activating thyroid-stimulating hormone receptor defect	200.31	HP_0011790
Drug-induced polyneuropathy	Motor axonal neuropathy	337.31	HP_0007002
Chronic leukemia	Ph-positive acute lymphoblastic leukemia	121.2	HP_0004848
Acquired deformities of limbs	Hamstring contractures	710	HP_0003089
Migraine	Focal aware sensory seizure with visual features	331.6	HP_0032851
Hepatitis C	Acute hepatitis	054.3	HP_0200119
Other disorders involving the immune mechanism	Lymphoma	180	HP_0002665
Kaposi's sarcoma	Kaposi's sarcoma	104.6	HP_0100726
Nail disorders	Dystrophic toenail	683	HP_0001810
Polyneuropathies	Entrapment neuropathy of suprascapular nerve	337	HP_0012216
Turner's syndrome	Gonadal dysgenesis	797.7	HP_0000133
Benign neoplasm of the fallopian tube and uterine adnexa	Multiple central nervous system lipomas	144.4	HP_0100251
Hypotension	Orthostatic hypotension due to autonomic dysfunction	446	HP_0004926
Acquired deformities of fingers	Contracture of the distal interphalangeal joint of the 2nd finger	709.1	HP_0009538
Benign neoplasm of the pancreas	Cerebral germinoma	136.8	HP_0100312
Facial nerve disorders and weakness	Hemifacial spasm	334.2	HP_0010828
Hypoesthesia of skin*	Hypoesthesia	351.2	HP_0033748
Erythroid	Monoclonal immunoglobulin M proteinemia	120.13	HP_0005508
Mammary duct ectasia	Abnormality of the genitourinary system	610.5	HP_0000119
Abnormal reflex	Hyporeflexia	350.3	HP_0001265
Retinal telangiectasis	Spider hemangioma	374.35	HP_0012522
Autoimmune disease	Euthyroid multinodular goiter	181	HP_0000866
Benign neoplasm of the penis	Neoplasm of the penis	146.1	HP_0100850
Dislocation of finger	Congenital bilateral hip dislocation	T830.5	HP_0008780
Transposition of great vessels	Congenitally corrected transposition of the great arteries with ventricular septal defect	778.2	HP_0011605
Congenital malformation of the skin	Periocular capillary hemangioma	790	HP_0500090
Benign neoplasm of the thyroid	Thyroid carcinoma	149.1	HP_0002890
Cancer (solid tumor, excluding BCC)	Neoplasm of the tracheobronchial system	130	HP_0100552
Myopathies	Episodic peripheral neuropathy	340	HP_0006949
Saccadic eye movements	Macrosquare-wave jerks	383.2	HP_0032116
Reduction defects of limb	Brachydactyly	785.2	HP_0001156
Macroglobulinemia [Waldenstrom macroglobulinemia]	Acute promyelocytic leukemia	180.33	HP_0004836
Congenital deformities of skull, face, and jaw	Sagittal craniosynostosis	758	HP_0004442
Congenital hydrocephalus	Communicating hydrocephalus	750.6	HP_0001334
Symptoms involving female genital tract	Oral leukoplakia	624	HP_0002745
Syncope and collapse	Reflex asystolic syncope	808	HP_0500173
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Behavioral abnormality	893	HP_0000708
Polyclonal hypergammaglobulinemia	Increased circulating IgG3 level	180.2	HP_0032297
Failure to thrive in childhood	Rhizomelic leg shortening	890.1	HP_0012106
Diabetic retinopathy	Retinopathy of prematurity stage 5b	374.42	HP_0500058
Periodic paralysis	Unilateral vocal cord paresis	339.4	HP_0012821
Double inlet ventricle	Membranous ventricular septal aneurysm	780.3	HP_0030958
Benign neoplasm of the liver*	Ovarian teratoma	136.61	HP_0012226
Anodontia	Agenesis of maxillary incisor	500.1	HP_0200160
Aplasia/Hypoplasia of the brain	Cerebellar hemisphere hypoplasia	750.1	HP_0100307
Hypoglycemia	Hyperinsulinemic hypoglycemia	205	HP_0000825
Abnormal results of function studies of eye	Abnormal electroretinogram	385	HP_0000512
Arterial tortuosity syndrome*	Tortuous cerebral arteries	781.6	HP_0004938
Hypertrichosis and hirsutism	Generalized hypertrichosis	684.2	HP_0004554
Disorders of parathyroid gland	Parathyroid dysgenesis	208	HP_0011768
Congenital osteodystrophies	Polyostotic fibrous dysplasia	788	HP_0010735
Acquired deformities of the forearm and hand	Cubitus varus	710.1	HP_0025317
Abnormalities of size and form of teeth	Talon cusp	500.2	HP_0011087
Chorioretinal scars	Retinopathy of prematurity stage 5	373.1	HP_0500056
Generalized epilepsy	Generalized-onset seizure	330.11	HP_0002197
Nephritis and nephropathy, not specified as acute or chronic	Crescentic glomerulonephritis	580.4	HP_0008653
Extrapyramidal and movement disorders	Basal ganglia cysts	324	HP_0006799
Femoral hernia	Central diaphragmatic hernia	520.12	HP_0025195
Congenital malformations of penis	Absent penis	771.2	HP_0030261
Extrapyramidal and movement disorders	Parkinsonism with favorable response to dopaminergic medication	324	HP_0002548
Complications of trauma	Contracture of the metacarpophalangeal joint of the 2nd finger	T900	HP_0009539
Symptoms related to joints	Stiff wrist	713	HP_0025260
Congenital anomalies of limbs	1-5 finger complete cutaneous syndactyly	785	HP_0006088
Drug-induced hemolytic anemia*	Coombs-positive hemolytic anemia	161.23	HP_0004844
Conduct disorders	Sinoatrial block	893.2	HP_0012723
Visual disturbances	Arcuate scotoma	386	HP_0030530
Syndactyly	Complete duplication of the middle phalanx of the 3rd finger	785.12	HP_0009966
Nodular sclerosis Hodgkin lymphoma	Biphenotypic acute leukemia	122.11	HP_0005531
Benign neoplasms of external female genital organs and cervix	Cerebral hamartoma	144.1	HP_0009731
Autoimmune disease	Abnormality of blood and blood-forming tissues	181	HP_0001871
Cortical, lamellar, or zonular nonsenile cataract	Progressive cataract	371.4	HP_0007834
Dysplasia of cervix	Cervical agenesis	620.1	HP_0030008
Pulmonary hypertension	Pulmonary arterial hypertension with lack of acute response to NO challenge	406.1	HP_0033424
Benign neoplasm of the parathyroid gland	Choroid plexus papilloma	149.3	HP_0200022
Venous thromboembolism	Small vessel vasculitis	440.1	HP_0011944
Cortical, lamellar, or zonular nonsenile cataract	Subcapsular cataract	371.4	HP_0000523
Myasthenia gravis and other myoneural disorders	Upper limb spasticity	338	HP_0006986
Malignant neoplasm of brain	Glioblastoma multiforme	109.3	HP_0012174
Abnormalities of heart beat	Paroxysmal tachycardia	417	HP_0006688
Spastic diplegic cerebral palsy	Spastic diplegia	341.14	HP_0001264
Diffuse goiter	Abnormal T3/T4 ratio	200.21	HP_0012558
Malignant neoplasm of the urinary tract	Nephroblastomatosis	108	HP_0008643
Heart failure	Renovascular hypertension	424	HP_0100817
Specific personality disorders	Emotional lability	296	HP_0000712
Meningitis due to other non-infectious causes	Decreased serum complement factor H	320.2	HP_0005369
Ischemic heart disease	Left ventricular noncompaction cardiomyopathy	404	HP_0011664
Congenital non-neoplastic nevus	Facial hemangioma	790.41	HP_0000329
Critical illness polyneuropathy	Entrapment neuropathy of the ulnar nerve at elbow	337.4	HP_0012186
Skin conditions in infants	Abnormality of the skin	888	HP_0000951
Malignant neoplasm of cornea	Brainstem glioma	109.14	HP_0010796
Fasciopathy	Contracture of the proximal interphalangeal joint of the 3rd finger	722	HP_0009471
Periodic paralysis	Chronic axonal neuropathy	339.4	HP_0007267
Ventral hernia	Morgagni diaphragmatic hernia	520.14	HP_0025194
Cafe au lait spots*	Intestinal hemangioma	674.21	HP_0410267
Lymphedema	Congenital ichthyosiform erythroderma	177.4	HP_0007431
Noninflammatory disorders of conjunctiva	Circumlimbal hyperemia	366	HP_0025338
Congenital non-neoplastic nevus	Multiple cafe-au-lait spots	790.41	HP_0007565
Epilepsy, recurrent seizures, convulsions	Focal automatism seizure	330	HP_0032898
Weeks gestation	Moderate to late preterm birth	885	HP_0025664
Infections	Chronic otitis media	089	HP_0000389
Disorders of muscle	Muscle flaccidity	719	HP_0010547
Specific developmental disorders	Specific learning disability	891	HP_0001328
Polyneuropathies	Neuropathic arthropathy	337	HP_0002821
Supraventricular tachycardia	Premature atrial contractions	416.11	HP_0006699
Acute leukemia	Gastric lymphoma	121.1	HP_0045038
Periodic paralysis	Demyelinating sensory neuropathy	339.4	HP_0011402
Atypical face pain	Mixed demyelinating and axonal polyneuropathy	334.12	HP_0007327
Multiple fractures	Fractured distal phalanx of manual digit 2	T828	HP_0041176
Testicular dysfunction	External genital hypoplasia	215	HP_0003241
Noninflammatory female genital disorders	Torsion of appendix of testis	619	HP_0033180
Stroke and transient cerebral ischemic attacks	Feeding difficulties in infancy	431	HP_0008872
Epilepsy	Status epilepticus	330.1	HP_0002133
Malignant neoplasm of the cervix	Optic nerve glioma	106.13	HP_0009734
Disorders of other cranial nerves	Chronic sensorineural polyneuropathy	334	HP_0001301
Femoral hernia	Femoral hernia	520.12	HP_0100541
Adult failure to thrive	Infancy onset short-trunk short stature	230.7	HP_0011406
Nezelof syndrome*	Decreased serum complement C5	179.33	HP_0033060
Blindness and low vision	Nonprogressive visual loss	388	HP_0200068
Congenital hypertonia*	Decorticate rigidity	872.11	HP_0011444
Benign neoplasm of the thoracic and respiratory organs	Alveolar cell carcinoma	137	HP_0006519
Other specific joint derangements	Cervical instability	712	HP_0008462
Cataract	Presenile cataracts	371	HP_0007819
Benign neoplasm of cranial nerve	Hemangioblastoma	148.5	HP_0010797
Food allergy	Abnormality of the skin	840.1	HP_0000951
Qualitative platelet defects	Abnormal platelet dense granule ATP/ADP ratio	169.2	HP_0030401
Epilepsy	Focal atonic seizure	330.1	HP_0020220
Alcoholic polyneuropathy	Mixed demyelinating and axonal polyneuropathy	337.32	HP_0007327
Loose body in joint	Neuropathic arthropathy	712.1	HP_0002821
Hemoglobin C trait [Sickle-cell trait]	Episodic hemolytic anemia	165.3	HP_0004802
Cardiac arrhythmia and conduction disorders	Quadruple gallop rhythm	416	HP_0033114
Benign neoplasm of the digestive organs	Insulinoma	136	HP_0012197
Leukemia	Multiple myeloma	121	HP_0006775
Benign neoplasm of spinal cord	Benign neoplasm of the central nervous system	148.4	HP_0100835
Benign neoplasm of the digestive organs	Altman type III sacrococcygeal teratoma	136	HP_0030739
Benign neoplasm of the breast	Spinal hemangioblastoma	140	HP_0009713
Systemic atrophies primarily affecting the central nervous system	Cerebellar ataxia associated with quadrupedal gait	323	HP_0009878
Polyarthritis	Polyarticular arthritis	707.8	HP_0005764
Testicular hypofunction	Androgen insufficiency	215.1	HP_0008226
Secondary diabetes	Maturity-onset diabetes of the young	202.3	HP_0004904
Malignant neoplasm of brain	Carcinoma	109.3	HP_0030731
Coagulation defects, purpura and other hemorrhagic conditions	Preterm intraventricular hemorrhage	168	HP_0030747
Lesion of sciatic nerve	Acute episodes of neuropathic symptoms	336.51	HP_0003489
Congenital deformities of skull, face, and jaw	Coronal craniosynostosis	758	HP_0004440
Bowing of the long bones	Progressive bowing of long bones	785.6	HP_0006383
Geniculate ganglionitis	Episodic peripheral neuropathy	334.22	HP_0006949
Lipoma	Curvilinear pericallosal lipoma	139.5	HP_0034013
Bell's palsy	Sensory axonal neuropathy	334.21	HP_0003390
Congenital anomalies of limbs	2-4 toe cutaneous syndactyly	785	HP_0005768
Hyperimmunoglobulin E [IgE] syndrome*	Decreased serum complement C3	179.2	HP_0005421
Abscess or ulceration of vulva	Vulvar abscess	614.54	HP_0033587
Congenital malformations of gallbladder, bile ducts and liver	Neoplasm of the gallbladder	766	HP_0100575
Disorders of newborn related to slow fetal growth and fetal malnutrition	Lethal short-trunk short stature	850	HP_0011404
Postinfectious hypothyroidism*	Medullary thyroid carcinoma	200.15	HP_0002865
Abnormality of the lymph nodes	Postnatal-onset ichthyosiform erythroderma	177	HP_0007395
Drug-induced hemolytic anemia*	Cold-induced hemolysis	161.23	HP_0031484
Other CNS infection	Tooth abscess	322	HP_0030757
Complications of trauma	Flexion contracture of the 2nd finger	T900	HP_0009537
Congenital pigmentary anomalies of skin	Connective tissue nevi	790.4	HP_0100898
Other behavioral problems	Intolerance to protein	283	HP_0001984
Specific developmental disorders	Delayed gross motor development	891	HP_0002194
Benign neoplasm of the kidney	Intracranial meningioma	146.4	HP_0100009
Stress fracture	Fractured shoulder	726.4	HP_0041217
Graves' disease [Toxic diffuse goiter]	Primary hypothyroidism	200.31	HP_0000832
Osteoporosis and low bone density	Osteolytic defects of the middle phalanx of the 5th toe	726	HP_0100454
Hypertrophy of tongue papillae	Triangular tongue	509.3	HP_0030284
Vertigo	Vertigo	394.2	HP_0002321
Malignant neoplasm of the digestive organs	Hepatoblastoma	101	HP_0002884
Hepatovirus	Fulminant hepatitis	054	HP_0004787
Malignant neoplasm of the of pleura	Pleural mesothelioma	102.53	HP_0100002
Nerve plexus lesions	Sensory axonal neuropathy	335.1	HP_0003390
Primary disorders of muscles	Periodic hyperkalemic paralysis	339	HP_0007215
Cramp and spasm	Opisthotonus	719.1	HP_0002179
Qualitative platelet defects	Abnormal platelet phosphatidylserine exposure	169.2	HP_0031131
Malignant neoplasm of the oral cavity	Glioma	100.1	HP_0009733
Other diseases of spinal cord	Spinocerebellar tract degeneration	348	HP_0002503
Benign neoplasm of the genitourinary system	Cerebral germinoma	146	HP_0100312
Congenital malformations of penis	obsolete Aplasia of the penis	771.2	HP_0040316
Noninflammatory disorders of sclera	Posterior staphyloma	368	HP_0030856
Dermatitis [eczema]	Skin rash	668	HP_0000988
Primary disorders of muscles	Vocal cord paralysis	339	HP_0001605
Speech disturbance	Grammar-specific speech disorder	356	HP_0006977
Critical illness myopathy	Sensory neuropathy	340.1	HP_0000763
Congenital malformation of the skin	Laryngeal hemangioma	790	HP_0410271
Benign neoplasms of the ovary	Craniofacial teratoma	144.3	HP_0030755
Disorder of nervous system	EEG with periodic lateralized epileptiform discharges	349	HP_0010853
Anomalies of pupillary function	Slow pupillary light response	384	HP_0030211
Amebiasis [Entamoeba histolytica]	Digital ulcer	084.1	HP_0031917
Abnormality of urination	Urinary retention	594	HP_0000016
Intestinal infection	Recurrent infection of the gastrointestinal tract	526	HP_0004798
Skin symptoms	Cutaneous abscess	679	HP_0031292
Inflammation of the eye	Periorbital edema	367	HP_0100539
Hypogammaglobulinemia NOS	Decreased circulating total IgG	179.1	HP_0032132
Benign neoplasm of the oropharynx	Carcinoma	135.2	HP_0030731
Benign neoplasm of the digestive organs	Altman type I sacrococcygeal teratoma	136	HP_0030737
Abnormal coagulation profile	Factor XIII subunit B deficiency	168.4	HP_0040234
Cramp and spasm	Exercise-induced leg cramps	719.1	HP_0008991
Multinodular goiter	Thyrotoxicosis with toxic multinodular goiter	200.23	HP_0011785
Leukemia	B-cell lymphoma	121	HP_0012191
Retinal disorders in diseases classified elsewhere	Retinopathy of prematurity stage 5b	374.4	HP_0500058
Cancer (solid tumor, excluding BCC)	Neoplasm of the thyroid gland	130	HP_0100031
Skin symptoms	Heliotrope rash of eyelid	679	HP_0030845
Right heart failure*	Decreased left ventricular end-diastolic volume	424.5	HP_0033756
Dysarthria	Scanning speech	356.1	HP_0002168
Dilated cardiomyopathy*	Biventricular noncompaction cardiomyopathy	414.2	HP_0012818
Contracture of tendon	Flexion contracture of digit	719.91	HP_0030044
Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]*	Coombs-positive hemolytic anemia	161.24	HP_0004844
Other hearing abnormality	Mild hearing impairment	397	HP_0012712
Mononeuritis of lower limb	Progressive peripheral neuropathy	336.5	HP_0007133
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Third degree atrioventricular block	893	HP_0001709
Primary disorders of muscles	Upper limb amyotrophy	339	HP_0009129
Fasciculation*	Fasciculations	325.12	HP_0002380
Chronic myloid leukemia	Malignant eosinophil proliferation	121.22	HP_0006782
Corneal deposits	Corneal crystals	369.15	HP_0000531
Trigeminal nerve disorders [CN5]	Peripheral axonal neuropathy	334.1	HP_0003477
Postinfectious hypothyroidism*	Inactivating thyroid-stimulating hormone receptor defect	200.15	HP_0011791
Anemia in chronic kidney disease	Stage 2 chronic kidney disease	164.61	HP_0012624
Nephritis and nephropathy, not specified as acute or chronic	Tubulointerstitial mycobacterial infiltration	580.4	HP_0032610
Contracture of joint	Wrist flexion contracture	719.92	HP_0001239
Thrombotic conditions of pregnancy	Thromboembolic stroke	912.2	HP_0001727
Benign sarcoma-related cancers	Supraglottic hemangioma	139	HP_0410265
Obstetrical embolism	Pulmonary fat embolism	913	HP_0032008
Drug-induced/iatrogenic thyroiditis	Thyroid papillary adenoma	200.45	HP_0011777
Congenital insufficiency of aortic valve	Two-raphe bicuspid aortic valve	779.32	HP_0031122
Malaise and fatigue	Asthenia	807	HP_0025406
Pyoderma	Pyoderma	679.5	HP_0000999
Extrinsic (acquired) hemolytic anemias	Episodic hemolytic anemia	161.2	HP_0004802
Constriction of visual field	Very severe constriction of peripheral visual field	386.43	HP_0030527
Myasthenia gravis and other myoneural disorders	Decorticate rigidity	338	HP_0011444
Thrombotic conditions of pregnancy	Pulmonary thromboembolism	912.2	HP_0034192
Viral exanthemata NOS	Enanthema	661	HP_0030249
Multiple cranial nerve palsies	Motor polyneuropathy	334.9	HP_0007178
Autoimmune disease	Abnormal radioactive iodine uptake test result	181	HP_0031221
Hemophilus infection	Acute infectious pneumonia	007	HP_0011949
Congenital hydrocele	Congenital hydrocele	868.6	HP_4000037
Dislocation	Joint dislocation	T830	HP_0001373
Gallbladder perforation	Abnormality of the gastrointestinal tract	550.3	HP_0011024
Polydactyly	Bilateral triphalangeal thumbs	785.11	HP_0005707
Supraventricular tachycardia	Supraventricular tachycardia with an accessory connection mediated pathway	416.11	HP_0011688
Drug-induced/iatrogenic thyroiditis	Hyperthyroidism	200.45	HP_0000836
Contractures	Abnormal joint morphology	719.9	HP_0001367
Progressive diaphyseal dysplasia [Multiple epiphyseal dysplasia]	Diaphyseal dysplasia	788.6	HP_0100252
Disorders of lens (excluding cataracts)	Age-related posterior subcapsular cataract	372	HP_0011144
Other malignant immunoproliferative diseases	Cutaneous T-cell lymphoma	125.5	HP_0012192
Other congenital malformations of circulatory system	Tortuous cerebral arteries	781	HP_0004938
Dystonia	Abnormality of the gastrointestinal tract	324.3	HP_0011024
Hearing impairment	Progressive sensorineural hearing impairment	396	HP_0000408
Visual disturbances	Progressive night blindness	386	HP_0007675
Cytokine release syndrome*	Decreased serum complement C3	180.7	HP_0005421
Dyshormogenetic goiter	Medullary thyroid carcinoma	200.25	HP_0002865
Malignant neoplasm of the of bronchus and lung	Pulmonary lymphangiomyomatosis	102.1	HP_0012798
Benign neoplasm of urethra	Meningioma	146.51	HP_0002858
Phantom limb (syndrome)	Congenital peripheral neuropathy	335.4	HP_0006903
Congenital malformations of cardiac septa	Transitional atrioventricular canal defect	780.4	HP_0011578
Disorders of fatty-acid metabolism	Glutaric aciduria	240.3	HP_0003150
Symptoms related to joints	Symmetric polyarthritis	713	HP_0040311
Abnormal results of cardiovascular function studies	Decreased QRS voltage	418	HP_0025077
Glomerular diseases	Steroid-sensitive nephrotic syndrome with infrequent relapses	580	HP_0025648
Retinal microaneurysms	Retinal microaneurysm	374.32	HP_0032416
Respiratory conditions of fetus and newborn	Localized pulmonary hemorrhage	854	HP_0032990
Hereditary deficiency of other clotting factors	Hypofibrinogenemia	168.3	HP_0011900
Common variable immunodeficiency [CVID]	Decreased serum complement C4b	179.7	HP_0045044
Primary osteoarthritis of the wrist, forearm	Polyarticular arthritis	708.15	HP_0005764
Multiple myeloma and malignant plasma cell neoplasms	Non-Hodgkin lymphoma	123	HP_0012539
Contracture of joint	Contracture of the metatarsophalangeal joint of the 3rd toe	719.92	HP_0100357
Cortical, lamellar, or zonular nonsenile cataract	Lens coloboma	371.4	HP_0100719
Disorders of mineral metabolism and mineral deficiencies	Abnormality of blood and blood-forming tissues	247	HP_0001871
Partial epilepsy	Focal impaired awareness hyperkinetic seizure	330.12	HP_0032726
Congenital anomalies of eye	Lamellar cataract	753	HP_0007971
