narrower,phecodeX_label,hpo_label,phecodeX_code,hpo_code
,Chronic myelomonocytic (monocytic) leukemia,Non-Hodgkin lymphoma,121.23,HP_0012539
,Disorders of thyrocalcitonin secretion,Thyroid nodule,200.5,HP_0025388
,Ectopic kidney*,L-shaped kidney,773.8,HP_0034234
,Hypoglycemia,Reactive hypoglycemia,205,HP_0012051
,Abnormal findings on diagnostic test of central nervous system,Focal EEG discharges with secondary generalization,349.1,HP_0011188
,Infections,Abnormal peripheral nervous system morphology,089,HP_0000759
,Congenital pigmentary anomalies of skin,Retinal cavernous hemangioma,790.4,HP_0030508
,Benign neoplasm of vocal cord or larynx,Carcinoma,135.6,HP_0030731
,"Anomalies of pulmonary artery, congenital",Abnormality of the pulmonary artery,778.5,HP_0004414
,Cartilage tear of knee,Lower extremity joint dislocation,T831,HP_0030311
,Congenital anomalies of limbs,Contracture of the proximal interphalangeal joint of the 3rd finger,785,HP_0009471
,"Epilepsy, recurrent seizures, convulsions",Focal aware sensory seizure,330,HP_0032754
,Neural tube defects and congenital disorders of the spinal cord,Syringomyelia,751,HP_0003396
,Dermatitis [eczema],Exanthem,668,HP_4000054
,Paranoid personality disorder,Paranoia,296.1,HP_0011999
,Eosinophilic esophagitis,Eosinophilic infiltration of the esophagus,522.61,HP_0410151
,Aplasia/Hypoplasia affecting the eye,Macular hypoplasia,753.1,HP_0001104
,Disorders of lens (excluding cataracts),Dense posterior cortical cataract,372,HP_0007948
,Aneurysm or ectasia,Coronary artery dissection,438,HP_0006702
,Chondropathies,Bronchomalacia,728,HP_0002780
,Nephrotic syndrome,Advanced sclerotic lupus nephritis,580.3,HP_0033732
,Cortical age-related cataract,Ectopia lentis,371.1,HP_0001083
,Congenital malformations of tongue,Ankyloglossia,759,HP_0010296
,Partial epilepsy,Focal aware cognitive seizure with memory impairment,330.12,HP_0032686
,Hemoglobinopathies,HbS hemoglobin,165,HP_0045047
,Cerebral lipidoses,Dysostosis multiplex,242.1,HP_0000943
,Paralytic strabismus [Neurogenic strabismus],Duane anomaly,381.1,HP_0009921
,Neonatal hypoglycemia,Reactive hypoglycemia,861.2,HP_0012051
,Congenital cataract,Age-related nuclear cataract,753.23,HP_0011142
,Convulsions of newborn,Neonatal bilateral symmetric epileptic spasm,870.1,HP_0032840
,Myeloproliferative disorder,Chronic lymphatic leukemia,124,HP_0005550
,Disorder of nervous system,EEG with polyspike wave complexes,349,HP_0002392
,Congenital cataract,Triangular nuclear cataract,753.23,HP_0010699
,Subacute thyroiditis,Decreased circulating free T4 level,200.43,HP_0033078
,Disorders of muscle,Bilateral facial palsy,719,HP_0430025
,Infantile and juvenile nuclear cataract,Congenital aphakia,371.32,HP_0007707
,Lymphoma,T-cell acute lymphoblastic leukemias,122,HP_0006727
,Hypertrophy of bone*,Facial palsy secondary to cranial hyperostosis,727.6,HP_0007285
,Hypo-coagulability,Pulmonary hemorrhage,168.1,HP_0040223
,Periodic paralysis,Periodic hypokalemic paresis,339.4,HP_0008153
,Gynecological benign neoplasms,Ovarian fibroma,144,HP_0010618
,Abnormal findings on diagnostic test of central nervous system,Hemihypsarrhythmia,349.1,HP_0011215
,Chronic inflammatory demyelinating polyneuritis,Congenital peripheral neuropathy,337.22,HP_0006903
,Plasma cell,Gastric lymphoma,120.11,HP_0045038
,Pathologic fracture,Compression-fractured vertebra,726.2,HP_0041085
,Convulsions,Focal seizure with eyelid myoclonia,330.3,HP_0011168
,"Cancer (solid tumor, excluding BCC)",Inferior mediastinal mass,130,HP_0033826
,Malnutrition and underweight,Asymmetric short stature,230,HP_0008929
,Congenital malformations of brain,Agenesis of corpus callosum,750,HP_0001274
,Disorders of muscle,Proximal muscle weakness in upper limbs,719,HP_0008997
,Malignant neoplasm of the endocrine glands,Thyroid atypical adenoma,110,HP_0011778
,Epilepsy,Early onset absence seizures,330.1,HP_0011152
,Congenital malformations of cardiac septa,Intermediate atrioventricular canal defect,780.4,HP_0011576
,Dislocation,Dislocation of the femoral head,T830,HP_0008826
,Contractures,Polyarticular arthritis,719.9,HP_0005764
,"Cancer (solid tumor, excluding BCC)",Multiple pancreatic beta-cell adenomas,130,HP_0008194
,Drug induced dystonia,Tardive dyskinesia,324.31,HP_0040141
,Diffuse diseases of connective tissue,Osteoarthritis of the small joints of the hand,700,HP_0004268
,Malignant neoplasm of the of pleura,Carcinoma,102.53,HP_0030731
,Vascular abnormalities of conjunctiva,Conjunctival hyperemia,366.4,HP_0030953
,Malignant neoplasm of the penis,Medulloblastoma,107.1,HP_0002885
,"Dentofacial anomalies, including malocclusion",Abnormality of the gastrointestinal tract,733,HP_0011024
,Acute myeloid leukemia,Myelodysplasia,121.12,HP_0002863
,Schizoaffective disorder,Bipolar affective disorder,287.2,HP_0007302
,Hernia,Incisional hernia,520,HP_0004872
,Other acquired deformity of head,Hypoplasia of the zygomatic bone,729.2,HP_0010669
,Rupture of uterus,Uterine rupture,945,HP_0100718
,Other disorders of white blood cells,Decreased helper T cell proportion,172,HP_0008165
,Rheumatic heart failure,Congestive heart failure,424.7,HP_0001635
,Degenerative diseases of the basal ganglia (excluding parkinsons),Substantia nigra hypointensity on susceptibility-weighted imaging,324.2,HP_0033048
,Hypo-coagulability,Reduced plasminogen activator inhibitor 1 activity,168.1,HP_0040248
,Hodgkin lymphoma,Biphenotypic acute leukemia,122.1,HP_0005531
,Atrial flutter,Reverse typical atrial flutter,416.22,HP_0031672
,Restrictive cardiomyopathy*,Hypertrophic cardiomyopathy,414.8,HP_0001639
,Abnormal findings on diagnostic test of central nervous system,EEG with parietal sharp slow waves,349.1,HP_0011288
,"Anomalies of pulmonary artery, congenital",Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,778.5,HP_0011652
,Hyperglyceridemia,Impaired fasting glucose,239.2,HP_0025691
,Hypo-coagulability,Abnormal umbilical stump bleeding,168.1,HP_0011884
,Abnormal coagulation profile,Dysfibrinogenemia,168.4,HP_0011901
,Malaise and fatigue,Diaphragmatic paralysis,807,HP_0006597
,Microcytic anemia,Normochromic anemia,164.1,HP_0001895
,Diseases of the pancreas,Abnormal pancreas size,554,HP_0012094
,Critical illness polyneuropathy,Sensorimotor neuropathy,337.4,HP_0007141
,Acquired deformities of limbs,Scapular winging,710,HP_0003691
,Malignant neoplasm of the anus and anal canal,Cerebellar glioma,101.5,HP_0010795
,Benign neoplasm of the fallopian tube and uterine adnexa,Cortical tubers,144.4,HP_0009717
,Partial epilepsy,Focal impaired awareness cognitive seizure with dyscalculia/acalculia,330.12,HP_0032802
,Other disorders involving the immune mechanism,Decreased serum complement C9,180,HP_0012308
,Other respiratory disorders,Hemoptysis,486,HP_0002105
,Benign neoplasm of the liver and intrahepatic bile ducts,Intracranial meningioma,136.6,HP_0100009
,Noninflammatory disorders of choroid,Chorioretinal atrophy,373,HP_0000533
,Congenital pigmentary anomalies of skin,Cutaneous mastocytosis,790.4,HP_0200151
,Other disorders of eye,Eye movement-induced pain,389,HP_0030857
,Congenital malformation of the skin,Nevus,790,HP_0003764
,Malignant neoplasm of the of bronchus and lung,Small cell lung carcinoma,102.1,HP_0030357
,Stiffness of joint,Stiff interphalangeal joints,713.4,HP_0005198
,Glomerular diseases,Chronic tubulointerstitial nephritis,580,HP_0004743
,Stroke,Downgaze palsy,431.1,HP_0025330
,Systemic atrophies primarily affecting the central nervous system,Diffuse telangiectasia,323,HP_0007489
,Polyneuropathies,Demyelinating motor neuropathy,337,HP_0007220
,Hypo-coagulability,Subconjunctival hemorrhage,168.1,HP_0011896
,Benign neoplasm of the breast,Subependymal nodules,140,HP_0009716
,Vitiligo,Progressive vitiligo,674.11,HP_0005602
,Chlamydia,Cervicitis,016,HP_0030160
,Other arthropathies,Abnormal joint morphology,707,HP_0001367
,Abnormalities of heart beat,Ventricular preexcitation with multiple accessory pathways,417,HP_0006684
,Pain in hip,Polyarticular arthropathy,713.36,HP_0005195
,Abnormality of globulin*,Increased hepatitis B virus antibody level,824.2,HP_0410369
,Genu varum (acquired),Polyarticular arthropathy,710.32,HP_0005195
,Spontaneous rupture of synovium and tendon,Tendon rupture,720,HP_0100550
,Goiter,Thyroid agenesis,200.2,HP_0008191
,Benign neoplasm of the head and neck,Jaw neoplasm,135,HP_0030792
,Sensorineural hearing loss,Progressive sensorineural hearing impairment,396.2,HP_0000408
,Neuroendocrine tumors,Thyroid papillary adenoma,114,HP_0011777
,Primary disorders of muscles,Sensorimotor polyneuropathy affecting arms more than legs,339,HP_0006865
,Syndactyly,3-4 toe syndactyly,785.12,HP_0009779
,Cystic eyeball,Anophthalmia,753.11,HP_0000528
,Viral infections,Herpes simplex encephalitis,089.2,HP_0012302
,Disorders of muscle,Beevor's sign,719,HP_0030664
,Monocyte,Chronic leukemia,120.12,HP_0005558
,Ectropion of eyelid,Ectropion,361.9,HP_0000656
,Disorders of autonomic nervous system,Polyneuropathy,343,HP_0001271
,Gynecological malignant neoplasms,Teratoma,106,HP_0009792
,Turner's syndrome,Streak ovary,797.7,HP_0010464
,Congenital anomalies of eye,Nuclear punctate cataract,753,HP_0010925
,Meningitis due to other non-infectious causes,Decreased serum complement C9,320.2,HP_0012308
,Leiomyoma of uterus,Hemangioblastoma,144.21,HP_0010797
,Qualitative platelet defects,Abnormal alpha granules,169.2,HP_0012483
,Anaplastic large cell lymphoma,Myeloid leukemia,122.25,HP_0012324
,Benign neoplasm of the liver and intrahepatic bile ducts,Multiple central nervous system lipomas,136.6,HP_0100251
,Benign neoplasm of the genitourinary system,Ovarian dermoid cyst,146,HP_0025274
,Benign neoplasms of the uterus,Hypothalamic hamartoma,144.2,HP_0002444
,Nutritional anemias,Compensated hemolytic anemia,160,HP_0004863
,Corneal scars and opacities,Opacification of the corneal epithelium,369.1,HP_0007727
,Benign neoplasm of epididymis and spermatic cord,Cerebral germinoma,146.31,HP_0100312
,Hereditary corneal dystrophies,Punctate corneal dystrophy,369.5,HP_0007809
,Benign neoplasm of the colon,Subependymal nodules,136.41,HP_0009716
,Lumbosacral plexus lesions,Episodic peripheral neuropathy,335.12,HP_0006949
,Acute hepatitis C,Enteroviral hepatitis,054.32,HP_0001412
,T-cell lymphoma,Leukemia,122.24,HP_0001909
,Lipomatosis*,Lipedema,139.51,HP_0100695
,Solar retinopathy,Retinopathy of prematurity stage 4b,373.11,HP_0500055
,Congenital anomalies of nails,Absent thumbnail,793,HP_0012554
,Substance related disorders,Polyneuropathy,280,HP_0001271
,Arterial dissection,Thoracic aortic aneurysm,438.4,HP_0012727
,Ectopic kidney*,Axial malrotation of the kidney,773.8,HP_0004717
,Autoimmune disease,Macrocytic hemolytic disease,181,HP_0005524
,Abnormalities of breathing,Cheyne-Stokes respiration,488,HP_0012196
,Benign neoplasms of the ovary,Sacrococcygeal teratoma,144.3,HP_0030736
,Other disorders of the brain and CNS,Olfactory esthesioneuroblastoma,347,HP_0030068
,Sequelae of cancer,Knee pain,132,HP_0030839
,Disorders of muscle,Peroneal muscle atrophy,719,HP_0009049
,Noninflammatory disorders of conjunctiva,Symblepharon,366,HP_0430007
,Viral infections,Exanthem,089.2,HP_4000054
,Dermatitis [eczema],Contact dermatitis,668,HP_0032282
,Congenital cystic lung,Congenital pulmonary airway malformation,777.31,HP_0010959
,Parkinsonism,Hemiballismus,324.1,HP_0100248
,Abnormal electroencephalogram [EEG],EEG with generalized spikes,349.12,HP_0012000
,Ischemic cardiomyopathy*,Concentric hypertrophic cardiomyopathy,414.5,HP_0005157
,Other and ill-defined conditions originating in the perinatal period,Delayed umbilical cord separation,872,HP_0032434
,Apnea NEC,Sleep apnea,488.7,HP_0010535
,Osteolysis*,Osteolytic defects of the distal phalanx of the 5th finger,726.6,HP_0009242
,Follicular lymphoma,Bilineage myelodysplasia,122.21,HP_0012149
,Atypical face pain,Motor polyneuropathy,334.12,HP_0007178
,Substance related disorders,Sensory axonal neuropathy,280,HP_0003390
,Disorder of nervous system,EEG with focal slow activity,349,HP_0010843
,Disorders of autonomic nervous system,Motor polyneuropathy,343,HP_0007178
,Malaise and fatigue,Intermittent episodes of respiratory insufficiency due to muscle weakness,807,HP_0004889
,Extrapyramidal and movement disorders,Focal myoclonic seizure,324,HP_0011166
,Lyme disease,Abnormal peripheral nervous system morphology,020.1,HP_0000759
,Benign neoplasm of the fallopian tube and uterine adnexa,Subependymal nodules,144.4,HP_0009716
,Multiple cranial nerve palsies,Distal peripheral sensory neuropathy,334.9,HP_0007067
,Diabetes mellitus,Transient neonatal diabetes mellitus,202,HP_0008255
,Lumbosacral plexus lesions,Sensorimotor polyneuropathy affecting arms more than legs,335.12,HP_0006865
,"Cancer (solid tumor, excluding BCC)",Congenital neuroblastoma,130,HP_0006742
,Signs and symptoms involving emotional state,Hostility,308,HP_0031473
,Disorders of amino-acid transport and metabolism,Elevated circulating glutaric acid concentration,240,HP_0003530
,Plasmacytosis,Plasmacytosis,171.3,HP_0030150
,Hashimoto thyroiditis [Chronic lymphocytic thyroiditis],Medullary thyroid carcinoma,200.41,HP_0002865
,Pneumonia,Pneumonia,468,HP_0002090
,Nuclear cataract,Microspherophakia,371.3,HP_0030961
,Alcohol use disorders,Recurrent pancreatitis,280.1,HP_0100027
,Moderate intellectual disabilities,"Intellectual disability, profound",892.62,HP_0002187
,"Disorders of fluid, electrolyte and acid-base balance",Hypokalemic alkalosis,256,HP_0001949
,Syndactyly,Partial duplication of the middle phalanx of the 4th finger,785.12,HP_0009982
,Chronic myelomonocytic (monocytic) leukemia,T-cell lymphoma,121.23,HP_0012190
,Cataract,Maturity-onset diabetes of the young,371,HP_0004904
,Posterior subcapsular polar cataract,Lens luxation,371.22,HP_0012019
,Other arthropathies,Neuropathic arthropathy,707,HP_0002821
,Multiple fractures,Bone fracture,T828,HP_0020110
,Dislocation of hip,Lower extremity joint dislocation,T830.6,HP_0030311
,Disease of anus and rectum,Rectourethral fistula,530,HP_0025407
,Hallucinations,Focal impaired awareness sensory seizure with gustatory features,353.1,HP_0032897
,Anterior subcapsular polar cataract,Posterior Y-sutural cataract,371.21,HP_0008031
,Symptoms and signs related to movement disorders,Knee clonus,325,HP_0011449
,Abnormal involuntary movements,Convergence-retraction nystagmus,325.1,HP_0025711
,Benign neoplasm of the liver and intrahepatic bile ducts,Epignathus,136.6,HP_0030767
,Aplasia/Hypoplasia affecting the eye,Aniridia,753.1,HP_0000526
,Congenital malformations of brain,Anterior encephalocele,750,HP_0007035
,Hypo-coagulability,Internal hemorrhage,168.1,HP_0011029
,Other respiratory disorders,Bronchiolitis obliterans,486,HP_0011946
,Skin symptoms,Nummular eczema,679,HP_0033120
,Inflammatory and immune myopathies,Progressive peripheral neuropathy,340.3,HP_0007133
,Glomerular diseases,Steroid-sensitive nephrotic syndrome,580,HP_0025647
,Insomnia,Abnormal rapid eye movement sleep,333.2,HP_0002494
,Cortical age-related cataract,Coralliform cataract,371.1,HP_0010921
,Complications of trauma,Camptodactyly,T900,HP_0012385
,Malignant neoplasm of the thyroid,Thyroid carcinoma,110.1,HP_0002890
,Hemo onc - by cell of origin,Anaplastic large-cell lymphoma,120,HP_0012193
,Muscular dystrophy,Entrapment neuropathy,339.1,HP_0012181
,Strabismus,Distance esotropia,381,HP_0031762
,Infantile and juvenile nuclear cataract,Lentiglobus,371.32,HP_0011527
,Acute respiratory infection,Recurrent streptococcus pneumoniae infections,460,HP_0005366
,Contracture of muscle*,Type 1 and type 2 muscle fiber minicore regions,719.93,HP_0003787
,Solar retinopathy,Retinopathy of prematurity pre-plus,373.11,HP_0500063
,Atrophy of thyroid*,Uninodular goiter,200.6,HP_0011773
,Primary disorders of muscles,Generalized limb muscle atrophy,339,HP_0009055
,Immunodeficiency NOS,Decreased serum complement C9,179.9,HP_0012308
,"Cancer (solid tumor, excluding BCC)",Uveal melanoma,130,HP_0007716
,Specific developmental disorders,Dysgraphia,891,HP_0010526
,Symptoms and signs related to movement disorders,Trismus,325,HP_0000211
,Hemangioma and lymphangioma,Linear nevus sebaceous,139.6,HP_0010817
,Psychotic disorder,Delirium,287,HP_0031258
,Benign neoplasm of rectum and anus,Hypothalamic hamartoma,136.42,HP_0002444
,Precocious puberty,Precocious puberty in females,217.2,HP_0010465
,Inflammatory polyneuropathy,Peripheral neuropathy,337.2,HP_0009830
,Sequelae of cancer,Parathyroid carcinoma,132,HP_0006780
,Lesions of mouth,Abnormality of the gastrointestinal tract,507,HP_0011024
,Fracture of ribs,Fractured rib,T817,HP_0041159
,Congenital pigmentary anomalies of skin,Esophageal hemangioma,790.4,HP_0410270
,Traumatic fracture of upper limb,Fractured radius,T822,HP_0003978
,Rheumatoid nodule*,Polyarticular arthritis,688.6,HP_0005764
,Congenital malformations of great arteries,Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,778,HP_0011652
,Nerve root lesions,Multiple mononeuropathy,335.2,HP_0032018
,T-cell lymphoma,Transient myeloproliferative syndrome,122.24,HP_0005534
,Inflammation of the eye,Palpebral edema,367,HP_0100540
,Disorder of nervous system,EMG: chronic denervation signs,349,HP_0003444
,Substance related disorders,Demyelinating motor neuropathy,280,HP_0007220
,Open wound of leg,Anterior open-bite malocclusion,T871.6,HP_0009102
,Thyroiditis,Multinodular goiter,200.4,HP_0005987
,Platelet defects,Absence of alpha granules,169,HP_0012526
,Congenital insufficiency of aortic valve,Purely bicuspid aortic valve,779.32,HP_0031117
,Congenital malformation of the skin,Ichthyosis follicularis,790,HP_0031291
,Malignant neoplasm of cranial nerve,Peripheral Schwannoma,109.5,HP_0009593
,Gynecological malignant neoplasms,Malignant ovarian granulosa cell tumor,106,HP_0031920
,Abnormal results of function studies of eye,Horizontal jerk nystagmus,385,HP_0007286
,Nail disorders,Concave nail,683,HP_0001598
,Testicular dysfunction,Absent vestibular function,215,HP_0008555
,Anaplastic large cell lymphoma,Hodgkin lymphoma,122.25,HP_0012189
,Myxedema*,Increased circulating T4 level,200.16,HP_0031506
,Epidermal thickening,Parakeratosis,680,HP_0001036
,Complications of trauma,Contracture of the proximal interphalangeal joint of the 4th finger,T900,HP_0009276
,Congenital cerebral cysts*,Focal cortical dysplasia type Ia,750.4,HP_0032048
,Other congenital malformations of circulatory system,Left aortic arch with retroesophageal diverticulum of Kommerell,781,HP_0011593
,Strabismus,Brown anomaly,381,HP_0031622
,Qualitative platelet defects,Abnormal platelet function,169.2,HP_0011869
,Cerebral cysts,Retrocerebellar cyst,347.1,HP_0006951
,Drug-induced/iatrogenic thyroiditis,Goiter,200.45,HP_0000853
,Inflammation of the eye,Iridocyclitis,367,HP_0001094
,Sickle cell anemia (Hb-SS),Compensated hemolytic anemia,165.11,HP_0004863
,Hemangioma and lymphangioma,Retinal capillary hemangioma,139.6,HP_0009711
,Congenital hypertonia*,Decorticate rigidity,872.11,HP_0011444
,Disorders of puberty,Infancy onset short-trunk short stature,217,HP_0011406
,Vitamin deficiencies,Vitamin B3 deficiency,232,HP_0100497
,Neonatal hemorrhages,Preterm intraventricular hemorrhage,857,HP_0030747
,Other disorders of bone,Osteopenia,727,HP_0000938
,Alcoholic liver disease,Fatal liver failure in infancy,280.13,HP_0006583
,Bell's palsy,Mixed demyelinating and axonal polyneuropathy,334.21,HP_0007327
,Malignant neoplasm of the gums,Congenital neuroblastoma,100.13,HP_0006742
,Alcohol use disorders,Chronic pancreatitis,280.1,HP_0006280
,Chronic hepatitis C,Acute hepatitis,054.31,HP_0200119
,Disorders of optic disc,Macular drusen,380.2,HP_0030499
,Congenital anomalies of eye,Optic nerve hypoplasia,753,HP_0000609
,Disorders of the pituitary gland and its hypothalamic control,Hypoplasia of penis,209,HP_0008736
,Aplasia/Hypoplasia of the brain,Meningocele,750.1,HP_0002435
,Disorders and symptoms of testis,Testicular torsion,603,HP_0100813
,Paralytic strabismus [Neurogenic strabismus],Microtropia with identity,381.1,HP_0031781
,Pathological dislocation of joint,Abnormal joint morphology,712.62,HP_0001367
,Erythroid,Polycythemia,120.13,HP_0001901
,Congenital malformations of pancreas,Pancreatic aplasia,767,HP_0100801
,Myeloproliferative disorder,T cell chronic lymphocytic lymphoma/leukemia,124,HP_0005539
,Adenosine deaminase 2 deficiency (DADA2)*,Partial complement factor H deficiency,179.32,HP_0008290
,Other congenital malformations of musculoskeletal system,Prune belly,789,HP_0004392
,Visual disturbances,Blue cone monochromacy,386,HP_0007939
,Mast cell activation syndrome [MCAS]*,Decreased serum complement C8,180.6,HP_0004434
,Myocardial infarction [Heart attack],Renal glomerular foam cells,404.1,HP_0032583
,Aplasia/Hypoplasia affecting the eye,Lens coloboma,753.1,HP_0100719
,Known or suspected fetal abnormality affecting management of mother,Presacral teratoma,932,HP_0009793
,Paroxysmal tachycardia,Sudden cardiac death,416.1,HP_0001645
,Disorders of adrenal glands,Corticotropin-releasing hormone deficient adrenal insufficiency,211,HP_0011737
,Benign neoplasm of the prostate,Optic nerve sheath meningioma,146.2,HP_0500089
,Hypertrophic conditions of skin,Scarring,676,HP_0100699
,Lack of coordination,Frog-leg posture,325.3,HP_0031139
,Congenital malformations of brain,Unilateral perisylvian polymicrogyria,750,HP_0032406
,Substance dependence,Drug addiction,281.2,HP_0033511
,Aortic aneurysm and ectasia,Saccular aortic arch aneurysm,438.1,HP_0031647
,Congenital pigmentary anomalies of skin,Nevus of Ota,790.4,HP_0009920
,Syndactyly,Preaxial hand polydactyly,785.12,HP_0001177
,Thrombocytopenia,Abnormality of blood and blood-forming tissues,169.1,HP_0001871
,Hereditary hemorrhagic telangiectasia,Retinal telangiectasia,798.5,HP_0007763
,Hypothyroidism due to drugs or iatrogenic causes,Follicular thyroid carcinoma,200.12,HP_0006731
,Osteoporosis and low bone density,Osteolytic defects of the distal phalanx of the 4th finger,726,HP_0009303
,Toxic myoneural disorders,Neuritis,338.2,HP_0031002
,Abnormal findings on diagnostic test of central nervous system,EEG with frontal sharp waves,349.1,HP_0011294
,Partial epilepsy,Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia,330.12,HP_0032793
,Temporomandibular joint disorders,Temporomandibular joint ankylosis,733.6,HP_0012478
,Dislocation of elbow,Posterior radial head dislocation,T830.3,HP_0005798
,Bacterial infections,Sensory ataxic neuropathy,089.1,HP_0003434
,Malignant neoplasm of other and ill-defined sites,Squamous cell carcinoma of the skin,112,HP_0006739
,"Diabetes mellitus or abnormal glucose in pregnancy, childbirth, and the puerperium",Diabetic ketoacidosis,909,HP_0001953
,Non-Hodgkin lymphoma,Myelodysplasia,122.2,HP_0002863
,Histocytoces,T-cell acute lymphoblastic leukemias,120.3,HP_0006727
,Partial epilepsy,Focal aware cognitive seizure with dissociation,330.12,HP_0032688
,Disorders of muscle,Rhabdomyolysis,719,HP_0003201
,Benign neoplasm of peripheral nerves*,Tubulonodular pericallosal lipoma,139.4,HP_0034014
,Excessive vomiting in pregnancy,Hyperemesis gravidarum,911,HP_0012188
,Palmar fascial fibromatosis [Dupuytren],Joint contracture of the 4th finger,722.4,HP_0009274
,Conduct disorders,Atrioventricular dissociation,893.2,HP_0011709
,Benign neoplasm of pineal gland,Cortical tubers,149.5,HP_0009717
,Chronic ulcer of skin,Skin ulcer,686,HP_0200042
,Rash and other nonspecific skin eruption,Pseudo-chilblains on toes,679.1,HP_0034036
,Open wound of ear,Anterior open-bite malocclusion,T870.2,HP_0009102
,Parasites,Spinal neurenteric cyst,084,HP_0030726
,Melanocytic nevi*,Atypical nevi in non-sun exposed areas,138.2,HP_0001074
,Acquired deformities of limbs,Wrist flexion contracture,710,HP_0001239
,Benign neoplasm of the thoracic and respiratory organs,Carcinoma,137,HP_0030731
,Macrocytic anemia,Macrocytic dyserythropoietic anemia,164.2,HP_0005532
,Disorders of the middle ear,Tympanosclerosis,391,HP_0020123
,Generalized epilepsy,Focal impaired awareness tonic seizure,330.11,HP_0032724
,Acquired deformities of fingers and toes,Radial deviation of the 2nd finger,709,HP_0009467
,Hyperimmunoglobulin E [IgE] syndrome*,Partial functional complement factor D deficiency,179.2,HP_0008338
,Bacterial infections,Recurrent staphylococcal infections,089.1,HP_0007499
,Cutis laxa senilis,Cutis laxa,679.8,HP_0000973
,Cramp and spasm,Intermittent painful muscle spasms,719.1,HP_0011964
,Palmar fascial fibromatosis [Dupuytren],Contracture of the proximal interphalangeal joint of the 4th finger,722.4,HP_0009276
,Partial epilepsy,Focal impaired awareness sensory seizure with gustatory features,330.12,HP_0032897
,Embolism and thrombosis,Pulmonary embolism,440,HP_0002204
,Lipid storage disorders,Lipogranulomatosis,242,HP_0040139
,Syndactyly,Preaxial polydactyly,785.12,HP_0100258
,Tricuspid valve disorders,Unguarded tricuspid valve,413.3,HP_0030719
,Other superficial injury,Macular purpura,T889,HP_0031365
,Periodic paralysis,Mononeuropathy,339.4,HP_0009831
,Hypothyroidism,Medullary thyroid carcinoma,200.1,HP_0002865
,Other disorders of glossopharyngeal [9th] nerve,Motor axonal neuropathy,334.5,HP_0007002
,"Coagulation defects, purpura and other hemorrhagic conditions",Prolonged bleeding after dental extraction,168,HP_0006298
,Intestinal infection,Necrotizing enterocolitis,526,HP_0033165
,Burkitt lymphoma,Chronic leukemia,122.23,HP_0005558
,Cardiovascular disorders originating in the perinatal period,Decreased left ventricular end-diastolic volume,853,HP_0033756
,Aortic valve disorders,Aortic valve stenosis,413.2,HP_0001650
,"Cancer (solid tumor, excluding BCC)",Squamous cell carcinoma of the skin,130,HP_0006739
,Malaise and fatigue,Paresis of extensor muscles of the big toe,807,HP_0002601
,Serous retinal detachment,Tractional retinal detachment,374.11,HP_0007917
,Noninflammatory disorders of choroid,Retinopathy of prematurity zone I,373,HP_0500059
,Plegia and unspecified paralysis,Spastic paraparesis,342,HP_0002313
,Sequelae of cancer,Polyneuropathy,132,HP_0001271
,Acquired deformities of the forearm and hand,Cubitus varus,710.1,HP_0025317
,Oral cleft,Cleft lower lip,757,HP_0010281
,Autonomic neuropathy,Demyelinating peripheral neuropathy,343.1,HP_0007108
,"Hypothyroidism, not specified as secondary",Thyroid carcinoma,200.14,HP_0002890
,Abnormalities of breathing,Abnormality of the respiratory system,488,HP_0002086
,Benign neoplasm of the tongue,Pericallosal lipoma,135.12,HP_0006931
,Embolism and thrombosis,Renal vein thrombosis,440,HP_0034239
,Extrinsic (acquired) hemolytic anemias,Nonspherocytic hemolytic anemia,161.2,HP_0001930
,"Senile degeneration of brain, not elsewhere classified",Global brain atrophy,328.31,HP_0002283
,Abnormal thyroid function studies,Decreased circulating free T3,200.9,HP_0032210
,Multiple myeloma,T-cell lymphoma/leukemia,123.1,HP_0005517
,Other symptoms and signs involving the circulatory and respiratory system,Weak pulse,804,HP_0032553
,Diabetes mellitus due to underlying condition*,Maternal diabetes,202.31,HP_0009800
,Nodular sclerosis Hodgkin lymphoma,Bilineage myelodysplasia,122.11,HP_0012149
,Mycobacteria,Otitis media,005,HP_0000388
,Abnormal coagulation profile,Reduced factor XII activity,168.4,HP_0004841
,Alopecia,Scarring alopecia of scalp,684.1,HP_0004552
,Vitamin B group deficiency,Folate-unresponsive megaloblastic anemia,232.2,HP_0004826
,Central pain syndrome,Intrascapular pain,809.22,HP_0033746
,Retinal neovascularization,Retinal neovascularization,374.33,HP_0030666
,Other abnormalities of plasma proteins*,Polyclonal elevation of circulating IgA,824,HP_0032333
,Convulsions,Focal impaired awareness atonic seizure,330.3,HP_0032728
,Hemoglobinopathies,Cold-induced hemolysis,165,HP_0031484
,Malaise and fatigue,Fatigable weakness of bulbar muscles,807,HP_0030192
,Allergies related to other diseases/symptoms,Dairy allergy,840.8,HP_0410327
,Abnormality of gait,Freezing of gait,325.25,HP_0031825
,Toxic neuropathy,Distal peripheral sensory neuropathy,337.3,HP_0007067
,Heavy chain disease*,Chronic lymphatic leukemia,180.34,HP_0005550
,Hereditary motor and sensory neuropathy,Mononeuropathy,337.11,HP_0009831
