phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
NS_334.22	Geniculate ganglionitis	Neurological	HP_0031002	Neuritis														True							True
NS_334.23	Facial weakness	Neurological	HP_0030319	Weakness of facial musculature	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
NS_334.23	Facial weakness	Neurological	HP_0007209	Facial paralysis													True	True	True	True				True	True
NS_334.24	Clonic hemifacial spasm*	Neurological	HP_0010828	Hemifacial spasm		True						True		81.08		81.08							True	True	True
NS_334.25	Facial myokymia*	Neurological	HP_0000317	Facial myokymia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
NS_334.25	Facial myokymia*	Neurological	HP_0002411	Myokymia																		True			True
NS_334.3	Disorders of olfactory [1st] nerve	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_334.3	Disorders of olfactory [1st] nerve	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_334.3	Disorders of olfactory [1st] nerve	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_334.3	Disorders of olfactory [1st] nerve	Neurological	HP_0031002	Neuritis														True							True
NS_334.41	Third [oculomotor] nerve palsy	Neurological	HP_0012246	Oculomotor nerve palsy		True						True		88.0		88.0			True	True	True	True	True	True	True
NS_334.42	Fourth [trochlear] nerve palsy	Neurological	HP_0007011	Fourth cranial nerve palsy		True			True			True		85.71	85.71	85.71	True	True	True	True	True	True	True	True	True
NS_334.42	Fourth [trochlear] nerve palsy	Neurological	HP_0025592	Superior oblique muscle weakness													True	True	True	True	True	True		True	True
NS_334.44	Sixth [abducent] nerve palsy	Neurological	HP_0011349	obsolete Abducens palsy													True	True	True	True				True	True
NS_334.44	Sixth [abducent] nerve palsy	Neurological	HP_0006897	Abducens palsy					True					85.0	86.36	85.0	True	True	True	True	True	True		True	True
NS_334.5	Other disorders of glossopharyngeal [9th] nerve	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_334.5	Other disorders of glossopharyngeal [9th] nerve	Neurological	HP_0031002	Neuritis														True							True
NS_334.5	Other disorders of glossopharyngeal [9th] nerve	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_334.5	Other disorders of glossopharyngeal [9th] nerve	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_334.6	Disorders of pneumogastric [10th] nerve	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_334.6	Disorders of pneumogastric [10th] nerve	Neurological	HP_0031002	Neuritis														True							True
NS_334.6	Disorders of pneumogastric [10th] nerve	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_334.6	Disorders of pneumogastric [10th] nerve	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_334.8	Disorders of hypoglossal [12th] nerve	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_334.8	Disorders of hypoglossal [12th] nerve	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_334.8	Disorders of hypoglossal [12th] nerve	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_334.8	Disorders of hypoglossal [12th] nerve	Neurological	HP_0031002	Neuritis														True							True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0031002	Neuritis														True							True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0007188	Congenital facial diplegia																	True				True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0006824	Cranial nerve paralysis		True			True					82.61	82.61								True	True	True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_334.9	Multiple cranial nerve palsies	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335	Nerve root and plexus disorders	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335	Nerve root and plexus disorders	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_335	Nerve root and plexus disorders	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_335	Nerve root and plexus disorders	Neurological	HP_0031002	Neuritis														True							True
NS_335.1	Nerve plexus lesions	Neurological	HP_0045054	Brachial plexus neuropathy															True	True				True	True
NS_335.1	Nerve plexus lesions	Neurological	HP_0031002	Neuritis														True							True
NS_335.1	Nerve plexus lesions	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_335.1	Nerve plexus lesions	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_335.1	Nerve plexus lesions	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335.2	Nerve root lesions	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335.2	Nerve root lesions	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_335.2	Nerve root lesions	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_335.2	Nerve root lesions	Neurological	HP_0031002	Neuritis														True							True
NS_335.3	Neuralgic amyotrophy	Neurological	HP_0045054	Brachial plexus neuropathy														True		True					True
NS_335.3	Neuralgic amyotrophy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_335.3	Neuralgic amyotrophy	Neurological	HP_0031002	Neuritis														True							True
NS_335.3	Neuralgic amyotrophy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335.3	Neuralgic amyotrophy	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_335.4	Phantom limb (syndrome)	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_335.4	Phantom limb (syndrome)	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_335.4	Phantom limb (syndrome)	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_335.4	Phantom limb (syndrome)	Neurological	HP_0031002	Neuritis														True							True
NS_336	Mononeuropathies	Neurological	HP_0031002	Neuritis														True							True
NS_336	Mononeuropathies	Neurological	HP_0040078	Axonal degeneration																		True			True
NS_336	Mononeuropathies	Neurological	HP_0032018	Multiple mononeuropathy							True	True	True			100.0			True	True				True	True
NS_336	Mononeuropathies	Neurological	HP_0025643	Tarlov cyst																	True				True
NS_336	Mononeuropathies	Neurological	HP_0009831	Mononeuropathy							True	True	True	100.0		100.0			True	True			True	True	True
NS_336	Mononeuropathies	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336	Mononeuropathies	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336	Mononeuropathies	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336	Mononeuropathies	Neurological	HP_0012181	Entrapment neuropathy																	True				True
NS_336.4	Mononeuritis of upper limb	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336.4	Mononeuritis of upper limb	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336.4	Mononeuritis of upper limb	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336.4	Mononeuritis of upper limb	Neurological	HP_0031002	Neuritis														True							True
NS_336.4	Mononeuritis of upper limb	Neurological	HP_0032018	Multiple mononeuropathy				True	True	True					100.0		True	True						True	True
NS_336.41	Carpal tunnel syndrome	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336.41	Carpal tunnel syndrome	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336.41	Carpal tunnel syndrome	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336.41	Carpal tunnel syndrome	Neurological	HP_0012185	Constrictive median neuropathy													True	True	True	True				True	True
NS_336.41	Carpal tunnel syndrome	Neurological	HP_0031002	Neuritis														True							True
NS_336.5	Mononeuritis of lower limb	Neurological	HP_0031002	Neuritis														True							True
NS_336.5	Mononeuritis of lower limb	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336.5	Mononeuritis of lower limb	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336.5	Mononeuritis of lower limb	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336.51	Lesion of sciatic nerve	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336.51	Lesion of sciatic nerve	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336.51	Lesion of sciatic nerve	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336.51	Lesion of sciatic nerve	Neurological	HP_0031002	Neuritis														True							True
NS_336.52	Meralgia paresthetica	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_336.52	Meralgia paresthetica	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_336.52	Meralgia paresthetica	Neurological	HP_0003401	Paresthesia																	True				True
NS_336.52	Meralgia paresthetica	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_336.52	Meralgia paresthetica	Neurological	HP_0031002	Neuritis														True							True
NS_336.52	Meralgia paresthetica	Neurological	HP_0031006	Acroparesthesia																	True				True
NS_337	Polyneuropathies	Neurological	HP_0009830	Peripheral neuropathy														True	True	True		True		True	True
NS_337	Polyneuropathies	Neurological	HP_0009831	Mononeuropathy																		True			True
NS_337	Polyneuropathies	Neurological	HP_0031002	Neuritis														True		True					True
NS_337	Polyneuropathies	Neurological	HP_0007178	Motor polyneuropathy									True								True	True			True
NS_337	Polyneuropathies	Neurological	HP_0032018	Multiple mononeuropathy																		True			True
NS_337	Polyneuropathies	Neurological	HP_0100007	Neoplasm of the peripheral nervous system												81.36									True
NS_337	Polyneuropathies	Neurological	HP_0031003	Polyneuritis																		True			True
NS_337	Polyneuropathies	Neurological	HP_0007141	Sensorimotor neuropathy									True												True
NS_337	Polyneuropathies	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True	True	True				True	True
NS_337	Polyneuropathies	Neurological	HP_0003040	Arthropathy															True	True				True	True
NS_337	Polyneuropathies	Neurological	HP_0002960	Autoimmunity															True	True				True	True
NS_337	Polyneuropathies	Neurological	HP_0001367	Abnormal joint morphology															True	True				True	True
NS_337	Polyneuropathies	Neurological	HP_0001271	Polyneuropathy							True	True	True	100.0	81.08	100.0	True	True	True	True	True	True	True	True	True
NS_337	Polyneuropathies	Neurological	HP_0000819	Diabetes mellitus															True	True				True	True
NS_337	Polyneuropathies	Neurological	HP_0000763	Sensory neuropathy																		True			True
NS_337	Polyneuropathies	Neurological	HP_0005764	Polyarticular arthritis															True	True				True	True
NS_337.2	Inflammatory polyneuropathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.2	Inflammatory polyneuropathy	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_337.2	Inflammatory polyneuropathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.2	Inflammatory polyneuropathy	Neurological	HP_0031002	Neuritis														True							True
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological	HP_0031002	Neuritis														True							True
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological	HP_0011096	Peripheral demyelination																	True	True			True
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_337.22	Chronic inflammatory demyelinating polyneuritis	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.22	Chronic inflammatory demyelinating polyneuritis	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_337.22	Chronic inflammatory demyelinating polyneuritis	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.22	Chronic inflammatory demyelinating polyneuritis	Neurological	HP_0031002	Neuritis														True							True
NS_337.3	Toxic polyneuropathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.3	Toxic polyneuropathy	Neurological	HP_0001271	Polyneuropathy		True								83.33			True	True			True		True	True	True
NS_337.3	Toxic polyneuropathy	Neurological	HP_0007178	Motor polyneuropathy																	True				True
NS_337.3	Toxic polyneuropathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.3	Toxic polyneuropathy	Neurological	HP_0031002	Neuritis														True							True
NS_337.4	Critical illness polyneuropathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.4	Critical illness polyneuropathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.4	Critical illness polyneuropathy	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_337.4	Critical illness polyneuropathy	Neurological	HP_0031002	Neuritis														True							True
NS_337.5	Polyneuropathy related to infections	Neurological	HP_0001271	Polyneuropathy					True			True			85.71	85.71									True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0001271	Polyneuropathy													True	True			True			True	True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0007133	Progressive peripheral neuropathy					True						84.21										True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0007178	Motor polyneuropathy																	True				True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_337.6	Idiopathic progressive neuropathy	Neurological	HP_0031002	Neuritis														True							True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0001252	Hypotonia																	True				True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0001276	Hypertonia																	True				True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0002063	Rigidity																	True				True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0008947	Infantile muscular hypotonia																	True				True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_338	Myasthenia gravis and other myoneural disorders	Neurological	HP_0031002	Neuritis														True							True
NS_338.1	Myasthenia gravis	Neurological	HP_0031002	Neuritis														True							True
NS_338.1	Myasthenia gravis	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_338.1	Myasthenia gravis	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_338.1	Myasthenia gravis	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_338.2	Toxic myoneural disorders	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_338.2	Toxic myoneural disorders	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_338.2	Toxic myoneural disorders	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_338.2	Toxic myoneural disorders	Neurological	HP_0031002	Neuritis														True							True
NS_338.3	Lambert-Eaton syndrome	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_338.3	Lambert-Eaton syndrome	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_338.3	Lambert-Eaton syndrome	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_338.3	Lambert-Eaton syndrome	Neurological	HP_0031002	Neuritis														True							True
NS_339	Primary disorders of muscles	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_339	Primary disorders of muscles	Neurological	HP_0031002	Neuritis														True							True
NS_339	Primary disorders of muscles	Neurological	HP_0003560	Muscular dystrophy											80.85										True
NS_339	Primary disorders of muscles	Neurological	HP_0003202	Skeletal muscle atrophy																		True			True
NS_339	Primary disorders of muscles	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_339	Primary disorders of muscles	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_339.2	Myotonic disorders	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_339.2	Myotonic disorders	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_339.2	Myotonic disorders	Neurological	HP_0002486	Myotonia																	True	True			True
NS_339.2	Myotonic disorders	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_339.2	Myotonic disorders	Neurological	HP_0031002	Neuritis														True							True
NS_339.4	Periodic paralysis	Neurological	HP_0031002	Neuritis														True							True
NS_339.4	Periodic paralysis	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_339.4	Periodic paralysis	Neurological	HP_0007215	Periodic hyperkalemic paralysis															True	True	True	True		True	True
NS_339.4	Periodic paralysis	Neurological	HP_0003470	Paralysis																	True				True
NS_339.4	Periodic paralysis	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_339.4	Periodic paralysis	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_339.4	Periodic paralysis	Neurological	HP_0003768	Periodic paralysis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
NS_340	Myopathies	Neurological	HP_0003756	Skeletal myopathy														True		True					True
NS_340	Myopathies	Neurological	HP_0031002	Neuritis														True							True
NS_340	Myopathies	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_340	Myopathies	Neurological	HP_0009071	Inflammatory myopathy																	True				True
NS_340	Myopathies	Neurological	HP_0005764	Polyarticular arthritis															True	True				True	True
NS_340	Myopathies	Neurological	HP_0003737	Mitochondrial myopathy																		True			True
NS_340	Myopathies	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_340	Myopathies	Neurological	HP_0003040	Arthropathy															True	True				True	True
NS_340	Myopathies	Neurological	HP_0002960	Autoimmunity															True	True				True	True
NS_340	Myopathies	Neurological	HP_0001367	Abnormal joint morphology															True	True				True	True
NS_340	Myopathies	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_340	Myopathies	Neurological	HP_0003198	Myopathy				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
NS_340.1	Critical illness myopathy	Neurological	HP_0031002	Neuritis														True							True
NS_340.1	Critical illness myopathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_340.1	Critical illness myopathy	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_340.1	Critical illness myopathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_340.2	Toxic myopathy	Neurological	HP_0031002	Neuritis														True							True
NS_340.2	Toxic myopathy	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_340.2	Toxic myopathy	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_340.2	Toxic myopathy	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0009071	Inflammatory myopathy										88.0	81.48				True	True		True		True	True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0031002	Neuritis														True							True
NS_340.3	Inflammatory and immune myopathies	Neurological	HP_0100614	Myositis															True	True				True	True
NS_341	Cerebral palsy and other paralytic syndromes	Neurological	HP_0025233	Sleep paralysis																		True			True
NS_341.1	Cerebral palsy	Neurological	HP_0007188	Congenital facial diplegia						True					83.72										True
NS_341.1	Cerebral palsy	Neurological	HP_0011445	Athetoid cerebral palsy																	True				True
NS_341.1	Cerebral palsy	Neurological	HP_0100021	Cerebral palsy	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
NS_341.11	Spastic cerebral palsy*	Neurological	HP_0001264	Spastic diplegia															True	True		True		True	True
NS_341.12	Athetoid cerebral palsy	Neurological	HP_0011445	Athetoid cerebral palsy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
NS_341.13	Ataxic cerebral palsy*	Neurological	HP_0100021	Cerebral palsy										83.87		83.87									True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0002301	Hemiplegia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0010550	Paraplegia														True		True					True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0004374	Hemiplegia/hemiparesis										100.0	100.0	100.0	True	True	True	True			True	True	True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0001269	Hemiparesis																	True	True			True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0002445	Tetraplegia														True		True					True
NS_341.2	Hemiplegia and hemiparesis	Neurological	HP_0003470	Paralysis														True		True					True
NS_341.22	Spastic hemiplegia	Neurological	HP_0011099	Spastic hemiparesis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
NS_341.23	Brown-Sequard syndrome	Neurological	HP_0031622	Brown anomaly												80.0									True
NS_342	Plegia and unspecified paralysis	Neurological	HP_0002301	Hemiplegia														True							True
NS_342	Plegia and unspecified paralysis	Neurological	HP_0002445	Tetraplegia														True							True
NS_342	Plegia and unspecified paralysis	Neurological	HP_0003470	Paralysis				True	True	True					100.0		True	True				True		True	True
NS_342	Plegia and unspecified paralysis	Neurological	HP_0010550	Paraplegia						True								True							True
NS_342.1	Paraplegia/Diplegia	Neurological	HP_0003470	Paralysis														True		True					True
NS_342.1	Paraplegia/Diplegia	Neurological	HP_0002301	Hemiplegia														True		True					True
NS_342.1	Paraplegia/Diplegia	Neurological	HP_0002385	Paraparesis															True	True	True			True	True
NS_342.1	Paraplegia/Diplegia	Neurological	HP_0002445	Tetraplegia														True		True					True
NS_342.1	Paraplegia/Diplegia	Neurological	HP_0010550	Paraplegia				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True			True	True
NS_342.2	Quadriplegia	Neurological	HP_0010550	Paraplegia														True		True					True
NS_342.2	Quadriplegia	Neurological	HP_0003470	Paralysis														True		True					True
NS_342.2	Quadriplegia	Neurological	HP_0002445	Tetraplegia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
NS_342.2	Quadriplegia	Neurological	HP_0002301	Hemiplegia														True		True					True
NS_342.2	Quadriplegia	Neurological	HP_0002273	Tetraparesis																	True	True			True
NS_342.4	Monoplegia	Neurological	HP_0003470	Paralysis														True		True					True
NS_342.4	Monoplegia	Neurological	HP_0010550	Paraplegia														True		True					True
NS_343	Disorders of autonomic nervous system	Neurological	HP_0002271	obsolete Autonomic dysregulation														True		True					True
NS_343	Disorders of autonomic nervous system	Neurological	HP_0002277	Horner syndrome																	True				True
NS_343	Disorders of autonomic nervous system	Neurological	HP_0002459	obsolete Dysautonomia														True		True					True
NS_343	Disorders of autonomic nervous system	Neurological	HP_0012173	Orthostatic tachycardia																	True				True
NS_343	Disorders of autonomic nervous system	Neurological	HP_0012332	Abnormal autonomic nervous system physiology														True		True	True	True			True
NS_343.1	Peripheral autonomic neuropathy	Neurological	HP_0000763	Sensory neuropathy																		True			True
NS_343.1	Peripheral autonomic neuropathy	Neurological	HP_0009830	Peripheral neuropathy										83.33								True			True
NS_343.1	Peripheral autonomic neuropathy	Neurological	HP_0009831	Mononeuropathy																		True			True
NS_343.1	Peripheral autonomic neuropathy	Neurological	HP_0031003	Polyneuritis																		True			True
NS_343.1	Peripheral autonomic neuropathy	Neurological	HP_0032018	Multiple mononeuropathy																		True			True
NS_343.3	Complex regional pain syndrome	Neurological	HP_0031002	Neuritis														True							True
NS_343.3	Complex regional pain syndrome	Neurological	HP_0009830	Peripheral neuropathy														True							True
NS_343.3	Complex regional pain syndrome	Neurological	HP_0001271	Polyneuropathy													True	True						True	True
NS_343.3	Complex regional pain syndrome	Neurological	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
NS_343.5	Horner's syndrome*	Neurological	HP_0002277	Horner syndrome	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
NS_344.1	Hydrocephalus	Neurological	HP_0000238	Hydrocephalus	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
NS_344.1	Hydrocephalus	Neurological	HP_0000707	Abnormality of the nervous system															True	True				True	True
NS_344.1	Hydrocephalus	Neurological	HP_0002308	Chiari malformation																	True				True
NS_344.1	Hydrocephalus	Neurological	HP_0002324	Hydranencephaly																	True				True
NS_344.1	Hydrocephalus	Neurological	HP_0002410	Aqueductal stenosis																	True				True
NS_344.11	Communicating hydrocephalus	Neurological	HP_0000238	Hydrocephalus																	True				True
NS_344.11	Communicating hydrocephalus	Neurological	HP_0001334	Communicating hydrocephalus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
NS_344.12	Obstructive hydrocephalus	Neurological	HP_0000238	Hydrocephalus																	True				True
NS_344.12	Obstructive hydrocephalus	Neurological	HP_0010953	Noncommunicating hydrocephalus													True	True	True	True				True	True
NS_344.13	(Idiopathic) normal pressure hydrocephalus	Neurological	HP_0001334	Communicating hydrocephalus																	True	True			True
NS_344.13	(Idiopathic) normal pressure hydrocephalus	Neurological	HP_0002343	Normal pressure hydrocephalus		True						True		86.15	80.0	86.15			True	True	True	True	True	True	True
NS_344.2	Benign intracranial hypertension	Neurological	HP_0002516	Increased intracranial pressure		True			True			True		85.71	85.71	85.71							True	True	True
NS_344.3	Cerebrospinal fluid leak	Neurological	HP_0032934	Spontaneous cerebrospinal fluid leak								True		85.19		89.86			True	True		True		True	True
NS_344.3	Cerebrospinal fluid leak	Neurological	HP_0030998	Cerebrospinal fluid rhinorrhoea											94.92		True	True			True			True	True
NS_345	Encephalopathy	Neurological	HP_0001298	Encephalopathy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
NS_345	Encephalopathy	Neurological	HP_0002480	Hepatic encephalopathy				True	True	True					100.0		True	True			True			True	True
NS_345	Encephalopathy	Neurological	HP_0006846	Acute encephalopathy			True			True			True										True	True	True
NS_345	Encephalopathy	Neurological	HP_0006976	Necrotizing encephalopathy												81.82									True
NS_345	Encephalopathy	Neurological	HP_0007111	Chronic hepatic encephalopathy						True															True
NS_345	Encephalopathy	Neurological	HP_0011024	Abnormality of the gastrointestinal tract													True	True						True	True
NS_345.1	Toxic encephalopathy	Neurological	HP_0001298	Encephalopathy		True			True			True		83.33	83.33	83.33							True	True	True
NS_346.5	Compression of brain	Neurological	HP_0002308	Chiari malformation																	True				True
NS_346.5	Compression of brain	Neurological	HP_0002512	Brain stem compression										85.71	85.71	85.71			True	True				True	True
