phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	SORTA_score
524.3	Megacolon (other than Hirschsprung's)	megacolon other than hirschsprungs	GI	HP_0002251	Aganglionic megacolon	100.0
525	Intestinal malabsorption	intestinal malabsorption	GI	HP_0002024	Malabsorption	100.0
525.1	Celiac disease	celiac disease	GI	HP_0002608	Celiac disease	100.0
525.31	Lactose intolerance*	lactose intolerance	GI	HP_0004789	Lactose intolerance	100.0
527	Abdominal pain	abdominal pain	GI	HP_0002027	Abdominal pain	100.0
528	Nausea and vomiting	nausea and vomiting	GI	HP_0002017	Nausea and vomiting	100.0
528.1	Nausea	nausea	GI	HP_0002018	Nausea	100.0
528.2	Vomiting	vomiting	GI	HP_0002013	Vomiting	100.0
528.21	Vomiting of fecal matter	vomiting of fecal matter	GI	HP_0025089	Feculent vomiting	100.0
529.1	Diarrhea	diarrhea	GI	HP_0002014	Diarrhea	100.0
529.2	Abdominal distension and flatulence	abdominal distension and flatulence	GI	HP_0003270	Abdominal distention	82.05
529.3	Fecal incontinence	fecal incontinence	GI	HP_0002607	Bowel incontinence	100.0
529.5	Constipation	constipation	GI	HP_0002019	Constipation	100.0
529.6	Halitosis*	halitosis	GI	HP_0100812	Halitosis	100.0
530.1	Anal fissure	anal fissure	GI	HP_0012390	Anal fissure	100.0
530.2	Anorectal abscess	anorectal abscess	GI	HP_0033150	Anorectal abscess	100.0
530.3	Rectal prolapse	rectal prolapse	GI	HP_0002035	Rectal prolapse	100.0
532.1	Intestinal fistula	intestinal fistula	GI	HP_0100819	Intestinal fistula	100.0
532.2	Intestinal perforation	intestinal perforation	GI	HP_0031368	Intestinal perforation	100.0
532.3	Intussusception	intussusception	GI	HP_0002576	Intussusception	100.0
532.4	Volvulus	volvulus	GI	HP_0002580	Volvulus	100.0
537	Abnormality of the peritoneum	abnormality of the peritoneum	GI	HP_0002585	Abnormality of the peritoneum	100.0
537.1	Peritonitis	peritonitis	GI	HP_0002586	Peritonitis	100.0
537.2	Hemoperitoneum	hemoperitoneum	GI	HP_0011854	Hemoperitoneum	100.0
540	Hepatitis	hepatitis	GI	HP_0012115	Hepatitis	100.0
540.1	Chronic hepatitis	chronic hepatitis	GI	HP_0200123	Chronic hepatitis	100.0
540.2	Acute hepatitis	acute hepatitis	GI	HP_0200119	Acute hepatitis	100.0
540.3	Viral hepatitits	viral hepatitits	GI	HP_0006562	Viral hepatitis	85.71
542.3	Hepatic failure	hepatic failure	GI	HP_0001399	Hepatic failure	100.0
542.4	Portal hypertension	portal hypertension	GI	HP_0001409	Portal hypertension	100.0
544	Biliary cirrhosis	biliary cirrhosis	GI	HP_0002613	Biliary cirrhosis	100.0
544.1	Primary biliary cirrhosis*	primary biliary cirrhosis	GI	HP_0002613	Biliary cirrhosis	80.95
546.1	Hepatic necrosis	hepatic necrosis	GI	HP_0002605	Hepatic necrosis	100.0
546.2	Abscess of liver	abscess of liver	GI	HP_0100523	Liver abscess	100.0
546.3	Hepatomegaly	hepatomegaly	GI	HP_0002240	Hepatomegaly	100.0
546.31	Hepatosplenomegaly*	hepatosplenomegaly	GI	HP_0001433	Hepatosplenomegaly	100.0
550.1	Gallstones [Cholelithiasis]	gallstones cholelithiasis	GI	HP_0001081	Cholelithiasis	100.0
550.2	Cholecystitis	cholecystitis	GI	HP_0001082	Cholecystitis	100.0
550.3	Gallbladder perforation	gallbladder perforation	GI	HP_0030154	Gallbladder perforation	100.0
552.1	Cholangitis	cholangitis	GI	HP_0030151	Cholangitis	100.0
552.11	Primary sclerosing cholangitis*	primary sclerosing cholangitis	GI	HP_0030991	Sclerosing cholangitis	80.0
554.1	Pancreatitis	pancreatitis	GI	HP_0001733	Pancreatitis	100.0
554.11	Acute pancreatitis	acute pancreatitis	GI	HP_0001735	Acute pancreatitis	100.0
554.12	Chronic pancreatitis	chronic pancreatitis	GI	HP_0006280	Chronic pancreatitis	100.0
554.2	Cyst and pseudocyst of pancreas	cyst and pseudocyst of pancreas	GI	HP_0005206	Pancreatic pseudocyst	86.36
554.3	Exocrine pancreatic insufficiency*	exocrine pancreatic insufficiency	GI	HP_0001738	Exocrine pancreatic insufficiency	100.0
555	Ascites	ascites	GI	HP_0001541	Ascites	100.0
556.4	Abdominal rigidity	abdominal rigidity	GI	HP_0032545	Abdominal rigidity	100.0
557	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	GI	HP_0002239	Gastrointestinal hemorrhage	100.0
557.1	Hematemesis	hematemesis	GI	HP_0002248	Hematemesis	100.0
580	Glomerular diseases	glomerular diseases	Genitourinary	HP_0100820	Glomerulopathy	85.71
580.3	Nephrotic syndrome	nephrotic syndrome	Genitourinary	HP_0000100	Nephrotic syndrome	100.0
581.1	Pyelonephritis	pyelonephritis	Genitourinary	HP_0012330	Pyelonephritis	100.0
581.11	Acute pyelonephritis	acute pyelonephritis	Genitourinary	HP_0012330	Pyelonephritis	81.48
581.13	Renal and perinephric abscess	renal and perinephric abscess	Genitourinary	HP_0032619	Perinephric abscess	85.71
581.31	Hydronephrosis	hydronephrosis	Genitourinary	HP_0000126	Hydronephrosis	100.0
581.32	Hydroureter	hydroureter	Genitourinary	HP_0000072	Hydroureter	100.0
581.34	Vesicoureteral reflux	vesicoureteral reflux	Genitourinary	HP_0000076	Vesicoureteral reflux	100.0
582	Acute kidney failure	acute kidney failure	Genitourinary	HP_0001919	Acute kidney injury	100.0
583	Chronic kidney disease	chronic kidney disease	Genitourinary	HP_0012622	Chronic kidney disease	100.0
584	Renal failure	renal failure	Genitourinary	HP_0000083	Renal insufficiency	100.0
586.1	Small kidney	small kidney	Genitourinary	HP_0000089	Renal hypoplasia	100.0
586.2	Cyst of kidney	cyst of kidney	Genitourinary	HP_0000107	Renal cyst	100.0
586.6	Nephroptosis	nephroptosis	Genitourinary	HP_0011126	Nephroptosis	100.0
588.12	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	Genitourinary	HP_0009806	Nephrogenic diabetes insipidus	100.0
589.1	Membranous glomerulonephritis	membranous glomerulonephritis	Genitourinary	HP_0012578	Membranous nephropathy	100.0
591	Urinary tract infection	urinary tract infection	Genitourinary	HP_0000010	Recurrent urinary tract infections	100.0
593	Hematuria	hematuria	Genitourinary	HP_0000790	Hematuria	100.0
593.1	Gross hematuria	gross hematuria	Genitourinary	HP_0012587	Macroscopic hematuria	100.0
593.2	Microscopic hematuria	microscopic hematuria	Genitourinary	HP_0002907	Microscopic hematuria	100.0
594	Abnormality of urination	abnormality of urination	Genitourinary	HP_0032943	Abnormal urine pH	88.89
594.1	Retention of urine	retention of urine	Genitourinary	HP_0000016	Urinary retention	81.48
594.11	Urinary hesitancy	urinary hesitancy	Genitourinary	HP_0000019	Urinary hesitancy	100.0
594.2	Dysuria	dysuria	Genitourinary	HP_0100518	Dysuria	100.0
594.3	Urinary incontinence	urinary incontinence	Genitourinary	HP_0000020	Urinary incontinence	100.0
594.32	Stress incontinence	stress incontinence	Genitourinary	HP_0010992	Stress urinary incontinence	80.0
594.33	Nocturnal enuresis	nocturnal enuresis	Genitourinary	HP_0010677	Enuresis nocturna	100.0
594.41	Nocturia	nocturia	Genitourinary	HP_0000017	Nocturia	100.0
594.6	Urinary urgency	urinary urgency	Genitourinary	HP_0000012	Urinary urgency	100.0
596.2	Overactive bladder	overactive bladder	Genitourinary	HP_0000012	Urinary urgency	100.0
596.3	Diverticulum of bladder	diverticulum of bladder	Genitourinary	HP_0000015	Bladder diverticulum	100.0
597.1	Urethral stricture	urethral stricture	Genitourinary	HP_0012227	Urethral stricture	100.0
597.3	Urethral fistula	urethral fistula	Genitourinary	HP_0010480	Urethral fistula	100.0
597.4	Urethral diverticulum	urethral diverticulum	Genitourinary	HP_0008722	Urethral diverticulum	100.0
600	Benign prostatic hyperplasia	benign prostatic hyperplasia	Genitourinary	HP_0008711	Benign prostatic hyperplasia	100.0
601.1	Prostatitis	prostatitis	Genitourinary	HP_0000024	Prostatitis	100.0
602.4	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	Genitourinary	HP_0025020	Elevated prostate-specific antigen level	84.85
603.6	Scrotal pain*	scrotal pain	Genitourinary	HP_0030155	Scrotal pain	100.0
604.4	Priapism	priapism	Genitourinary	HP_0200023	Priapism	100.0
605	Male sexual dysfuction	male sexual dysfuction	Genitourinary	HP_0040307	Male sexual dysfunction	92.68
605.1	Male erectile dysfunction	male erectile dysfunction	Genitourinary	HP_0100639	Erectile dysfunction	87.18
609	Male infertility	male infertility	Genitourinary	HP_0003251	Male infertility	100.0
609.1	Azoospermia	azoospermia	Genitourinary	HP_0000027	Azoospermia	100.0
609.2	Oligospermia	oligospermia	Genitourinary	HP_0000798	Oligospermia	100.0
610.2	Fibroadenosis of breast	fibroadenosis of breast	Genitourinary	HP_0010619	Fibroadenoma of the breast	100.0
612.1	Galactorrhea	galactorrhea	Genitourinary	HP_0100829	Galactorrhea	100.0
612.2	Hypertrophy of breast (Gynecomastia)	hypertrophy of breast gynecomastia	Genitourinary	HP_0010313	Breast hypertrophy	82.54
612.3	Breast hypoplasia	breast hypoplasia	Genitourinary	HP_0003187	Breast hypoplasia	100.0
614.54	Abscess or ulceration of vulva	abscess or ulceration of vulva	Genitourinary	HP_0033587	Vulvar abscess	80.0
615	Endometriosis	endometriosis	Genitourinary	HP_0030127	Endometriosis	100.0
618.11	Cystocele	cystocele	Genitourinary	HP_0100645	Cystocele	100.0
618.12	Rectocele	rectocele	Genitourinary	HP_0100822	Rectocele	100.0
619.31	Incompetence of cervix uteri	incompetence of cervix uteri	Genitourinary	HP_0030009	Cervical insufficiency	84.21
620.1	Dysplasia of cervix	dysplasia of cervix	Genitourinary	HP_0030008	Cervical agenesis	81.25
621	Endometrial hyperplasia	endometrial hyperplasia	Genitourinary	HP_0040298	Hyperplasia of the endometrium	91.3
625.1	Dyspareunia	dyspareunia	Genitourinary	HP_0030016	Dyspareunia	100.0
625.3	Vulvodynia	vulvodynia	Genitourinary	HP_0030943	Vulvodynia	100.0
626.13	Irregular menstrual cycle	irregular menstrual cycle	Genitourinary	HP_0000858	Irregular menstruation	88.89
626.14	Irregular menstrual bleeding	irregular menstrual bleeding	Genitourinary	HP_0000858	Irregular menstruation	86.96
626.2	Dysmenorrhea	dysmenorrhea	Genitourinary	HP_0100607	Dysmenorrhea	100.0
628	Ovarian cyst	ovarian cyst	Genitourinary	HP_0000138	Ovarian cyst	100.0
629	Female infertility	female infertility	Genitourinary	HP_0008222	Female infertility	100.0
660	Infection of the skin	infection of the skin	Derm	HP_0100658	Cellulitis	100.0
660.12	Dermatophytosis	dermatophytosis	Derm	HP_0032515	Deep dermatophytosis	85.71
660.2	Bacterial infection of the skin	bacterial infection of the skin	Derm	HP_0100658	Cellulitis	100.0
660.7	Pilonidal cyst	pilonidal cyst	Derm	HP_0010769	Pilonidal sinus	100.0
664.3	Parapsoriasis	parapsoriasis	Derm	HP_0003765	Psoriasiform dermatitis	81.82
665	Psoriasis	psoriasis	Derm	HP_0003765	Psoriasiform dermatitis	100.0
665.3	Other psoriasis	other psoriasis	Derm	HP_0003765	Psoriasiform dermatitis	100.0
666	Urticaria	urticaria	Derm	HP_0001025	Urticaria	100.0
666.2	Idiopathic urticaria	idiopathic urticaria	Derm	HP_0410133	Chronic idiopathic urticaria	82.61
666.4	Dermatographic urticaria	dermatographic urticaria	Derm	HP_0011971	Dermatographic urticaria	100.0
666.5	Vibratory urticaria	vibratory urticaria	Derm	HP_0410138	Vibratory urticaria	100.0
667.3	Erythema nodosum	erythema nodosum	Derm	HP_0012219	Erythema nodosum	100.0
668	Dermatitis [eczema]	dermatitis eczema	Derm	HP_0000976	Eczematoid dermatitis	81.25
668.1	Atopic dermatitis	atopic dermatitis	Derm	HP_0001047	Atopic dermatitis	100.0
668.2	Seborrheic dermatitis	seborrheic dermatitis	Derm	HP_0001051	Seborrheic dermatitis	100.0
668.3	Contact dermatitis	contact dermatitis	Derm	HP_0032282	Contact dermatitis	100.0
669.1	Pyoderma gangrenosum	pyoderma gangrenosum	Derm	HP_0025452	Pyoderma gangrenosum	100.0
670	Seborrheic keratosis	seborrheic keratosis	Derm	HP_0031287	Seborrheic keratosis	100.0
673.1	Actinic keratosis	actinic keratosis	Derm	HP_0025127	Actinic keratosis	100.0
674.1	Hypopigmentation	hypopigmentation	Derm	HP_0001010	Hypopigmentation of the skin	100.0
674.11	Vitiligo	vitiligo	Derm	HP_0001045	Vitiligo	100.0
674.2	Hypepigmentation	hypepigmentation	Derm	HP_0001010	Hypopigmentation of the skin	83.33
674.21	Cafe au lait spots*	cafe au lait spots	Derm	HP_0000957	Cafe-au-lait spot	100.0
674.22	Freckles*	freckles	Derm	HP_0001480	Freckling	100.0
674.23	Acanthosis nigricans	acanthosis nigricans	Derm	HP_0000956	Acanthosis nigricans	100.0
675.2	Striae atrophicae	striae atrophicae	Derm	HP_0001065	Striae distensae	100.0
677	Chilblains	chilblains	Derm	HP_0009710	Chilblains	100.0
679.21	Pallor	pallor	Derm	HP_0000980	Pallor	100.0
679.22	Flushing	flushing	Derm	HP_0031284	Flushing	100.0
679.4	Pruritus	pruritus	Derm	HP_0000989	Pruritus	100.0
679.5	Pyoderma	pyoderma	Derm	HP_0000999	Pyoderma	100.0
680	Epidermal thickening	epidermal thickening	Derm	HP_0011368	Epidermal thickening	100.0
680.4	Ainhum	ainhum	Derm	HP_0031009	Ainhum	100.0
682.1	Cutaneous cyst	cutaneous cyst	Derm	HP_0025245	Cutaneous cyst	100.0
682.11	Sebaceous cyst [Epidermal cyst]	sebaceous cyst epidermal cyst	Derm	HP_0200040	Epidermoid cyst	80.85
682.3	Hidradenitis suppurativa	hidradenitis suppurativa	Derm	HP_0040154	Acne inversa	100.0
682.4	Acne	acne	Derm	HP_0001061	Acne	100.0
683.1	Ingrowing nail	ingrowing nail	Derm	HP_0012710	Ingrown nail	88.0
683.2	Nail dystrophy*	nail dystrophy	Derm	HP_0008404	Nail dystrophy	100.0
683.4	Onycholysis*	onycholysis	Derm	HP_0001806	Onycholysis	100.0
684.1	Alopecia	alopecia	Derm	HP_0001596	Alopecia	100.0
684.11	Alopecia Areata	alopecia areata	Derm	HP_0002232	Patchy alopecia	100.0
684.12	Telogen effluvium	telogen effluvium	Derm	HP_0025470	Telogen effluvium	100.0
684.13	Scarring hair loss*	scarring hair loss	Derm	HP_0002293	Alopecia of scalp	83.87
684.2	Hypertrichosis and hirsutism	hypertrichosis and hirsutism	Derm	HP_0000998	Hypertrichosis	80.0
684.8	Abnormalities of the hair	abnormalities of the hair	Derm	HP_0001595	Abnormal hair morphology	100.0
685.5	Anhidrosis	anhidrosis	Derm	HP_0000970	Anhidrosis	100.0
685.8	Hyperhidrosis	hyperhidrosis	Derm	HP_0000975	Hyperhidrosis	100.0
685.82	Generalized hyperhidrosis	generalized hyperhidrosis	Derm	HP_0000975	Hyperhidrosis	81.25
686.1	Pressure ulcer	pressure ulcer	Derm	HP_0012399	Pressure ulcer	100.0
688.5	Giant cell granuloma	giant cell granuloma	Derm	HP_0100955	Giant cell granuloma of mandible	84.0
700.11	Systemic lupus erythematosus [SLE]	systemic lupus erythematosus sle	Musc/Skel	HP_0002725	Systemic lupus erythematosus	100.0
700.13	Drug-induced systemic lupus erythematosus*	drug-induced systemic lupus erythematosus	Musc/Skel	HP_0002725	Systemic lupus erythematosus	81.97
700.4	Inflammatory myopathy	inflammatory myopathy	Musc/Skel	HP_0009071	Inflammatory myopathy	100.0
700.41	Myositis	myositis	Musc/Skel	HP_0100614	Myositis	100.0
701.1	Osteomyelitis	osteomyelitis	Musc/Skel	HP_0002754	Osteomyelitis	100.0
702.3	Enteropathic arthropathies	enteropathic arthropathies	Musc/Skel	HP_0002821	Neuropathic arthropathy	80.0
703.1	Hyperuricemia	hyperuricemia	Musc/Skel	HP_0002149	Hyperuricemia	100.0
703.11	Gout	gout	Musc/Skel	HP_0001997	Gout	100.0
703.2	Chondrocalcinosis	chondrocalcinosis	Musc/Skel	HP_0000934	Chondrocalcinosis	100.0
704.2	Wegener's granulomatosis	wegeners granulomatosis	Musc/Skel	HP_0002955	Granulomatosis	82.35
705.1	Rheumatoid arthritis	rheumatoid arthritis	Musc/Skel	HP_0001370	Rheumatoid arthritis	100.0
705.2	Juvenile rheumatoid arthritis [JRA/JIA]	juvenile rheumatoid arthritis jrajia	Musc/Skel	HP_0005681	Juvenile rheumatoid arthritis	88.89
706.1	Sacroiliitis NEC	sacroiliitis nec	Musc/Skel	HP_0012317	Sacroiliac arthritis	81.82
707	Other arthropathies	other arthropathies	Musc/Skel	HP_0003040	Arthropathy	100.0
708	Osteoarthritis	osteoarthritis	Musc/Skel	HP_0002758	Osteoarthritis	100.0
709.11	Mallet finger	mallet finger	Musc/Skel	HP_0030771	Mallet finger	100.0
709.21	Hallux valgus (Bunion)	hallux valgus bunion	Musc/Skel	HP_0001822	Hallux valgus	100.0
709.22	Hallux rigidus	hallux rigidus	Musc/Skel	HP_0025004	Hallux rigidus	100.0
709.24	Hammer toe	hammer toe	Musc/Skel	HP_0001765	Hammertoe	100.0
710.21	Coxa valga	coxa valga	Musc/Skel	HP_0002673	Coxa valga	100.0
710.22	Coxa vara	coxa vara	Musc/Skel	HP_0002812	Coxa vara	100.0
710.23	Protrusio acetabuli	protrusio acetabuli	Musc/Skel	HP_0003179	Protrusio acetabuli	100.0
710.41	Flat foot [pes planus]	flat foot pes planus	Musc/Skel	HP_0001763	Pes planus	100.0
710.42	Club foot	club foot	Musc/Skel	HP_0001762	Talipes equinovarus	100.0
710.43	Cavus deformity of foot	cavus deformity of foot	Musc/Skel	HP_0001760	Abnormal foot morphology	82.76
712.6	Instability of joint	instability of joint	Musc/Skel	HP_0001388	Joint laxity	100.0
712.61	Recurrent dislocation of joint	recurrent dislocation of joint	Musc/Skel	HP_0031869	Recurrent joint dislocation	100.0
712.63	Spinal instabilities*	spinal instabilities	Musc/Skel	HP_0005881	Spinal instability	100.0
713.1	Hemarthrosis	hemarthrosis	Musc/Skel	HP_0005261	Joint hemorrhage	100.0
713.2	Effusion of joint	effusion of joint	Musc/Skel	HP_0032063	Ankle joint effusion	82.76
713.3	Pain in joint	pain in joint	Musc/Skel	HP_0002829	Arthralgia	100.0
713.31	Pain in shoulder	pain in shoulder	Musc/Skel	HP_0030834	Shoulder pain	100.0
713.32	Pain in elbow	pain in elbow	Musc/Skel	HP_0030835	Elbow pain	100.0
713.34	Pain in wrist*	pain in wrist	Musc/Skel	HP_0030836	Wrist pain	100.0
713.35	Pain in joints of hand	pain in joints of hand	Musc/Skel	HP_0002829	Arthralgia	81.48
713.36	Pain in hip	pain in hip	Musc/Skel	HP_0030838	Hip pain	100.0
713.37	Pain in knee	pain in knee	Musc/Skel	HP_0030839	Knee pain	100.0
713.4	Stiffness of joint	stiffness of joint	Musc/Skel	HP_0001387	Joint stiffness	100.0
714.1	Kyphosis	kyphosis	Musc/Skel	HP_0002808	Kyphosis	100.0
714.2	Lordosis	lordosis	Musc/Skel	HP_0003307	Hyperlordosis	100.0
714.3	Scoliosis	scoliosis	Musc/Skel	HP_0002650	Scoliosis	100.0
714.32	Thoracogenic scoliosis	thoracogenic scoliosis	Musc/Skel	HP_0002943	Thoracic scoliosis	83.33
714.4	Spinal osteochondrosis	spinal osteochondrosis	Musc/Skel	HP_0040188	Osteochondrosis	81.08
715.1	Spondylosis	spondylosis	Musc/Skel	HP_0003304	Spondylolysis	83.33
715.2	Spondylolysis	spondylolysis	Musc/Skel	HP_0003304	Spondylolysis	100.0
715.3	Spondylolisthesis	spondylolisthesis	Musc/Skel	HP_0003302	Spondylolisthesis	100.0
715.4	Spinal stenosis	spinal stenosis	Musc/Skel	HP_0003416	Spinal canal stenosis	100.0
716.1	Schmorl's nodes	schmorls nodes	Musc/Skel	HP_0030041	Schmorl's node	100.0
716.2	Degenerative disc disease	degenerative disk disease	Musc/Skel	HP_0008419	Intervertebral disc degeneration	88.89
717.3	Occipital neuralgia*	occipital neuralgia	Musc/Skel	HP_0012318	Occipital neuralgia	100.0
718	Back pain	back pain	Musc/Skel	HP_0003418	Back pain	100.0
718.3	Mid back pain	mid back pain	Musc/Skel	HP_0003418	Back pain	83.33
718.4	Low back pain	low back pain	Musc/Skel	HP_0003419	Low back pain	100.0
718.5	Sciatica	sciatica	Musc/Skel	HP_0011868	Sciatica	100.0
719.11	Spasm of muscle	spasm of muscle	Musc/Skel	HP_0002487	Hyperkinetic movements	100.0
719.2	Muscle calcification and ossification	muscle calcification and ossification	Musc/Skel	HP_0100249	Calcification of muscles	81.25
719.6	Muscle wasting and atrophy	muscle wasting and atrophy	Musc/Skel	HP_0003202	Skeletal muscle atrophy	86.36
719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel	HP_0003201	Rhabdomyolysis	100.0
719.9	Contractures	contractures	Musc/Skel	HP_0001371	Flexion contracture	100.0
719.91	Contracture of tendon	contracture of tendon	Musc/Skel	HP_0001771	Achilles tendon contracture	85.71
719.92	Contracture of joint	contracture of joint	Musc/Skel	HP_0001371	Flexion contracture	100.0
721.11	Trigger finger	trigger finger	Musc/Skel	HP_0012276	Digital flexor tenosynovitis	100.0
721.2	Ganglion cyst	ganglion cyst	Musc/Skel	HP_0020076	Wrist ganglion	82.35
721.5	Bursitis	bursitis	Musc/Skel	HP_0025232	Bursitis	100.0
721.6	Baker's cyst [popliteal cyst]	bakers cyst popliteal cyst	Musc/Skel	HP_0032072	Popliteal synovial cyst	86.79
721.7	Synovial hypertrophy*	synovial hypertrophy	Musc/Skel	HP_0005186	Synovial hypertrophy	100.0
723.2	Rotator cuff tear or rupture	rotator cuff tear or rupture	Musc/Skel	HP_0032201	Rotator cuff tear	82.05
723.51	Achilles tendinitis	achilles tendinitis	Musc/Skel	HP_0025273	Achilles tendonitis	84.62
723.6	Impingement syndrome of shoulder*	impingement syndrome of shoulder	Musc/Skel	HP_0030881	Shoulder impingement	80.0
724.1	Myalgia	myalgia	Musc/Skel	HP_0003326	Myalgia	100.0
724.4	Panniculitis	panniculitis	Musc/Skel	HP_0012490	Panniculitis	100.0
724.5	Exostosis	exostosis	Musc/Skel	HP_0100777	Exostoses	82.35
725.2	Juvenile osteochondrosis	juvenile osteochondrosis	Musc/Skel	HP_0010891	Morbus Scheuermann	88.46
725.21	Coxa magna*	coxa magna	Musc/Skel	HP_0003279	Coxa magna	100.0
726.1	Osteoporosis	osteoporosis	Musc/Skel	HP_0000939	Osteoporosis	100.0
726.2	Pathologic fracture	pathologic fracture	Musc/Skel	HP_0002756	Pathologic fracture	100.0
726.5	Osteomalacia	osteomalacia	Musc/Skel	HP_0002749	Osteomalacia	100.0
726.6	Osteolysis*	osteolysis	Musc/Skel	HP_0002797	Osteolysis	100.0
727.1	Osteonecrosis	osteonecrosis	Musc/Skel	HP_0010885	Avascular necrosis	100.0
727.4	Hyperostosis of skull	hyperostosis of skull	Musc/Skel	HP_0004330	Increased skull ossification	100.0
727.5	Cyst of bone	cyst of bone	Musc/Skel	HP_0012062	Bone cyst	100.0
727.6	Hypertrophy of bone*	hypertrophy of bone	Musc/Skel	HP_0100774	Hyperostosis	100.0
728.1	Chondromalacia	chondromalacia	Musc/Skel	HP_0002780	Bronchomalacia	80.0
728.2	Osteochondritis dissecans	osteochondritis dissecans	Musc/Skel	HP_0010886	Osteochondritis dissecans	100.0
731.1	Loss of height	loss of height	Musc/Skel	HP_0001824	Weight loss	83.33
733.11	Maxillary hyperplasia	maxillary hyperplasia	Musc/Skel	HP_0430028	Hyperplasia of the maxilla	100.0
733.12	Maxillary hypoplasia	maxillary hypoplasia	Musc/Skel	HP_0000327	Hypoplasia of the maxilla	100.0
733.13	Mandibular hyperplasia	mandibular hyperplasia	Musc/Skel	HP_0000303	Mandibular prognathia	100.0
733.14	Mandibular hypoplasia	mandibular hypoplasia	Musc/Skel	HP_0000347	Micrognathia	100.0
733.31	Crowding of teeth	crowding of teeth	Musc/Skel	HP_0000678	Dental crowding	100.0
733.6	Temporomandibular joint disorders	temporomandibular joint disorders	Musc/Skel	HP_0012478	Temporomandibular joint ankylosis	81.97
733.61	Adhesions and ankylosis of temporomandibular joint	adhesions and ankylosis of temporomandibular joint	Musc/Skel	HP_0012478	Temporomandibular joint ankylosis	91.67
733.62	Arthralgia of temporomandibular joint	arthralgia of temporomandibular joint	Musc/Skel	HP_0040312	Temporomandibular arthritis	85.29
734.9	Jaw pain	jaw pain	Musc/Skel	HP_0040264	Jaw pain	100.0
750.1	Aplasia/Hypoplasia of the brain	aplasiahypoplasia of the brain	Cong	HP_0007362	Aplasia/Hypoplasia of the brainstem	83.02
750.11	Microcephaly	microcephaly	Cong	HP_0000252	Microcephaly	100.0
750.12	Anencephaly	anencephaly	Cong	HP_0002323	Anencephaly	100.0
750.14	Septo-optic dysplasia of brain*	septo-optic dysplasia of brain	Cong	HP_0100842	Septo-optic dysplasia	88.0
750.15	Holoprosencephaly*	holoprosencephaly	Cong	HP_0001360	Holoprosencephaly	100.0
750.3	Megalencephaly*	megalencephaly	Cong	HP_0001355	Megalencephaly	100.0
751.1	Spina bifida	spina bifida	Cong	HP_0002414	Spina bifida	100.0
751.11	Spina bifida occulta	spina bifida occulta	Cong	HP_0003298	Spina bifida occulta	100.0
751.2	Craniorachischisis	craniorachischisis	Cong	HP_0030770	Craniorachischisis	100.0
751.3	Encephalocele	encephalocele	Cong	HP_0002084	Encephalocele	100.0
751.5	Hydromyelia	hydromyelia	Cong	HP_0100565	Hydromyelia	100.0
751.6	Diastematomyelia	diastematomyelia	Cong	HP_0100563	Diastomatomyelia	88.24
753	Congenital anomalies of eye	congenital anomalies of eye	Cong	HP_0001374	Congenital hip dislocation	82.93
753.1	Aplasia/Hypoplasia affecting the eye	aplasiahypoplasia affecting the eye	Cong	HP_0008056	Aplasia/Hypoplasia affecting the eye	94.74
753.12	Microphthalmos	microphthalmos	Cong	HP_0000568	Microphthalmia	100.0
753.2	Congenital lens anomalies	congenital lens anomalies	Cong	HP_0001374	Congenital hip dislocation	80.95
753.21	Congenital aphakia	congenital aphakia	Cong	HP_0007707	Congenital aphakia	100.0
753.23	Congenital cataract	congenital cataract	Cong	HP_0000519	Developmental cataract	100.0
753.4	Coloboma	coloboma	Cong	HP_0000589	Coloboma	100.0
753.51	Absence of iris [Aniridia]	absence of iris aniridia	Cong	HP_0000526	Aniridia	90.0
753.52	Rieger's anomaly*	riegers anomaly	Cong	HP_0000558	Rieger anomaly	100.0
753.71	Blue sclera*	blue sclera	Cong	HP_0000592	Blue sclerae	100.0
753.9	Congenital or developmental glaucoma	congenital or developmental glaucoma	Cong	HP_0001087	Developmental glaucoma	82.35
754.11	Congenital ptosis	congenital ptosis	Cong	HP_0007970	Congenital ptosis	100.0
755.1	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	Cong	HP_0008772	Aplasia/Hypoplasia of the external ear	94.92
755.11	Microtia	microtia	Cong	HP_0008551	Microtia	100.0
755.2	Macrotia	macrotia	Cong	HP_0000400	Macrotia	100.0
755.5	Prominent ear [Protruding ear]*	prominent ear protruding ear	Cong	HP_0000411	Protruding ear	100.0
756.1	Branchial anomaly	branchial anomaly	Cong	HP_0009794	Branchial anomaly	100.0
756.2	Preauricular sinus and cyst	preauricular sinus and cyst	Cong	HP_0004467	Preauricular pit	87.8
756.3	Webbing of neck	webbing of neck	Cong	HP_0000465	Webbed neck	100.0
756.41	Macrostomia	macrostomia	Cong	HP_0000154	Wide mouth	100.0
756.42	Microstomia	microstomia	Cong	HP_0000160	Narrow mouth	100.0
757	Oral cleft	oral cleft	Cong	HP_0000202	Oral cleft	100.0
757.1	Cleft palate	cleft palate	Cong	HP_0000175	Cleft palate	100.0
