ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
Q67.2	Dolichocephaly	dolichocephaly	HP_0000268	Dolichocephaly	100.0	['749']	['758', '758.2', '758.21']
Q67.3	Plagiocephaly	plagiocephaly	HP_0001357	Plagiocephaly	100.0	['749']	['758', '758.2', '758.22']
Q67.6	Pectus excavatum	pectus excavatum	HP_0000767	Pectus excavatum	100.0	['756', '756.2', '756.21']	['786', '786.1']
Q67.7	Pectus carinatum	pectus carinatum	HP_0000768	Pectus carinatum	100.0	['756', '756.2', '756.22']	['786', '786.2']
Q69	Polydactyly	polydactyly	HP_0010442	Polydactyly	100.0	['755', '755.3']	['785', '785.1', '785.11']
Q69.1	Accessory thumb(s)	accessory thumbs	HP_0001199	Triphalangeal thumb	80.0	['755', '755.3']	['785', '785.1', '785.11']
Q69.9	Polydactyly, unspecified	polydactyly	HP_0010442	Polydactyly	100.0	['755', '755.3']	['785', '785.1', '785.11']
Q70	Syndactyly	syndactyly	HP_0001159	Syndactyly	100.0	['755', '755.3']	['785', '785.1', '785.12']
Q70.0	Fused fingers	fused fingers	HP_0009700	Finger symphalangism	82.76	['755', '755.3']	['785', '785.1', '785.12']
Q70.1	Webbed fingers	webbed fingers	HP_0010554	Cutaneous finger syndactyly	100.0	['755', '755.3']	['785', '785.1', '785.12']
Q70.2	Fused toes	fused toes	HP_0001770	Toe syndactyly	100.0	['755', '755.3']	['785', '785.1', '785.12']
Q70.3	Webbed toes	webbed toes	HP_0001770	Toe syndactyly	100.0	['755', '755.3']	['785', '785.1', '785.12']
Q70.4	Polysyndactyly, unspecified	polysyndactyly	HP_0010442	Polydactyly	81.48	['755', '755.3']	['785', '785.1', '785.12']
Q70.9	Syndactyly, unspecified	syndactyly	HP_0001159	Syndactyly	100.0	['755', '755.3']	['785', '785.1', '785.12']
Q71.6	Lobster-claw hand	lobster-claw hand	HP_0100257	Ectrodactyly	100.0	['755', '755.3']	['785', '785.2']
Q71.60	Lobster-claw hand, unspecified hand	lobster-claw handhand	HP_0100257	Ectrodactyly	90.0	['755', '755.3']	['785', '785.2']
Q71.61	Lobster-claw right hand	lobster-claw right hand	HP_0100257	Ectrodactyly	85.71	['755', '755.3']	['785', '785.2']
Q71.62	Lobster-claw left hand	lobster-claw left hand	HP_0100257	Ectrodactyly	87.8	['755', '755.3']	['785', '785.2']
Q71.63	Lobster-claw hand, bilateral	lobster-claw hand bilateral	HP_0100257	Ectrodactyly	81.82	['755', '755.3']	['785', '785.2']
Q72.7	Split foot	split foot	HP_0001839	Split foot	100.0	['755', '755.1', '755.6']	['785', '785.2']
Q73.0	Congenital absence of unspecified limb(s)	congenital absence oflimbs	HP_0007506	Congenital absence of skin of limbs	81.63	['755', '755.4']	['785', '785.2']
Q74.3	Arthrogryposis multiplex congenita	arthrogryposis multiplex congenita	HP_0002804	Arthrogryposis multiplex congenita	100.0	['756']	['789', '789.4']
Q75.0	Craniosynostosis	craniosynostosis	HP_0001363	Craniosynostosis	100.0	['749', '749.2']	['758', '758.2', '758.23']
Q75.1	Craniofacial dysostosis	craniofacial dysostosis	HP_0004439	Craniofacial dysostosis	100.0	['749', '749.2']	['758', '758.3']
Q75.2	Hypertelorism	hypertelorism	HP_0000316	Hypertelorism	100.0	['749', '749.2']	['758', '758.5']
Q75.3	Macrocephaly	macrocephaly	HP_0000256	Macrocephaly	100.0	['749', '749.2']	['758', '758.4']
Q75.4	Mandibulofacial dysostosis	mandibulofacial dysostosis	HP_0005321	Mandibulofacial dysostosis	100.0	['749', '749.2']	['758', '758.3', '758.31']
Q76.0	Spina bifida occulta	spina bifida occulta	HP_0003298	Spina bifida occulta	100.0	['752', '752.1']	['751', '751.1', '751.11']
Q76.1	Klippel-Feil syndrome	klippel-feil syndrome	HP_0004602	Cervical C2/C3 vertebral fusion	100.0	['754']	['787', '787.1']
Q76.41	Congenital kyphosis	congenital kyphosis	HP_0008453	Congenital kyphoscoliosis	85.0	['737', '737.1', '754', '758', '758.1']	['714', '714.1', '787', '787.3']
Q76.5	Cervical rib	cervical rib	HP_0000891	Cervical ribs	100.0	['754']	['787', '787.5', '787.51']
Q77.6	Chondroectodermal dysplasia	chondroectodermal dysplasia	HP_0000968	Ectodermal dysplasia	80.0	['756', '756.5']	['788', '788.2']
Q77.7	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	HP_0002655	Spondyloepiphyseal dysplasia	100.0	['756']	['788', '788.1', '788.16']
Q78.1	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	HP_0010735	Polyostotic fibrous dysplasia	100.0	['756', '756.5']	['788', '788.5']
Q78.2	Osteopetrosis	osteopetrosis	HP_0011002	Osteopetrosis	100.0	['756', '756.5']	['788', '788.4']
Q78.3	Progressive diaphyseal dysplasia	progressive diaphyseal dysplasia	HP_0100252	Diaphyseal dysplasia	80.0	['756', '756.5']	['788', '788.6']
Q78.4	Enchondromatosis	enchondromatosis	HP_0005701	Multiple enchondromatosis	80.0	['756']	['788', '788.1']
Q78.5	Metaphyseal dysplasia	metaphyseal dysplasia	HP_0100255	Metaphyseal dysplasia	100.0	['756', '756.5']	['788']
Q79.0	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	HP_0000776	Congenital diaphragmatic hernia	100.0	['756', '756.1']	['520', '789', '789.1', '789.11']
Q79.3	Gastroschisis	gastroschisis	HP_0001543	Gastroschisis	100.0	['756', '756.1']	['789', '789.2', '789.22']
Q80	Congenital ichthyosis	congenital ichthyosis	HP_0007431	Congenital ichthyosiform erythroderma	100.0	['691', '691.1']	['790', '790.1']
Q80.2	Lamellar ichthyosis	lamellar ichthyosis	HP_0007479	Congenital nonbullous ichthyosiform erythroderma	90.0	['691', '691.1']	['790', '790.1', '790.13']
Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	HP_0007475	Congenital bullous ichthyosiform erythroderma	100.0	['691', '691.1']	['790', '790.1', '790.14']
Q80.8	Other congenital ichthyosis	other congenital ichthyosis	HP_0007431	Congenital ichthyosiform erythroderma	100.0	['691', '691.1']	['790', '790.1']
Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	HP_0007431	Congenital ichthyosiform erythroderma	100.0	['691', '691.1']	['790', '790.1']
Q81	Epidermolysis bullosa	epidermolysis bullosa	HP_0012221	Pretibial blistering	84.0	['691']	['790', '790.3']
Q81.1	Epidermolysis bullosa letalis	epidermolysis bullosa letalis	HP_0012221	Pretibial blistering	80.7	['691']	['790', '790.3']
Q81.8	Other epidermolysis bullosa	other epidermolysis bullosa	HP_0012221	Pretibial blistering	84.0	['691']	['790', '790.3']
Q81.9	Epidermolysis bullosa, unspecified	epidermolysis bullosa	HP_0012221	Pretibial blistering	84.0	['691']	['790', '790.3']
Q82.2	Congenital cutaneous mastocytosis	congenital cutaneous mastocytosis	HP_0200151	Cutaneous mastocytosis	80.0	['691', '691.3']	['790']
Q82.4	Ectodermal dysplasia (anhidrotic)	ectodermal dysplasia anhidrotic	HP_0007476	Anhidrotic ectodermal dysplasia	100.0	['691']	['790', '790.2']
Q83.0	Congenital absence of breast with absent nipple	congenital absence of breast with absent nipple	HP_0100783	Breast aplasia	82.19	['612', '612.3']	['791']
Q83.2	Absent nipple	absent nipple	HP_0002561	Absent nipple	100.0	['612', '612.3']	['791']
Q83.3	Accessory nipple	accessory nipple	HP_0002558	Supernumerary nipple	100.0	['612', '612.3']	['791']
Q84.0	Congenital alopecia	congenital alopecia	HP_0005597	Congenital alopecia totalis	83.72	['757']	['684', '684.1', '792']
Q84.3	Anonychia	anonychia	HP_0001798	Anonychia	100.0	['757']	['683', '793']
Q85.00	Neurofibromatosis, unspecified	neurofibromatosis	HP_0001067	Neurofibromas	100.0	['199', '199.4']	['158']
Q85.01	Neurofibromatosis, type 1	neurofibromatosis type 1	HP_0001067	Neurofibromas	82.93	['199', '199.4']	['158', '158.1']
Q85.02	Neurofibromatosis, type 2	neurofibromatosis type 2	HP_0001067	Neurofibromas	82.93	['199', '199.4']	['158', '158.2']
Q85.09	Other neurofibromatosis	other neurofibromatosis	HP_0001067	Neurofibromas	100.0	['199', '199.4']	['158']
Q96	Turner's syndrome	turners syndrome	HP_0002277	Horner syndrome	80.0	['758', '758.1']	['797', '797.7']
Q96.9	Turner's syndrome, unspecified	turners syndrome	HP_0002277	Horner syndrome	80.0	['758', '758.1']	['797', '797.7']
Q99.1	46, XX true hermaphrodite	46 xx true hermaphrodite	HP_0010459	True hermaphroditism	85.71	['758', '758.1']	['772', '772.1']
Q99.9	Chromosomal abnormality, unspecified	chromosomal abnormality	HP_0003220	Abnormality of chromosome stability	82.93	['758', '758.1']	['797']
R00.0	Tachycardia, unspecified	tachycardia	HP_0001649	Tachycardia	100.0	['427', '427.7']	['417', '417.2']
R00.1	Bradycardia, unspecified	bradycardia	HP_0001662	Bradycardia	100.0	['427', '427.3']	['417', '417.3']
R00.2	Palpitations	palpitations	HP_0001962	Palpitations	100.0	['427', '427.9']	['417', '417.1']
R01.1	Cardiac murmur, unspecified	cardiac murmur	HP_0030148	Heart murmur	100.0	['396']	['423', '423.1']
R04.0	Epistaxis	epistaxis	HP_0000421	Epistaxis	100.0	['477']	['487', '487.1']
R04.2	Hemoptysis	hemoptysis	HP_0002105	Hemoptysis	100.0	['516', '516.1']	['487', '487.3']
R05	Cough	cough	HP_0012735	Cough	100.0	['512', '512.8']	['801']
R06	Abnormalities of breathing	abnormalities of breathing	HP_0002094	Dyspnea	100.0	['513']	['488']
R06.0	Dyspnea	dyspnea	HP_0002094	Dyspnea	100.0	['512', '512.7']	['488', '488.1']
R06.00	Dyspnea, unspecified	dyspnea	HP_0002094	Dyspnea	100.0	['512', '512.7', '512.9']	['488', '488.1']
R06.01	Orthopnea	orthopnea	HP_0012764	Orthopnea	100.0	['513', '513.3', '513.32']	['488', '488.1', '488.11']
R06.02	Shortness of breath	shortness of breath	HP_0002094	Dyspnea	100.0	['512', '512.7']	['488', '488.1']
R06.03	Acute respiratory distress	acute respiratory distress	HP_0002098	Respiratory distress	89.36	['509', '509.2']	['488', '488.1']
R06.1	Stridor	stridor	HP_0010307	Stridor	100.0	['479']	['488', '488.5']
R06.2	Wheezing	wheezing	HP_0030828	Wheezing	100.0	['512', '512.1']	['488', '488.6']
R06.4	Hyperventilation	hyperventilation	HP_0002883	Hyperventilation	100.0	['513', '513.4']	['488', '488.2']
R06.7	Sneezing	sneezing	HP_0025095	Sneeze	100.0	['293']	['488']
R06.8	Other abnormalities of breathing	other abnormalities of breathing	HP_0002094	Dyspnea	100.0		['488']
R06.83	Snoring	snoring	HP_0025267	Snoring	100.0	['512', '512.9']	['488', '488.9']
R06.89	Other abnormalities of breathing	other abnormalities of breathing	HP_0002094	Dyspnea	100.0	['512', '512.9']	['488']
R06.9	Unspecified abnormalities of breathing	abnormalities of breathing	HP_0002094	Dyspnea	100.0	['513']	['488']
R07	Pain in throat and chest	pain in throat and chest	HP_0033050	Pharyngalgia	80.0		['800']
R07.0	Pain in throat	pain in throat	HP_0033050	Pharyngalgia	100.0	['478']	['802']
R07.2	Precordial pain	precordial pain	HP_0032141	Precordial pain	100.0	['418', '418.1']	['800', '800.2']
R07.8	Other chest pain	other chest pain	HP_0100749	Chest pain	100.0	['418']	['800']
R07.89	Other chest pain	other chest pain	HP_0100749	Chest pain	100.0	['418']	['800']
R07.9	Chest pain, unspecified	chest pain	HP_0100749	Chest pain	100.0	['418']	['800']
R09.02	Hypoxemia	hypoxemia	HP_0012418	Hypoxemia	100.0	['1013']	['498', '498.1']
R09.1	Pleurisy	pleurisy	HP_0002102	Pleuritis	100.0	['507']	['491']
R09.2	Respiratory arrest	respiratory arrest	HP_0005943	Respiratory arrest	100.0	['509', '509.5']	['497']
R09.3	Abnormal sputum	abnormal sputum	HP_0032016	Abnormal sputum	100.0	['516']	['486', '486.5']
R10.0	Acute abdomen	acute abdomen	HP_0033400	Acute abdomen	100.0	['785']	['527']
R10.10	Upper abdominal pain, unspecified	upper abdominal pain	HP_0002027	Abdominal pain	81.25	['785']	['527']
R10.13	Epigastric pain	epigastric pain	HP_0410019	Epigastric pain	100.0	['785']	['515']
R10.30	Lower abdominal pain, unspecified	lower abdominal pain	HP_0002027	Abdominal pain	81.25	['785']	['527']
R10.8	Other abdominal pain	other abdominal pain	HP_0002027	Abdominal pain	100.0		['527']
R10.84	Generalized abdominal pain	generalized abdominal pain	HP_0002027	Abdominal pain	81.25	['785']	['527']
R10.9	Unspecified abdominal pain	abdominal pain	HP_0002027	Abdominal pain	100.0	['785']	['527']
R11	Nausea and vomiting	nausea and vomiting	HP_0002017	Nausea and vomiting	100.0	['789']	['528', '528.1', '528.2']
R11.0	Nausea	nausea	HP_0002018	Nausea	100.0	['789']	['528', '528.1']
R11.1	Vomiting	vomiting	HP_0002013	Vomiting	100.0	['789']	['528', '528.2']
R11.10	Vomiting, unspecified	vomiting	HP_0002013	Vomiting	100.0	['789']	['528', '528.2']
R11.12	Projectile vomiting	projectile vomiting	HP_0002587	Projectile vomiting	100.0	['789']	['528', '528.2']
R11.13	Vomiting of fecal matter	vomiting of fecal matter	HP_0025089	Feculent vomiting	100.0	['569']	['528', '528.2', '528.21']
R11.2	Nausea with vomiting, unspecified	nausea with vomiting	HP_0002017	Nausea and vomiting	100.0	['789']	['528', '528.1', '528.2']
R12	Heartburn	heartburn	HP_0002020	Gastroesophageal reflux	100.0	['530', '530.9']	['515']
R13.1	Dysphagia	dysphagia	HP_0002015	Dysphagia	100.0	['532']	['512']
R13.10	Dysphagia, unspecified	dysphagia	HP_0002015	Dysphagia	100.0	['532']	['512']
R13.11	Dysphagia, oral phase	dysphagia oral phase	HP_0200136	Oral-pharyngeal dysphagia	81.82	['532']	['512']
R13.12	Dysphagia, oropharyngeal phase	dysphagia oropharyngeal phase	HP_0200136	Oral-pharyngeal dysphagia	87.5	['532']	['512', '512.1']
R13.19	Other dysphagia	other dysphagia	HP_0002015	Dysphagia	100.0	['532']	['512']
R14.0	Abdominal distension (gaseous)	abdominal distension gaseous	HP_0003270	Abdominal distention	82.05	['561', '561.2']	['529', '529.2']
R14.3	Flatulence	flatulence	HP_0033589	Flatulence	100.0	['561', '561.2']	['529', '529.2']
R15	Fecal incontinence	fecal incontinence	HP_0002607	Bowel incontinence	100.0	['561']	['529', '529.3']
R15.2	Fecal urgency	fecal urgency	HP_0012701	Bowel urgency	100.0	['561']	['529', '529.3']
R17	Unspecified jaundice	jaundice	HP_0000952	Jaundice	100.0	['573', '573.5']	['814']
R18	Ascites	ascites	HP_0001541	Ascites	100.0	['572']	['555']
R18.8	Other ascites	other ascites	HP_0001541	Ascites	100.0	['572']	['555']
R19.1	Abnormal bowel sounds	abnormal bowel sounds	HP_0030142	Abnormal bowel sounds	100.0	['561']	['529', '529.4']
R19.12	Hyperactive bowel sounds	hyperactive bowel sounds	HP_0030143	Hyperactive bowel sounds	100.0	['561']	['529', '529.4']
R19.15	Other abnormal bowel sounds	other abnormal bowel sounds	HP_0030142	Abnormal bowel sounds	100.0	['561']	['529', '529.4']
R19.3	Abdominal rigidity	abdominal rigidity	HP_0032545	Abdominal rigidity	100.0	['579']	['556', '556.4']
R19.37	Generalized abdominal rigidity	generalized abdominal rigidity	HP_0032545	Abdominal rigidity	82.35	['579']	['556', '556.4']
R19.5	Other fecal abnormalities	other fecal abnormalities	HP_0032488	Abnormal fecal pH	89.66	['579', '579.8']	['556', '556.8']
R19.6	Halitosis	halitosis	HP_0100812	Halitosis	100.0	['293']	['529', '529.6']
R19.7	Diarrhea, unspecified	diarrhea	HP_0002014	Diarrhea	100.0	['561', '561.1']	['529', '529.1']
R20.1	Hypoesthesia of skin	hypoesthesia of skin	HP_0003474	Somatic sensory dysfunction	83.87	['687', '687.4']	['351', '351.2']
R20.2	Paresthesia of skin	paresthesia of skin	HP_0003401	Paresthesia	82.76	['687', '687.4']	['351', '351.3']
R20.3	Hyperesthesia	hyperesthesia	HP_0100963	Hyperesthesia	100.0	['687', '687.4']	['351', '351.4']
R23.0	Cyanosis	cyanosis	HP_0000961	Cyanosis	100.0	['513', '513.3']	['498', '498.2']
R23.1	Pallor	pallor	HP_0000980	Pallor	100.0	['782', '782.6']	['679', '679.2', '679.21']
R23.2	Flushing	flushing	HP_0031284	Flushing	100.0	['782', '782.6']	['679', '679.2', '679.22']
R25	Abnormal involuntary movements	abnormal involuntary movements	HP_0004305	Involuntary movements	85.71	['350', '350.1']	['325', '325.1']
R25.0	Abnormal head movements	abnormal head movements	HP_0002457	Abnormal head movements	100.0	['350', '350.1']	['325', '325.1', '325.11']
R25.1	Tremor, unspecified	tremor	HP_0001337	Tremor	100.0	['350', '350.1']	['324', '324.4']
R25.3	Fasciculation	fasciculation	HP_0002380	Fasciculations	100.0	['350', '350.1']	['325', '325.1', '325.12']
R25.8	Other abnormal involuntary movements	other abnormal involuntary movements	HP_0004305	Involuntary movements	85.71	['350', '350.1']	['325', '325.1']
R25.9	Unspecified abnormal involuntary movements	abnormal involuntary movements	HP_0004305	Involuntary movements	85.71	['350', '350.1']	['325', '325.1']
R26	Abnormalities of gait and mobility	abnormalities of gait and mobility	HP_0001288	Gait disturbance	80.0		['325', '325.2']
R26.0	Ataxic gait	ataxic gait	HP_0002066	Gait ataxia	100.0	['350', '350.2']	['325', '325.2', '325.25']
R26.8	Other abnormalities of gait and mobility	other abnormalities of gait and mobility	HP_0001288	Gait disturbance	80.0	['350', '350.2']	['325', '325.2']
R26.89	Other abnormalities of gait and mobility	other abnormalities of gait and mobility	HP_0001288	Gait disturbance	80.0	['350', '350.2']	['325', '325.2']
R26.9	Unspecified abnormalities of gait and mobility	abnormalities of gait and mobility	HP_0001288	Gait disturbance	80.0	['350', '350.2']	['325', '325.2']
R27.0	Ataxia, unspecified	ataxia	HP_0001251	Ataxia	100.0	['350', '350.3']	['325', '325.3']
R29.0	Tetany	tetany	HP_0001281	Tetany	100.0	['350', '350.1']	['350', '350.1']
R29.2	Abnormal reflex	abnormal reflex	HP_0031826	Abnormal reflex	100.0	['350', '350.5']	['350', '350.3']
R29.3	Abnormal posture	abnormal posture	HP_0002533	Abnormal posturing	100.0	['781', '781.2']	['350', '350.4']
R29.810	Facial weakness	facial weakness	HP_0030319	Weakness of facial musculature	100.0	['772', '772.6']	['334', '334.2', '334.23']
R29.890	Loss of height	loss of height	HP_0001824	Weight loss	83.33	['781', '781.1']	['731', '731.1']
R30.0	Dysuria	dysuria	HP_0100518	Dysuria	100.0	['599', '599.3']	['594', '594.2']
R31	Hematuria	hematuria	HP_0000790	Hematuria	100.0	['593']	['593']
R31.0	Gross hematuria	gross hematuria	HP_0012587	Macroscopic hematuria	100.0	['593', '593.1']	['593', '593.1']
R31.2	Other microscopic hematuria	other microscopic hematuria	HP_0002907	Microscopic hematuria	100.0	['593', '593.2']	['593', '593.2']
R31.29	Other microscopic hematuria	other microscopic hematuria	HP_0002907	Microscopic hematuria	100.0	['593', '593.2']	['593', '593.2']
R31.9	Hematuria, unspecified	hematuria	HP_0000790	Hematuria	100.0	['593']	['593']
R32	Unspecified urinary incontinence	urinary incontinence	HP_0000020	Urinary incontinence	100.0	['599', '599.4']	['594', '594.3']
R33	Retention of urine	retention of urine	HP_0000016	Urinary retention	81.48	['599', '599.2']	['594', '594.1']
R33.8	Other retention of urine	other retention of urine	HP_0000016	Urinary retention	81.48	['599', '599.2']	['594', '594.1']
R33.9	Retention of urine, unspecified	retention of urine	HP_0000016	Urinary retention	81.48	['599', '599.2']	['594', '594.1']
R35	Polyuria	polyuria	HP_0000103	Polyuria	100.0	['599', '599.5']	['594', '594.4']
R35.1	Nocturia	nocturia	HP_0000017	Nocturia	100.0	['599', '599.5']	['594', '594.4', '594.41']
R35.8	Other polyuria	other polyuria	HP_0000103	Polyuria	100.0	['599', '599.5']	['594', '594.4']
R37	Sexual dysfunction, unspecified	sexual dysfunction	HP_0040307	Male sexual dysfunction	86.49	['302']	['294']
R39.15	Urgency of urination	urgency of urination	HP_0000012	Urinary urgency	81.48	['599', '599.9']	['594', '594.6']
R40.2	Coma	coma	HP_0001259	Coma	100.0	['348', '348.7']	['355', '355.1']
R40.20	Unspecified coma	coma	HP_0001259	Coma	100.0	['348', '348.7']	['355', '355.1']
R41.0	Disorientation, unspecified	disorientation	HP_0001289	Confusion	100.0	['292', '292.4']	['329']
R41.1	Anterograde amnesia	anterograde amnesia	HP_0033689	Anterograde memory impairment	100.0	['292', '292.3']	['329', '329.1']
R41.2	Retrograde amnesia	retrograde amnesia	HP_0033690	Retrograde memory impairment	100.0	['292', '292.3']	['329', '329.1']
R41.841	Cognitive communication deficit	cognitive communication deficit	HP_0100543	Cognitive impairment	81.08	['292', '292.1']	['329', '329.4', '329.42']
R43.0	Anosmia	anosmia	HP_0000458	Anosmia	100.0	['350', '350.6']	['352', '352.1']
R43.2	Parageusia	parageusia	HP_0031249	Parageusia	100.0	['350', '350.6']	['352', '352.3']
R44.0	Auditory hallucinations	auditory hallucinations	HP_0008765	Auditory hallucinations	100.0	['292', '292.6']	['353', '353.1', '353.11']
R44.1	Visual hallucinations	visual hallucinations	HP_0002367	Visual hallucinations	100.0	['368', '368.9', '368.91']	['353', '353.1', '353.12']
R44.2	Other hallucinations	other hallucinations	HP_0000738	Hallucinations	100.0	['292', '292.6']	['353', '353.1']
R44.3	Hallucinations, unspecified	hallucinations	HP_0000738	Hallucinations	100.0	['292', '292.6']	['353', '353.1']
R45.5	Hostility	hostility	HP_0031473	Hostility	100.0	['300']	['308', '308.9']
R45.6	Violent behavior	violent behavior	HP_0008760	Violent behavior	100.0	['300']	['308', '308.9']
R45.81	Low self-esteem	low self-esteem	HP_0031469	Low self esteem	100.0	['315']	['308']
R45.84	Anhedonia	anhedonia	HP_0012154	Anhedonia	100.0	['1005']	['308', '308.4']
R45.85	Homicidal and suicidal ideations	homicidal and suicidal ideations	HP_0031589	Suicidal ideation	82.93		['308']
R45.851	Suicidal ideations	suicidal ideations	HP_0031589	Suicidal ideation	100.0	['297', '297.1']	['284', '284.1']
R45.86	Emotional lability	emotional lability	HP_0000712	Emotional lability	100.0	['1004']	['308', '308.3']
R45.87	Impulsiveness	impulsiveness	HP_0100710	Impulsivity	100.0	['1004']	['308', '308.2']
R46.81	Obsessive-compulsive behavior	obsessive-compulsive behavior	HP_0000722	Obsessive-compulsive behavior	100.0	['1019']	['289']
R47.01	Aphasia	aphasia	HP_0002381	Aphasia	100.0	['292', '292.1', '292.11']	['356', '356.2']
R47.02	Dysphasia	dysphasia	HP_0002357	Dysphasia	100.0	['292', '292.1']	['356', '356.2']
R47.81	Slurred speech	slurred speech	HP_0001350	Slurred speech	100.0	['292', '292.1']	['356', '356.4']
R48.1	Agnosia	agnosia	HP_0010524	Agnosia	100.0	['292', '292.1', '292.12']	['894']
R48.2	Apraxia	apraxia	HP_0002186	Apraxia	100.0	['292', '292.1', '292.12']	['894', '894.2']
R48.3	Visual agnosia	visual agnosia	HP_0030222	Visual agnosia	100.0	['368', '368.9', '368.91']	['894']
R49.0	Dysphonia	dysphonia	HP_0001618	Dysphonia	100.0	['473', '473.4']	['494', '494.1']
R49.1	Aphonia	aphonia	HP_0001686	Loss of voice	100.0	['473', '473.4']	['494', '494.2']
R50.9	Fever, unspecified	fever	HP_0001945	Fever	100.0	['783']	['805']
R51	Headache	headache	HP_0002315	Headache	100.0	['339']	['331', '331.8']
R51.9	Headache, unspecified	headache	HP_0002315	Headache	100.0		['331', '331.8']
R52	Pain, unspecified	pain	HP_0012531	Pain	100.0	['338', '338.1']	['809']
R53.82	Chronic fatigue, unspecified	chronic fatigue	HP_0012432	Chronic fatigue	100.0	['798', '798.1']	['807', '807.1']
R53.83	Other fatigue	other fatigue	HP_0012378	Fatigue	100.0	['798']	['807']
R56.0	Febrile convulsions	febrile convulsions	HP_0002373	Febrile seizure (within the age range of 3 months to 6 years)	100.0	['345', '345.3']	['330', '330.3', '330.31']
R56.00	Simple febrile convulsions	simple febrile convulsions	HP_0011171	Simple febrile seizure	100.0	['345', '345.3']	['330', '330.3', '330.31']
R56.01	Complex febrile convulsions	complex febrile convulsions	HP_0011172	Complex febrile seizure	100.0	['345', '345.3']	['330', '330.3', '330.31']
R57.0	Cardiogenic shock	cardiogenic shock	HP_0030149	Cardiogenic shock	100.0	['797', '797.1']	['810', '810.1']
R57.1	Hypovolemic shock	hypovolemic shock	HP_0031274	Hypovolemic shock	100.0	['797']	['810']
R57.8	Other shock	other shock	HP_0031273	Shock	100.0	['797']	['810']
R57.9	Shock, unspecified	shock	HP_0031273	Shock	100.0	['797']	['810']
R59	Enlarged lymph nodes	enlarged lymph nodes	HP_0025043	Enlarged mesenteric lymph node	80.0	['289', '289.4']	['177', '177.2']
R59.1	Generalized enlarged lymph nodes	generalized enlarged lymph nodes	HP_0025043	Enlarged mesenteric lymph node	82.35	['289', '289.4']	['177', '177.2']
R59.9	Enlarged lymph nodes, unspecified	enlarged lymph nodes	HP_0025043	Enlarged mesenteric lymph node	80.0	['289', '289.4']	['177', '177.2']
R60.1	Generalized edema	generalized edema	HP_0007430	Generalized edema	100.0	['782', '782.3']	['812', '812.1']
R60.9	Edema, unspecified	edema	HP_0000969	Edema	100.0	['782', '782.3']	['812']
R61	Generalized hyperhidrosis	generalized hyperhidrosis	HP_0000975	Hyperhidrosis	81.25	['705', '705.8']	['685', '685.8', '685.82']
R62.51	Failure to thrive (child)	failure to thrive child	HP_0001508	Failure to thrive	82.35	['264', '264.2']	['890', '890.1']
R62.52	Short stature (child)	short stature child	HP_0003502	Mild short stature	86.49	['264', '264.1']	['890', '890.3']
R62.7	Adult failure to thrive	adult failure to thrive	HP_0001508	Failure to thrive	82.35	['260', '260.3']	['230', '230.7']
R63.0	Anorexia	anorexia	HP_0002039	Anorexia	100.0	['260', '260.6']	['230', '230.3']
R63.1	Polydipsia	polydipsia	HP_0001959	Polydipsia	100.0	['276', '276.8']	['257']
R63.2	Polyphagia	polyphagia	HP_0002591	Polyphagia	100.0	['260', '260.7']	['293', '293.4']
R63.3	Feeding difficulties	feeding difficulties	HP_0011968	Feeding difficulties	100.0	['1002']	['815']
R64	Cachexia	cachexia	HP_0004326	Cachexia	100.0	['260', '260.1']	['230', '230.4']
R68.2	Dry mouth, unspecified	dry mouth	HP_0000217	Xerostomia	100.0	['527', '527.7']	['506', '506.5', '506.51']
R68.3	Clubbing of fingers	clubbing of fingers	HP_0100759	Clubbing of fingers	100.0	['781']	['813']
R68.82	Decreased libido	decreased libido	HP_0046504	Decreased libido	100.0	['302', '302.1']	['294']
R68.84	Jaw pain	jaw pain	HP_0040264	Jaw pain	100.0	['526']	['734', '734.9']
R70.0	Elevated erythrocyte sedimentation rate	elevated erythrocyte sedimentation rate	HP_0003565	Elevated erythrocyte sedimentation rate	100.0	['790', '790.1']	['820']
R71	Abnormality of red blood cells	abnormality of red blood cells	HP_0001877	Abnormal erythrocyte morphology	100.0	['289', '289.9']	['821']
R71.8	Other abnormality of red blood cells	other abnormality of red blood cells	HP_0001877	Abnormal erythrocyte morphology	100.0	['289', '289.9']	['821']
R73.02	Impaired glucose tolerance (oral)	impaired glucose tolerance oral	HP_0040270	Impaired glucose tolerance	88.89	['250', '250.4', '250.41']	['204', '204.2']
R73.9	Hyperglycemia, unspecified	hyperglycemia	HP_0003074	Hyperglycemia	100.0	['250', '250.4', '250.42']	['204']
R77.0	Abnormality of albumin	abnormality of albumin	HP_0012116	Abnormal circulating albumin concentration	83.33	['790']	['824', '824.1']
R77.2	Abnormality of alphafetoprotein	abnormality of alphafetoprotein	HP_0045056	Abnormal levels of alpha-fetoprotein	83.64	['790']	['824', '824.3']
