CUI	ICD9_code	ICD9_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList	ICD9_simpleLabel	phecodeXupdated_codeList
C1542178	823.1	Fracture of upper end of tibia and fibula, open	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	fracture of upper end of tibia and fibula open	['MS_745.1']
C1542178	823.02	Closed fracture of upper end of fibula with tibia	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	closed fracture of upper end of fibula with tibia	['MS_745.1']
C1542178	823.01	Closed fracture of upper end of fibula alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	closed fracture of upper end of fibula alone	['MS_745.1']
C1542178	823.31	Open fracture of shaft of fibula alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	open fracture of shaft of fibula alone	['MS_745.1']
C1542178	823.00	Closed fracture of upper end of tibia alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	closed fracture of upper end of tibia alone	['MS_745.1']
C1542178	825.2	Fracture of other tarsal and metatarsal bones, closed	HP_0041081	Fractured lower leg	['801']	['T825']	fracture of other tarsal and metatarsal bones closed	['MS_745.4']
C1542178	823.80	Closed fracture of unspecified part of tibia alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	closed fracture ofpart of tibia alone	['MS_745.1']
C1542178	825.32	Open fracture of navicular [scaphoid], foot	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of navicular scaphoid foot	['MS_745.4']
C1542178	825.33	Open fracture of cuboid	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of cuboid	['MS_745.4']
C1542178	825.34	Open fracture of cuneiform, foot	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of cuneiform foot	['MS_745.4']
C1542178	825.35	Open fracture of metatarsal bone(s)	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of metatarsal bones	['MS_745.4']
C1542178	825.39	Other open fracture of tarsal and metatarsal bones	HP_0041081	Fractured lower leg	['801']	['T825']	other open fracture of tarsal and metatarsal bones	['MS_745.4']
C1542178	826	Fracture of one or more phalanges of foot	HP_0041081	Fractured lower leg	['801']	['T825']	fracture of one or more phalanges of foot	['MS_745.4']
C1542178	826.0	Closed fracture of one or more phalanges of foot	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of one or more phalanges of foot	['MS_745.4']
C1542178	826.1	Open fracture of one or more phalanges of foot	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of one or more phalanges of foot	['MS_745.4']
C1542178	827	Other, multiple, and ill-defined fractures of lower limb	HP_0041081	Fractured lower leg	['800']	['T820']	other multiple and ill-defined fractures of lower limb	['MS_745.1']
C1542178	827.0	Other, multiple and ill-defined fractures of lower limb, closed	HP_0041081	Fractured lower leg	['800']	['T820']	other multiple and ill-defined fractures of lower limb closed	['MS_745.1']
C1542178	827.1	Other, multiple and ill-defined fractures of lower limb, open	HP_0041081	Fractured lower leg	['800']	['T820']	other multiple and ill-defined fractures of lower limb open	['MS_745.1']
C1542178	828	Multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum	HP_0041081	Fractured lower leg	['809']	['T828']	multiple fractures involving both lower limbs lower with upper limb and lower limbs with ribs and sternum	['MS_745']
C1542178	825.20	Closed fracture of unspecified bone(s) of foot [except toes]	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture ofbones of foot except toes	['MS_745.4']
C1542178	828.0	Closed multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum	HP_0041081	Fractured lower leg	['809']	['T828']	closed multiple fractures involving both lower limbs lower with upper limb and lower limbs with ribs and sternum	['MS_745']
C1542178	829	Fracture of unspecified bones	HP_0041081	Fractured lower leg	['809']	['T829']	fracture ofbones	['MS_745']
C1542178	829.0	Fracture of unspecified bone, closed	HP_0041081	Fractured lower leg	['809']	['T829']	fracture ofbone closed	['MS_745']
C1542178	829.1	Fracture of unspecified bone, open	HP_0041081	Fractured lower leg	['809']	['T829']	fracture ofbone open	['MS_745']
C1542178	820.80	Fracture of unspecified part of neck of femur, closed *	HP_0041081	Fractured lower leg	['800', '800.1']		fracture ofpart of neck of femur closed 	
C1542178	825.3	Fracture of other tarsal and metatarsal bones, open	HP_0041081	Fractured lower leg	['801']	['T825']	fracture of other tarsal and metatarsal bones open	['MS_745.4']
C1542178	823.81	Closed fracture of unspecified part of fibula alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	closed fracture ofpart of fibula alone	['MS_745.1']
C1542178	825.29	Other closed fracture of tarsal and metatarsal bones	HP_0041081	Fractured lower leg	['801']	['T825']	other closed fracture of tarsal and metatarsal bones	['MS_745.4']
C1542178	825.25	Closed fracture of metatarsal bone(s)	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of metatarsal bones	['MS_745.4']
C1542178	825.24	Closed fracture of cuneiform, foot	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of cuneiform foot	['MS_745.4']
C1542178	825.23	Closed fracture of cuboid	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of cuboid	['MS_745.4']
C1542178	825.22	Closed fracture of navicular [scaphoid], foot	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of navicular scaphoid foot	['MS_745.4']
C1542178	825.21	Closed fracture of astragalus	HP_0041081	Fractured lower leg	['801']	['T825']	closed fracture of astragalus	['MS_745.4']
C1542178	828.1	Open multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum	HP_0041081	Fractured lower leg	['809']	['T828']	open multiple fractures involving both lower limbs lower with upper limb and lower limbs with ribs and sternum	['MS_745']
C1542178	823.0	Fracture of upper end of tibia and fibula, closed	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	fracture of upper end of tibia and fibula closed	['MS_745.1']
C1542178	823	Fracture of tibia and fibula	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	fracture of tibia and fibula	['MS_745.1']
C1542178	822.1	Open fracture of patella	HP_0041081	Fractured lower leg	['800', '800.4']	['T820.3']	open fracture of patella	['MS_745.1']
C1542178	825.31	Open fracture of astragalus	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture of astragalus	['MS_745.4']
C1542178	820.21	Closed fracture of intertrochanteric section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of intertrochanteric section of neck of femur	['MS_745.11']
C1542178	820.20	Closed fracture of trochanteric section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of trochanteric section of neck of femur	['MS_745.11']
C1542178	820.2	Pertrochanteric fracture of femur, closed	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	pertrochanteric fracture of femur closed	['MS_745.11']
C1542178	820.19	Other open transcervical fracture of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	other open transcervical fracture of neck of femur	['MS_745.11']
C1542178	820.13	Open fracture of base of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of base of neck of femur	['MS_745.11']
C1542178	820.12	Open fracture of midcervical section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of midcervical section of neck of femur	['MS_745.11']
C1542178	820.11	Open fracture of epiphysis (separation) (upper) of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of epiphysis separation upper of neck of femur	['MS_745.11']
C1542178	820.10	Open fracture of intracapsular section of neck of femur, unspecified	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of intracapsular section of neck of femur	['MS_745.11']
C1542178	820.1	Transcervical fracture, open	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	transcervical fracture open	['MS_745.11']
C1542178	820.09	Other closed transcervical fracture of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	other closed transcervical fracture of neck of femur	['MS_745.11']
C1542178	820.3	Pertrochanteric fracture of femur, open	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	pertrochanteric fracture of femur open	['MS_745.11']
C1542178	820.03	Closed fracture of base of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of base of neck of femur	['MS_745.11']
C1542178	820.01	Closed fracture of epiphysis (separation) (upper) of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of epiphysis separation upper of neck of femur	['MS_745.11']
C1542178	820.00	Closed fracture of intracapsular section of neck of femur, unspecified	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of intracapsular section of neck of femur	['MS_745.11']
C1542178	820.0	Transcervical fracture, closed	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	transcervical fracture closed	['MS_745.11']
C1542178	820	Fracture of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	fracture of neck of femur	['MS_745.11']
C1542178	824.2	Fracture of lateral malleolus, closed	HP_0041081	Fractured lower leg	['801', '801.1']	['T824']	fracture of lateral malleolus closed	['MS_745.1']
C1542178	824.1	Fracture of medial malleolus, open	HP_0041081	Fractured lower leg	['801', '801.1']	['T824']	fracture of medial malleolus open	['MS_745.1']
C1542178	824.0	Fracture of medial malleolus, closed	HP_0041081	Fractured lower leg	['801', '801.1']	['T824']	fracture of medial malleolus closed	['MS_745.1']
C1542178	824	Fracture of ankle	HP_0041081	Fractured lower leg	['801', '801.1']	['T824']	fracture of ankle	['MS_745.1']
C1542178	823.92	Open fracture of unspecified part of fibula with tibia	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	open fracture ofpart of fibula with tibia	['MS_745.1']
C1542178	823.91	Open fracture of unspecified part of fibula alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	open fracture ofpart of fibula alone	['MS_745.1']
C1542178	823.90	Open fracture of unspecified part of tibia alone	HP_0041081	Fractured lower leg	['800', '800.3']	['T820.4']	open fracture ofpart of tibia alone	['MS_745.1']
C1542178	820.02	Closed fracture of midcervical section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture of midcervical section of neck of femur	['MS_745.11']
C1542178	820.30	Open fracture of trochanteric section of neck of femur, unspecified	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of trochanteric section of neck of femur	['MS_745.11']
C1542178	820.22	Closed fracture of subtrochanteric section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture of subtrochanteric section of neck of femur	['MS_745.11']
C1542178	820.32	Open fracture of subtrochanteric section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture of subtrochanteric section of neck of femur	['MS_745.11']
C1542178	822.0	Closed fracture of patella	HP_0041081	Fractured lower leg	['800', '800.4']	['T820.3']	closed fracture of patella	['MS_745.1']
C1542178	822	Fracture of patella	HP_0041081	Fractured lower leg	['800', '800.4']	['T820.3']	fracture of patella	['MS_745.1']
C1542178	821.39	Other open fracture of lower end of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	other open fracture of lower end of femur	['MS_745.11']
C1542178	821.33	Open supracondylar fracture of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open supracondylar fracture of femur	['MS_745.11']
C1542178	821.32	Open fracture of epiphysis. Lower (separation) of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture of epiphysis. lower separation of femur	['MS_745.11']
C1542178	821.31	Open fracture of condyle, femoral	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture of condyle femoral	['MS_745.11']
C1542178	821.30	Open fracture of lower end of femur, unspecified part	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture of lower end of femurpart	['MS_745.11']
C1542178	821.3	Fracture of lower end of femur, open	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	fracture of lower end of femur open	['MS_745.11']
C1542178	821.29	Other closed fracture of lower end of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	other closed fracture of lower end of femur	['MS_745.11']
C1542178	820.31	Open fracture of intertrochanteric section of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture of intertrochanteric section of neck of femur	['MS_745.11']
C1542178	821.22	Closed fracture of epiphysis, lower (separation) of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture of epiphysis lower separation of femur	['MS_745.11']
C1542178	824.4	Bimalleolar fracture, closed	HP_0041081	Fractured lower leg	['801', '801.1']	['T824']	bimalleolar fracture closed	['MS_745.1']
C1542178	821.23	Closed supracondylar fracture of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed supracondylar fracture of femur	['MS_745.11']
C1542178	821.20	Closed fracture of lower end of femur, unspecified part	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture of lower end of femurpart	['MS_745.11']
C1542178	820.8	Closed fracture of unspecified part of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	closed fracture ofpart of neck of femur	['MS_745.11']
C1542178	820.9	Open fracture of unspecified part of neck of femur	HP_0041081	Fractured lower leg	['800', '800.1']	['T820.1']	open fracture ofpart of neck of femur	['MS_745.11']
C1542178	821	Fracture of other and unspecified parts of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	fracture of other andparts of femur	['MS_745.11']
C1542178	821.0	Fracture of shaft or unspecified part of femur, closed	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	fracture of shaft orpart of femur closed	['MS_745.11']
C1542178	821.00	Closed fracture of unspecified part of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture ofpart of femur	['MS_745.11']
C1542178	821.21	Closed fracture of condyle, femoral	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture of condyle femoral	['MS_745.11']
C1542178	825.30	Open fracture of unspecified bone(s) of foot [except toes]	HP_0041081	Fractured lower leg	['801']	['T825']	open fracture ofbones of foot except toes	['MS_745.4']
C1542178	821.01	Closed fracture of shaft of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	closed fracture of shaft of femur	['MS_745.11']
C1542178	821.1	Fracture of shaft or unspecified part of femur, open	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	fracture of shaft orpart of femur open	['MS_745.11']
C1542178	821.10	Open fracture of unspecified part of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture ofpart of femur	['MS_745.11']
C1542178	821.11	Open fracture of shaft of femur	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	open fracture of shaft of femur	['MS_745.11']
C1542178	821.2	Fracture of lower end of femur, closed	HP_0041081	Fractured lower leg	['800', '800.2']	['T820.1']	fracture of lower end of femur closed	['MS_745.11']
C1561643	585	Chronic kidney disease (CKD)	HP_0012622	Chronic kidney disease	['585', '585.3']	['583']	chronic kidney disease ckd	['GU_582.2']
C1561643	585.9	Chronic kidney disease, unspecified	HP_0012622	Chronic kidney disease	['585', '585.3']	['583']	chronic kidney disease	['GU_582.2']
C1691215	752.61	Hypospadias	HP_0003244	Penile hypospadias	['751', '751.1', '751.12']	['771', '771.2', '771.21']	hypospadias	['CM_760.221']
C1704272	600.0	Hypertrophy (benign) of prostate	HP_0008711	Benign prostatic hyperplasia	['600']	['600']	hypertrophy benign of prostate	['GU_602.1']
C1720771	603.9	Hydrocele, unspecified	HP_0100673	Vaginal hydrocele	['603', '603.1']	['603', '603.1']	hydrocele	['GU_603.1']
C1720771	603	Hydrocele	HP_0100673	Vaginal hydrocele	['603', '603.1']	['603', '603.1']	hydrocele	['GU_603.1']
C1720771	603.9	Hydrocele, unspecified	HP_0000034	Hydrocele testis	['603', '603.1']	['603', '603.1']	hydrocele	['GU_603.1']
C1720771	603	Hydrocele	HP_0000034	Hydrocele testis	['603', '603.1']	['603', '603.1']	hydrocele	['GU_603.1']
C1739395	429.83	Takotsubo syndrome	HP_0011665	Takotsubo cardiomyopathy	['425', '425.8']	['414', '414.9']	takotsubo syndrome	['CV_414.9']
C1761613	372.71	Hyperemia of conjunctiva	HP_0030953	Conjunctival hyperemia	['372']	['366', '366.4', '366.42']	hyperemia of conjunctiva	['SO_366.42']
C1841680	752.47	Longitudinal vaginal septum	HP_0008740	Longitudinal vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	longitudinal vaginal septum	['CM_760.152']
C1856006	752.46	Transverse vaginal septum	HP_0000145	Transverse vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	transverse vaginal septum	['CM_760.152']
C1861783	447.4	Celiac artery compression syndrome	HP_0012327	Celiac artery compression	['447']	['443', '443.2']	celiac artery compression syndrome	['CV_443.2']
C1955781	415.12	Septic pulmonary embolism	HP_0033639	Septic pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']	septic pulmonary embolism	['CV_440.3']
C2004435	557.9	Unspecified vascular insufficiency of intestine	HP_0033404	Intestinal ischemia	['441']	['437']	vascular insufficiency of intestine	['GI_517']
C2004435	557	Vascular insufficiency of intestine	HP_0033404	Intestinal ischemia	['441']	['437']	vascular insufficiency of intestine	['GI_517']
C2004487	625.1	Vaginismus	HP_0030017	Vaginismus	['625', '625.1']	['625', '625.1']	vaginismus	['GU_625.4']
C2227090	524.01	Major anomalies of jaw size, maxillary hyperplasia	HP_0430028	Hyperplasia of the maxilla	['526', '526.3']	['733', '733.1', '733.11']	major anomalies of jaw size maxillary hyperplasia	['MS_733.111']
C2266788	704.42	Trichilemmal cyst	HP_0025246	Trichilemmal cyst	['704']	['682', '682.1', '682.12']	trichilemmal cyst	['DE_682.12']
C2699510	755.58	Cleft hand, congenital	HP_0100257	Ectrodactyly	['755', '755.3']	['785', '785.2']	cleft hand congenital	['CM_767.21']
C2699510	755.58	Cleft hand, congenital	HP_0001171	Split hand	['755', '755.3']	['785', '785.2']	cleft hand congenital	['CM_767.21']
C2711630	279.2	Combined immunity deficiency	HP_0005387	Combined immunodeficiency	['279', '279.1']	['179', '179.3']	combined immunity deficiency	['GE_969.12']
C2720437	832	Dislocation of elbow	HP_0003042	Elbow dislocation	['830']	['T830.3']	dislocation of elbow	['MS_740.3']
C2748203	379.27	Vitreomacular adhesion	HP_0031150	Vitreomacular adhesion	['379', '379.2']	['376', '376.4']	vitreomacular adhesion	['SO_376.4']
C2937358	431	Intracerebral hemorrhage	HP_0001342	Cerebral hemorrhage	['430', '430.2']	['430', '430.2', '431', '431.1', '431.12']	intracerebral hemorrhage	['CV_430.2', 'CV_431.12']
C2981140	365.14	Glaucoma of childhood	HP_0001087	Developmental glaucoma	['365', '365.1']	['375', '375.1', '753', '753.9']	glaucoma of childhood	['SO_375.1', 'CM_751.4']
C3161330	318.2	Profound intellectual disabilities	HP_0002187	Intellectual disability, profound	['315', '315.3']	['892', '892.6', '892.63']	profound intellectual disabilities	['MB_300.4']
C3278433	833	Dislocation of wrist	HP_0003994	Dislocated wrist	['830']	['T830.4']	dislocation of wrist	['MS_740.4']
C3463824	238.75	Myelodysplastic syndrome, unspecified	HP_0002863	Myelodysplasia	['200']	['120', '124', '124.6']	myelodysplastic syndrome	['CA_120', 'CA_124.6']
C3536714	753.15	Renal dysplasia	HP_0000110	Renal dysplasia	['751', '751.2', '751.21']	['773', '773.2']	renal dysplasia	['CM_761.12']
C3537055	685.0	Pilonidal cyst with abscess	HP_0010771	Pilonidal abscess	['686.3']	['660', '660.7']	pilonidal cyst with abscess	['DE_682.2']
C3665439	366.17	Total or mature cataract	HP_0010700	obsolete Total cataract	['366', '366.2']	['371']	total or mature cataract	['SO_371']
C3665596	078.1	Viral warts	HP_0200043	Verrucae	['078']	['056', '089', '089.2']	viral warts	['ID_056', 'ID_089.2']
C3714756	318.0	Moderate intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6', '892.62']	moderate intellectual disabilities	['MB_300.2']
C3714756	317	Mild intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6', '892.61']	mild intellectual disabilities	['MB_300.1']
C3714756	318	Other specified intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6']	other specified intellectual disabilities	['MB_300']
C3714756	319	Unspecified intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6']	intellectual disabilities	['MB_300']
C3714756	318.2	Profound intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6', '892.63']	profound intellectual disabilities	['MB_300.4']
C3714756	318.1	Severe intellectual disabilities	HP_0001249	Intellectual disability	['315', '315.3']	['892', '892.6', '892.63']	severe intellectual disabilities	['MB_300.3']
C3874311	569.87	Vomiting of fecal matter	HP_0025089	Feculent vomiting	['569']	['528', '528.2', '528.21']	vomiting of fecal matter	['GI_528.2']
C3887875	368.40	Visual field defect, unspecified	HP_0001123	Visual field defect	['368.4']	['386', '386.4']	visual field defect	['SO_386.4']
C3887875	368.4	Visual field defects	HP_0001123	Visual field defect	['368.4']	['386', '386.4']	visual field defects	['SO_386.4']
C4282165	785.6	Enlargement of lymph nodes	HP_0002716	Lymphadenopathy	['289.4']	['177', '177.2']	enlargement of lymph nodes	['BI_177.2']
C4520843	372.40	Pterygium, unspecified	HP_0001059	Pterygium	['372']	['366', '366.1']	pterygium	['SO_366.1']
C4520843	372.4	Pterygium	HP_0001059	Pterygium	['372']	['366', '366.1']	pterygium	['SO_366.1']
C4551492	752.64	Micropenis	HP_0000054	Micropenis	['751', '751.1', '751.12']	['771', '771.2', '771.23']	micropenis	['CM_760.223']
C4551507	743.20	Buphthalmos, unspecified	HP_0000557	Buphthalmos	['753']	['753', '753.3']	buphthalmos	['CM_751.4']
C4551507	743.2	Buphthalmos	HP_0000557	Buphthalmos	['753']	['753', '753.3']	buphthalmos	['CM_751.4']
C4551519	378.54	Sixth or abducens nerve palsy	HP_0011349	obsolete Abducens palsy	['378', '378.5']	['334', '334.4', '334.44', '381', '381.1']	sixth or abducens nerve palsy	['NS_334.44', 'SO_381.1']
C4551519	378.54	Sixth or abducens nerve palsy	HP_0006897	Abducens palsy	['378', '378.5']	['334', '334.4', '334.44', '381', '381.1']	sixth or abducens nerve palsy	['NS_334.44', 'SO_381.1']
C4551629	754.62	Talipes calcaneovalgus	HP_0005850	Congenital talipes calcaneovalgus	['755', '755.1']	['784', '784.1', '784.13']	talipes calcaneovalgus	['CM_766.21']
C4551631	751.62	Congenital cystic disease of liver	HP_0006706	Cystic liver disease	['750', '750.2', '750.22']	['766', '766.2']	congenital cystic disease of liver	['CM_758.22']
C4551650	530.3	Stricture and stenosis of esophagus	HP_0002043	Esophageal stricture	['530', '530.3']	['514', '514.1']	stricture and stenosis of esophagus	['GI_514.1']
C4551691	598.9	Urethral stricture, unspecified	HP_0012227	Urethral stricture	['597', '597.1']	['597', '597.1']	urethral stricture	['GU_597.1']
C4551691	598	Urethral stricture	HP_0012227	Urethral stricture	['592', '592.3']	['592', '592.3', '597', '597.1']	urethral stricture	['GU_592.3', 'GU_597.1']
C4551722	742.0	Encephalocele	HP_0002084	Encephalocele	['752', '752.1']	['751', '751.3']	encephalocele	['CM_750.24']
C4551903	747.41	Total anomalous pulmonary venous connection	HP_0005160	Total anomalous pulmonary venous return	['747', '747.1', '747.13']	['781', '781.4', '781.41']	total anomalous pulmonary venous connection	['CM_763.6']
C4721400	378.4	Heterophoria	HP_0032011	Heterophoria	['378', '378.1']	['381', '381.8']	heterophoria	['SO_381.8']
C4721400	378.40	Heterophoria, unspecified	HP_0032011	Heterophoria	['378', '378.1']	['381', '381.8']	heterophoria	['SO_381.8']
C4721453	357.4	Polyneuropathy in other diseases classified elsewhere	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.8']	polyneuropathy in other diseases classified elsewhere	['NS_337']
C4721453	357.5	Alcoholic polyneuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['317', '317.1']	['280', '280.1', '337', '337.3', '337.32']	alcoholic polyneuropathy	['MB_280.1', 'NS_337.3']
C4721453	357.6	Polyneuropathy due to drugs	HP_0000759	Abnormal peripheral nervous system morphology	['316', '316.1']	['337', '337.3', '337.31']	polyneuropathy due to drugs	['NS_337.3']
C4721453	357.7	Polyneuropathy due to other toxic agents	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.3']	polyneuropathy due to other toxic agents	['NS_337.3']
C4721453	357.8	Other inflammatory and toxic neuropathies	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337']	other inflammatory and toxic neuropathies	['NS_337']
C4721453	357.81	Chronic inflammatory demyelinating polyneuritis	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.2', '337.22']	chronic inflammatory demyelinating polyneuritis	['NS_337.22']
C4721453	357.89	Other inflammatory and toxic neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337']	other inflammatory and toxic neuropathy	['NS_337']
C4721453	357.82	Critical illness polyneuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.4']	critical illness polyneuropathy	['NS_337.4']
C4721453	358.00	Myasthenia gravis without (acute) exacerbation	HP_0000759	Abnormal peripheral nervous system morphology	['358', '358.1']	['181', '338', '338.1']	myasthenia gravis without acute exacerbation	['BI_181', 'NS_338.1']
C4721453	358.0	Myasthenia gravis	HP_0000759	Abnormal peripheral nervous system morphology	['358', '358.1']	['181', '338', '338.1']	myasthenia gravis	['BI_181', 'NS_338.1']
C4721453	358	Myoneural disorders	HP_0000759	Abnormal peripheral nervous system morphology	['358']	['338']	myoneural disorders	['BI_181', 'NS_338']
C4721453	357.9	Unspecified inflammatory and toxic neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337']	inflammatory and toxic neuropathy	['NS_337']
C4721453	356.4	Idiopathic progressive polyneuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1', '337.12']	idiopathic progressive polyneuropathy	['NS_337.6']
C4721453	356.3	Refsum's disease	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1', '337.11']	refsums disease	['GE_965.5']
C4721453	356.2	Hereditary sensory neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1', '337.11']	hereditary sensory neuropathy	['GE_972.11']
C4721453	356.1	Peroneal muscular atrophy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1', '337.11']	peroneal muscular atrophy	['GE_972.11']
C4721453	356.0	Hereditary peripheral neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1', '337.11']	hereditary peripheral neuropathy	['GE_972.11']
C4721453	356	Hereditary and idiopathic peripheral neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1']	hereditary and idiopathic peripheral neuropathy	['GE_972.1']
C4721453	356.9	Unspecified hereditary and idiopathic peripheral neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1']	hereditary and idiopathic peripheral neuropathy	['GE_972.1']
C4721453	357	Inflammatory and toxic neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.2']	inflammatory and toxic neuropathy	['NS_337.2']
C4721453	356.8	Other specified idiopathic peripheral neuropathy	HP_0000759	Abnormal peripheral nervous system morphology	['356']	['337', '337.1']	other specified idiopathic peripheral neuropathy	['GE_972.1']
C4721453	357.0	Acute infective polyneuritis	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['181', '337', '337.2', '337.21']	acute infective polyneuritis	['BI_181', 'NS_337.21']
C4721453	357.1	Polyneuropathy in collagen vascular disease	HP_0000759	Abnormal peripheral nervous system morphology	['357']	['337', '337.8']	polyneuropathy in collagen vascular disease	['NS_337']
