phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	hpo_simpleLabel	hpo_original
809.2	Chronic pain	chronic pain	Signs/Symptoms	HP_0012532	Chronic pain	chronic pain	True
367.7	Scleritis	scleritis	Eye	HP_0100532	Scleritis	scleritis	True
368.1	Scleral staphyloma	scleral staphyloma	Eye	HP_0030854	Scleral staphyloma	scleral staphyloma	True
367.52	Iridocyclitis	iridocyclitis	Eye	HP_0001094	Iridocyclitis	iridocyclitis	True
367.53	Chorioretinitis	chorioretinitis	Eye	HP_0012424	Chorioretinitis	chorioretinitis	True
367.8	Hypopyon	hypopyon	Eye	HP_0031615	Hypopyon	hypopyon	True
360.12	Hordeolum internum	hordeolum internum	Eye	HP_0010608	Hordeolum internum	hordeolum internum	True
361.25	Paralytic lagophthalmos	paralytic lagophthalmos	Eye	HP_0030003	Paralytic lagophthalmos	paralytic lagophthalmos	True
361.24	Cicatricial lagophthalmos	cicatricial lagophthalmos	Eye	HP_0030004	Cicatricial lagophthalmos	cicatricial lagophthalmos	True
868.6	Congenital hydrocele	congenital hydrocele	Neonate	HP_4000037	Congenital hydrocele	congenital hydrocele	True
594.41	Nocturia	nocturia	Genitourinary	HP_0000017	Nocturia	nocturia	True
380.51	Cortical blindness	cortical blindness	Eye	HP_0100704	Cortical blindness	cortical blindness	False
361.4	Blepharochalasis	blepharochalasis	Eye	HP_0010749	Blepharochalasis	blepharochalasis	True
618.12	Rectocele	rectocele	Genitourinary	HP_0100822	Rectocele	rectocele	True
625.3	Vulvodynia	vulvodynia	Genitourinary	HP_0030943	Vulvodynia	vulvodynia	True
390.2	Exostosis of external auditory canal	exostosis of external auditory canal	Hearing	HP_0004459	Exostosis of the external auditory canal	exostosis of the external auditory canal	True
325.12	Fasciculation*	fasciculation	Neuro	HP_0002380	Fasciculation	fasciculation	False
325.12	Fasciculation*	fasciculation	Neuro	HP_0007289	Limb fasciculation	limb fasciculation	False
674.11	Vitiligo	vitiligo	Derm	HP_0001045	Vitiligo	vitiligo	True
596.2	Overactive bladder	overactive bladder	Genitourinary	HP_0000012	Overactive bladder	overactive bladder	False
588.12	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	Genitourinary	HP_0009806	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	True
104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms	HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False
104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms	HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False
104.6	Kaposi's sarcoma	kaposis sarcoma	Neoplasms	HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True
673.1	Actinic keratosis	actinic keratosis	Derm	HP_0025127	Actinic keratosis	actinic keratosis	True
682.3	Hidradenitis suppurativa	hidradenitis suppurativa	Derm	HP_0040154	Hidradenitis suppurativa	hidradenitis suppurativa	False
668.2	Seborrheic dermatitis	seborrheic dermatitis	Derm	HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True
660.7	Pilonidal cyst	pilonidal cyst	Derm	HP_0010769	Pilonidal cyst	pilonidal cyst	False
679.5	Pyoderma	pyoderma	Derm	HP_0000999	Pyoderma	pyoderma	True
679.21	Pallor	pallor	Derm	HP_0000980	Pallor	pallor	True
679.22	Flushing	flushing	Derm	HP_0031284	Flushing	flushing	True
679.4	Pruritus	pruritus	Derm	HP_0000989	Pruritus	pruritus	True
668.1	Atopic dermatitis	atopic dermatitis	Derm	HP_0001047	Atopic dermatitis	atopic dermatitis	True
668.1	Atopic dermatitis	atopic dermatitis	Derm	HP_0001047	Atopic dermatitis, chronic	atopic dermatitis chronic	False
668.1	Atopic dermatitis	atopic dermatitis	Derm	HP_0001047	Dermatitis, Atopic	dermatitis atopic	False
668.3	Contact dermatitis	contact dermatitis	Derm	HP_0032282	Contact dermatitis	contact dermatitis	True
680.4	Ainhum	ainhum	Derm	HP_0031009	Ainhum	ainhum	True
208.1	Hypoparathyroidism	hypoparathyroidism	Endo	HP_0000829	Hypoparathyroidism	hypoparathyroidism	True
138.2	Melanocytic nevi*	melanocytic nevi	Neoplasms	HP_0000995	Melanocytic nevi	melanocytic nevi	False
139.5	Lipoma	lipoma	Neoplasms	HP_0012032	Lipoma	lipoma	True
832.8	Hyperoxaluria*	hyperoxaluria	Signs/Symptoms	HP_0003159	Hyperoxaluria	hyperoxaluria	True
324.4	Tremor	tremor	Neuro	HP_0001337	Tremor	tremor	True
324.5	Myoclonus	myoclonus	Neuro	HP_0001336	Myoclonus	myoclonus	True
324.1	Parkinsonism	parkinsonism	Neuro	HP_0001300	Parkinsonism	parkinsonism	True
324.6	Tics	tics	Neuro	HP_0100033	Tics	tics	True
323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro	HP_0006959	Proximal spinal muscular atrophy	proximal spinal muscular atrophy	True
323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro	HP_0007269	Spinal muscular atrophy	spinal muscular atrophy	True
323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro	HP_0009037	Segmental spinal muscular atrophy	segmental spinal muscular atrophy	True
323.3	Motor neuron disease	motor neuron disease	Neuro	HP_0002366	Lower motor neuron disease	lower motor neuron disease	False
328.32	Frontotemporal dementia	frontotemporal dementia	Neuro	HP_0002145	Frontotemporal dementia	frontotemporal dementia	True
893.5	Tic disorder	tic disorder	Dev	HP_0100033	Tic disorder	tic disorder	False
683.4	Onycholysis*	onycholysis	Derm	HP_0001806	Onycholysis	onycholysis	True
329.9	Delirium	delirium	Neuro	HP_0031258	Delirium	delirium	True
660.12	Dermatophytosis	dermatophytosis	Derm	HP_0032515	Deep dermatophytosis	deep dermatophytosis	True
709.11	Mallet finger	mallet finger	Musc/Skel	HP_0030771	Mallet finger	mallet finger	True
709.22	Hallux rigidus	hallux rigidus	Musc/Skel	HP_0025004	Hallux rigidus	hallux rigidus	True
709.24	Hammer toe	hammer toe	Musc/Skel	HP_0001765	Hammer toe	hammer toe	False
710.21	Coxa valga	coxa valga	Musc/Skel	HP_0002673	Coxa valga	coxa valga	True
710.22	Coxa vara	coxa vara	Musc/Skel	HP_0002812	Coxa vara	coxa vara	True
710.42	Club foot	club foot	Musc/Skel	HP_0001762	Club foot	club foot	False
125.1	Cutaneous mastocytosis*	cutaneous mastocytosis	Neoplasms	HP_0200151	Cutaneous mastocytosis	cutaneous mastocytosis	True
200.1	Hypothyroidism	hypothyroidism	Endo	HP_0000821	Hypothyroidism	hypothyroidism	True
200.1	Hypothyroidism	hypothyroidism	Endo	HP_0008223	Mild hypothyroidism	mild hypothyroidism	False
710.23	Protrusio acetabuli	protrusio acetabuli	Musc/Skel	HP_0003179	Protrusio acetabuli	protrusio acetabuli	True
474.13	Centrilobular emphysema*	centrilobular emphysema	Resp	HP_0032966	Centrilobular emphysema	centrilobular emphysema	True
733.11	Maxillary hyperplasia	maxillary hyperplasia	Musc/Skel	HP_0430028	Maxillary hyperplasia	maxillary hyperplasia	False
733.12	Maxillary hypoplasia	maxillary hypoplasia	Musc/Skel	HP_0000327	Maxillary hypoplasia	maxillary hypoplasia	False
733.13	Mandibular hyperplasia	mandibular hyperplasia	Musc/Skel	HP_0000303	Mandibular hyperplasia	mandibular hyperplasia	False
733.14	Mandibular hypoplasia	mandibular hypoplasia	Musc/Skel	HP_0000347	Mandibular hypoplasia	mandibular hypoplasia	False
733.14	Mandibular hypoplasia	mandibular hypoplasia	Musc/Skel	HP_0007628	Mandibular condyle hypoplasia	mandibular condyle hypoplasia	True
714.2	Lordosis	lordosis	Musc/Skel	HP_0003307	Lordosis	lordosis	False
714.3	Scoliosis	scoliosis	Musc/Skel	HP_0002650	Scoliosis	scoliosis	True
706.6	Discitis*	discitis	Musc/Skel	HP_0025679	Discitis	discitis	False
716.1	Schmorl's nodes	schmorls nodes	Musc/Skel	HP_0030041	Schmorl's nodes	schmorls nodes	False
716.2	Degenerative disc disease	degenerative disk disease	Musc/Skel	HP_0008419	Degenerative disc disease	degenerative disk disease	False
469.2	Chronic bronchitis	chronic bronchitis	Resp	HP_0004469	Chronic bronchitis	chronic bronchitis	True
718	Back pain	back pain	Musc/Skel	HP_0003418	Back pain	back pain	True
718	Back pain	back pain	Musc/Skel	HP_0003419	Low back pain	low back pain	True
718.4	Low back pain	low back pain	Musc/Skel	HP_0003419	Low back pain	low back pain	True
717.3	Occipital neuralgia*	occipital neuralgia	Musc/Skel	HP_0012318	Occipital neuralgia	occipital neuralgia	True
718.5	Sciatica	sciatica	Musc/Skel	HP_0011868	Sciatica	sciatica	True
719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel	HP_0003201	Rhabdomyolysis	rhabdomyolysis	True
719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel	HP_0008942	Acute rhabdomyolysis	acute rhabdomyolysis	True
719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel	HP_0008942	Rhabdomyolysis, acute	rhabdomyolysis acute	False
719.9	Contractures	contractures	Musc/Skel	HP_0005830	Toe contractures	toe contractures	False
719.9	Contractures	contractures	Musc/Skel	HP_0003121	Limb contractures	limb contractures	False
719.9	Contractures	contractures	Musc/Skel	HP_0003273	Hip contractures	hip contractures	False
719.9	Contractures	contractures	Musc/Skel	HP_0006380	Knee contractures	knee contractures	False
721.5	Bursitis	bursitis	Musc/Skel	HP_0025232	Bursitis	bursitis	True
721.7	Synovial hypertrophy*	synovial hypertrophy	Musc/Skel	HP_0005186	Synovial hypertrophy	synovial hypertrophy	True
724.4	Panniculitis	panniculitis	Musc/Skel	HP_0012490	Panniculitis	panniculitis	True
483	Pleural effusion	pleural effusion	Resp	HP_0002202	Pleural effusion	pleural effusion	True
483	Pleural effusion	pleural effusion	Resp	HP_0025676	Fetal pleural effusion	fetal pleural effusion	True
479.3	Respiratory failure	respiratory failure	Resp	HP_0002878	Respiratory failure	respiratory failure	True
486.21	Bronchospasm	bronchospasm	Resp	HP_0025428	Bronchospasm	bronchospasm	True
487.1	Epistaxis	epistaxis	Resp	HP_0000421	Epistaxis	epistaxis	True
487.3	Hemoptysis	hemoptysis	Resp	HP_0002105	Hemoptysis	hemoptysis	True
296.5	Histrionic personality disorder	histrionic personality disorder	Mental	HP_0012077	Histrionic personality disorder	histrionic personality disorder	True
488.5	Stridor	stridor	Resp	HP_0010307	Stridor	stridor	True
488.2	Hyperventilation	hyperventilation	Resp	HP_0002883	Hyperventilation	hyperventilation	True
488.4	Tachypnea	tachypnea	Resp	HP_0002789	Tachypnea	tachypnea	True
488.11	Orthopnea	orthopnea	Resp	HP_0012764	Orthopnea	orthopnea	True
296.4	Borderline personality disorder	borderline personality disorder	Mental	HP_0012076	Borderline personality disorder	borderline personality disorder	True
488.6	Wheezing	wheezing	Resp	HP_0030828	Wheezing	wheezing	True
800	Chest pain	chest pain	Signs/Symptoms	HP_0100749	Chest pain	chest pain	True
800.2	Precordial pain	precordial pain	Signs/Symptoms	HP_0032141	Precordial pain	precordial pain	True
498.1	Hypoxemia	hypoxemia	Resp	HP_0012418	Hypoxemia	hypoxemia	True
247.41	Hypermagnesemia*	hypermagnesemia	Metab	HP_0002918	Hypermagnesemia	hypermagnesemia	True
170.2	Lymphocytopenia	lymphocytopenia	Blood	HP_0001888	Lymphocytopenia	lymphocytopenia	False
170.2	Lymphocytopenia	lymphocytopenia	Blood	HP_0010976	B lymphocytopenia	b lymphocytopenia	True
170.2	Lymphocytopenia	lymphocytopenia	Blood	HP_0005403	T lymphocytopenia	t lymphocytopenia	True
208.21	Primary hyperparathyroidism	primary hyperparathyroidism	Endo	HP_0008200	Primary hyperparathyroidism	primary hyperparathyroidism	True
257	Polydipsia	polydipsia	Metab	HP_0001959	Polydipsia	polydipsia	True
162.8	Pancytopenia	pancytopenia	Blood	HP_0001876	Pancytopenia	pancytopenia	True
160.1	Iron deficiency anemia	iron deficiency anemia	Blood	HP_0001891	Iron deficiency anemia	iron deficiency anemia	True
160.1	Iron deficiency anemia	iron deficiency anemia	Blood	HP_0001891	Iron deficiency anaemia	iron deficiency anemia	False
160.2	Megaloblastic anemia	megaloblastic anemia	Blood	HP_0001889	Megaloblastic anemia	megaloblastic anemia	True
160.2	Megaloblastic anemia	megaloblastic anemia	Blood	HP_0001889	Megaloblastic anaemia	megaloblastic anemia	False
162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood	HP_0004810	Congenital dyserythropoietic anaemia	congenital dyserythropoietic anemia	False
162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood	HP_0004810	Congenital dyserythropoietic anemia	congenital dyserythropoietic anemia	False
164	Anemia	anemia	Blood	HP_0001903	Anemia	anemia	True
164	Anemia	anemia	Blood	HP_0001903	Anaemia	anemia	False
164.1	Microcytic anemia	microcytic anemia	Blood	HP_0001935	Microcytic anemia	microcytic anemia	True
164.1	Microcytic anemia	microcytic anemia	Blood	HP_0001935	Microcytic anaemia	microcytic anemia	False
164.2	Macrocytic anemia	macrocytic anemia	Blood	HP_0001972	Macrocytic anemia	macrocytic anemia	True
164.2	Macrocytic anemia	macrocytic anemia	Blood	HP_0001972	Macrocytic anaemia	macrocytic anemia	False
168.211	Activated protein C resistance*	activated protein c resistance	Blood	HP_0012175	Resistance to activated protein C	resistance to activated protein c	True
168.211	Activated protein C resistance*	activated protein c resistance	Blood	HP_0012175	Activated protein C resistance	activated protein c resistance	False
170.11	Congenital agranulocytosis	congenital agranulocytosis	Blood	HP_0005541	Congenital agranulocytosis	congenital agranulocytosis	True
170.14	Cyclic neutropenia	cyclic neutropenia	Blood	HP_0040289	Cyclic neutropenia	cyclic neutropenia	True
170.19	Neutropenia NOS	neutropenia	Blood	HP_0001875	Neutropenia	neutropenia	True
171.5	Basophilia	basophilia	Blood	HP_0031807	Basophilia	basophilia	False
174.2	Splenomegaly	splenomegaly	Blood	HP_0001744	Splenomegaly	splenomegaly	True
174.21	Hypersplenism	hypersplenism	Blood	HP_0001971	Hypersplenism	hypersplenism	True
180.4	Cryoglobulinemia*	cryoglobulinemia	Blood	HP_0100778	Cryoglobulinemia	cryoglobulinemia	True
239	Hyperlipidemia	hyperlipidemia	Metab	HP_0003077	Hyperlipidemia	hyperlipidemia	True
510.2	Esophagitis	esophagitis	GI	HP_0100633	Esophagitis	esophagitis	True
247.42	Hypomagnesemia*	hypomagnesemia	Metab	HP_0002917	Hypomagnesemia	hypomagnesemia	True
114.5	Paraganglioma	paraganglioma	Neoplasms	HP_0002668	Paraganglioma	paraganglioma	True
114.5	Paraganglioma	paraganglioma	Neoplasms	HP_0002886	Vagal paraganglioma	vagal paraganglioma	True
342.5	Paralysis NOS	paralysis	Neuro	HP_0010550	Leg paralysis	leg paralysis	False
342.5	Paralysis NOS	paralysis	Neuro	HP_0003470	Paralysis	paralysis	True
360.4	Blepharitis	blepharitis	Eye	HP_0000498	Blepharitis	blepharitis	True
361.14	Cicatricial entropion	cicatricial entropion	Eye	HP_0031737	Cicatricial entropion	cicatricial entropion	True
361.94	Cicatricial ectropion	cicatricial ectropion	Eye	HP_0025608	Cicatricial ectropion	cicatricial ectropion	True
363.5	Epiphora	epiphora	Eye	HP_0009926	Epiphora	epiphora	True
363.61	Dacryocystitis	dacryocystitis	Eye	HP_0000620	Dacryocystitis	dacryocystitis	True
366.21	Pinguecula	pinguecula	Eye	HP_0031830	Pinguecula	pinguecula	True
365.4	Orbital cysts	orbital cysts	Eye	HP_0001144	Orbital cysts	orbital cysts	False
525.1	Celiac disease	celiac disease	GI	HP_0002608	Celiac disease	celiac disease	True
366.42	Conjunctival hyperemia	conjunctival hyperemia	Eye	HP_0030953	Conjunctival hyperemia	conjunctival hyperemia	True
367.21	Corneal ulcer	corneal ulcer	Eye	HP_0012804	Corneal ulcer	corneal ulcer	False
367.22	Punctate keratitis	punctate keratitis	Eye	HP_0011859	Punctate keratitis	punctate keratitis	True
369.62	Keratoconus	keratoconus	Eye	HP_0000563	Keratoconus	keratoconus	True
247.13	Kayser-Fleischer ring	kayser-fleischer ring	Metab	HP_0200032	Kayser-Fleischer ring	kayser-fleischer ring	True
369.15	Corneal deposits	corneal deposits	Eye	HP_0000531	Corneal deposits	corneal deposits	False
371.3	Nuclear cataract	nuclear cataract	Eye	HP_0100018	Nuclear cataract	nuclear cataract	True
373.31	Choroideremia	choroideremia	Eye	HP_0001139	Choroideremia	choroideremia	True
377.4	Retinal hemorrhage	retinal hemorrhage	Eye	HP_0000573	Retinal hemorrhage	retinal hemorrhage	True
377.4	Retinal hemorrhage	retinal hemorrhage	Eye	HP_0000573	Retinal haemorrhage	retinal hemorrhage	False
374.11	Serous retinal detachment	serous retinal detachment	Eye	HP_0012231	Serous retinal detachment	serous retinal detachment	False
374.21	Retinoschisis	retinoschisis	Eye	HP_0030502	Retinoschisis	retinoschisis	True
374.31	Exudative retinopathy	exudative retinopathy	Eye	HP_0007898	Exudative retinopathy	exudative retinopathy	True
374.33	Retinal neovascularization	retinal neovascularization	Eye	HP_0007778	Posterior retinal neovascularization	posterior retinal neovascularization	True
374.33	Retinal neovascularization	retinal neovascularization	Eye	HP_0030666	Retinal neovascularization	retinal neovascularization	True
374.33	Retinal neovascularization	retinal neovascularization	Eye	HP_0030667	Peripheral retinal neovascularization	peripheral retinal neovascularization	True
374.34	Retinal vasculitis	retinal vasculitis	Eye	HP_0025188	Retinal vasculitis	retinal vasculitis	True
374.51	Age-related macular degeneration	age-related macular degeneration	Eye	HP_0007868	obsolete Age-related macular degeneration	obsolete age-related macular degeneration	True
374.53	Cystoid macular degeneration	cystoid macular degeneration	Eye	HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True
374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye	HP_0007667	Peripheral cystoid retinal degeneration	peripheral cystoid retinal degeneration	True
374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye	HP_0007769	Peripheral retinal degeneration	peripheral retinal degeneration	True
374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye	HP_0007782	obsolete Peripheral retinal cone degeneration	obsolete peripheral retinal cone degeneration	True
374.7	Retinal dystrophy	retinal dystrophy	Eye	HP_0000556	Retinal dystrophy	retinal dystrophy	True
374.9	Central serous chorioretinopathy	central serous chorioretinopathy	Eye	HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True
374.41	Hypertensive retinopathy	hypertensive retinopathy	Eye	HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True
376.2	Vitreous opacities	vitreous opacities	Eye	HP_0100832	Vitreous opacities	vitreous opacities	False
376.4	Vitreomacular adhesion	vitreomacular adhesion	Eye	HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True
377	Hemorrhage of the eye	hemorrhage of the eye	Eye	HP_0011885	Hemorrhage of the eye	hemorrhage of the eye	True
377	Hemorrhage of the eye	hemorrhage of the eye	Eye	HP_0011885	Haemorrhage of the eye	hemorrhage of the eye	False
377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye	HP_0007902	Vitreous hemorrhage	vitreous hemorrhage	True
377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye	HP_0007902	Vitreous haemorrhage	vitreous hemorrhage	False
369.3	Corneal neovascularization	corneal neovascularization	Eye	HP_0011496	Corneal neovascularization	corneal neovascularization	True
381.3	Esotropia	esotropia	Eye	HP_0000565	Esotropia	esotropia	True
500.1	Anodontia	anodontia	GI	HP_0000674	Anodontia	anodontia	True
500.3	Supernumerary teeth	supernumerary teeth	GI	HP_0011069	Supernumerary teeth	supernumerary teeth	False
500.41	Impacted teeth*	impacted teeth	GI	HP_0001571	Impacted teeth	impacted teeth	False
501	Dental caries	dental caries	GI	HP_0000670	Dental caries	dental caries	False
501	Dental caries	dental caries	GI	HP_0000670	Early dental caries	early dental caries	False
502.5	Hypercementosis	hypercementosis	GI	HP_0033788	Hypercementosis	hypercementosis	False
504.4	Gingival enlargement*	gingival enlargement	GI	HP_0000212	Gingival enlargement	gingival enlargement	False
507.1	Stomatitis	stomatitis	GI	HP_0010280	Stomatitis	stomatitis	True
507.31	Hairy leukoplakia*	hairy leukoplakia	GI	HP_0025126	Oral hairy leukoplakia	oral hairy leukoplakia	True
509.1	Glossitis	glossitis	GI	HP_0000206	Glossitis	glossitis	True
509.2	Geographic tongue	geographic tongue	GI	HP_0025252	Geographic tongue	geographic tongue	True
509.5	Plicated tongue	plicated tongue	GI	HP_0000221	Plicated tongue	plicated tongue	False
506.51	Dry mouth*	dry mouth	GI	HP_0000217	Dry mouth	dry mouth	False
522.63	Eosinophilic colitis	eosinophilic colitis	GI	HP_0031813	Eosinophilic colitis	eosinophilic colitis	False
522.62	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	GI	HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False
510.8	Barrett's esophagus	barretts esophagus	GI	HP_0100580	Barrett's esophagus	barretts esophagus	False
510.8	Barrett's esophagus	barretts esophagus	GI	HP_0100580	Barrett's oesophagus	barretts esophagus	False
514.2	Intestinal obstruction	intestinal obstruction	GI	HP_0005214	Intestinal obstruction	intestinal obstruction	True
514.2	Intestinal obstruction	intestinal obstruction	GI	HP_0005234	Neonatal intestinal obstruction	neonatal intestinal obstruction	True
514.2	Intestinal obstruction	intestinal obstruction	GI	HP_0005250	High intestinal obstruction	high intestinal obstruction	True
513	Peptic ulcer	peptic ulcer	GI	HP_0004398	Peptic ulcer	peptic ulcer	True
513.2	Gastric ulcer	gastric ulcer	GI	HP_0002592	Gastric ulcer	gastric ulcer	True
513.3	Duodenal ulcer	duodenal ulcer	GI	HP_0002588	Duodenal ulcer	duodenal ulcer	True
514	Gastrointestinal obstruction	gastrointestinal obstruction	GI	HP_0004796	Gastrointestinal obstruction	gastrointestinal obstruction	True
514.31	Paralytic ileus	paralytic ileus	GI	HP_0002590	Paralytic ileus	paralytic ileus	True
516.1	Pyloric stenosis	pyloric stenosis	GI	HP_0002021	Pyloric stenosis	pyloric stenosis	True
750.3	Megalencephaly*	megalencephaly	Cong	HP_0001355	Megalencephaly	megalencephaly	True
517	Gastrointestinal angiodysplasia	gastrointestinal angiodysplasia	GI	HP_0000471	Gastrointestinal angiodysplasia	gastrointestinal angiodysplasia	True
516.6	Achlorhydria	achlorhydria	GI	HP_0032448	Achlorhydria	achlorhydria	True
516.4	Gastroparesis	gastroparesis	GI	HP_0002578	Gastroparesis	gastroparesis	True
520.13	Umbilical hernia	umbilical hernia	GI	HP_0001537	Umbilical hernia	umbilical hernia	True
520.14	Ventral hernia	ventral hernia	GI	HP_0002933	Ventral hernia	ventral hernia	True
520.15	Incisional hernia	incisional hernia	GI	HP_0004872	Incisional hernia	incisional hernia	True
512	Dysphagia	dysphagia	GI	HP_0002015	Dysphagia	dysphagia	True
522.91	Atrophic gastritis	atrophic gastritis	GI	HP_0002582	Atrophic gastritis	atrophic gastritis	True
522.91	Atrophic gastritis	atrophic gastritis	GI	HP_0002582	Chronic atrophic gastritis	chronic atrophic gastritis	False
522.61	Eosinophilic esophagitis	eosinophilic esophagitis	GI	HP_0410151	Eosinophilic esophagitis	eosinophilic esophagitis	False
751.11	Spina bifida occulta	spina bifida occulta	Cong	HP_0003298	Spina bifida occulta	spina bifida occulta	True
751.11	Spina bifida occulta	spina bifida occulta	Cong	HP_0004601	Spina bifida occulta at L5	spina bifida occulta at l5	True
751.11	Spina bifida occulta	spina bifida occulta	Cong	HP_0004614	Spina bifida occulta at S1	spina bifida occulta at s1	True
522.9	Gastritis	gastritis	GI	HP_0005263	Gastritis	gastritis	True
523.3	Gastric diverticulum	gastric diverticulum	GI	HP_0100808	Gastric diverticulum	gastric diverticulum	True
770.53	Imperforate hymen	imperforate hymen	Cong	HP_0030011	Imperforate hymen	imperforate hymen	True
771.21	Hypospadias	hypospadias	Cong	HP_0000047	Hypospadias	hypospadias	True
771.23	Hypoplasia of penis	hypoplasia of penis	Cong	HP_0008736	Hypoplasia of penis	hypoplasia of penis	True
771.12	Retractile testis	retractile testis	Cong	HP_0012646	Retractile testis	retractile testis	True
771.5	Atresia of vas deferens*	atresia of vas deferens	Cong	HP_0030997	Atresia of the vas deferens	atresia of the vas deferens	False
772.1	Hermaphroditism	hermaphroditism	Cong	HP_0010459	True hermaphroditism	true hermaphroditism	True
772.2	Pseudohermaphroditism*	pseudohermaphroditism	Cong	HP_0000037	Male pseudohermaphroditism	male pseudohermaphroditism	True
772.2	Pseudohermaphroditism*	pseudohermaphroditism	Cong	HP_0010458	Female pseudohermaphroditism	female pseudohermaphroditism	True
773.1	Renal hypoplasia/aplasia	renal hypoplasiaaplasia	Cong	HP_0008678	Renal hypoplasia/aplasia	renal hypoplasiaaplasia	True
773.11	Renal agenesis*	renal agenesis	Cong	HP_0000104	Renal agenesis	renal agenesis	True
773.12	Renal hypoplasia*	renal hypoplasia	Cong	HP_0000089	Renal hypoplasia	renal hypoplasia	True
773.2	Renal dysplasia	renal dysplasia	Cong	HP_0000110	Renal dysplasia	renal dysplasia	True
773.2	Renal dysplasia	renal dysplasia	Cong	HP_0000800	Cystic renal dysplasia	cystic renal dysplasia	True
773.2	Renal dysplasia	renal dysplasia	Cong	HP_0000800	Renal cystic dysplasia	renal cystic dysplasia	False
773.2	Renal dysplasia	renal dysplasia	Cong	HP_0000800	Renal dysplasia, cystic	renal dysplasia cystic	False
773.8	Ectopic kidney*	ectopic kidney	Cong	HP_0000086	Ectopic kidney	ectopic kidney	True
774.3	Congenital megaureter*	congenital megaureter	Cong	HP_0008676	Congenital megaureter	congenital megaureter	True
775.1	Exstrophy	exstrophy	Cong	HP_0100548	Exstrophy	exstrophy	True
775.4	Abnormality of the urachus	abnormality of the urachus	Cong	HP_0010478	Abnormality of the urachus	abnormality of the urachus	True
777.11	Laryngeal web	laryngeal web	Cong	HP_0005950	Laryngeal web	laryngeal web	True
777.13	Laryngeal hypoplasia*	laryngeal hypoplasia	Cong	HP_0008749	Laryngeal hypoplasia	laryngeal hypoplasia	True
778.2	Transposition of great vessels	transposition of great vessels	Cong	HP_0001669	Transposition of great vessels	transposition of great vessels	False
778.41	Coarctation of aorta	coarctation of aorta	Cong	HP_0001680	Coarctation of aorta	coarctation of aorta	True
778.41	Coarctation of aorta	coarctation of aorta	Cong	HP_0001680	Coarctation of the aorta	coarctation of the aorta	False
778.46	Vascular ring of aorta*	vascular ring of aorta	Cong	HP_0010775	Vascular ring of aorta	vascular ring of aorta	False
778.47	Right aortic arch*	right aortic arch	Cong	HP_0012020	Right aortic arch	right aortic arch	True
779.11	Pulmonary valve atresia	pulmonary valve atresia	Cong	HP_0010882	Pulmonary valve atresia	pulmonary valve atresia	True
779.22	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	Cong	HP_0010316	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	True
779.33	Congenital mitral stenosis	congenital mitral stenosis	Cong	HP_0011570	Congenital mitral stenosis	congenital mitral stenosis	True
778.6	Double outlet right ventricle	double outlet right ventricle	Cong	HP_0001719	Double outlet right ventricle	double outlet right ventricle	True
778.7	Double outlet left ventricle	double outlet left ventricle	Cong	HP_0011581	Double outlet left ventricle	double outlet left ventricle	True
780.3	Double inlet ventricle	double inlet ventricle	Cong	HP_0011555	Double inlet left ventricle	double inlet left ventricle	True
780.3	Double inlet ventricle	double inlet ventricle	Cong	HP_0011556	Double inlet right ventricle	double inlet right ventricle	True
780.51	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	Cong	HP_0010954	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	False
780.41	Ventricular septal defect	ventricular septal defect	Cong	HP_0001629	Ventricular septal defect	ventricular septal defect	True
