hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
HP_0011108	Recurrent sinusitis	recurrent sinusitis	True	462.11	Acute recurrent sinusitis*	acute recurrent sinusitis	Resp
HP_0011108	Sinusitis, recurrent	sinusitis recurrent	False	462.11	Acute recurrent sinusitis*	acute recurrent sinusitis	Resp
HP_0011109	Chronic sinusitis	chronic sinusitis	True	462.2	Chronic sinusitis	chronic sinusitis	Resp
HP_0011126	Nephroptosis	nephroptosis	True	586.6	Nephroptosis	nephroptosis	Genitourinary
HP_0011141	Age-related cataract	age-related cataract	True	371.1	Cortical age-related cataract	cortical age-related cataract	Eye
HP_0011141	Age-related cataract	age-related cataract	True	371.31	Age-related nuclear cataract	age-related nuclear cataract	Eye
HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True	371.31	Age-related nuclear cataract	age-related nuclear cataract	Eye
HP_0011143	Age-related cortical cataract	age-related cortical cataract	True	371.1	Cortical age-related cataract	cortical age-related cataract	Eye
HP_0011416	Placental infarction	placental infarction	True	907.7	Placental infarction*	placental infarction	Preg
HP_0011445	Athetoid cerebral palsy	athetoid cerebral palsy	True	341.12	Athetoid cerebral palsy	athetoid cerebral palsy	Neuro
HP_0011496	Corneal neovascularization	corneal neovascularization	True	369.3	Corneal neovascularization	corneal neovascularization	Eye
HP_0011570	Congenital mitral stenosis	congenital mitral stenosis	True	779.33	Congenital mitral stenosis	congenital mitral stenosis	Cong
HP_0011581	Double outlet left ventricle	double outlet left ventricle	True	778.7	Double outlet left ventricle	double outlet left ventricle	Cong
HP_0011704	Sick sinus syndrome	sick sinus syndrome	True	416.71	Sick sinus syndrome*	sick sinus syndrome	Cardio
HP_0011710	Bundle branch block	bundle branch block	True	416.42	Left bundle branch block	left bundle branch block	Cardio
HP_0011710	Bundle branch block	bundle branch block	True	416.43	Right bundle branch block	right bundle branch block	Cardio
HP_0011712	Right bundle branch block	right bundle branch block	True	416.43	Right bundle branch block	right bundle branch block	Cardio
HP_0011726	Persistent fetal circulation	persistent fetal circulation	True	853.6	Persistent fetal circulation	persistent fetal circulation	Neonate
HP_0011726	Persistent foetal circulation	persistent fetal circulation	False	853.6	Persistent fetal circulation	persistent fetal circulation	Neonate
HP_0011741	Secondary hyperaldosteronism	secondary hyperaldosteronism	True	211.12	Secondary hyperaldosteronism	secondary hyperaldosteronism	Endo
HP_0100648	Neoplasm of the tongue	neoplasm of the tongue	True	135.12	Benign neoplasm of the tongue	benign neoplasm of the tongue	Neoplasms
HP_0100648	Neoplasm of the tongue	neoplasm of the tongue	True	100.12	Malignant neoplasm of the tongue	malignant neoplasm of the tongue	Neoplasms
HP_0011841	Ventricular flutter	ventricular flutter	True	416.32	Ventricular flutter	ventricular flutter	Cardio
HP_0011851	Hemopericardium	hemopericardium	True	411.1	Hemopericardium NEC	hemopericardium nec	Cardio
HP_0011854	Hemoperitoneum	hemoperitoneum	True	537.2	Hemoperitoneum	hemoperitoneum	GI
HP_0011859	Punctate keratitis	punctate keratitis	True	367.22	Punctate keratitis	punctate keratitis	Eye
HP_0011868	Sciatica	sciatica	True	718.5	Sciatica	sciatica	Musc/Skel
HP_0011874	Heparin-induced thrombocytopenia	heparin-induced thrombocytopenia	True	169.15	Heparin-induced thrombocytopenia [HIT]	heparin-induced thrombocytopenia hit	Blood
HP_0011874	Heparin-induced thrombocytopenia	heparin-induced thrombocytopenia	True	962.11	Heparin-induced thrombocytopenia (HIT)	heparin-induced thrombocytopenia hit	Rx
HP_0011886	Hyphema	hyphema	True	377.8	Hyphema	hyphema	Eye
HP_0011945	Cryptogenic organising pneumonia	cryptogenic organizing pneumonia	False	481.45	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	Resp
HP_0011945	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	False	481.45	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	Resp
HP_0011950	Bronchiolitis	bronchiolitis	True	470	Acute bronchiolitis	acute bronchiolitis	Resp
HP_0011967	Copper deficiency	copper deficiency	False	247.12	Copper deficiency*	copper deficiency	Metab
HP_0011970	Cerebral amyloid angiopathy	cerebral amyloid angiopathy	True	249.1	Cerebral amyloid angiopathy*	cerebral amyloid angiopathy	Metab
HP_0011971	Dermatographic urticaria	dermatographic urticaria	True	666.4	Dermatographic urticaria	dermatographic urticaria	Derm
HP_0011974	Myelofibrosis	myelofibrosis	True	124.8	Myelofibrosis	myelofibrosis	Neoplasms
HP_0012074	Tonic pupil	tonic pupil	True	384.4	Tonic pupil	tonic pupil	Eye
HP_0012075	Personality disorder	personality disorder	True	296.1	Paranoid personality disorder	paranoid personality disorder	Mental
HP_0012075	Personality disorder	personality disorder	True	296.2	Schizoid personality disorder	schizoid personality disorder	Mental
HP_0012075	Personality disorder	personality disorder	True	296.6	Avoidant personality disorder	avoidant personality disorder	Mental
HP_0012076	Borderline personality disorder	borderline personality disorder	True	296.4	Borderline personality disorder	borderline personality disorder	Mental
HP_0012077	Histrionic personality disorder	histrionic personality disorder	True	296.5	Histrionic personality disorder	histrionic personality disorder	Mental
HP_0012085	Pyuria	pyuria	True	832.6	Pyuria*	pyuria	Signs/Symptoms
HP_0012108	Open angle glaucoma	open angle glaucoma	True	375.11	Open angle glaucoma	open angle glaucoma	Eye
HP_0012108	Open angle glaucoma	open angle glaucoma	True	375.113	Primary open angle glaucoma	primary open angle glaucoma	Eye
HP_0100605	Neoplasm of the larynx	neoplasm of the larynx	True	100.6	Malignant neoplasm of the larynx	malignant neoplasm of the larynx	Neoplasms
HP_0012119	Methemoglobinemia	methemoglobinemia	True	165.4	Methemoglobinemia	methemoglobinemia	Blood
HP_0012121	Panuveitis	panuveitis	True	367.51	Panuveitis	panuveitis	Eye
HP_0030502	Retinoschisis	retinoschisis	True	374.21	Retinoschisis	retinoschisis	Eye
HP_0012158	Carotid artery dissection	carotid artery dissection	True	438.42	Carotid artery dissection	carotid artery dissection	Cardio
HP_0012167	Trichotillomania	trichotillomania	False	298.3	Trichotillomania*	trichotillomania	Mental
HP_0012175	Activated protein C resistance	activated protein c resistance	False	168.211	Activated protein C resistance*	activated protein c resistance	Blood
HP_0012188	Hyperemesis gravidarum	hyperemesis gravidarum	True	911.1	Hyperemesis gravidarum	hyperemesis gravidarum	Preg
HP_0012189	Hodgkin lymphoma	hodgkin lymphoma	True	122.1	Hodgkin lymphoma	hodgkin lymphoma	Neoplasms
HP_0012539	Non-Hodgkin lymphoma	non-hodgkin lymphoma	True	122.2	Non-Hodgkin lymphoma	non-hodgkin lymphoma	Neoplasms
HP_0012196	Cheyne-Stokes breathing	cheyne-stokes breathing	False	488.3	Periodic breathing [Cheyne-Stokes]	periodic breathing cheyne-stokes	Resp
HP_0012219	Erythema nodosum	erythema nodosum	True	667.3	Erythema nodosum	erythema nodosum	Derm
HP_0012227	Urethral stricture	urethral stricture	True	597.1	Urethral stricture	urethral stricture	Genitourinary
HP_0012231	Serous retinal detachment	serous retinal detachment	False	374.11	Serous retinal detachment	serous retinal detachment	Eye
HP_0012238	Hyperchylomicronemia	hyperchylomicronemia	False	239.4	Hyperchylomicronemia	hyperchylomicronemia	Metab
HP_0012246	Oculomotor nerve palsy	oculomotor nerve palsy	True	334.41	Third [oculomotor] nerve palsy	third oculomotor nerve palsy	Neuro
HP_0012276	Trigger finger	trigger finger	False	721.11	Trigger finger	trigger finger	Musc/Skel
HP_0012288	Neoplasm of head and neck	neoplasm of head and neck	True	135	Benign neoplasm of the head and neck	benign neoplasm of the head and neck	Neoplasms
HP_0033993	Viral encephalitis	viral encephalitis	True	321.12	Viral encephalitis	viral encephalitis	Neuro
HP_0012317	Sacroiliitis	sacroiliitis	False	706.1	Sacroiliitis NEC	sacroiliitis nec	Musc/Skel
HP_0012318	Occipital neuralgia	occipital neuralgia	True	717.3	Occipital neuralgia*	occipital neuralgia	Musc/Skel
HP_0012325	Chronic myelomonocytic leukemia	chronic myelomonocytic leukemia	True	121.23	Chronic myelomonocytic (monocytic) leukemia	chronic myelomonocytic monocytic leukemia	Neoplasms
HP_0012325	Chronic myelomonocytic leukaemia	chronic myelomonocytic leukemia	False	121.23	Chronic myelomonocytic (monocytic) leukemia	chronic myelomonocytic monocytic leukemia	Neoplasms
HP_0012327	Celiac artery compression	celiac artery compression	True	443.2	Celiac artery compression syndrome	celiac artery compression syndrome	Cardio
HP_0012330	Pyelonephritis	pyelonephritis	True	581.1	Pyelonephritis	pyelonephritis	Genitourinary
HP_0012330	Pyelonephritis	pyelonephritis	True	581.11	Acute pyelonephritis	acute pyelonephritis	Genitourinary
HP_0012377	Hemianopia	hemianopia	True	386.42	Hemianopia	hemianopia	Eye
HP_0012388	Acute bronchitis	acute bronchitis	True	469.1	Acute bronchitis	acute bronchitis	Resp
HP_0012390	Anal fissure	anal fissure	True	530.1	Anal fissure	anal fissure	GI
HP_0012399	Pressure ulcer	pressure ulcer	True	686.1	Pressure ulcer	pressure ulcer	Derm
HP_0012405	Hypocitraturia	hypocitraturia	True	832.7	Hypocitraturia*	hypocitraturia	Signs/Symptoms
HP_0012418	Hypoxemia	hypoxemia	True	498.1	Hypoxemia	hypoxemia	Resp
HP_0012424	Chorioretinitis	chorioretinitis	True	367.53	Chorioretinitis	chorioretinitis	Eye
HP_0012426	Optic disc drusen	optic disk drusen	True	380.22	Optic disc drusen	optic disk drusen	Eye
HP_0012459	Hypnic headache	hypnic headache	True	331.32	Hypnic headache	hypnic headache	Neuro
HP_0012478	Ankylosis of temporomandibular joint	ankylosis of temporomandibular joint	False	733.61	Adhesions and ankylosis of temporomandibular joint	adhesions and ankylosis of temporomandibular joint	Musc/Skel
HP_0012486	Myelitis	myelitis	True	321.2	Myelitis	myelitis	Neuro
HP_0012490	Panniculitis	panniculitis	True	724.4	Panniculitis	panniculitis	Musc/Skel
HP_0012514	Leg pain	leg pain	False	809.32	Pain in leg*	pain in leg	Signs/Symptoms
HP_0012532	Chronic pain	chronic pain	True	809.2	Chronic pain	chronic pain	Signs/Symptoms
HP_0012578	Membranous glomerulonephritis	membranous glomerulonephritis	False	589.1	Membranous glomerulonephritis	membranous glomerulonephritis	Genitourinary
HP_0012587	Gross hematuria	gross hematuria	False	593.1	Gross hematuria	gross hematuria	Genitourinary
HP_0012621	Persistent cloaca	persistent cloaca	True	765.7	Persistent cloaca*	persistent cloaca	Cong
HP_0012632	Abnormal intraocular pressure	abnormal intraocular pressure	True	375	Abnormal intraocular pressure	abnormal intraocular pressure	Eye
HP_0012646	Retractile testis	retractile testis	True	771.12	Retractile testis	retractile testis	Cong
HP_0012669	Carotid sinus syncope	carotid sinus syncope	True	343.11	Carotid sinus syncope	carotid sinus syncope	Neuro
HP_0100630	Neoplasm of the nasopharynx	neoplasm of the nasopharynx	False	100.3	Malignant neoplasm of the nasopharynx	malignant neoplasm of the nasopharynx	Neoplasms
HP_0100630	Neoplasm of the nasopharynx	neoplasm of the nasopharynx	False	135.3	Benign neoplasm of the nasopharynx	benign neoplasm of the nasopharynx	Neoplasms
HP_0012735	Cough	cough	True	801	Cough	cough	Signs/Symptoms
HP_0012764	Orthopnea	orthopnea	True	488.11	Orthopnea	orthopnea	Resp
HP_0012803	Anisometropia	anisometropia	True	387.5	Anisometropia	anisometropia	Eye
HP_0012819	Myocarditis	myocarditis	True	410.3	Myocarditis	myocarditis	Cardio
HP_0030127	Endometriosis	endometriosis	True	615	Endometriosis	endometriosis	Genitourinary
HP_0020046	Accommodative esotropia	accommodative esotropia	True	381.32	Accommodative esotropia	accommodative esotropia	Eye
HP_0020123	Tympanosclerosis	tympanosclerosis	True	391.4	Tympanosclerosis	tympanosclerosis	Hearing
HP_0025004	Hallux rigidus	hallux rigidus	True	709.22	Hallux rigidus	hallux rigidus	Musc/Skel
HP_0025044	Lung abscess	lung abscess	True	482.11	Abscess of lung	abscess of lung	Resp
HP_0025089	Vomiting faecal matter	vomiting fecal matter	False	528.21	Vomiting of fecal matter	vomiting of fecal matter	GI
HP_0025089	Vomiting fecal matter	vomiting fecal matter	False	528.21	Vomiting of fecal matter	vomiting of fecal matter	GI
HP_0025127	Actinic keratosis	actinic keratosis	True	673.1	Actinic keratosis	actinic keratosis	Derm
HP_0025232	Bursitis	bursitis	True	721.5	Bursitis	bursitis	Musc/Skel
HP_0025245	Cutaneous cyst	cutaneous cyst	True	682.1	Cutaneous cyst	cutaneous cyst	Derm
HP_0025252	Geographic tongue	geographic tongue	True	509.2	Geographic tongue	geographic tongue	GI
HP_0025267	Snoring	snoring	True	488.9	Snoring*	snoring	Resp
HP_0025312	Esophoria	esophoria	True	381.81	Esophoria	esophoria	Eye
HP_0032011	Heterophoria	heterophoria	True	381.8	Heterophoria	heterophoria	Eye
HP_0025313	Exophoria	exophoria	True	381.82	Exophoria	exophoria	Eye
HP_0025328	Antepartum hemorrhage	antepartum hemorrhage	True	904.3	Antepartum hemorrhage	antepartum hemorrhage	Preg
HP_0025328	Antepartum haemorrhage	antepartum hemorrhage	False	904.3	Antepartum hemorrhage	antepartum hemorrhage	Preg
HP_0030953	Conjunctival hyperemia	conjunctival hyperemia	True	366.42	Conjunctival hyperemia	conjunctival hyperemia	Eye
HP_0025343	Lupus anticoagulant	lupus anticoagulant	True	168.213	Lupus anticoagulant syndrome*	lupus anticoagulant syndrome	Blood
HP_0025406	Weakness	weakness	False	807.2	Weakness	weakness	Signs/Symptoms
HP_0025428	Bronchospasm	bronchospasm	True	486.21	Bronchospasm	bronchospasm	Resp
HP_0025439	Pharyngitis	pharyngitis	True	465	Pharyngitis	pharyngitis	Resp
HP_0025452	Pyoderma gangrenosum	pyoderma gangrenosum	True	669.1	Pyoderma gangrenosum	pyoderma gangrenosum	Derm
HP_0025470	Telogen effluvium	telogen effluvium	True	684.12	Telogen effluvium	telogen effluvium	Derm
HP_0025520	Calcinosis cutis	calcinosis cutis	True	247.53	Calcinosis cutis*	calcinosis cutis	Metab
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	374.9	Central serous chorioretinopathy	central serous chorioretinopathy	Eye
HP_0025608	Cicatricial ectropion	cicatricial ectropion	True	361.94	Cicatricial ectropion	cicatricial ectropion	Eye
HP_0025610	Meibomian gland dysfunction	meibomian gland dysfunction	False	362.8	Meibomian gland dysfunction of eyelid*	meibomian gland dysfunction of eyelid	Eye
HP_0025679	Discitis	discitis	False	706.6	Discitis*	discitis	Musc/Skel
HP_0025691	Impaired fasting glucose	impaired fasting glucose	True	204.1	Impaired fasting glucose	impaired fasting glucose	Endo
HP_0030003	Paralytic lagophthalmos	paralytic lagophthalmos	True	361.25	Paralytic lagophthalmos	paralytic lagophthalmos	Eye
HP_0030004	Cicatricial lagophthalmos	cicatricial lagophthalmos	True	361.24	Cicatricial lagophthalmos	cicatricial lagophthalmos	Eye
HP_0030011	Imperforate hymen	imperforate hymen	True	770.53	Imperforate hymen	imperforate hymen	Cong
HP_0030016	Dyspareunia	dyspareunia	True	625.1	Dyspareunia	dyspareunia	Genitourinary
HP_0030041	Schmorl's nodes	schmorls nodes	False	716.1	Schmorl's nodes	schmorls nodes	Musc/Skel
HP_0030050	Narcolepsy	narcolepsy	True	333.7	Narcolepsy	narcolepsy	Neuro
HP_0030080	Burkitt lymphoma	burkitt lymphoma	True	122.23	Burkitt lymphoma	burkitt lymphoma	Neoplasms
HP_0030148	Cardiac murmurs	cardiac murmurs	False	423.1	Cardiac murmurs	cardiac murmurs	Cardio
HP_0030149	Cardiogenic shock	cardiogenic shock	True	810.1	Cardiogenic shock	cardiogenic shock	Signs/Symptoms
HP_0031273	Shock	shock	True	810	Shock	shock	Signs/Symptoms
HP_0030150	Plasmacytosis	plasmacytosis	True	171.3	Plasmacytosis	plasmacytosis	Blood
HP_0030151	Cholangitis	cholangitis	True	552.1	Cholangitis	cholangitis	GI
HP_0030154	Gallbladder perforation	gallbladder perforation	True	550.3	Gallbladder perforation	gallbladder perforation	GI
HP_0030155	Scrotal pain	scrotal pain	True	603.6	Scrotal pain*	scrotal pain	Genitourinary
HP_0030242	Portal vein thrombosis	portal vein thrombosis	True	440.12	Portal vein thrombosis	portal vein thrombosis	Cardio
HP_0030416	Neoplasm of the vulva	neoplasm of the vulva	False	106.11	Malignant neoplasm of the vulva	malignant neoplasm of the vulva	Neoplasms
HP_0100649	Neoplasm of the oral cavity	neoplasm of the oral cavity	True	135.1	Benign neoplasm of the oral cavity	benign neoplasm of the oral cavity	Neoplasms
HP_0100649	Neoplasm of the oral cavity	neoplasm of the oral cavity	True	100.1	Malignant neoplasm of the oral cavity	malignant neoplasm of the oral cavity	Neoplasms
HP_0030770	Craniorachischisis	craniorachischisis	True	751.2	Craniorachischisis	craniorachischisis	Cong
HP_0030771	Mallet finger	mallet finger	True	709.11	Mallet finger	mallet finger	Musc/Skel
HP_0100764	Lymphangioma	lymphangioma	True	139.62	Lymphangioma	lymphangioma	Neoplasms
HP_0030788	Impacted cerumen	impacted cerumen	True	390.4	Impacted cerumen	impacted cerumen	Hearing
HP_0500043	Eyelid retraction	eyelid retraction	True	361.5	Eyelid retraction	eyelid retraction	Eye
HP_0030816	Gingival recession	gingival recession	True	504.2	Gingival recession	gingival recession	GI
HP_0030828	Wheezing	wheezing	True	488.6	Wheezing	wheezing	Resp
HP_0100832	Vitreous opacities	vitreous opacities	False	376.2	Vitreous opacities	vitreous opacities	Eye
HP_0030834	Shoulder pain	shoulder pain	True	713.31	Pain in shoulder	pain in shoulder	Musc/Skel
HP_0030835	Elbow pain	elbow pain	True	713.32	Pain in elbow	pain in elbow	Musc/Skel
HP_0030836	Wrist pain	wrist pain	True	713.34	Pain in wrist*	pain in wrist	Musc/Skel
HP_0030838	Hip pain	hip pain	True	713.36	Pain in hip	pain in hip	Musc/Skel
HP_0030839	Knee pain	knee pain	True	713.37	Pain in knee	pain in knee	Musc/Skel
HP_0030854	Scleral staphyloma	scleral staphyloma	True	368.1	Scleral staphyloma	scleral staphyloma	Eye
HP_0200026	Ocular pain	ocular pain	True	389.1	Ocular pain	ocular pain	Eye
HP_0030907	Thunderclap headache	thunderclap headache	True	331.33	Thunderclap headache	thunderclap headache	Neuro
HP_0030943	Vulvodynia	vulvodynia	True	625.3	Vulvodynia	vulvodynia	Genitourinary
HP_0030991	Sclerosing cholangitis	sclerosing cholangitis	True	552.11	Primary sclerosing cholangitis*	primary sclerosing cholangitis	GI
HP_0030997	Vas deferens atresia	vas deferens atresia	False	771.5	Atresia of vas deferens*	atresia of vas deferens	Cong
HP_0031009	Ainhum	ainhum	True	680.4	Ainhum	ainhum	Derm
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	376.4	Vitreomacular adhesion	vitreomacular adhesion	Eye
HP_0031218	Inappropriate antidiuretic hormone secretion	inappropriate antidiuretic hormone secretion	True	209.12	Syndrome of inappropriate secretion of antidiuretic hormone	syndrome of inappropriate secretion of antidiuretic hormone	Endo
HP_0031249	Parageusia	parageusia	True	352.3	Parageusia*	parageusia	Neuro
HP_0031258	Delirium	delirium	True	329.9	Delirium	delirium	Neuro
HP_0031287	Seborrheic keratosis	seborrheic keratosis	True	670	Seborrheic keratosis	seborrheic keratosis	Derm
HP_0100785	Insomnia	insomnia	True	333.2	Insomnia	insomnia	Neuro
HP_0031368	Intestinal perforation	intestinal perforation	True	532.2	Intestinal perforation	intestinal perforation	GI
HP_0031368	Intestinal perforation	intestinal perforation	True	865.3	Perinatal intestinal perforation	perinatal intestinal perforation	Neonate
HP_0031456	Ectopic pregnancy	ectopic pregnancy	True	901.1	Ectopic pregnancy	ectopic pregnancy	Preg
HP_0031615	Hypopyon	hypopyon	True	367.8	Hypopyon	hypopyon	Eye
HP_0031623	Brow ptosis	brow ptosis	True	361.36	Brow ptosis*	brow ptosis	Eye
HP_0031671	Typical atrial flutter	typical atrial flutter	True	416.221	Typical atrial flutter*	typical atrial flutter	Cardio
HP_0031684	Renal artery atherosclerosis	renal artery atherosclerosis	True	436.1	Atherosclerosis of renal artery	atherosclerosis of renal artery	Cardio
HP_0031717	Alternating exotropia	alternating exotropia	True	381.41	Alternating exotropia	alternating exotropia	Eye
HP_0031776	Cyclotropia	cyclotropia	True	381.7	Cyclotropia	cyclotropia	Eye
HP_0031737	Cicatricial entropion	cicatricial entropion	True	361.14	Cicatricial entropion	cicatricial entropion	Eye
HP_0031738	Mechanical entropion	mechanical entropion	True	361.12	Mechanical entropion	mechanical entropion	Eye
HP_0031777	Cyclophoria	cyclophoria	True	381.83	Cyclophoria	cyclophoria	Eye
HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False	522.62	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	GI
HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False	522.6	Eosinophilic gastroenteritis and colitis	eosinophilic gastroenteritis and colitis	GI
HP_0031792	Irregular astigmatism	irregular astigmatism	True	387.31	Irregular astigmatism	irregular astigmatism	Eye
HP_0031807	Basophilia	basophilia	False	171.5	Basophilia	basophilia	Blood
HP_0031813	Eosinophilic colitis	eosinophilic colitis	False	522.63	Eosinophilic colitis	eosinophilic colitis	GI
HP_0031830	Pinguecula	pinguecula	True	366.21	Pinguecula	pinguecula	Eye
HP_0031846	Femur fracture	femur fracture	True	T820.1	Fracture of femur	fracture of femur	Trauma
HP_0031864	Bacteremia	bacteremia	True	092.8	Bacteremia	bacteremia	ID
HP_0032141	Precordial pain	precordial pain	True	800.2	Precordial pain	precordial pain	Signs/Symptoms
HP_0100749	Chest pain	chest pain	True	800	Chest pain	chest pain	Signs/Symptoms
HP_0100812	Halitosis	halitosis	True	529.6	Halitosis*	halitosis	GI
HP_0032147	Erythromelalgia	erythromelalgia	True	448.2	Erythromelalgia	erythromelalgia	Cardio
HP_0032163	Molluscum contagiosum	molluscum contagiosum	True	055.1	Molluscum contagiosum	molluscum contagiosum	ID
HP_0032192	Hydatidiform mole	hydatidiform mole	True	901.2	Hydatidiform mole	hydatidiform mole	Preg
HP_0032256	Histoplasmosis	histoplasmosis	True	072	Histoplasmosis	histoplasmosis	ID
HP_0032282	Contact dermatitis	contact dermatitis	True	668.3	Contact dermatitis	contact dermatitis	Derm
HP_0032434	Delayed umbilical cord separation	delayed umbilical cord separation	True	872.4	Delayed separation of umbilical cord	delayed separation of umbilical cord	Neonate
HP_0032434	Delayed separation of umbilical cord	delayed separation of umbilical cord	False	872.4	Delayed separation of umbilical cord	delayed separation of umbilical cord	Neonate
HP_0032448	Achlorhydria	achlorhydria	True	516.6	Achlorhydria	achlorhydria	GI
HP_0032545	Abdominal rigidity	abdominal rigidity	True	556.4	Abdominal rigidity	abdominal rigidity	GI
HP_0032551	Hemorrhoids	hemorrhoids	True	439	Hemorrhoids	hemorrhoids	Cardio
HP_0032551	Haemorrhoids	hemorrhoids	False	439	Hemorrhoids	hemorrhoids	Cardio
HP_0032966	Centrilobular emphysema	centrilobular emphysema	True	474.13	Centrilobular emphysema*	centrilobular emphysema	Resp
HP_0100551	Neoplasm of the trachea	neoplasm of the trachea	True	102.3	Malignant neoplasm of the trachea	malignant neoplasm of the trachea	Neoplasms
HP_0100551	Neoplasm of the trachea	neoplasm of the trachea	True	137.3	Benign neoplasm of the trachea	benign neoplasm of the trachea	Neoplasms
HP_0033050	Throat pain	throat pain	False	802	Throat pain	throat pain	Signs/Symptoms
HP_0033117	Duodenitis	duodenitis	True	522.8	Duodenitis	duodenitis	GI
HP_0033125	Follicular lymphoma	follicular lymphoma	True	122.21	Follicular lymphoma	follicular lymphoma	Neoplasms
HP_0033150	Anorectal abscess	anorectal abscess	True	530.2	Anorectal abscess	anorectal abscess	GI
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	865.2	Necrotizing enterocolitis in newborn	necrotizing enterocolitis in newborn	Neonate
HP_0033415	Cardiac tamponade	cardiac tamponade	True	411.3	Cardiac tamponade	cardiac tamponade	Cardio
HP_0033512	Stimulant dependence	stimulant dependence	False	280.62	Other stimulant dependence	other stimulant dependence	Mental
HP_0033513	Cocaine dependence	cocaine dependence	False	280.52	Cocaine dependence	cocaine dependence	Mental
HP_0033515	Opioid dependence	opioid dependence	False	280.22	Opioid dependence	opioid dependence	Mental
HP_0033553	Septic embolism	septic embolism	True	440.4	Septic embolism	septic embolism	Cardio
HP_0100750	Pulmonary atelectasis	pulmonary atelectasis	False	479.6	Pulmonary collapse [Atelectasis]	pulmonary collapse atelectasis	Resp
HP_0033677	Acute respiratory distress syndrome	acute respiratory distress syndrome	True	479.1	Acute respiratory distress syndrome [ARDS]*	acute respiratory distress syndrome ards	Resp
HP_0033788	Hypercementosis	hypercementosis	False	502.5	Hypercementosis	hypercementosis	GI
HP_0033808	Spermatocele	spermatocele	True	603.2	Spermatocele	spermatocele	Genitourinary
HP_0033840	Postmenopausal bleeding	postmenopausal bleeding	True	627.1	Postmenopausal bleeding	postmenopausal bleeding	Genitourinary
HP_0033842	Early satiety	early satiety	True	230.5	Early satiety	early satiety	Metab
HP_0034004	Parosmia	parosmia	True	352.2	Parosmia*	parosmia	Neuro
HP_0034205	Iniencephaly	iniencephaly	True	750.5	Iniencephaly	iniencephaly	Cong
HP_0040113	Presbycusis	presbycusis	False	396.22	Presbycusis	presbycusis	Hearing
HP_0040154	Hidradenitis suppurativa	hidradenitis suppurativa	False	682.3	Hidradenitis suppurativa	hidradenitis suppurativa	Derm
HP_0100806	Sepsis	sepsis	True	092.2	Sepsis	sepsis	ID
HP_0040264	Jaw pain	jaw pain	True	734.9	Jaw pain	jaw pain	Musc/Skel
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	391.22	Obstruction of Eustachian tube	obstruction of eustachian tube	Hearing
HP_0040289	Cyclic neutropenia	cyclic neutropenia	True	170.14	Cyclic neutropenia	cyclic neutropenia	Blood
HP_0041081	Lower limb fracture	lower limb fracture	False	T820	Fracture of lower limb	fracture of lower limb	Trauma
HP_0100028	Ectopic thyroid	ectopic thyroid	True	200.24	Ectopic thyroid nodule	ectopic thyroid nodule	Endo
HP_0100033	Tics	tics	True	324.6	Tics	tics	Neuro
HP_0100033	Tic disorder	tic disorder	False	893.5	Tic disorder	tic disorder	Dev
HP_0100279	Ulcerative colitis	ulcerative colitis	True	522.12	Ulcerative colitis	ulcerative colitis	GI
HP_0100280	Crohn's disease	crohns disease	True	522.11	Crohn's disease	crohns disease	GI
HP_0100327	Milk allergy	milk allergy	False	840.17	Milk allergy	milk allergy	Signs/Symptoms
HP_0100497	Vitamin B3 deficiency	vitamin b3 deficiency	True	232.23	Niacin deficiency [Vitamin B3]	niacin deficiency vitamin b3	Metab
HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True	232.27	Vitamin B12 deficiency	vitamin b12 deficiency	Metab
HP_0100503	Vitamin B1 deficiency	vitamin b1 deficiency	False	232.21	Thiamine deficiency [Vitamin B1]	thiamine deficiency vitamin b1	Metab
HP_0100507	Vitamin B9 deficiency	vitamin b9 deficiency	False	232.29	Folate deficiency [Vitamin B9]	folate deficiency vitamin b9	Metab
HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	232.4	Vitamin D deficiency	vitamin d deficiency	Metab
HP_0100513	Vitamin E deficiency	vitamin e deficiency	False	232.5	Vitamin E deficiency*	vitamin e deficiency	Metab
HP_0100518	Dysuria	dysuria	True	594.2	Dysuria	dysuria	Genitourinary
HP_0100521	Neoplasm of the thymus	neoplasm of the thymus	True	102.54	Malignant neoplasm of the thymus	malignant neoplasm of the thymus	Neoplasms
HP_0100521	Neoplasm of the thymus	neoplasm of the thymus	True	137.54	Benign neoplasm of the thymus	benign neoplasm of the thymus	Neoplasms
HP_0100523	Liver abscess	liver abscess	True	546.2	Abscess of liver	abscess of liver	GI
