ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_codeList
Q20.2	Double outlet left ventricle	double outlet left ventricle	['747', '747.1', '747.11']	['778', '778.7']	HP_0011581	Double outlet left ventricle	double outlet left ventricle	True	['CM_763.17']
Q20.4	Double inlet ventricle	double inlet ventricle	['747', '747.1', '747.11']	['780', '780.3']	HP_0011555	Double inlet left ventricle	double inlet left ventricle	True	['CM_763.36']
Q20.4	Double inlet ventricle	double inlet ventricle	['747', '747.1', '747.11']	['780', '780.3']	HP_0011556	Double inlet right ventricle	double inlet right ventricle	True	['CM_763.36']
Q20.5	Discordant atrioventricular connection	discordant atrioventricular connection	['747', '747.1', '747.11']	['778', '778.2']	HP_0011553	Discordant atrioventricular connection	discordant atrioventricular connection	True	['CM_763.12']
Q20.5	Discordant atrioventricular connection	discordant atrioventricular connection	['747', '747.1', '747.11']	['778', '778.2']	HP_0011553	Discordant atrioventricular connexion	discordant atrioventricular connection	False	['CM_763.12']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0001629	Ventricular septal defect	ventricular septal defect	True	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011621	Gerbode ventricular septal defect	gerbode ventricular septal defect	True	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011622	Inlet ventricular septal defect	inlet ventricular septal defect	True	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011622	Type 3 ventricular septal defect	type 3 ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011623	Muscular ventricular septal defect	muscular ventricular septal defect	True	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011623	Type 4 ventricular septal defect	type 4 ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011681	Subarterial ventricular septal defect	subarterial ventricular septal defect	True	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011681	Conal ventricular septal defect	conal ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011681	Type 1 ventricular septal defect	type 1 ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011682	Membranous ventricular septal defect	membranous ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011682	Type 2 ventricular septal defect	type 2 ventricular septal defect	False	['CM_763.31']
Q21.0	Ventricular septal defect	ventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.41']	HP_0011683	Restrictive ventricular septal defect	restrictive ventricular septal defect	True	['CM_763.31']
Q21.1	Atrial septal defect	atrial septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.42']	HP_0001631	Atrial septal defect	atrial septal defect	True	['CM_763.32']
Q21.1	Atrial septal defect	atrial septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.42']	HP_0001684	Secundum atrial septal defect	secundum atrial septal defect	True	['CM_763.32']
Q21.1	Atrial septal defect	atrial septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.42']	HP_0010445	Primum atrial septal defect	primum atrial septal defect	True	['CM_763.32']
Q21.2	Atrioventricular septal defect	atrioventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.43']	HP_0001674	Complete atrioventricular septal defect	complete atrioventricular septal defect	False	['CM_763.33']
Q21.2	Atrioventricular septal defect	atrioventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.43']	HP_0006695	Atrioventricular septal defect	atrioventricular septal defect	False	['CM_763.33']
Q21.2	Atrioventricular septal defect	atrioventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.43']	HP_0011576	Intermediate atrioventricular septal defect	intermediate atrioventricular septal defect	False	['CM_763.33']
Q21.2	Atrioventricular septal defect	atrioventricular septal defect	['747', '747.1', '747.11']	['780', '780.4', '780.43']	HP_0011579	Unbalanced atrioventricular septal defect	unbalanced atrioventricular septal defect	False	['CM_763.33']
Q21.3	Tetralogy of Fallot	tetralogy of fallot	['747', '747.1', '747.11']	['780', '780.4', '780.44']	HP_0001636	Tetralogy of Fallot	tetralogy of fallot	True	['CM_763.4']
Q22.0	Pulmonary valve atresia	pulmonary valve atresia	['747', '747.1', '747.12']	['413', '413.4', '779', '779.1', '779.11']	HP_0010882	Pulmonary valve atresia	pulmonary valve atresia	True	['CV_413.4', 'CM_763.211']
Q22.5	Ebstein's anomaly	ebsteins anomaly	['747', '747.1', '747.12']	['779', '779.2', '779.22']	HP_0010316	Ebstein's anomaly	ebsteins anomaly	False	['CM_763.222']
Q22.6	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	['747', '747.1', '747.12']	['780', '780.5', '780.51']	HP_0010954	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	False	['CM_763.24']
Q23.2	Congenital mitral stenosis	congenital mitral stenosis	['747', '747.1', '747.12']	['413', '413.1', '413.13', '779', '779.3', '779.33']	HP_0011570	Congenital mitral stenosis	congenital mitral stenosis	True	['CV_413.13', 'CM_763.233']
Q24.0	Dextrocardia	dextrocardia	['747', '747.1']	['796', '796.1', '796.12']	HP_0001651	Dextrocardia	dextrocardia	True	['CM_774.2']
Q24.2	Cor triatriatum	cor triatriatum	['747', '747.1']	['780', '780.6']	HP_0010774	Cor triatriatum	cor triatriatum	True	['CM_763.34']
Q24.2	Cor triatriatum	cor triatriatum	['747', '747.1']	['780', '780.6']	HP_0011566	Cor triatriatum dexter	cor triatriatum dexter	True	['CM_763.34']
Q24.9	Congenital malformation of heart, unspecified	congenital malformation of heart	['747', '747.1']	['780']	HP_0011723	Congenital malformation of the right heart	congenital malformation of the right heart	True	['CM_763']
Q24.9	Congenital malformation of heart, unspecified	congenital malformation of heart	['747', '747.1']	['780']	HP_0045017	Congenital malformation of the left heart	congenital malformation of the left heart	True	['CM_763']
Q25.0	Patent ductus arteriosus	patent ductus arteriosus	['747', '747.1', '747.13']	['778', '778.3']	HP_0001643	Patent ductus arteriosus	patent ductus arteriosus	True	['CM_763.13']
Q25.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	HP_0001680	Coarctation of aorta	coarctation of aorta	True	['CM_763.141']
Q25.1	Coarctation of aorta	coarctation of aorta	['747', '747.1', '747.13']	['778', '778.4', '778.41']	HP_0001680	Coarctation of the aorta	coarctation of the aorta	False	['CM_763.141']
Q25.3	Supravalvular aortic stenosis	supravalvular aortic stenosis	['747', '747.1', '747.13']	['413', '413.2', '413.21', '778', '778.4', '778.43']	HP_0004381	Supravalvular aortic stenosis	supravalvular aortic stenosis	True	['CV_413.21', 'CM_763.143']
Q25.45	Double aortic arch	double aortic arch	['747', '747.1', '747.13']	['778', '778.4', '778.46']	HP_0011590	Double aortic arch	double aortic arch	True	['CM_763.146']
Q25.47	Right aortic arch	right aortic arch	['747', '747.1', '747.13']	['778', '778.4', '778.47']	HP_0012020	Right aortic arch	right aortic arch	True	['CM_763.147']
Q25.48	Anomalous origin of subclavian artery	anomalous origin of subclavian artery	['747', '747.1', '747.13']	['778', '778.4']	HP_0031253	Anomalous origin of left subclavian artery	anomalous origin of left subclavian artery	True	['CM_763.14']
Q25.9	Congenital malformation of great arteries, unspecified	congenital malformation of great arteries	['747', '747.1', '747.13']	['778', '778.5']	HP_0011603	Congenital malformation of the great arteries	congenital malformation of the great arteries	True	['CM_763.1']
Q26.1	Persistent left superior vena cava	persistent left superior vena cava	['747', '747.1', '747.13']	['781', '781.4', '781.42']	HP_0005301	Persistent left superior vena cava	persistent left superior vena cava	True	['CM_764.11']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0005160	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011719	Supracardiac total anomalous pulmonary venous connection	supracardiac total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011719	Supracardiac total anomalous pulmonary venous connexion	supracardiac total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011719	Total anomalous pulmonary venous connection, supracardiac	total anomalous pulmonary venous connection supracardiac	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011719	Type 1 total anomalous pulmonary venous connection	type 1 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Cardiac total anomalous pulmonary venous connection	cardiac total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Cardiac total anomalous pulmonary venous connexion	cardiac total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Total anomalous pulmonary venous connection, intracardiac	total anomalous pulmonary venous connection intracardiac	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Type 2 total anomalous pulmonary venous connection	type 2 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011721	Infracardiac total anomalous pulmonary venous connection	infracardiac total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011721	Infracardiac total anomalous pulmonary venous connexion	infracardiac total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011721	Type 3 total anomalous pulmonary venous connection	type 3 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Mixed total anomalous pulmonary venous connection	mixed total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Mixed total anomalous pulmonary venous connexion	mixed total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Total anomalous pulmonary venous connection, mixed	total anomalous pulmonary venous connection mixed	False	['CM_763.6']
Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Type 4 total anomalous pulmonary venous connection	type 4 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.3	Partial anomalous pulmonary venous connection	partial anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0010773	Partial anomalous pulmonary venous connection	partial anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0005160	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0010773	Partial anomalous pulmonary venous connection	partial anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011719	Type 1 total anomalous pulmonary venous connection	type 1 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Cardiac total anomalous pulmonary venous connection	cardiac total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Cardiac total anomalous pulmonary venous connexion	cardiac total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011720	Type 2 total anomalous pulmonary venous connection	type 2 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011721	Type 3 total anomalous pulmonary venous connection	type 3 total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Mixed total anomalous pulmonary venous connection	mixed total anomalous pulmonary venous connection	True	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Mixed total anomalous pulmonary venous connexion	mixed total anomalous pulmonary venous connection	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Total anomalous pulmonary venous connection, mixed	total anomalous pulmonary venous connection mixed	False	['CM_763.6']
Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	HP_0011722	Type 4 total anomalous pulmonary venous connection	type 4 total anomalous pulmonary venous connection	False	['CM_763.6']
Q30.0	Choanal atresia	choanal atresia	['749']	['758', '758.6', '758.61']	HP_0000453	Choanal atresia	choanal atresia	True	['CM_755.61']
Q31.2	Laryngeal hypoplasia	laryngeal hypoplasia	['748']	['777', '777.1', '777.13']	HP_0008749	Laryngeal hypoplasia	laryngeal hypoplasia	True	['CM_762.13']
Q35	Cleft palate	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000175	Cleft palate	cleft palate	True	['CM_754.11']
Q35	Cleft palate	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000175	Cleft of palate	cleft of palate	False	['CM_754.11']
Q35	Cleft palate	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000185	Cleft soft palate	cleft soft palate	True	['CM_754.11']
Q35	Cleft palate	cleft palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft hard palate	cleft hard palate	True	['CM_754.11']
Q35	Cleft palate	cleft palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft bony palate	cleft bony palate	False	['CM_754.11']
Q35.1	Cleft hard palate	cleft hard palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft hard palate	cleft hard palate	True	['CM_754.11']
Q35.1	Cleft hard palate	cleft hard palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft of hard palate	cleft of hard palate	False	['CM_754.11']
Q35.3	Cleft soft palate	cleft soft palate	['749', '749.1']	['757', '757.1']	HP_0000185	Cleft soft palate	cleft soft palate	True	['CM_754.11']
Q35.3	Cleft soft palate	cleft soft palate	['749', '749.1']	['757', '757.1']	HP_0000185	Cleft of soft palate	cleft of soft palate	False	['CM_754.11']
Q35.7	Cleft uvula	cleft uvula	['749', '749.1']	['757', '757.1', '757.11']	HP_0000193	Cleft of uvula	cleft of uvula	False	['CM_754.14']
Q35.7	Cleft uvula	cleft uvula	['749', '749.1']	['757', '757.1', '757.11']	HP_0000193	Cleft uvula	cleft uvula	False	['CM_754.14']
Q35.9	Cleft palate, unspecified	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000175	Cleft palate	cleft palate	True	['CM_754.11']
Q35.9	Cleft palate, unspecified	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000175	Cleft of palate	cleft of palate	False	['CM_754.11']
Q35.9	Cleft palate, unspecified	cleft palate	['749', '749.1']	['757', '757.1']	HP_0000185	Cleft soft palate	cleft soft palate	True	['CM_754.11']
Q35.9	Cleft palate, unspecified	cleft palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft hard palate	cleft hard palate	True	['CM_754.11']
Q35.9	Cleft palate, unspecified	cleft palate	['749', '749.1']	['757', '757.1']	HP_0410005	Cleft bony palate	cleft bony palate	False	['CM_754.11']
Q36	Cleft lip	cleft lip	['749', '749.1']	['757', '757.2']	HP_0410030	Cleft lip	cleft lip	True	['CM_754.12']
Q36.0	Cleft lip, bilateral	cleft lip bilateral	['749', '749.1']	['757', '757.2']	HP_0100336	Bilateral cleft lip	bilateral cleft lip	True	['CM_754.12']
Q36.1	Cleft lip, median	cleft lip median	['749', '749.1']	['757', '757.2']	HP_0000161	Median cleft lip	median cleft lip	True	['CM_754.12']
Q36.9	Cleft lip, unilateral	cleft lip unilateral	['749', '749.1']	['757', '757.2']	HP_0100333	Unilateral cleft lip	unilateral cleft lip	True	['CM_754.12']
Q36.9	Cleft lip, unilateral	cleft lip unilateral	['749', '749.1']	['757', '757.2']	HP_0100333	Unilateral cleft upper lip	unilateral cleft upper lip	False	['CM_754.12']
Q38.1	Ankyloglossia	ankyloglossia	['750', '750.1', '750.13']	['759', '759.1']	HP_0010296	Ankyloglossia	ankyloglossia	True	['NB_871.4']
Q38.2	Macroglossia	macroglossia	['750', '750.1', '750.13']	['759', '759.2']	HP_0000158	Macroglossia	macroglossia	True	['CM_754.52']
Q39.4	Esophageal web	esophageal web	['750', '750.1', '750.11']	['762', '762.1', '762.11']	HP_0100594	Esophageal web	esophageal web	True	['CM_757.111']
Q43.5	Ectopic anus	ectopic anus	['750', '750.2', '750.21']	['765', '765.6']	HP_0004397	Ectopic anus	ectopic anus	True	['CM_758.16']
Q43.7	Persistent cloaca	persistent cloaca	['750', '750.2', '750.21']	['765', '765.7']	HP_0012621	Persistent cloaca	persistent cloaca	True	['CM_758.17']
Q44.4	Choledochal cyst	choledochal cyst	['750', '750.2', '750.22']	['766']	HP_0100890	Choledochal cyst	choledochal cyst	False	['CM_758.2']
Q45.1	Annular pancreas	annular pancreas	['750', '750.2', '750.22']	['767', '767.1']	HP_0001734	Annular pancreas	annular pancreas	True	['CM_758.31']
Q51.811	Hypoplasia of uterus	hypoplasia of uterus	['751', '751.1', '751.11']	['770', '770.3', '770.31']	HP_0000013	Hypoplasia of the uterus	hypoplasia of the uterus	True	['CM_760.131']
Q52.0	Congenital absence of vagina	congenital absence of vagina	['751', '751.1', '751.11']	['770', '770.5', '770.51']	HP_0003250	Congenital absence of the vagina	congenital absence of the vagina	False	['CM_760.151']
Q52.11	Transverse vaginal septum	transverse vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	HP_0000145	Transverse vaginal septum	transverse vaginal septum	True	['CM_760.152']
Q52.12	Longitudinal vaginal septum	longitudinal vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	HP_0008740	Longitudinal vaginal septum	longitudinal vaginal septum	True	['CM_760.152']
Q52.3	Imperforate hymen	imperforate hymen	['751', '751.1', '751.11']	['770', '770.5', '770.53']	HP_0030011	Imperforate hymen	imperforate hymen	True	['CM_760.153']
Q54	Hypospadias	hypospadias	['751', '751.1', '751.12']	['771', '771.2', '771.21']	HP_0000047	Hypospadias	hypospadias	True	['CM_760.221']
Q54.1	Hypospadias, penile	hypospadias penile	['751', '751.1', '751.12']	['771', '771.2', '771.21']	HP_0003244	Penile hypospadias	penile hypospadias	True	['CM_760.221']
Q54.2	Hypospadias, penoscrotal	hypospadias penoscrotal	['751', '751.1', '751.12']	['771', '771.2', '771.21']	HP_0000808	Penoscrotal hypospadias	penoscrotal hypospadias	True	['CM_760.221']
Q54.3	Hypospadias, perineal	hypospadias perineal	['751', '751.1', '751.12']	['771', '771.2', '771.21']	HP_0000051	Perineal hypospadias	perineal hypospadias	True	['CM_760.221']
Q54.9	Hypospadias, unspecified	hypospadias	['751', '751.1', '751.12']	['771', '771.2', '771.21']	HP_0000047	Hypospadias	hypospadias	True	['CM_760.221']
Q55.22	Retractile testis	retractile testis	['751', '751.1', '751.12']	['771', '771.1', '771.12']	HP_0012646	Retractile testis	retractile testis	True	['CM_760.212']
Q55.3	Atresia of vas deferens	atresia of vas deferens	['751', '751.1']	['771', '771.5']	HP_0030997	Atresia of the vas deferens	atresia of the vas deferens	False	['CM_760.25']
Q55.62	Hypoplasia of penis	hypoplasia of penis	['751', '751.1', '751.12']	['771', '771.2', '771.23']	HP_0008736	Hypoplasia of penis	hypoplasia of penis	True	['CM_760.223']
Q56.3	Pseudohermaphroditism, unspecified	pseudohermaphroditism	['751', '751.1']	['772', '772.2']	HP_0000037	Male pseudohermaphroditism	male pseudohermaphroditism	True	['CM_760.3']
Q56.3	Pseudohermaphroditism, unspecified	pseudohermaphroditism	['751', '751.1']	['772', '772.2']	HP_0010458	Female pseudohermaphroditism	female pseudohermaphroditism	True	['CM_760.3']
Q60.0	Renal agenesis, unilateral	renal agenesis unilateral	['751', '751.2', '751.22']	['773', '773.1', '773.11']	HP_0000122	Unilateral renal agenesis	unilateral renal agenesis	True	['CM_761.111']
Q60.1	Renal agenesis, bilateral	renal agenesis bilateral	['751', '751.2', '751.22']	['773', '773.1', '773.11']	HP_0010958	Bilateral renal agenesis	bilateral renal agenesis	True	['CM_761.111']
Q60.2	Renal agenesis, unspecified	renal agenesis	['751', '751.2', '751.22']	['773', '773.1', '773.11']	HP_0000104	Renal agenesis	renal agenesis	True	['CM_761.111']
Q60.3	Renal hypoplasia, unilateral	renal hypoplasia unilateral	['751', '751.2', '751.22']	['773', '773.1', '773.12']	HP_0012583	Unilateral renal hypoplasia	unilateral renal hypoplasia	True	['CM_761.112']
Q60.4	Renal hypoplasia, bilateral	renal hypoplasia bilateral	['751', '751.2', '751.22']	['773', '773.1', '773.12']	HP_0012584	Bilateral renal hypoplasia	bilateral renal hypoplasia	True	['CM_761.112']
Q60.5	Renal hypoplasia, unspecified	renal hypoplasia	['751', '751.2', '751.22']	['773', '773.1', '773.12']	HP_0000089	Renal hypoplasia	renal hypoplasia	True	['CM_761.112']
Q61.4	Renal dysplasia	renal dysplasia	['751', '751.2', '751.21']	['773', '773.2']	HP_0000110	Renal dysplasia	renal dysplasia	True	['CM_761.12']
Q61.4	Renal dysplasia	renal dysplasia	['751', '751.2', '751.21']	['773', '773.2']	HP_0000800	Cystic renal dysplasia	cystic renal dysplasia	True	['CM_761.12']
Q61.4	Renal dysplasia	renal dysplasia	['751', '751.2', '751.21']	['773', '773.2']	HP_0000800	Renal cystic dysplasia	renal cystic dysplasia	False	['CM_761.12']
Q61.4	Renal dysplasia	renal dysplasia	['751', '751.2', '751.21']	['773', '773.2']	HP_0000800	Renal dysplasia, cystic	renal dysplasia cystic	False	['CM_761.12']
Q62.2	Congenital megaureter	congenital megaureter	['751', '751.3']	['774', '774.3']	HP_0008676	Congenital megaureter	congenital megaureter	True	['CM_761.23']
Q63.2	Ectopic kidney	ectopic kidney	['751', '751.2', '751.22']	['773', '773.8']	HP_0000086	Ectopic kidney	ectopic kidney	True	['CM_761.18']
Q64.0	Epispadias	epispadias	['751', '751.1', '751.12']	['771', '771.2', '771.27']	HP_0000039	Epispadias	epispadias	True	['CM_760.227']
Q65.2	Congenital dislocation of hip, unspecified	congenital dislocation of hip	['755', '755.6', '755.61']	['783', '783.1', 'T830']	HP_0001374	Congenital dislocation of the hip	congenital dislocation of the hip	False	['CM_765.1']
Q66.4	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	['755', '755.1']	['784', '784.1', '784.13']	HP_0005850	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	True	['CM_766.21']
Q67.2	Dolichocephaly	dolichocephaly	['749']	['758', '758.2', '758.21']	HP_0000268	Dolichocephaly	dolichocephaly	True	['CM_755.21']
Q67.3	Plagiocephaly	plagiocephaly	['749']	['758', '758.2', '758.22']	HP_0001357	Plagiocephaly	plagiocephaly	True	['CM_755.22']
Q67.6	Pectus excavatum	pectus excavatum	['756', '756.2', '756.21']	['786', '786.1']	HP_0000767	Pectus excavatum	pectus excavatum	True	['CM_768.11']
Q67.7	Pectus carinatum	pectus carinatum	['756', '756.2', '756.22']	['786', '786.2']	HP_0000768	Pectus carinatum	pectus carinatum	True	['CM_768.12']
Q69	Polydactyly	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0001161	Hand polydactyly	hand polydactyly	True	['CM_767.11']
Q69	Polydactyly	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0010442	Polydactyly	polydactyly	True	['CM_767.11']
Q69	Polydactyly	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0001829	Foot polydactyly	foot polydactyly	True	['CM_767.11']
Q69.9	Polydactyly, unspecified	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0001161	Hand polydactyly	hand polydactyly	True	['CM_767.11']
Q69.9	Polydactyly, unspecified	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0010442	Polydactyly	polydactyly	True	['CM_767.11']
Q69.9	Polydactyly, unspecified	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	HP_0001829	Foot polydactyly	foot polydactyly	True	['CM_767.11']
Q70	Syndactyly	syndactyly	['755', '755.3']	['785', '785.1', '785.12']	HP_0001159	Syndactyly	syndactyly	True	['CM_767.12']
Q70	Syndactyly	syndactyly	['755', '755.3']	['785', '785.1', '785.12']	HP_0001770	Toe syndactyly	toe syndactyly	True	['CM_767.12']
Q70.1	Webbed fingers	webbed fingers	['755', '755.3']	['785', '785.1', '785.12']	HP_0010554	Webbed fingers	webbed fingers	False	['CM_767.12']
Q70.1	Webbed fingers	webbed fingers	['755', '755.3']	['785', '785.1', '785.12']	HP_0010708	Webbed 1-5 fingers	webbed 1-5 fingers	False	['CM_767.12']
Q70.2	Fused toes	fused toes	['755', '755.3']	['785', '785.1', '785.12']	HP_0001770	Fused toes	fused toes	False	['CM_767.12']
Q70.3	Webbed toes	webbed toes	['755', '755.3']	['785', '785.1', '785.12']	HP_0001770	Webbed toes	webbed toes	False	['CM_767.12']
Q70.9	Syndactyly, unspecified	syndactyly	['755', '755.3']	['785', '785.1', '785.12']	HP_0001159	Syndactyly	syndactyly	True	['CM_767.12']
