hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0030953	Conjunctival hyperemia	conjunctival hyperemia	True	H11.432	Conjunctival hyperemia, left eye	conjunctival hyperemia left eye	['372']	['366', '366.4', '366.42']
HP_0030953	Conjunctival hyperemia	conjunctival hyperemia	True	H11.433	Conjunctival hyperemia, bilateral	conjunctival hyperemia bilateral	['372']	['366', '366.4', '366.42']
HP_0025342	Central retinal artery occlusion	central retinal artery occlusion	True	H34.1	Central retinal artery occlusion	central retinal artery occlusion	['362', '362.4']	['374', '374.3', '374.37']
HP_0025342	Central retinal artery occlusion	central retinal artery occlusion	True	H34.11	Central retinal artery occlusion, right eye	central retinal artery occlusion right eye	['362', '362.4']	['374', '374.3', '374.37']
HP_0025342	Central retinal artery occlusion	central retinal artery occlusion	True	H34.12	Central retinal artery occlusion, left eye	central retinal artery occlusion left eye	['362', '362.4']	['374', '374.3', '374.37']
HP_0025342	Central retinal artery occlusion	central retinal artery occlusion	True	H34.13	Central retinal artery occlusion, bilateral	central retinal artery occlusion bilateral	['362', '362.4']	['374', '374.3', '374.37']
HP_0025343	Lupus anticoagulant	lupus anticoagulant	True	D68.62	Lupus anticoagulant syndrome	lupus anticoagulant syndrome	['286', '286.8', '286.81']	['168', '168.2', '168.21', '168.213']
HP_0025406	Weakness	weakness	False	R53.1	Weakness	weakness	['798']	['807', '807.2']
HP_0025413	Fossa navicularis urethral stricture	fossa navicularis urethral stricture	True	N99.115	Postprocedural fossa navicularis urethral stricture	postprocedural fossa navicularis urethral stricture	['597', '597.1']	['597', '597.1', 'C935']
HP_0025452	Pyoderma gangrenosum	pyoderma gangrenosum	True	L88	Pyoderma gangrenosum	pyoderma gangrenosum	['686', '686.5']	['669', '669.1']
HP_0025469	Anagen effluvium	anagen effluvium	True	L65.1	Anagen effluvium	anagen effluvium	['704', '704.1']	['684', '684.1']
HP_0025470	Telogen effluvium	telogen effluvium	True	L65.0	Telogen effluvium	telogen effluvium	['704', '704.1', '704.12']	['684', '684.1', '684.12']
HP_0025502	Overweight	overweight	True	E66.3	Overweight	overweight	['278']	['236']
HP_0025508	Gottron's papules	gottrons papules	True	L94.4	Gottron's papules	gottrons papules	['689']	['700', '700.4', '700.42']
HP_0025520	Calcinosis cutis	calcinosis cutis	True	L94.2	Calcinosis cutis	calcinosis cutis	['689']	['247', '247.5', '247.53']
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	H35.71	Central serous chorioretinopathy	central serous chorioretinopathy	['362', '362.3', '362.31']	['374', '374.9']
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	H35.711	Central serous chorioretinopathy, right eye	central serous chorioretinopathy right eye	['362', '362.3', '362.31']	['374', '374.9']
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	H35.712	Central serous chorioretinopathy, left eye	central serous chorioretinopathy left eye	['362', '362.3', '362.31']	['374', '374.9']
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	H35.713	Central serous chorioretinopathy, bilateral	central serous chorioretinopathy bilateral	['362', '362.3', '362.31']	['374', '374.9']
HP_0025572	Lacrimal punctum stenosis	lacrimal punctum stenosis	False	H04.56	Stenosis of lacrimal punctum	stenosis of lacrimal punctum	['375']	['363', '363.7']
HP_0025572	Lacrimal punctum stenosis	lacrimal punctum stenosis	False	H04.561	Stenosis of right lacrimal punctum	stenosis of right lacrimal punctum	['375']	['363', '363.7']
HP_0025572	Lacrimal punctum stenosis	lacrimal punctum stenosis	False	H04.562	Stenosis of left lacrimal punctum	stenosis of left lacrimal punctum	['375']	['363', '363.7']
HP_0025607	Upper eyelid entropion	upper eyelid entropion	True	H02.001	Unspecified entropion of right upper eyelid	entropion of right upper eyelid	['374', '374.1']	['361', '361.1']
HP_0025607	Upper eyelid entropion	upper eyelid entropion	True	H02.004	Unspecified entropion of left upper eyelid	entropion of left upper eyelid	['374', '374.1']	['361', '361.1']
HP_0025608	Cicatricial ectropion	cicatricial ectropion	True	H02.11	Cicatricial ectropion of eyelid	cicatricial ectropion of eyelid	['374', '374.1']	['361', '361.9', '361.94']
HP_0025610	Meibomian gland dysfunction	meibomian gland dysfunction	False	H02.88	Meibomian gland dysfunction of eyelid	meibomian gland dysfunction of eyelid		['362', '362.8']
HP_0025610	Meibomian gland dysfunction	meibomian gland dysfunction	False	H02.889	Meibomian gland dysfunction of unspecified eye, unspecified eyelid	meibomian gland dysfunction ofeyeeyelid		['362', '362.8']
HP_0025643	Perineural cyst	perineural cyst	False	G96.191	Perineural cyst	perineural cyst		['347', '347.2']
HP_0025653	Placenta percreta	placenta percreta	True	O43.23	Placenta percreta	placenta percreta	['669']	['907', '907.4']
HP_0025655	Placenta increta	placenta increta	True	O43.22	Placenta increta	placenta increta	['669']	['907', '907.4']
HP_0025679	Discitis	discitis	False	M46.4	Discitis, unspecified	discitis	['722', '722.9']	['706', '706.6']
HP_0025691	Impaired fasting glucose	impaired fasting glucose	True	R73.01	Impaired fasting glucose	impaired fasting glucose	['250', '250.4', '250.41']	['204', '204.1']
HP_0030003	Paralytic lagophthalmos	paralytic lagophthalmos	True	H02.23	Paralytic lagophthalmos	paralytic lagophthalmos	['374', '374.2']	['361', '361.2', '361.25']
HP_0030004	Cicatricial lagophthalmos	cicatricial lagophthalmos	True	H02.21	Cicatricial lagophthalmos	cicatricial lagophthalmos	['374', '374.2']	['361', '361.2', '361.24']
HP_0030011	Imperforate hymen	imperforate hymen	True	Q52.3	Imperforate hymen	imperforate hymen	['751', '751.1', '751.11']	['770', '770.5', '770.53']
HP_0030016	Dyspareunia	dyspareunia	True	N94.1	Dyspareunia	dyspareunia	['625', '625.1']	['625', '625.1']
HP_0030016	Dyspareunia	dyspareunia	True	N94.10	Unspecified dyspareunia	dyspareunia	['625', '625.1']	['625', '625.1']
HP_0030016	Dyspareunia	dyspareunia	True	N94.12	Deep dyspareunia	deep dyspareunia	['625', '625.1']	['625', '625.1']
HP_0030017	Vaginismus	vaginismus	True	N94.2	Vaginismus	vaginismus	['625', '625.1']	['625', '625.1']
HP_0046504	Decreased libido	decreased libido	True	R68.82	Decreased libido	decreased libido	['302', '302.1']	['294']
HP_0030041	Schmorl's nodes	schmorls nodes	False	M51.4	Schmorl's nodes	schmorls nodes	['722', '722.3']	['716', '716.1']
HP_0030050	Narcolepsy	narcolepsy	True	G47.41	Narcolepsy	narcolepsy	['347']	['333', '333.7']
HP_0030076	Lobular carcinoma in situ	lobular carcinoma in situ	True	D05.0	Lobular carcinoma in situ of breast	lobular carcinoma in situ of breast	['174', '174.1']	['105', '130']
HP_0030076	Lobular carcinoma in situ	lobular carcinoma in situ	True	D05.00	Lobular carcinoma in situ of unspecified breast	lobular carcinoma in situ ofbreast	['174', '174.1']	['105', '130']
HP_0030080	Burkitt lymphoma	burkitt lymphoma	True	C83.7	Burkitt lymphoma	burkitt lymphoma	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
HP_0030080	Burkitt lymphoma	burkitt lymphoma	True	C83.77	Burkitt lymphoma, spleen	burkitt lymphoma spleen	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.23']
HP_0030142	Abnormal bowel sounds	abnormal bowel sounds	True	R19.1	Abnormal bowel sounds	abnormal bowel sounds	['561']	['529', '529.4']
HP_0030142	Abnormal bowel sounds	abnormal bowel sounds	True	R19.15	Other abnormal bowel sounds	other abnormal bowel sounds	['561']	['529', '529.4']
HP_0030143	Hyperactive bowel sounds	hyperactive bowel sounds	True	R19.12	Hyperactive bowel sounds	hyperactive bowel sounds	['561']	['529', '529.4']
HP_0030148	Cardiac murmur	cardiac murmur	False	R01.1	Cardiac murmur, unspecified	cardiac murmur	['396']	['423', '423.1']
HP_0030149	Cardiogenic shock	cardiogenic shock	True	R57.0	Cardiogenic shock	cardiogenic shock	['797', '797.1']	['810', '810.1']
HP_0031273	Shock	shock	True	R57.9	Shock, unspecified	shock	['797']	['810']
HP_0030150	Plasmacytosis	plasmacytosis	True	D72.822	Plasmacytosis	plasmacytosis	['288', '288.2']	['171', '171.3']
HP_0030151	Cholangitis	cholangitis	True	K83.0	Cholangitis	cholangitis	['575', '575.1']	['552', '552.1']
HP_0030154	Gallbladder perforation	gallbladder perforation	True	K82.2	Perforation of gallbladder	perforation of gallbladder	['575', '575.7']	['550', '550.3']
HP_0030155	Scrotal pain	scrotal pain	True	N50.82	Scrotal pain	scrotal pain	['608']	['603', '603.6']
HP_0030156	Bence Jones Proteinuria	bence jones proteinuria	True	R80.3	Bence Jones proteinuria	bence jones proteinuria	['269']	['830']
HP_0030222	Visual agnosia	visual agnosia	True	R48.3	Visual agnosia	visual agnosia	['368', '368.9', '368.91']	['894']
HP_0030242	Portal vein thrombosis	portal vein thrombosis	True	I81	Portal vein thrombosis	portal vein thrombosis	['452']	['440', '440.1', '440.12']
HP_0030766	Otalgia	otalgia	False	H92.0	Otalgia	otalgia	['382']	['392']
HP_0030770	Craniorachischisis	craniorachischisis	True	Q00.1	Craniorachischisis	craniorachischisis	['752', '752.1']	['751', '751.2']
HP_0030771	Mallet finger	mallet finger	True	M20.01	Mallet finger	mallet finger	['736', '736.2']	['709', '709.1', '709.11']
HP_0030773	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	True	H51.2	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	['378']	['381', '381.1', '381.11']
HP_0030773	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	True	H51.21	Internuclear ophthalmoplegia, right eye	internuclear ophthalmoplegia right eye	['378']	['381', '381.1', '381.11']
HP_0030773	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	True	H51.22	Internuclear ophthalmoplegia, left eye	internuclear ophthalmoplegia left eye	['378']	['381', '381.1', '381.11']
HP_0030773	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	True	H51.23	Internuclear ophthalmoplegia, bilateral	internuclear ophthalmoplegia bilateral	['378']	['381', '381.1', '381.11']
HP_0030788	Impacted cerumen	impacted cerumen	True	H61.2	Impacted cerumen	impacted cerumen	['380', '380.4']	['390', '390.4']
HP_0500043	Eyelid retraction	eyelid retraction	True	H02.53	Eyelid retraction	eyelid retraction	['374']	['361', '361.5']
HP_0030816	Gingival recession	gingival recession	True	K06.0	Gingival recession	gingival recession	['523', '523.1']	['504', '504.2']
HP_0030828	Wheezing	wheezing	True	R06.2	Wheezing	wheezing	['512', '512.1']	['488', '488.6']
HP_0100832	Vitreous opacities	vitreous opacities	False	H43.3	Other vitreous opacities	other vitreous opacities	['379', '379.2']	['376', '376.2', '376.21']
HP_0100832	Vitreous opacities	vitreous opacities	False	H43.39	Other vitreous opacities	other vitreous opacities	['379', '379.2']	['376', '376.2']
HP_0030834	Shoulder pain	shoulder pain	True	M25.51	Pain in shoulder	pain in shoulder	['745']	['713', '713.3', '713.31']
HP_0030835	Elbow pain	elbow pain	True	M25.52	Pain in elbow	pain in elbow	['745']	['713', '713.3', '713.32']
HP_0030836	Wrist pain	wrist pain	True	M25.53	Pain in wrist	pain in wrist	['745']	['713', '713.3', '713.34']
HP_0030838	Hip pain	hip pain	True	M25.55	Pain in hip	pain in hip	['745']	['713', '713.3', '713.36']
HP_0030839	Knee pain	knee pain	True	M25.56	Pain in knee	pain in knee	['745']	['713', '713.3', '713.37']
HP_0200026	Ocular pain	ocular pain	True	H57.1	Ocular pain	ocular pain	['379', '379.9']	['389', '389.1']
HP_0030882	Coronary artery aneurysm	coronary artery aneurysm	True	I25.41	Coronary artery aneurysm	coronary artery aneurysm	['411', '411.4', '411.41']	['438', '438.7']
HP_0030907	Thunderclap headache	thunderclap headache	True	G44.53	Primary thunderclap headache	primary thunderclap headache	['339']	['331', '331.3', '331.33']
HP_0030943	Vulvodynia	vulvodynia	True	N94.81	Vulvodynia	vulvodynia	['625']	['625', '625.3']
HP_0030943	Vulvodynia	vulvodynia	True	N94.819	Vulvodynia, unspecified	vulvodynia	['625']	['625', '625.3']
HP_0030991	Sclerosing cholangitis	sclerosing cholangitis	True	K83.01	Primary sclerosing cholangitis	primary sclerosing cholangitis		['552', '552.1', '552.11']
HP_0030997	Vas deferens atresia	vas deferens atresia	False	Q55.3	Atresia of vas deferens	atresia of vas deferens	['751', '751.1']	['771', '771.5']
HP_0031009	Ainhum	ainhum	True	L94.6	Ainhum	ainhum	['136']	['680', '680.4']
HP_0031109	Agalactia	agalactia	True	O92.3	Agalactia	agalactia	['676']	['954', '954.2']
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	H43.82	Vitreomacular adhesion	vitreomacular adhesion	['379', '379.2']	['376', '376.4']
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	H43.821	Vitreomacular adhesion, right eye	vitreomacular adhesion right eye	['379', '379.2']	['376', '376.4']
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	H43.822	Vitreomacular adhesion, left eye	vitreomacular adhesion left eye	['379', '379.2']	['376', '376.4']
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	H43.823	Vitreomacular adhesion, bilateral	vitreomacular adhesion bilateral	['379', '379.2']	['376', '376.4']
HP_0031218	Inappropriate antidiuretic hormone secretion	inappropriate antidiuretic hormone secretion	True	E22.2	Syndrome of inappropriate secretion of antidiuretic hormone	syndrome of inappropriate secretion of antidiuretic hormone	['253', '253.7']	['209', '209.1', '209.12']
HP_0031247	Whooping cough	whooping cough	True	A37	Whooping cough	whooping cough	['041']	['024', '089', '089.1']
HP_0031249	Parageusia	parageusia	True	R43.2	Parageusia	parageusia	['350', '350.6']	['352', '352.3']
HP_0031259	Oophoritis	oophoritis	True	N70.92	Oophoritis, unspecified	oophoritis	['614', '614.3']	['614', '614.3']
HP_0031274	Hypovolemic shock	hypovolemic shock	True	R57.1	Hypovolemic shock	hypovolemic shock	['797']	['810']
HP_0031287	Seborrheic keratosis	seborrheic keratosis	True	L82	Seborrheic keratosis	seborrheic keratosis	['690', '690.1', '702', '702.2']	['670']
HP_0031287	Seborrheic keratosis	seborrheic keratosis	True	L82.0	Inflamed seborrheic keratosis	inflamed seborrheic keratosis	['702', '702.2']	['670']
HP_0031287	Seborrheic keratosis	seborrheic keratosis	True	L82.1	Other seborrheic keratosis	other seborrheic keratosis	['702', '702.2']	['670']
HP_0100785	Insomnia	insomnia	True	G47.0	Insomnia	insomnia	['327', '327.4']	['333', '333.2']
HP_0100785	Insomnia	insomnia	True	G47.00	Insomnia, unspecified	insomnia	['327', '327.4']	['333', '333.2']
HP_0031368	Intestinal perforation	intestinal perforation	True	P78.0	Perinatal intestinal perforation	perinatal intestinal perforation	['656', '656.6']	['865', '865.3']
HP_0031456	Ectopic pregnancy	ectopic pregnancy	True	O00	Ectopic pregnancy	ectopic pregnancy	['634', '634.3']	['901', '901.1']
HP_0031456	Ectopic pregnancy	ectopic pregnancy	True	O00.8	Other ectopic pregnancy	other ectopic pregnancy	['634', '634.3']	['901', '901.1']
HP_0031456	Ectopic pregnancy	ectopic pregnancy	True	O00.9	Ectopic pregnancy, unspecified	ectopic pregnancy	['634', '634.3']	['901', '901.1']
HP_0031473	Hostility	hostility	True	R45.5	Hostility	hostility	['300']	['308', '308.9']
HP_0031610	Recurrent shoulder dislocation	recurrent shoulder dislocation	True	M24.41	Recurrent dislocation, shoulder	recurrent dislocation shoulder	['742', '742.2']	['712', '712.6', '712.61', 'T830']
HP_0031610	Recurrent shoulder dislocation	recurrent shoulder dislocation	True	M24.411	Recurrent dislocation, right shoulder	recurrent dislocation right shoulder	['742', '742.2']	['712', '712.6', '712.61', 'T830']
HP_0031610	Recurrent shoulder dislocation	recurrent shoulder dislocation	True	M24.412	Recurrent dislocation, left shoulder	recurrent dislocation left shoulder	['742', '742.2']	['712', '712.6', '712.61', 'T830']
HP_0031615	Hypopyon	hypopyon	True	H20.05	Hypopyon	hypopyon	['371', '371.1']	['367', '367.8']
HP_0031623	Brow ptosis	brow ptosis	True	H57.81	Brow ptosis	brow ptosis		['361', '361.3', '361.36']
HP_0031623	Brow ptosis	brow ptosis	True	H57.812	Brow ptosis, left	brow ptosis left		['361', '361.3', '361.36']
HP_0031623	Brow ptosis	brow ptosis	True	H57.819	Brow ptosis, unspecified	brow ptosis		['361', '361.3', '361.36']
HP_0031671	Typical atrial flutter	typical atrial flutter	True	I48.3	Typical atrial flutter	typical atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22', '416.221']
HP_0031684	Renal artery atherosclerosis	renal artery atherosclerosis	True	I70.1	Atherosclerosis of renal artery	atherosclerosis of renal artery	['440', '440.1']	['436', '436.1']
HP_0031717	Alternating exotropia	alternating exotropia	True	H50.15	Alternating exotropia	alternating exotropia	['378', '378.1']	['381', '381.4', '381.41']
HP_0031776	Cyclotropia	cyclotropia	True	H50.41	Cyclotropia	cyclotropia	['378', '378.1']	['381', '381.7']
HP_0031737	Cicatricial entropion	cicatricial entropion	True	H02.01	Cicatricial entropion of eyelid	cicatricial entropion of eyelid	['374', '374.1']	['361', '361.1', '361.14']
HP_0031775	Paralytic strabismus	paralytic strabismus	False	H49	Paralytic strabismus	paralytic strabismus	['378', '378.5']	['381', '381.1']
HP_0031775	Paralytic strabismus	paralytic strabismus	False	H49.8	Other paralytic strabismus	other paralytic strabismus		['381', '381.1']
HP_0031775	Paralytic strabismus	paralytic strabismus	False	H49.88	Other paralytic strabismus	other paralytic strabismus	['378', '378.5']	['381', '381.1']
HP_0031775	Paralytic strabismus	paralytic strabismus	False	H49.9	Unspecified paralytic strabismus	paralytic strabismus	['378', '378.5']	['381', '381.1']
HP_0031777	Cyclophoria	cyclophoria	True	H50.54	Cyclophoria	cyclophoria	['378', '378.1']	['381', '381.8', '381.83']
HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False	K52.81	Eosinophilic gastritis or gastroenteritis	eosinophilic gastritis or gastroenteritis	['558']	['522', '522.6', '522.62']
HP_0031792	Irregular astigmatism	irregular astigmatism	True	H52.21	Irregular astigmatism	irregular astigmatism	['367', '367.2']	['387', '387.3', '387.31']
HP_0031792	Irregular astigmatism	irregular astigmatism	True	H52.211	Irregular astigmatism, right eye	irregular astigmatism right eye	['367', '367.2']	['387', '387.3', '387.31']
HP_0031792	Irregular astigmatism	irregular astigmatism	True	H52.212	Irregular astigmatism, left eye	irregular astigmatism left eye	['367', '367.2']	['387', '387.3', '387.31']
HP_0031792	Irregular astigmatism	irregular astigmatism	True	H52.213	Irregular astigmatism, bilateral	irregular astigmatism bilateral	['367', '367.2']	['387', '387.3', '387.31']
HP_0031807	Basophilia	basophilia	False	D72.824	Basophilia	basophilia	['288', '288.2']	['171', '171.5']
HP_0031813	Eosinophilic colitis	eosinophilic colitis	False	K52.82	Eosinophilic colitis	eosinophilic colitis	['558']	['522', '522.6', '522.63']
HP_0031830	Pinguecula	pinguecula	True	H11.15	Pinguecula	pinguecula	['372']	['366', '366.2', '366.21']
HP_0031846	Femur fracture	femur fracture	True	S72	Fracture of femur	fracture of femur	['800', '800.2']	['T820.1']
HP_0031846	Femur fracture	femur fracture	True	S72.9	Unspecified fracture of femur	fracture of femur	['800', '800.2']	['T820.1']
HP_0031864	Bacteremia	bacteremia	True	R78.81	Bacteremia	bacteremia	['038', '038.3']	['092', '092.8']
HP_0031923	Hematocolpos	hematocolpos	True	N89.7	Hematocolpos	hematocolpos	['626', '626.1']	['626', '626.1']
HP_0032004	Pruritus vulvae	pruritus vulvae	True	L29.2	Pruritus vulvae	pruritus vulvae	['698']	['679', '679.4']
HP_0032018	Mononeuritis multiplex	mononeuritis multiplex	False	G58.7	Mononeuritis multiplex	mononeuritis multiplex	['355']	['336']
HP_0032071	Eosinophilic pneumonia	eosinophilic pneumonia	True	J82.81	Chronic eosinophilic pneumonia	chronic eosinophilic pneumonia		['481', '481.1']
HP_0032071	Eosinophilic pneumonia	eosinophilic pneumonia	True	J82.82	Acute eosinophilic pneumonia	acute eosinophilic pneumonia		['481', '481.1']
HP_0032131	Cervical dysplasia	cervical dysplasia	True	N87.0	Mild cervical dysplasia	mild cervical dysplasia	['180', '180.3']	['620']
HP_0032141	Precordial pain	precordial pain	True	R07.2	Precordial pain	precordial pain	['418', '418.1']	['800', '800.2']
HP_0100749	Chest pain	chest pain	True	R07.9	Chest pain, unspecified	chest pain	['418']	['800']
HP_0100812	Halitosis	halitosis	True	R19.6	Halitosis	halitosis	['293']	['529', '529.6']
HP_0032147	Erythromelalgia	erythromelalgia	True	I73.81	Erythromelalgia	erythromelalgia	['443', '443.8']	['448', '448.2']
HP_0032163	Molluscum contagiosum	molluscum contagiosum	True	B08.1	Molluscum contagiosum	molluscum contagiosum	['079']	['055', '055.1', '089', '089.2']
HP_0032192	Hydatidiform mole	hydatidiform mole	True	O01	Hydatidiform mole	hydatidiform mole	['634', '634.1']	['901', '901.2']
HP_0032192	Hydatidiform mole	hydatidiform mole	True	O01.9	Hydatidiform mole, unspecified	hydatidiform mole	['634', '634.1']	['901', '901.2']
HP_0032249	Coccidioidomycosis	coccidioidomycosis	True	B38	Coccidioidomycosis	coccidioidomycosis	['117', '117.2']	['071', '089', '089.3']
HP_0032249	Coccidioidomycosis	coccidioidomycosis	True	B38.9	Coccidioidomycosis, unspecified	coccidioidomycosis	['117', '117.2']	['071', '089', '089.3']
HP_0032249	Valley fever	valley fever	False	A92.4	Rift Valley fever	rift valley fever	['079']	['069', '089', '089.2']
HP_0032256	Histoplasmosis	histoplasmosis	True	B39	Histoplasmosis	histoplasmosis	['117', '117.1']	['072', '089', '089.3']
HP_0032256	Histoplasmosis	histoplasmosis	True	B39.9	Histoplasmosis, unspecified	histoplasmosis	['117', '117.1']	['072', '089', '089.3']
HP_0032257	Disseminated histoplasmosis	disseminated histoplasmosis	True	B39.3	Disseminated histoplasmosis capsulati	disseminated histoplasmosis capsulati	['117', '117.1']	['072', '089', '089.3']
HP_0032258	Pulmonary histoplasmosis	pulmonary histoplasmosis	True	B39.2	Pulmonary histoplasmosis capsulati, unspecified	pulmonary histoplasmosis capsulati	['117', '117.1']	['072', '089', '089.3', '468', '468.5', '468.52']
HP_0032282	Contact dermatitis	contact dermatitis	True	L25	Unspecified contact dermatitis	contact dermatitis	['939']	['668', '668.3']
HP_0032379	Polymorphous light eruption	polymorphous light eruption	True	L56.4	Polymorphous light eruption	polymorphous light eruption	['938']	['672', '672.1']
HP_0032408	Breast lump	breast lump	False	N63	Unspecified lump in breast	lump in breast	['611', '611.3']	['142', '142.1']
HP_0032434	Delayed umbilical cord separation	delayed umbilical cord separation	True	P96.82	Delayed separation of umbilical cord	delayed separation of umbilical cord	['656']	['872', '872.4']
HP_0032434	Delayed separation of umbilical cord	delayed separation of umbilical cord	False	P96.82	Delayed separation of umbilical cord	delayed separation of umbilical cord	['656']	['872', '872.4']
HP_0032448	Achlorhydria	achlorhydria	True	K31.83	Achlorhydria	achlorhydria	['536']	['516', '516.6']
HP_0032545	Abdominal rigidity	abdominal rigidity	True	R19.3	Abdominal rigidity	abdominal rigidity	['579']	['556', '556.4']
HP_0032551	Hemorrhoids	hemorrhoids	True	K64.9	Unspecified hemorrhoids	hemorrhoids	['455']	['439']
HP_0032551	Haemorrhoids	hemorrhoids	False	K64.9	Unspecified hemorrhoids	hemorrhoids	['455']	['439']
HP_0032934	Spontaneous cerebrospinal fluid leak	spontaneous cerebrospinal fluid leak	True	G96.01	Cranial cerebrospinal fluid leak, spontaneous	cranial cerebrospinal fluid leak spontaneous		['344', '344.3']
HP_0032934	Spontaneous cerebrospinal fluid leak	spontaneous cerebrospinal fluid leak	True	G96.02	Spinal cerebrospinal fluid leak, spontaneous	spinal cerebrospinal fluid leak spontaneous		['344', '344.3']
HP_0032965	Interstitial emphysema	interstitial emphysema	True	J98.2	Interstitial emphysema	interstitial emphysema	['508']	['484', '484.4']
HP_0032966	Centrilobular emphysema	centrilobular emphysema	True	J43.2	Centrilobular emphysema	centrilobular emphysema	['496', '496.1']	['474', '474.1', '474.13']
HP_0033050	Throat pain	throat pain	False	R07.0	Pain in throat	pain in throat	['478']	['802']
HP_0033117	Duodenitis	duodenitis	True	K29.8	Duodenitis	duodenitis	['535', '535.6']	['522', '522.8']
HP_0033120	Nummular dermatitis	nummular dermatitis	False	L30.0	Nummular dermatitis	nummular dermatitis	['939']	['668', '668.3']
HP_0033125	Follicular lymphoma	follicular lymphoma	True	C82	Follicular lymphoma	follicular lymphoma	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
HP_0033125	Follicular lymphoma	follicular lymphoma	True	C82.0	Follicular lymphoma grade I	follicular lymphoma grade i	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
HP_0033125	Follicular lymphoma	follicular lymphoma	True	C82.1	Follicular lymphoma grade II	follicular lymphoma grade ii	['202', '202.2']	['120', '120.2', '120.21', '122', '122.2', '122.21']
HP_0033125	Follicular lymphoma	follicular lymphoma	True	C82.9	Follicular lymphoma, unspecified	follicular lymphoma	['202', '202.2', '202.21']	['120', '120.2', '120.21', '122', '122.2', '122.21']
HP_0033150	Anorectal abscess	anorectal abscess	True	K61.2	Anorectal abscess	anorectal abscess	['565']	['530', '530.2']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	K55.3	Necrotizing enterocolitis	necrotizing enterocolitis		['437']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	K55.30	Necrotizing enterocolitis, unspecified	necrotizing enterocolitis		['437']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	K55.31	Stage 1 necrotizing enterocolitis	stage 1 necrotizing enterocolitis		['437']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	K55.32	Stage 2 necrotizing enterocolitis	stage 2 necrotizing enterocolitis		['437']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	K55.33	Stage 3 necrotizing enterocolitis	stage 3 necrotizing enterocolitis		['437']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	P77	Necrotizing enterocolitis of newborn	necrotizing enterocolitis of newborn	['656', '656.6']	['865', '865.2']
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	P77.9	Necrotizing enterocolitis in newborn, unspecified	necrotizing enterocolitis in newborn	['656', '656.6']	['865', '865.2']
HP_0033180	Torsion of appendix of testis	torsion of appendix of testis	True	N44.03	Torsion of appendix testis	torsion of appendix testis	['603']	['603', '603.3']
HP_0033261	Renal artery aneurysm	renal artery aneurysm	True	I72.2	Aneurysm of renal artery	aneurysm of renal artery	['442', '442.8']	['438']
HP_0041055	Humerus fracture	humerus fracture	False	M84.32	Stress fracture, humerus	stress fracture humerus	['743', '743.4']	['726', '726.4']
HP_0033398	Pleural plaque	pleural plaque	True	J92	Pleural plaque	pleural plaque	['500', '500.2', '507']	['491']
HP_0033400	Acute abdomen	acute abdomen	True	R10.0	Acute abdomen	acute abdomen	['785']	['527']
HP_0033415	Cardiac tamponade	cardiac tamponade	True	I31.4	Cardiac tamponade	cardiac tamponade	['420', '420.2']	['411', '411.3']
HP_0033512	Stimulant dependence	stimulant dependence	False	F15.2	Other stimulant dependence	other stimulant dependence		['280', '280.6', '280.62', '281', '281.2']
HP_0033513	Cocaine dependence	cocaine dependence	False	F14.2	Cocaine dependence	cocaine dependence	['316']	['280', '280.5', '280.52', '281', '281.2']
HP_0033515	Opioid dependence	opioid dependence	False	F11.2	Opioid dependence	opioid dependence	['316']	['280', '280.2', '280.22', '281', '281.2']
HP_0033543	Nicotine dependence	nicotine dependence	False	F17	Nicotine dependence	nicotine dependence		['281', '281.2', '282', '282.1']
