CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0080276	N30.01	Acute cystitis with hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.11']	['592', '592.1', '592.11', '593', '593.4']
C0080276	N30.1	Interstitial cystitis (chronic)	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.13']	['592', '592.1', '592.13']
C0080276	N31.1	Reflex neuropathic bladder, not elsewhere classified	HP_0000119	Abnormality of the genitourinary system	['596', '596.5']	['596', '596.5']
C0080276	N30.10	Interstitial cystitis (chronic) without hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.13']	['592', '592.1', '592.13']
C0080276	N30.2	Other chronic cystitis	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.12']	['592', '592.1', '592.12']
C0080276	N28.81	Hypertrophy of kidney	HP_0000119	Abnormality of the genitourinary system	['586', '586.3']	['586', '586.4']
C0080276	N30.20	Other chronic cystitis without hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.12']	['592', '592.1', '592.12']
C0080276	N30.21	Other chronic cystitis with hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.12']	['592', '592.1', '592.12', '593', '593.4']
C0080276	N28.8	Other specified disorders of kidney and ureter	HP_0000119	Abnormality of the genitourinary system	['586']	['586']
C0080276	N30.3	Trigonitis	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.12']	['592', '592.1', '592.12']
C0080276	N28.1	Cyst of kidney, acquired	HP_0000119	Abnormality of the genitourinary system	['586', '586.2']	['586', '586.2']
C0080276	N30.30	Trigonitis without hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.12']	['592', '592.1', '592.12']
C0080276	N28.0	Ischemia and infarction of kidney	HP_0000119	Abnormality of the genitourinary system	['586', '586.3']	['586', '586.3']
C0080276	N30.11	Interstitial cystitis (chronic) with hematuria	HP_0000119	Abnormality of the genitourinary system	['592', '592.1', '592.13']	['592', '592.1', '592.13', '593', '593.4']
C0080276	N25.0	Renal osteodystrophy	HP_0000119	Abnormality of the genitourinary system	['588', '588.1']	['588', '588.1', '588.11']
C0080276	N31.2	Flaccid neuropathic bladder, not elsewhere classified	HP_0000119	Abnormality of the genitourinary system	['596', '596.5']	['596', '596.5']
C0080276	N31.8	Other neuromuscular dysfunction of bladder	HP_0000119	Abnormality of the genitourinary system	['596', '596.5']	['596', '596.5']
C0080276	N28.84	Pyelitis cystica	HP_0000119	Abnormality of the genitourinary system	['590']	['586', '586.2']
C0080276	N35.0	Post-traumatic urethral stricture	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1']
C0080276	N35.01	Post-traumatic urethral stricture, male	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35.010	Post-traumatic urethral stricture, male, meatal	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35.011	Post-traumatic bulbous urethral stricture	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35.012	Post-traumatic membranous urethral stricture	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35.013	Post-traumatic anterior urethral stricture	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35.014	Post-traumatic urethral stricture, male, unspecified	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N35	Urethral stricture	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1']
C0080276	N20.9	Urinary calculus, unspecified	HP_0000119	Abnormality of the genitourinary system	['594']	['585']
C0080276	N35.016	Post-traumatic urethral stricture, male, overlapping sites	HP_0000119	Abnormality of the genitourinary system		['597', '597.1', 'T883']
C0080276	N20.1	Calculus of ureter	HP_0000119	Abnormality of the genitourinary system	['594', '594.3']	['585']
C0080276	N35.1	Postinfective urethral stricture, not elsewhere classified	HP_0000119	Abnormality of the genitourinary system	['592', '592.3']	['592', '592.3', '597', '597.1']
C0080276	N20.0	Calculus of kidney	HP_0000119	Abnormality of the genitourinary system	['594', '594.1']	['585']
C0080276	N35.02	Post-traumatic urethral stricture, female	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1', 'T883']
C0080276	N20	Calculus of kidney and ureter	HP_0000119	Abnormality of the genitourinary system	['594']	['585']
C0080276	N07.9	Hereditary nephropathy, not elsewhere classified with unspecified morphologic lesions	HP_0000119	Abnormality of the genitourinary system	['580', '580.3', '580.32']	['580', '580.4']
C0080276	N35.021	Urethral stricture due to childbirth	HP_0000119	Abnormality of the genitourinary system	['597', '597.1']	['597', '597.1']
C0080276	N20.2	Calculus of kidney with calculus of ureter	HP_0000119	Abnormality of the genitourinary system	['594', '594.1']	['585']
C0080276	N34.3	Urethral syndrome, unspecified	HP_0000119	Abnormality of the genitourinary system	['592', '592.2', '592.21']	['592', '592.2', '592.21']
C0080276	N21	Calculus of lower urinary tract	HP_0000119	Abnormality of the genitourinary system	['594', '594.2']	['585']
C0080276	N21.1	Calculus in urethra	HP_0000119	Abnormality of the genitourinary system	['594', '594.2']	['585']
C0080276	N31.9	Neuromuscular dysfunction of bladder, unspecified	HP_0000119	Abnormality of the genitourinary system	['596', '596.5']	['596', '596.5']
C0080276	N32	Other disorders of bladder	HP_0000119	Abnormality of the genitourinary system	['596']	['596']
C0080276	N32.1	Vesicointestinal fistula	HP_0000119	Abnormality of the genitourinary system	['596']	['596', '596.4']
C0080276	N32.2	Vesical fistula, not elsewhere classified	HP_0000119	Abnormality of the genitourinary system	['596']	['596', '596.4']
C0080276	N25	Disorders resulting from impaired renal tubular function	HP_0000119	Abnormality of the genitourinary system	['588']	['588']
C0080276	N32.3	Diverticulum of bladder	HP_0000119	Abnormality of the genitourinary system	['596']	['596', '596.3']
C0080276	N23	Unspecified renal colic	HP_0000119	Abnormality of the genitourinary system	['594', '594.8']	['585', '585.1']
C0080276	N34.2	Other urethritis	HP_0000119	Abnormality of the genitourinary system	['592', '592.2']	['592', '592.2']
C0080276	N32.81	Overactive bladder	HP_0000119	Abnormality of the genitourinary system	['596', '596.5']	['596', '596.2']
C0080276	N32.8	Other specified disorders of bladder	HP_0000119	Abnormality of the genitourinary system	['596']	['596']
C0080276	N32.89	Other specified disorders of bladder	HP_0000119	Abnormality of the genitourinary system	['596']	['596']
C0080276	N32.9	Bladder disorder, unspecified	HP_0000119	Abnormality of the genitourinary system	['596']	['596']
C0080276	N33	Bladder disorders in diseases classified elsewhere	HP_0000119	Abnormality of the genitourinary system	['596']	['596']
C0080276	N21.9	Calculus of lower urinary tract, unspecified	HP_0000119	Abnormality of the genitourinary system	['594', '594.2']	['585']
C0080276	N34	Urethritis and urethral syndrome	HP_0000119	Abnormality of the genitourinary system	['592', '592.2']	['592']
C0080276	N34.0	Urethral abscess	HP_0000119	Abnormality of the genitourinary system	['592', '592.2']	['592', '592.2']
C0080276	N34.1	Nonspecific urethritis	HP_0000119	Abnormality of the genitourinary system	['090']	['592', '592.2']
C0080276	N21.8	Other lower urinary tract calculus	HP_0000119	Abnormality of the genitourinary system	['594', '594.2']	['585']
C0080276	N22	Calculus of urinary tract in diseases classified elsewhere	HP_0000119	Abnormality of the genitourinary system	['594']	['585']
C0080276	N28.83	Nephroptosis	HP_0000119	Abnormality of the genitourinary system	['586', '586.1']	['586', '586.6']
C0085096	I73.9	Peripheral vascular disease, unspecified	HP_0004950	Peripheral arterial stenosis	['443', '443.9']	['448', '448.9']
C0085109	H16.4	Corneal neovascularization	HP_0011496	Corneal neovascularization	['370']	['369', '369.3']
C0085109	H16.40	Unspecified corneal neovascularization	HP_0011496	Corneal neovascularization	['370']	['369', '369.3']
C0155094	H16.42	Pannus (corneal)	HP_0011496	Corneal neovascularization	['370']	['369', '369.3']
C0085131	E75.19	Other gangliosidosis	HP_0008166	Decreased beta-galactosidase activity	['331']	['242', '242.1']
C0085207	O24.4	Gestational diabetes mellitus	HP_0009800	Maternal diabetes	['649', '649.1']	['202', '909', '909.1']
C0085220	I68.0	Cerebral amyloid angiopathy	HP_0011970	Cerebral amyloid angiopathy	['433']	['249', '249.1']
C0085436	B45.1	Cerebral cryptococcosis	HP_0032160	Cryptococcal meningitis	['320']	['075', '089', '089.3', '320', '320.1', '320.13']
C0085543	G40.1	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures	HP_0012847	Epilepsia partialis continua	['345', '345.1']	['330', '330.1', '330.12']
C0085582	H46.1	Retrobulbar neuritis	HP_0100654	Retrobulbar optic neuritis	['377', '377.3']	['380', '380.1', '380.11']
C0085584	G93.40	Encephalopathy, unspecified	HP_0001298	Encephalopathy	['348', '348.8']	['345']
C0085584	G93.4	Other and unspecified encephalopathy	HP_0001298	Encephalopathy	['348', '348.8']	['345']
C0085593	R68.83	Chills (without fever)	HP_0025143	Chills	['780']	['806']
C0085602	R63.1	Polydipsia	HP_0001959	Polydipsia	['276', '276.8']	['257']
C0085605	K72.9	Hepatic failure, unspecified	HP_0001399	Hepatic failure	['571', '571.8']	['542', '542.3']
C0085606	R39.15	Urgency of urination	HP_0000012	Urinary urgency	['599', '599.9']	['594', '594.6']
C0878773	N32.81	Overactive bladder	HP_0000012	Urinary urgency	['596', '596.5']	['596', '596.2']
C0085610	R00.1	Bradycardia, unspecified	HP_0001688	Sinus bradycardia	['427', '427.3']	['417', '417.3']
C0085614	I44.0	Atrioventricular block, first degree	HP_0011705	First degree atrioventricular block	['426', '426.2', '426.21']	['416', '416.4', '416.41']
C0085615	I45.0	Right fascicular block	HP_0011712	Right bundle branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']
C0085615	I45.10	Unspecified right bundle-branch block	HP_0011712	Right bundle branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']
C0085619	R06.01	Orthopnea	HP_0012764	Orthopnea	['513', '513.3', '513.32']	['488', '488.1', '488.11']
C0085633	R45.86	Emotional lability	HP_0001575	obsolete Mood changes	['1004']	['308', '308.3']
C0085633	R45.86	Emotional lability	HP_0000720	Mood swings	['1004']	['308', '308.3']
C0085633	R45.86	Emotional lability	HP_0000712	Emotional lability	['1004']	['308', '308.3']
C0085636	H53.14	Visual discomfort	HP_0000613	Photophobia	['368', '368.9']	['386', '386.3']
C0085639	W19.XXXD	Unspecified fall, subsequent encounter	HP_0002527	Falls	['1015']	['T915']
C0085639	W19.XXXS	Unspecified fall, sequela	HP_0002527	Falls	['1015']	['T915']
C0085639	R29.6	Repeated falls	HP_0002527	Falls	['781']	['350', '350.5']
C0085639	W19	Unspecified fall	HP_0002527	Falls	['1015']	['T915']
C0085639	W19.XXXA	Unspecified fall, initial encounter	HP_0002527	Falls	['1015']	['T915']
C0085652	L88	Pyoderma gangrenosum	HP_0025452	Pyoderma gangrenosum	['686', '686.5']	['669', '669.1']
C0085656	L30.0	Nummular dermatitis	HP_0033120	Nummular eczema	['939']	['668', '668.3']
C0085661	L60.1	Onycholysis	HP_0001806	Onycholysis	['703']	['683', '683.4']
C0085664	L85.8	Other specified epidermal thickening	HP_0033510	Cutaneous horn	['701']	['680']
C0085669	C95.00	Acute leukemia of unspecified cell type not having achieved remission	HP_0002488	Acute leukemia	['204']	['120', '121', '121.1']
C0085669	C95.0	Acute leukemia of unspecified cell type	HP_0002488	Acute leukemia	['204']	['120', '121', '121.1']
C0085679	E87.8	Other disorders of electrolyte and fluid balance, not elsewhere classified	HP_0011423	Hyperchloremia	['276', '276.1']	['256']
C0085680	E87.8	Other disorders of electrolyte and fluid balance, not elsewhere classified	HP_0003113	Hypochloremia	['276', '276.1']	['256']
C0085690	H00.02	Hordeolum internum	HP_0010608	Hordeolum internum	['371', '371.3']	['360', '360.1', '360.12']
C0085695	K29.5	Unspecified chronic gastritis	HP_0005231	Chronic gastritis	['535', '535.8']	['522', '522.9']
C0086438	D80.1	Nonfamilial hypogammaglobulinemia	HP_0004313	Decreased circulating antibody level	['279', '279.1', '279.11']	['179', '179.1']
C0086523	J38.0	Paralysis of vocal cords and larynx	HP_0001605	Vocal cord paralysis	['473', '473.3']	['472', '472.1']
C0086543	H26.9	Unspecified cataract	HP_0000518	Cataract	['366']	['371']
C0086769	F41.0	Panic disorder [episodic paroxysmal anxiety]	HP_0025269	Panic attack	['300', '300.1', '300.12']	['288', '288.2']
C0086795	E76.01	Hurler's syndrome	HP_0000943	Dysostosis multiplex	['271', '271.9']	['243', '243.1']
C0149508	H68.10	Unspecified obstruction of Eustachian tube	HP_0040269	Blocked Eustachian tube	['381', '381.2']	['391', '391.2', '391.22']
C0149508	H68.1	Obstruction of Eustachian tube	HP_0040269	Blocked Eustachian tube	['381', '381.2']	['391', '391.2', '391.22']
C0149512	J01.9	Acute sinusitis, unspecified	HP_0000255	Acute sinusitis	['464']	['462', '462.1']
C0149512	J01	Acute sinusitis	HP_0000255	Acute sinusitis	['464']	['462', '462.1']
C0149512	J01.90	Acute sinusitis, unspecified	HP_0000255	Acute sinusitis	['464']	['462', '462.1']
C0149514	J20.9	Acute bronchitis, unspecified	HP_0012388	Acute bronchitis	['483']	['460', '460.2', '469', '469.1']
C0149514	J20	Acute bronchitis	HP_0012388	Acute bronchitis	['483']	['460', '460.2', '469', '469.1']
C0149516	J32.9	Chronic sinusitis, unspecified	HP_0011109	Chronic sinusitis	['475']	['462', '462.2']
C0149516	J32	Chronic sinusitis	HP_0011109	Chronic sinusitis	['475']	['462', '462.2']
C0149521	K86.1	Other chronic pancreatitis	HP_0006280	Chronic pancreatitis	['577', '577.2']	['554', '554.1', '554.12']
C0149630	Q23.1	Congenital insufficiency of aortic valve	HP_0001647	Bicuspid aortic valve	['747', '747.1', '747.12']	['413', '413.2', '413.22', '779', '779.3', '779.32']
C0149699	S82.4	Fracture of shaft of fibula	HP_0041222	Fractured fibula	['800', '800.3']	['T820.4']
C0149754	L03.213	Periorbital cellulitis	HP_0100539	Periorbital edema	['681', '681.2']	['660', '660.6']
C0149770	K61.1	Rectal abscess	HP_0005224	Rectal abscess	['565']	['530', '530.2']
C0267566	K61.1	Rectal abscess	HP_0005224	Rectal abscess	['565']	['530', '530.2']
C0149771	N81.6	Rectocele	HP_0100822	Rectocele	['618', '618.1']	['618', '618.1', '618.12']
C0149781	J93.83	Other pneumothorax	HP_0002108	Spontaneous pneumothorax	['506']	['484']
C0149793	G45.3	Amaurosis fugax	HP_0100576	Amaurosis fugax	['362', '362.4']	['374', '374.3', '374.39']
C0149825	J35.2	Hypertrophy of adenoids	HP_0040261	Increased size of nasopharyngeal adenoids	['474', '474.2']	['466', '466.4']
C0149860	S32.2	Fracture of coccyx	HP_0041146	Fractured coccyx	['805']	['T818']
C0149871	I82.40	Acute embolism and thrombosis of unspecified deep veins of lower extremity	HP_0002625	Deep venous thrombosis	['452', '452.2']	['440', '440.1', '440.11']
C0149886	R56.00	Simple febrile convulsions	HP_0011171	Simple febrile seizure	['345', '345.3']	['330', '330.3', '330.31']
C0149931	G43	Migraine	HP_0002076	Migraine	['340']	['331', '331.6']
C0149931	G43.9	Migraine, unspecified	HP_0002076	Migraine	['340']	['331', '331.6']
C0149931	G43.909	Migraine, unspecified, not intractable, without status migrainosus	HP_0002076	Migraine	['340']	['331', '331.6']
C0149955	Q45.1	Annular pancreas	HP_0001734	Annular pancreas	['750', '750.2', '750.22']	['767', '767.1']
C0149977	S53.03	Nursemaid's elbow	HP_0003048	Radial head subluxation	['830']	['T832']
C0150080	F80.82	Social pragmatic communication disorder	HP_0000735	Impaired social interactions	['315', '315.2']	['892']
C0150988	L94.3	Sclerodactyly	HP_0011838	Sclerodactyly	['701', '701.3']	['675', '675.1']
C0151295	G58.7	Mononeuritis multiplex	HP_0032018	Multiple mononeuropathy	['355']	['336']
C0151514	L90	Atrophic disorders of skin	HP_0004334	Dermal atrophy	['701']	['675']
C0151514	L90.9	Atrophic disorder of skin, unspecified	HP_0004334	Dermal atrophy	['701']	['675']
C0151517	I44.2	Atrioventricular block, complete	HP_0001709	Third degree atrioventricular block	['426', '426.2', '426.24']	['416', '416.4', '416.41']
C0151526	O60	Preterm labor	HP_0001622	Premature birth	['636']	['903', '903.1']
C0151529	R79.1	Abnormal coagulation profile	HP_0003010	Prolonged bleeding time	['286', '286.9']	['168', '168.4']
C0151563	R79.1	Abnormal coagulation profile	HP_0005542	Prolonged whole-blood clotting time	['286', '286.9']	['168', '168.4']
C0151579	R82.998	Other abnormal findings in urine	HP_0020074	Crystalluria		['832']
C0151583	R83	Abnormal findings in cerebrospinal fluid	HP_0002921	Abnormality of the cerebrospinal fluid	['346', '346.3']	['835']
C0151583	R83.9	Unspecified abnormal finding in cerebrospinal fluid	HP_0002921	Abnormality of the cerebrospinal fluid	['346', '346.3']	['835']
C0151611	R94.01	Abnormal electroencephalogram [EEG]	HP_0002353	EEG abnormality	['346', '346.2']	['349', '349.1', '349.12']
C0151632	R70.0	Elevated erythrocyte sedimentation rate	HP_0003565	Elevated erythrocyte sedimentation rate	['790', '790.1']	['820']
C0151636	I49.3	Ventricular premature depolarization	HP_0034041	Ventricular ectopy	['427', '427.6']	['416', '416.5', '416.52']
C0151636	I49.3	Ventricular premature depolarization	HP_0006682	Premature ventricular contraction	['427', '427.6']	['416', '416.5', '416.52']
C0151654	I51.4	Myocarditis, unspecified	HP_0001685	Myocardial fibrosis	['420', '420.1']	['410', '410.3']
C0151701	R04.89	Hemorrhage from other sites in respiratory passages	HP_0040223	Pulmonary hemorrhage	['516', '516.1']	['487']
C0151721	E29.1	Testicular hypofunction	HP_0000026	Male hypogonadism	['257', '257.1']	['215', '215.1']
C0151723	E83.42	Hypomagnesemia	HP_0002917	Hypomagnesemia	['275', '275.3']	['247', '247.4', '247.42']
C0151731	K76.3	Infarction of liver	HP_0033135	Hepatic infarction	['573']	['546']
C0151747	N25	Disorders resulting from impaired renal tubular function	HP_0000124	Renal tubular dysfunction	['588']	['588']
C0151747	N25.9	Disorder resulting from impaired renal tubular function, unspecified	HP_0000124	Renal tubular dysfunction	['588']	['588', '588.1']
C0151766	R94.5	Abnormal results of liver function studies	HP_0002910	Elevated hepatic transaminase	['573', '573.7']	['545']
C0151779	C43	Malignant melanoma of skin	HP_0012056	Cutaneous melanoma	['172', '172.1', '172.11']	['103', '103.1', '130']
C0151779	C43.9	Malignant melanoma of skin, unspecified	HP_0012056	Cutaneous melanoma	['172', '172.1', '172.11']	['103', '103.1', '130']
C0151779	C43.9	Malignant melanoma of skin, unspecified	HP_0002861	Melanoma	['172', '172.1', '172.11']	['103', '103.1', '130']
C0151779	C43	Malignant melanoma of skin	HP_0002861	Melanoma	['172', '172.1', '172.11']	['103', '103.1', '130']
C0151827	H57.10	Ocular pain, unspecified eye	HP_0200026	Ocular pain	['379', '379.9']	['389', '389.1']
C0151827	H57.1	Ocular pain	HP_0200026	Ocular pain	['379', '379.9']	['389', '389.1']
C0151970	K22.1	Ulcer of esophagus	HP_0004791	Esophageal ulceration	['530', '530.1', '530.12']	['513', '513.1']
C0151970	K22.10	Ulcer of esophagus without bleeding	HP_0004791	Esophageal ulceration	['530', '530.1', '530.12']	['513', '513.1']
C0152020	K31.84	Gastroparesis	HP_0002578	Gastroparesis	['536', '536.3']	['516', '516.4']
C0152025	A69.22	Other neurologic disorders in Lyme disease	HP_0001271	Polyneuropathy	['130', '130.1']	['020', '020.1', '089', '089.1']
C0152025	G62.9	Polyneuropathy, unspecified	HP_0001271	Polyneuropathy	['357']	['337']
C4721453	G64	Other disorders of peripheral nervous system	HP_0001271	Polyneuropathy	['357']	['337']
C0152026	H35.06	Retinal vasculitis	HP_0025188	Retinal vasculitis	['362', '362.4']	['374', '374.3', '374.34']
C0152032	R39.11	Hesitancy of micturition	HP_0000019	Urinary hesitancy	['599', '599.9']	['594', '594.1', '594.11']
C0152101	Q23.4	Hypoplastic left heart syndrome	HP_0004383	Hypoplastic left heart	['747', '747.1', '747.12']	['780', '780.5', '780.52']
C0152115	G24.4	Idiopathic orofacial dystonia	HP_0002310	Orofacial dyskinesia	['333', '333.4']	['324', '324.3', '324.35']
C0152131	H31.02	Solar retinopathy	HP_0031420	Small yellow foveal lesion with surrounding gray zone	['363', '363.3']	['373', '373.1', '373.11']
C0152132	H35.03	Hypertensive retinopathy	HP_0001095	Hypertensive retinopathy	['362', '362.3']	['374', '374.4', '374.41']
C0152134	H51.2	Internuclear ophthalmoplegia	HP_0030773	Internuclear ophthalmoplegia	['378']	['381', '381.1', '381.11']
C0152158	O92.3	Agalactia	HP_0031109	Agalactia	['676']	['954', '954.2']
C0152171	I27.0	Primary pulmonary hypertension	HP_0002092	Pulmonary arterial hypertension	['415', '415.2', '415.21']	['406', '406.1', '406.11']
C0152173	I49.02	Ventricular flutter	HP_0011841	Ventricular flutter	['427', '427.4', '427.41']	['416', '416.3', '416.32']
C0152191	H53.41	Scotoma involving central area	HP_0000603	Central scotoma	['368', '368.4']	['386', '386.4', '386.41']
C0152194	H52.21	Irregular astigmatism	HP_0031792	Irregular astigmatism	['367', '367.2']	['387', '387.3', '387.31']
C0152205	H50.05	Alternating esotropia	HP_0001137	Alternating esotropia	['378', '378.1']	['381', '381.3', '381.31']
C0152207	H50.15	Alternating exotropia	HP_0031717	Alternating exotropia	['378', '378.1']	['381', '381.4', '381.41']
C0152209	H50.41	Cyclotropia	HP_0031776	Cyclotropia	['378', '378.1']	['381', '381.7']
C0152216	H50.51	Esophoria	HP_0025312	Esophoria	['378', '378.1']	['381', '381.8', '381.81']
C0152217	H50.52	Exophoria	HP_0025313	Exophoria	['378', '378.1']	['381', '381.8', '381.82']
C0152219	H50.54	Cyclophoria	HP_0031777	Cyclophoria	['378', '378.1']	['381', '381.8', '381.83']
C0152221	H49.9	Unspecified paralytic strabismus	HP_0031775	Neurogenic strabismus	['378', '378.5']	['381', '381.1']
C0152221	H49	Paralytic strabismus	HP_0031775	Neurogenic strabismus	['378', '378.5']	['381', '381.1']
C0152227	H04.2	Epiphora	HP_0009926	Epiphora	['375', '375.2']	['363', '363.5']
C0152227	H04.20	Unspecified epiphora	HP_0009926	Epiphora	['375', '375.2']	['363', '363.5']
C0152240	Q51.2	Other doubling of uterus	HP_0003762	Uterus didelphys	['751', '751.1', '751.11']	['770', '770.3', '770.32']
C0152240	Q51.28	Other and unspecified doubling of uterus	HP_0003762	Uterus didelphys		['770', '770.3', '770.32']
C0152244	M85.5	Aneurysmal bone cyst	HP_0012063	Aneurysmal bone cyst	['733', '733.2']	['727', '727.5']
C0152244	M85.50	Aneurysmal bone cyst, unspecified site	HP_0012063	Aneurysmal bone cyst	['733', '733.2']	['727', '727.5']
C0152252	H21.51	Anterior synechiae (iris)	HP_0011483	Anterior synechiae of the anterior chamber	['379', '379.5']	['370', '370.4']
C0152253	H21.54	Posterior synechiae (iris)	HP_0011484	Posterior synechiae of the anterior chamber	['379', '379.5']	['370', '370.4']
C0152255	H11.15	Pinguecula	HP_0031830	Pinguecula	['372']	['366', '366.2', '366.21']
C0152415	Q38.1	Ankyloglossia	HP_0010296	Ankyloglossia	['750', '750.1', '750.13']	['759', '759.1']
C0152419	Q25.21	Interruption of aortic arch	HP_0011611	Interrupted aortic arch	['747', '747.1', '747.13']	['778', '778.4', '778.42']
C0152421	Q17.1	Macrotia	HP_0000400	Macrotia	['749']	['755', '755.2']
C0152422	Q12.3	Congenital aphakia	HP_0007707	Congenital aphakia	['753', '753.1']	['753', '753.2', '753.21']
C0152423	Q17.2	Microtia	HP_0008551	Microtia	['749']	['755', '755.1', '755.11']
C0152424	Q20.4	Double inlet ventricle	HP_0001750	Single ventricle	['747', '747.1', '747.11']	['780', '780.3']
C0152426	Q00.1	Craniorachischisis	HP_0030770	Craniorachischisis	['752', '752.1']	['751', '751.2']
C0152427	Q69.9	Polydactyly, unspecified	HP_0010442	Polydactyly	['755', '755.3']	['785', '785.1', '785.11']
C0152427	Q69	Polydactyly	HP_0010442	Polydactyly	['755', '755.3']	['785', '785.1', '785.11']
C0152436	Q52.3	Imperforate hymen	HP_0030011	Imperforate hymen	['751', '751.1', '751.11']	['770', '770.5', '770.53']
C0152438	Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	HP_0000912	Sprengel anomaly	['755', '755.4']	['785']
C0152439	H33.10	Unspecified retinoschisis	HP_0030502	Retinoschisis	['361', '361.2']	['374', '374.2', '374.21']
C0152441	Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	HP_0003067	Madelung deformity	['755', '755.4']	['785']
C0152443	N36.1	Urethral diverticulum	HP_0008722	Urethral diverticulum	['597']	['597', '597.4']
C0152444	Q06.4	Hydromyelia	HP_0100565	Hydromyelia	['752', '752.2']	['751', '751.5']
C0152454	H11.23	Symblepharon	HP_0430007	Symblepharon	['372']	['366', '366.3']
C0152454	H11.239	Symblepharon, unspecified eye	HP_0430007	Symblepharon	['372']	['366', '366.3']
C0152457	H18.04	Kayser-Fleischer ring	HP_0200032	Kayser-Fleischer ring	['364']	['247', '247.1', '247.13']
C0152458	H44.53	Leucocoria	HP_0000555	Leukocoria	['360']	['389', '389.2']
C0152459	L90.6	Striae atrophicae	HP_0001065	Striae distensae	['701']	['675', '675.2']
C0152491	A02.24	Salmonella osteomyelitis	HP_0005661	Salmonella osteomyelitis	['710', '710.1']	['001', '089', '089.1', '701', '701.1']
C0153259	B38.4	Coccidioidomycosis meningitis	HP_0032161	Coccidioidal meningitis	['320']	['071', '089', '089.3', '320', '320.1', '320.13']
C0153567	C55	Malignant neoplasm of uterus, part unspecified	HP_0010784	Uterine neoplasm	['182']	['106', '106.2', '130']
C0153594	C62	Malignant neoplasm of testis	HP_0010788	Testicular neoplasm	['187', '187.2']	['107', '107.3', '130']
C0153594	C62.90	Malignant neoplasm of unspecified testis, unspecified whether descended or undescended	HP_0010788	Testicular neoplasm	['187', '187.2']	['107', '107.3', '130']
C0153594	C62.9	Malignant neoplasm of testis, unspecified whether descended or undescended	HP_0010788	Testicular neoplasm	['187', '187.2']	['107', '107.3', '130']
C0153619	C66	Malignant neoplasm of ureter	HP_0100516	Neoplasm of the ureter	['189', '189.4']	['108', '108.7', '130']
C0154141	E05.1	Thyrotoxicosis with toxic single thyroid nodule	HP_0011786	Thyrotoxicosis with toxic single thyroid nodule	['242']	['200', '200.2', '200.22', '200.3']
C0154141	E05.11	Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm	HP_0011786	Thyrotoxicosis with toxic single thyroid nodule	['242']	['200', '200.2', '200.22', '200.3']
C0154143	E05.2	Thyrotoxicosis with toxic multinodular goiter	HP_0011785	Thyrotoxicosis with toxic multinodular goiter	['242', '242.2']	['200', '200.2', '200.23', '200.3']
C0154148	E05.3	Thyrotoxicosis from ectopic thyroid tissue	HP_0011783	Thyrotoxicosis from ectopic thyroid tissue	['242']	['200', '200.2', '200.24', '200.3']
C0154694	G81.10	Spastic hemiplegia affecting unspecified side	HP_0011099	Spastic hemiparesis	['342']	['341', '341.2', '341.22']
C0154694	G81.1	Spastic hemiplegia	HP_0011099	Spastic hemiparesis	['342']	['341', '341.2', '341.22']
C0154723	G43.109	Migraine with aura, not intractable, without status migrainosus	HP_0002077	Migraine with aura	['340', '340.1']	['331', '331.6', '331.61']
C0154723	G43.1	Migraine with aura	HP_0002077	Migraine with aura	['340', '340.1']	['331', '331.6', '331.61']
C0154822	H33.20	Serous retinal detachment, unspecified eye	HP_0012231	Exudative retinal detachment	['361']	['374', '374.1', '374.11']
C0154822	H33.2	Serous retinal detachment	HP_0012231	Exudative retinal detachment	['361', '362', '362.3', '362.31']	['374', '374.1', '374.11']
