hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
HP_0012074	Tonic pupil	tonic pupil	True	SO_384.4	Tonic pupil	tonic pupil	Sense organs
HP_0012075	Personality disorder	personality disorder	True	MB_296.1	Paranoid personality disorder	paranoid personality disorder	Mental
HP_0012075	Personality disorder	personality disorder	True	MB_296.2	Schizoid personality disorder	schizoid personality disorder	Mental
HP_0012075	Personality disorder	personality disorder	True	MB_296.6	Avoidant personality disorder	avoidant personality disorder	Mental
HP_0012076	Borderline personality disorder	borderline personality disorder	True	MB_296.4	Borderline personality disorder	borderline personality disorder	Mental
HP_0012077	Histrionic personality disorder	histrionic personality disorder	True	MB_296.5	Histrionic personality disorder	histrionic personality disorder	Mental
HP_0012085	Pyuria	pyuria	True	SS_832.6	Pyuria*	pyuria	Symptoms
HP_0012108	Open angle glaucoma	open angle glaucoma	True	SO_375.11	Open angle glaucoma	open angle glaucoma	Sense organs
HP_0100605	Neoplasm of the larynx	neoplasm of the larynx	True	CA_100.6	Malignant neoplasm of the larynx	malignant neoplasm of the larynx	Neoplasms
HP_0012119	Methemoglobinemia	methemoglobinemia	True	GE_970.4	Methemoglobinemia	methemoglobinemia	Genetic
HP_0012121	Panuveitis	panuveitis	True	SO_367.51	Panuveitis	panuveitis	Sense organs
HP_0030502	Retinoschisis	retinoschisis	True	SO_374.21	Retinoschisis	retinoschisis	Sense organs
HP_0012158	Carotid artery dissection	carotid artery dissection	True	CV_438.42	Carotid artery dissection	carotid artery dissection	Cardiovascular
HP_0012167	Trichotillomania	trichotillomania	False	MB_298.3	Trichotillomania*	trichotillomania	Mental
HP_0012175	Activated protein C resistance	activated protein c resistance	False	BI_168.211	Activated protein C resistance*	activated protein c resistance	Blood/Immune
HP_0012188	Hyperemesis gravidarum	hyperemesis gravidarum	True	PP_911.1	Hyperemesis gravidarum	hyperemesis gravidarum	Pregnancy
HP_0012189	Hodgkin lymphoma	hodgkin lymphoma	True	CA_122.1	Hodgkin lymphoma	hodgkin lymphoma	Neoplasms
HP_0012539	Non-Hodgkin lymphoma	non-hodgkin lymphoma	True	CA_122.2	Non-Hodgkin lymphoma	non-hodgkin lymphoma	Neoplasms
HP_0012219	Erythema nodosum	erythema nodosum	True	DE_665	Erythema nodosum	erythema nodosum	Dermatological
HP_0012227	Urethral stricture	urethral stricture	True	GU_597.1	Urethral stricture	urethral stricture	Genitourinary
HP_0012231	Serous retinal detachment	serous retinal detachment	False	SO_374.11	Serous retinal detachment	serous retinal detachment	Sense organs
HP_0012238	Hyperchylomicronemia	hyperchylomicronemia	False	EM_239.4	Hyperchylomicronemia	hyperchylomicronemia	Endocrine/Metab
HP_0012246	Oculomotor nerve palsy	oculomotor nerve palsy	True	NS_334.41	Third [oculomotor] nerve palsy	third oculomotor nerve palsy	Neurological
HP_0012276	Trigger finger	trigger finger	False	MS_721.11	Trigger finger	trigger finger	Muscloskeletal
HP_0033993	Viral encephalitis	viral encephalitis	True	NS_321.12	Viral encephalitis	viral encephalitis	Neurological
HP_0012317	Sacroiliitis	sacroiliitis	False	MS_706.1	Sacroiliitis	sacroiliitis	Muscloskeletal
HP_0012318	Occipital neuralgia	occipital neuralgia	True	MS_717.3	Occipital neuralgia*	occipital neuralgia	Muscloskeletal
HP_0012327	Celiac artery compression	celiac artery compression	True	CV_443.2	Celiac artery compression syndrome	celiac artery compression syndrome	Cardiovascular
HP_0012330	Pyelonephritis	pyelonephritis	True	GU_581.1	Acute pyelonephritis	acute pyelonephritis	Genitourinary
HP_0012377	Hemianopia	hemianopia	True	SO_386.42	Hemianopia	hemianopia	Sense organs
HP_0012388	Acute bronchitis	acute bronchitis	True	RE_469.1	Acute bronchitis	acute bronchitis	Respiratory
HP_0012390	Anal fissure	anal fissure	True	GI_530.1	Anal fissure	anal fissure	Gastrointestinal
HP_0012399	Pressure ulcer	pressure ulcer	True	DE_686.1	Pressure ulcer	pressure ulcer	Dermatological
HP_0012405	Hypocitraturia	hypocitraturia	True	SS_832.7	Hypocitraturia*	hypocitraturia	Symptoms
HP_0012418	Hypoxemia	hypoxemia	True	RE_498.1	Hypoxemia	hypoxemia	Respiratory
HP_0012424	Chorioretinitis	chorioretinitis	True	SO_367.53	Chorioretinitis	chorioretinitis	Sense organs
HP_0012426	Optic disc drusen	optic disk drusen	True	SO_380.22	Optic disc drusen	optic disk drusen	Sense organs
HP_0012459	Hypnic headache	hypnic headache	True	NS_331.32	Hypnic headache	hypnic headache	Neurological
HP_0012478	Ankylosis of temporomandibular joint	ankylosis of temporomandibular joint	False	MS_734.61	Adhesions and ankylosis of temporomandibular joint	adhesions and ankylosis of temporomandibular joint	Muscloskeletal
HP_0012486	Myelitis	myelitis	True	NS_321.2	Myelitis	myelitis	Neurological
HP_0012490	Panniculitis	panniculitis	True	MS_724.4	Panniculitis	panniculitis	Muscloskeletal
HP_0012532	Chronic pain	chronic pain	True	SS_809.2	Chronic pain	chronic pain	Symptoms
HP_0012578	Membranous glomerulonephritis	membranous glomerulonephritis	False	GU_580.52	Diffuse membranous glomerulonephritis	diffuse membranous glomerulonephritis	Genitourinary
HP_0012587	Gross hematuria	gross hematuria	False	GU_593.1	Gross hematuria	gross hematuria	Genitourinary
HP_0012621	Persistent cloaca	persistent cloaca	True	CM_758.17	Persistent cloaca*	persistent cloaca	Congenital
HP_0012632	Abnormal intraocular pressure	abnormal intraocular pressure	True	SO_375	Abnormal intraocular pressure	abnormal intraocular pressure	Sense organs
HP_0012646	Retractile testis	retractile testis	True	CM_760.212	Retractile testis	retractile testis	Congenital
HP_0012669	Carotid sinus syncope	carotid sinus syncope	True	SS_808.1	Carotid sinus syncope	carotid sinus syncope	Symptoms
HP_0100630	Neoplasm of the nasopharynx	neoplasm of the nasopharynx	False	CA_100.3	Malignant neoplasm of the nasopharynx	malignant neoplasm of the nasopharynx	Neoplasms
HP_0100630	Neoplasm of the nasopharynx	neoplasm of the nasopharynx	False	CA_135.3	Benign neoplasm of the nasopharynx	benign neoplasm of the nasopharynx	Neoplasms
HP_0012735	Cough	cough	True	RE_499.1	Cough	cough	Respiratory
HP_0012764	Orthopnea	orthopnea	True	RE_488.11	Orthopnea	orthopnea	Respiratory
HP_0012803	Anisometropia	anisometropia	True	SO_387.5	Anisometropia	anisometropia	Sense organs
HP_0012819	Myocarditis	myocarditis	True	CV_410.3	Myocarditis	myocarditis	Cardiovascular
HP_0030127	Endometriosis	endometriosis	True	GU_615	Endometriosis	endometriosis	Genitourinary
HP_0020046	Accommodative esotropia	accommodative esotropia	True	SO_381.32	Accommodative esotropia	accommodative esotropia	Sense organs
HP_0020123	Tympanosclerosis	tympanosclerosis	True	SO_391.4	Tympanosclerosis	tympanosclerosis	Sense organs
HP_0025004	Hallux rigidus	hallux rigidus	True	MS_709.22	Hallux rigidus	hallux rigidus	Muscloskeletal
HP_0025127	Actinic keratosis	actinic keratosis	True	DE_672.21	Actinic keratosis	actinic keratosis	Dermatological
HP_0025232	Bursitis	bursitis	True	MS_721.5	Bursitis	bursitis	Muscloskeletal
HP_0025252	Geographic tongue	geographic tongue	True	GI_509.12	Geographic tongue	geographic tongue	Gastrointestinal
HP_0025267	Snoring	snoring	True	RE_488.9	Snoring*	snoring	Respiratory
HP_0025312	Esophoria	esophoria	True	SO_381.81	Esophoria	esophoria	Sense organs
HP_0032011	Heterophoria	heterophoria	True	SO_381.8	Heterophoria	heterophoria	Sense organs
HP_0025313	Exophoria	exophoria	True	SO_381.82	Exophoria	exophoria	Sense organs
HP_0025328	Antepartum hemorrhage	antepartum hemorrhage	True	PP_904.3	Antepartum hemorrhage	antepartum hemorrhage	Pregnancy
HP_0025328	Antepartum haemorrhage	antepartum hemorrhage	False	PP_904.3	Antepartum hemorrhage	antepartum hemorrhage	Pregnancy
HP_0030953	Conjunctival hyperemia	conjunctival hyperemia	True	SO_366.42	Conjunctival hyperemia	conjunctival hyperemia	Sense organs
HP_0025343	Lupus anticoagulant	lupus anticoagulant	True	BI_168.213	Lupus anticoagulant syndrome*	lupus anticoagulant syndrome	Blood/Immune
HP_0025406	Weakness	weakness	False	SS_807.2	Weakness	weakness	Symptoms
HP_0025428	Bronchospasm	bronchospasm	True	RE_499.3	Bronchospasm	bronchospasm	Respiratory
HP_0025439	Pharyngitis	pharyngitis	True	RE_465	Pharyngitis	pharyngitis	Respiratory
HP_0025452	Pyoderma gangrenosum	pyoderma gangrenosum	True	DE_669.1	Pyoderma gangrenosum	pyoderma gangrenosum	Dermatological
HP_0025470	Telogen effluvium	telogen effluvium	True	DE_684.12	Telogen effluvium	telogen effluvium	Dermatological
HP_0025520	Calcinosis cutis	calcinosis cutis	True	EM_247.53	Calcinosis cutis*	calcinosis cutis	Endocrine/Metab
HP_0025567	Central serous chorioretinopathy	central serous chorioretinopathy	True	SO_374.44	Central serous chorioretinopathy	central serous chorioretinopathy	Sense organs
HP_0025608	Cicatricial ectropion	cicatricial ectropion	True	SO_361.94	Cicatricial ectropion	cicatricial ectropion	Sense organs
HP_0025610	Meibomian gland dysfunction	meibomian gland dysfunction	False	SO_362.8	Meibomian gland dysfunction of eyelid*	meibomian gland dysfunction of eyelid	Sense organs
HP_0025691	Impaired fasting glucose	impaired fasting glucose	True	EM_204.1	Impaired fasting glucose	impaired fasting glucose	Endocrine/Metab
HP_0030003	Paralytic lagophthalmos	paralytic lagophthalmos	True	SO_361.25	Paralytic lagophthalmos	paralytic lagophthalmos	Sense organs
HP_0030004	Cicatricial lagophthalmos	cicatricial lagophthalmos	True	SO_361.24	Cicatricial lagophthalmos	cicatricial lagophthalmos	Sense organs
HP_0030011	Imperforate hymen	imperforate hymen	True	CM_760.153	Imperforate hymen	imperforate hymen	Congenital
HP_0030016	Dyspareunia	dyspareunia	True	GU_625.1	Dyspareunia	dyspareunia	Genitourinary
HP_0030017	Vaginismus	vaginismus	True	GU_625.4	Vaginismus	vaginismus	Genitourinary
HP_0030041	Schmorl's nodes	schmorls nodes	False	MS_716.1	Schmorl's nodes	schmorls nodes	Muscloskeletal
HP_0030050	Narcolepsy	narcolepsy	True	NS_333.7	Narcolepsy	narcolepsy	Neurological
HP_0030080	Burkitt lymphoma	burkitt lymphoma	True	CA_122.23	Burkitt lymphoma	burkitt lymphoma	Neoplasms
HP_0030148	Cardiac murmurs	cardiac murmurs	False	CV_423.1	Cardiac murmurs	cardiac murmurs	Cardiovascular
HP_0030149	Cardiogenic shock	cardiogenic shock	True	SS_810.2	Cardiogenic shock	cardiogenic shock	Symptoms
HP_0031273	Shock	shock	True	SS_810	Shock	shock	Symptoms
HP_0030150	Plasmacytosis	plasmacytosis	True	BI_171.3	Plasmacytosis	plasmacytosis	Blood/Immune
HP_0030151	Cholangitis	cholangitis	True	GI_552.1	Cholangitis	cholangitis	Gastrointestinal
HP_0030154	Gallbladder perforation	gallbladder perforation	True	GI_550.3	Gallbladder perforation	gallbladder perforation	Gastrointestinal
HP_0030155	Scrotal pain	scrotal pain	True	GU_603.6	Scrotal pain*	scrotal pain	Genitourinary
HP_0030242	Portal vein thrombosis	portal vein thrombosis	True	CV_440.12	Portal vein thrombosis	portal vein thrombosis	Cardiovascular
HP_0030416	Neoplasm of the vulva	neoplasm of the vulva	False	CA_106.11	Malignant neoplasm of the vulva	malignant neoplasm of the vulva	Neoplasms
HP_0100649	Neoplasm of the oral cavity	neoplasm of the oral cavity	True	CA_100.1	Malignant neoplasm of the oral cavity	malignant neoplasm of the oral cavity	Neoplasms
HP_0100649	Neoplasm of the oral cavity	neoplasm of the oral cavity	True	CA_135.1	Benign neoplasm of the oral cavity	benign neoplasm of the oral cavity	Neoplasms
HP_0030771	Mallet finger	mallet finger	True	MS_709.11	Mallet finger	mallet finger	Muscloskeletal
HP_0100764	Lymphangioma	lymphangioma	True	CA_139.62	Lymphangioma	lymphangioma	Neoplasms
HP_0030788	Impacted cerumen	impacted cerumen	True	SO_390.4	Impacted cerumen	impacted cerumen	Sense organs
HP_0500043	Eyelid retraction	eyelid retraction	True	SO_361.5	Eyelid retraction	eyelid retraction	Sense organs
HP_0030816	Gingival recession	gingival recession	True	GI_504.2	Gingival recession	gingival recession	Gastrointestinal
HP_0030828	Wheezing	wheezing	True	RE_488.6	Wheezing	wheezing	Respiratory
HP_0100832	Vitreous opacities	vitreous opacities	False	SO_376.2	Vitreous opacities	vitreous opacities	Sense organs
HP_0030854	Scleral staphyloma	scleral staphyloma	True	SO_368.1	Scleral staphyloma	scleral staphyloma	Sense organs
HP_0200026	Ocular pain	ocular pain	True	SO_389.1	Ocular pain	ocular pain	Sense organs
HP_0030882	Coronary artery aneurysm	coronary artery aneurysm	True	CV_438.5	Coronary artery aneurysm	coronary artery aneurysm	Cardiovascular
HP_0030907	Thunderclap headache	thunderclap headache	True	NS_331.33	Thunderclap headache	thunderclap headache	Neurological
HP_0030943	Vulvodynia	vulvodynia	True	GU_625.3	Vulvodynia	vulvodynia	Genitourinary
HP_0030991	Sclerosing cholangitis	sclerosing cholangitis	True	GI_552.11	Primary sclerosing cholangitis*	primary sclerosing cholangitis	Gastrointestinal
HP_0031009	Ainhum	ainhum	True	DE_680.4	Ainhum	ainhum	Dermatological
HP_0031150	Vitreomacular adhesion	vitreomacular adhesion	True	SO_376.4	Vitreomacular adhesion	vitreomacular adhesion	Sense organs
HP_0031189	Wrist drop	wrist drop	True	MS_710.11	Wrist drop	wrist drop	Muscloskeletal
HP_0031249	Parageusia	parageusia	True	NS_352.2	Parageusia*	parageusia	Neurological
HP_0031258	Delirium	delirium	True	MB_308.1	Delirium	delirium	Mental
HP_0031274	Hypovolemic shock	hypovolemic shock	True	SS_810.3	Hypovolemic shock*	hypovolemic shock	Symptoms
HP_0031287	Seborrheic keratosis	seborrheic keratosis	True	DE_670	Seborrheic keratosis	seborrheic keratosis	Dermatological
HP_0100785	Insomnia	insomnia	True	NS_333.2	Insomnia	insomnia	Neurological
HP_0031368	Intestinal perforation	intestinal perforation	True	GI_532.2	Intestinal perforation	intestinal perforation	Gastrointestinal
HP_0031368	Intestinal perforation	intestinal perforation	True	NB_865.3	Perinatal intestinal perforation	perinatal intestinal perforation	Neonatal
HP_0031456	Ectopic pregnancy	ectopic pregnancy	True	PP_901.1	Ectopic pregnancy	ectopic pregnancy	Pregnancy
HP_0031615	Hypopyon	hypopyon	True	SO_367.8	Hypopyon	hypopyon	Sense organs
HP_0031623	Brow ptosis	brow ptosis	True	SO_361.36	Brow ptosis*	brow ptosis	Sense organs
HP_0031671	Typical atrial flutter	typical atrial flutter	True	CV_416.221	Typical atrial flutter*	typical atrial flutter	Cardiovascular
HP_0031717	Alternating exotropia	alternating exotropia	True	SO_381.41	Alternating exotropia	alternating exotropia	Sense organs
HP_0031776	Cyclotropia	cyclotropia	True	SO_381.7	Cyclotropia	cyclotropia	Sense organs
HP_0031737	Cicatricial entropion	cicatricial entropion	True	SO_361.14	Cicatricial entropion	cicatricial entropion	Sense organs
HP_0031738	Mechanical entropion	mechanical entropion	True	SO_361.12	Mechanical entropion	mechanical entropion	Sense organs
HP_0031777	Cyclophoria	cyclophoria	True	SO_381.83	Cyclophoria	cyclophoria	Sense organs
HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False	GI_522.6	Eosinophilic gastroenteritis and colitis	eosinophilic gastroenteritis and colitis	Gastrointestinal
HP_0032064	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	False	GI_522.62	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	Gastrointestinal
HP_0031807	Basophilia	basophilia	False	BI_171.5	Basophilia	basophilia	Blood/Immune
HP_0031813	Eosinophilic colitis	eosinophilic colitis	False	GI_522.63	Eosinophilic colitis	eosinophilic colitis	Gastrointestinal
HP_0031830	Pinguecula	pinguecula	True	SO_366.21	Pinguecula	pinguecula	Sense organs
HP_0031864	Bacteremia	bacteremia	True	ID_092.8	Bacteremia	bacteremia	Infections
HP_0032141	Precordial pain	precordial pain	True	SS_800.2	Precordial pain	precordial pain	Symptoms
HP_0100749	Chest pain	chest pain	True	SS_800	Chest pain	chest pain	Symptoms
HP_0100812	Halitosis	halitosis	True	GI_529.6	Halitosis*	halitosis	Gastrointestinal
HP_0032147	Erythromelalgia	erythromelalgia	True	CV_448.2	Erythromelalgia	erythromelalgia	Cardiovascular
HP_0032163	Molluscum contagiosum	molluscum contagiosum	True	ID_055.1	Molluscum contagiosum	molluscum contagiosum	Infections
HP_0032192	Hydatidiform mole	hydatidiform mole	True	PP_901.2	Hydatidiform mole	hydatidiform mole	Pregnancy
HP_0032256	Histoplasmosis	histoplasmosis	True	ID_072	Histoplasmosis	histoplasmosis	Infections
HP_0032262	Pulmonary tuberculosis	pulmonary tuberculosis	True	RE_460.3	Pulmonary tuberculosis	pulmonary tuberculosis	Respiratory
HP_0032282	Contact dermatitis	contact dermatitis	True	DE_668.3	Contact dermatitis	contact dermatitis	Dermatological
HP_0032434	Delayed separation of umbilical cord	delayed separation of umbilical cord	False	NB_872.4	Delayed separation of umbilical cord	delayed separation of umbilical cord	Neonatal
HP_0032448	Achlorhydria	achlorhydria	True	GI_516.6	Achlorhydria	achlorhydria	Gastrointestinal
HP_0032545	Abdominal rigidity	abdominal rigidity	True	GI_556.4	Abdominal rigidity	abdominal rigidity	Gastrointestinal
HP_0032551	Hemorrhoids	hemorrhoids	True	CV_439	Hemorrhoids	hemorrhoids	Cardiovascular
HP_0032551	Haemorrhoids	hemorrhoids	False	CV_439	Hemorrhoids	hemorrhoids	Cardiovascular
HP_0032966	Centrilobular emphysema	centrilobular emphysema	True	RE_474.13	Centrilobular emphysema*	centrilobular emphysema	Respiratory
HP_0100551	Neoplasm of the trachea	neoplasm of the trachea	True	CA_102.3	Malignant neoplasm of the trachea	malignant neoplasm of the trachea	Neoplasms
HP_0100551	Neoplasm of the trachea	neoplasm of the trachea	True	CA_137.3	Benign neoplasm of the trachea	benign neoplasm of the trachea	Neoplasms
HP_0033050	Throat pain	throat pain	False	RE_499.4	Throat pain	throat pain	Respiratory
HP_0033117	Duodenitis	duodenitis	True	GI_522.8	Duodenitis	duodenitis	Gastrointestinal
HP_0033125	Follicular lymphoma	follicular lymphoma	True	CA_122.21	Follicular lymphoma	follicular lymphoma	Neoplasms
HP_0033150	Anorectal abscess	anorectal abscess	True	GI_530.2	Anorectal abscess	anorectal abscess	Gastrointestinal
HP_0033165	Necrotizing enterocolitis	necrotizing enterocolitis	True	GI_517.3	Necrotizing enterocolitis [NEC]	necrotizing enterocolitis nec	Gastrointestinal
HP_0033415	Cardiac tamponade	cardiac tamponade	True	CV_411.3	Cardiac tamponade	cardiac tamponade	Cardiovascular
HP_0033553	Septic embolism	septic embolism	True	CV_440.4	Septic embolism	septic embolism	Cardiovascular
HP_0033677	Acute respiratory distress syndrome	acute respiratory distress syndrome	True	RE_479.1	Acute respiratory distress syndrome [ARDS]*	acute respiratory distress syndrome ards	Respiratory
HP_0033788	Hypercementosis	hypercementosis	False	GI_502.17	Hypercementosis	hypercementosis	Gastrointestinal
HP_0033808	Spermatocele	spermatocele	True	GU_603.2	Spermatocele	spermatocele	Genitourinary
HP_0033840	Postmenopausal bleeding	postmenopausal bleeding	True	GU_627.1	Postmenopausal bleeding	postmenopausal bleeding	Genitourinary
HP_0033842	Early satiety	early satiety	True	EM_230.5	Early satiety	early satiety	Endocrine/Metab
HP_0040154	Hidradenitis suppurativa	hidradenitis suppurativa	False	DE_669.3	Hidradenitis suppurativa	hidradenitis suppurativa	Dermatological
HP_0100806	Sepsis	sepsis	True	ID_092.2	Sepsis	sepsis	Infections
HP_0040264	Jaw pain	jaw pain	True	MS_734.9	Jaw pain	jaw pain	Muscloskeletal
HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	SO_391.22	Obstruction of Eustachian tube	obstruction of eustachian tube	Sense organs
HP_0040289	Cyclic neutropenia	cyclic neutropenia	True	BI_170.14	Cyclic neutropenia	cyclic neutropenia	Blood/Immune
HP_0100028	Ectopic thyroid	ectopic thyroid	True	EM_200.24	Ectopic thyroid nodule	ectopic thyroid nodule	Endocrine/Metab
HP_0100279	Ulcerative colitis	ulcerative colitis	True	GI_522.12	Ulcerative colitis	ulcerative colitis	Gastrointestinal
HP_0100280	Crohn's disease	crohns disease	True	GI_522.11	Crohn's disease	crohns disease	Gastrointestinal
HP_0100327	Milk allergy	milk allergy	False	SS_840.17	Milk allergy	milk allergy	Symptoms
HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True	EM_232.27	Vitamin B12 deficiency	vitamin b12 deficiency	Endocrine/Metab
HP_0100512	Vitamin D deficiency	vitamin d deficiency	False	EM_232.4	Vitamin D deficiency	vitamin d deficiency	Endocrine/Metab
HP_0100513	Vitamin E deficiency	vitamin e deficiency	False	EM_232.5	Vitamin E deficiency*	vitamin e deficiency	Endocrine/Metab
HP_0100518	Dysuria	dysuria	True	GU_594.2	Dysuria	dysuria	Genitourinary
HP_0100521	Neoplasm of the thymus	neoplasm of the thymus	True	CA_102.54	Malignant neoplasm of the thymus	malignant neoplasm of the thymus	Neoplasms
HP_0100521	Neoplasm of the thymus	neoplasm of the thymus	True	CA_137.54	Benign neoplasm of the thymus	benign neoplasm of the thymus	Neoplasms
HP_0100532	Scleritis	scleritis	True	SO_367.7	Scleritis	scleritis	Sense organs
HP_0100534	Episcleritis	episcleritis	True	SO_367.6	Episcleritis	episcleritis	Sense organs
HP_0100541	Femoral hernia	femoral hernia	True	GI_520.12	Femoral hernia	femoral hernia	Gastrointestinal
HP_0100546	Carotid artery stenosis	carotid artery stenosis	True	CV_433.21	Carotid artery stenosis	carotid artery stenosis	Cardiovascular
HP_0100565	Hydromyelia	hydromyelia	True	CM_750.26	Hydromyelia	hydromyelia	Congenital
HP_0100575	Neoplasm of the gallbladder	neoplasm of the gallbladder	True	CA_101.71	Malignant neoplasm of the gallbladder	malignant neoplasm of the gallbladder	Neoplasms
HP_0100580	Barrett's esophagus	barretts esophagus	False	GI_510.8	Barrett's esophagus	barretts esophagus	Gastrointestinal
HP_0100580	Barrett's oesophagus	barretts esophagus	False	GI_510.8	Barrett's esophagus	barretts esophagus	Gastrointestinal
HP_0100582	Nasal polyps	nasal polyps	False	RE_471.5	Nasal polyps	nasal polyps	Respiratory
HP_0100592	Peritoneal abscess	peritoneal abscess	True	GI_537.3	Peritoneal abscess	peritoneal abscess	Gastrointestinal
HP_0100594	Esophageal web	esophageal web	True	CM_757.111	Esophageal web*	esophageal web	Congenital
HP_0100598	Pulmonary edema	pulmonary edema	True	RE_480	Pulmonary edema	pulmonary edema	Respiratory
HP_0100598	Pulmonary edema	pulmonary edema	True	RE_480.1	Acute pulmonary edema	acute pulmonary edema	Respiratory
HP_0100601	Eclampsia	eclampsia	True	PP_908.13	Eclampsia	eclampsia	Pregnancy
HP_0100604	Neoplasm of the lip	neoplasm of the lip	True	CA_135.11	Benign neoplasm of the lip	benign neoplasm of the lip	Neoplasms
HP_0100607	Dysmenorrhea	dysmenorrhea	True	GU_626.2	Dysmenorrhea	dysmenorrhea	Genitourinary
HP_0100614	Myositis	myositis	True	MS_700.41	Myositis	myositis	Muscloskeletal
HP_0100633	Esophagitis	esophagitis	True	GI_510.2	Esophagitis	esophagitis	Gastrointestinal
HP_0100638	Neoplasm of the pharynx	neoplasm of the pharynx	True	CA_100.7	Malignant neoplasm of the pharynx	malignant neoplasm of the pharynx	Neoplasms
HP_0100651	Type 1 diabetes	type 1 diabetes	False	EM_202.1	Type 1 diabetes	type 1 diabetes	Endocrine/Metab
HP_0100653	Optic neuritis	optic neuritis	True	SO_380.11	Optic neuritis	optic neuritis	Sense organs
HP_0100661	Trigeminal neuralgia	trigeminal neuralgia	True	NS_334.11	Trigeminal neuralgia	trigeminal neuralgia	Neurological
HP_0100704	Cortical blindness	cortical blindness	False	SO_380.51	Cortical blindness	cortical blindness	Sense organs
HP_0100723	Gastrointestinal stromal tumor	gastrointestinal stromal tumor	False	CA_104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms
HP_0100723	Gastrointestinal stromal tumour	gastrointestinal stromal tumor	False	CA_104.5	Gastrointestinal stromal tumor*	gastrointestinal stromal tumor	Neoplasms
HP_0100726	Kaposi's sarcoma	kaposis sarcoma	True	CA_104.6	Kaposi's sarcoma	kaposis sarcoma	Neoplasms
HP_0100735	Hypertensive crisis	hypertensive crisis	True	CV_401.7	Hypertensive crisis*	hypertensive crisis	Cardiovascular
HP_0100753	Schizophrenia	schizophrenia	True	MB_287.1	Schizophrenia	schizophrenia	Mental
HP_0100758	Gangrene	gangrene	True	ID_091	Gangrene	gangrene	Infections
HP_0100759	Clubbing of fingers	clubbing of fingers	True	SS_813	Clubbing of fingers	clubbing of fingers	Symptoms
HP_0100778	Cryoglobulinemia	cryoglobulinemia	True	BI_180.4	Cryoglobulinemia*	cryoglobulinemia	Blood/Immune
HP_0100808	Gastric diverticulum	gastric diverticulum	True	GI_523.3	Gastric diverticulum	gastric diverticulum	Gastrointestinal
HP_0100817	Renovascular hypertension	renovascular hypertension	True	CV_401.61	Renovascular hypertension	renovascular hypertension	Cardiovascular
HP_0100829	Galactorrhea	galactorrhea	True	GU_612.21	Galactorrhea	galactorrhea	Genitourinary
HP_0100842	Septo-optic dysplasia	septo-optic dysplasia	True	CM_750.114	Septo-optic dysplasia of brain*	septo-optic dysplasia of brain	Congenital
HP_0100849	Neoplasm of the scrotum	neoplasm of the scrotum	True	CA_107.6	Malignant neoplasm of the scrotum	malignant neoplasm of the scrotum	Neoplasms
HP_0100849	Neoplasm of the scrotum	neoplasm of the scrotum	True	CA_146.32	Benign neoplasm of the scrotum	benign neoplasm of the scrotum	Neoplasms
HP_0100850	Neoplasm of the penis	neoplasm of the penis	True	CA_107.1	Malignant neoplasm of the penis	malignant neoplasm of the penis	Neoplasms
HP_0100850	Neoplasm of the penis	neoplasm of the penis	True	CA_146.1	Benign neoplasm of the penis	benign neoplasm of the penis	Neoplasms
HP_0100963	Hyperesthesia	hyperesthesia	True	NS_351.4	Hyperesthesia*	hyperesthesia	Neurological
HP_0200023	Priapism	priapism	True	GU_604.4	Priapism	priapism	Genitourinary
HP_0200119	Acute hepatitis	acute hepatitis	True	ID_054.32	Acute hepatitis C	acute hepatitis c	Infections
HP_0200119	Acute hepatitis	acute hepatitis	True	GI_540.2	Acute hepatitis	acute hepatitis	Gastrointestinal
HP_0200123	Chronic hepatitis	chronic hepatitis	True	ID_054.31	Chronic hepatitis C	chronic hepatitis c	Infections
HP_0200123	Chronic hepatitis	chronic hepatitis	True	GI_540.1	Chronic hepatitis	chronic hepatitis	Gastrointestinal
HP_0200151	Cutaneous mastocytosis	cutaneous mastocytosis	True	CA_125.1	Cutaneous mastocytosis*	cutaneous mastocytosis	Neoplasms
HP_0410017	Otitis externa	otitis externa	True	SO_390.1	Otitis externa	otitis externa	Sense organs
HP_0410138	Vibratory urticaria	vibratory urticaria	True	DE_666.5	Vibratory urticaria	vibratory urticaria	Dermatological
HP_0410151	Eosinophilic esophagitis	eosinophilic esophagitis	False	GI_522.61	Eosinophilic esophagitis	eosinophilic esophagitis	Gastrointestinal
HP_0500093	Food allergy	food allergy	True	SS_840.1	Food allergy	food allergy	Symptoms
HP_0410328	Egg allergy	egg allergy	True	SS_840.18	Egg allergy	egg allergy	Symptoms
HP_0410331	Nut allergy	nut allergy	False	SS_840.14	Tree nut allergy	tree nut allergy	Symptoms
HP_0410333	Seafood allergy	seafood allergy	True	SS_840.12	Seafood allergy	seafood allergy	Symptoms
HP_0410335	Allergy to insects	allergy to insects	False	SS_840.2	Allergy to insects	allergy to insects	Symptoms
