phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
695.42	Systemic lupus erythematosus	dermatologic	C0024141	HP_0002725	Systemic lupus erythematosus	55.28814365691658
695.7	Prurigo and Lichen	dermatologic	C0033774	HP_0000989	Pruritus	13.994650945450982
695.8	Other specified erythematous conditions	dermatologic	C0011606	HP_0001019	Erythroderma	25.353341979437147
695.81	Erythema nodosum	dermatologic	C0014743	HP_0012219	Erythema nodosum	148.44712013868238
695.9	Unspecified erythematous condition	dermatologic	C0011606	HP_0001019	Erythroderma	71.29142087288771
696.2	Parapsoriasis	dermatologic	C0033860	HP_0003765	Psoriasiform dermatitis	75.45371234218004
696.3	Pityriasis	dermatologic	C0015230	HP_4000054	Exanthem	15.200395402584455
696.3	Pityriasis	dermatologic	C0015230	HP_0000988	Skin rash	15.200395402584455
696.4	Psoriasis	dermatologic	C0033860	HP_0003765	Psoriasiform dermatitis	87.61489747644481
696.41	Psoriasis vulgaris	dermatologic	C0033860	HP_0003765	Psoriasiform dermatitis	71.49394980400601
696.42	Psoriatic arthropathy	dermatologic	C0033860	HP_0003765	Psoriasiform dermatitis	28.937354631818053
696.42	Psoriatic arthropathy	dermatologic	C0003864	HP_0001369	Arthritis	15.260550053001074
698	Pruritus and related conditions	dermatologic	C0033774	HP_0000989	Pruritus	90.05729773595152
700	Corns and callosities	dermatologic	C0006386	HP_0001822	Hallux valgus	14.438275149029256
701	Other hypertrophic and atrophic conditions of skin	dermatologic	C0152459	HP_0001065	Striae distensae	47.891273284193744
701	Other hypertrophic and atrophic conditions of skin	dermatologic	C0037301	HP_0100678	Premature skin wrinkling	30.963421607566303
701.1	Keratoderma, acquired	dermatologic	C0022572	HP_0031525	Keratoacanthoma	30.826935664006182
701.2	Scar conditions and fibrosis of skin	dermatologic	C0022548	HP_0010562	Keloids	42.56354095420349
701.4	Keloid scar	dermatologic	C0022548	HP_0010562	Keloids	202.916977632966
701.6	Acquired acanthosis nigricans	dermatologic	C0000889	HP_0000956	Acanthosis nigricans	127.29698741030008
701.6	Acquired acanthosis nigricans	dermatologic	C0241178	HP_0000977	Soft skin	20.61387092366968
702	Degenerative skin conditions and other dermatoses	dermatologic	C0022603	HP_0031287	Seborrheic keratosis	17.290428578116828
702	Degenerative skin conditions and other dermatoses	dermatologic	C0022602	HP_0025127	Actinic keratosis	49.45825267104304
702.1	Actinic keratosis	dermatologic	C0022603	HP_0031287	Seborrheic keratosis	31.81132566275539
702.1	Actinic keratosis	dermatologic	C0022572	HP_0031525	Keratoacanthoma	18.080708968575
702.1	Actinic keratosis	dermatologic	C0022602	HP_0025127	Actinic keratosis	90.73238582534256
702.2	Seborrheic keratosis	dermatologic	C0022602	HP_0025127	Actinic keratosis	61.05070361355903
702.2	Seborrheic keratosis	dermatologic	C0022603	HP_0031287	Seborrheic keratosis	21.790418692629885
702.2	Seborrheic keratosis	dermatologic	C0036508	HP_0001051	Seborrheic dermatitis	48.01543006389106
703	Diseases of nail, NOS	dermatologic	C0085661	HP_0001806	Onycholysis	44.41967520416035
703	Diseases of nail, NOS	dermatologic	C1142305	HP_0100644	Melanonychia	44.391046416516154
703.1	Ingrowing nail	dermatologic	C0027343	HP_0012710	Ingrown nail	125.65975192294724
704	Diseases of hair and hair follicles	dermatologic	C0014511	HP_0200040	Epidermoid cyst	77.52484390981455
704	Diseases of hair and hair follicles	dermatologic	C2266788	HP_0025246	Trichilemmal cyst	18.304420649705428
704.1	Alopecia	dermatologic	C0002170	HP_0002293	Alopecia of scalp	102.9111358040766
704.1	Alopecia	dermatologic	C0002170	HP_0001596	Alopecia	102.9111358040766
704.11	Alopecia Areata	dermatologic	C0002170	HP_0002293	Alopecia of scalp	135.64609155878077
704.11	Alopecia Areata	dermatologic	C0002170	HP_0001596	Alopecia	135.64609155878077
704.12	Telogen effluvium	dermatologic	C0263518	HP_0025470	Telogen effluvium	104.93455827256537
704.2	Hirsutism	dermatologic	C0020555	HP_0000998	Hypertrichosis	31.0301513988222
704.2	Hirsutism	dermatologic	C0019572	HP_0001007	Hirsutism	72.27543859158645
704.8	Other specified diseases of hair and hair follicles	dermatologic	C0016436	HP_0025084	Folliculitis	34.04810689546761
704.8	Other specified diseases of hair and hair follicles	dermatologic	C0263485	HP_0009886	Trichorrhexis nodosa	18.206144285255284
705	Disorders of sweat glands	dermatologic	C0263472	HP_0500001	Body odor	42.27893607688713
705	Disorders of sweat glands	dermatologic	C0003028	HP_0000970	Anhidrosis	25.038437596464707
705	Disorders of sweat glands	dermatologic	C0038990	HP_0000975	Hyperhidrosis	16.662103493124963
705.1	Dyshidrosis	dermatologic	C0162836	HP_0040154	Acne inversa	72.47737890676194
705.3	Hidradenitis	dermatologic	C0162836	HP_0040154	Acne inversa	72.47737890676194
705.8	Hyperhidrosis	dermatologic	C0038990	HP_0000975	Hyperhidrosis	34.619002576971674
705.8	Hyperhidrosis	dermatologic	C0020458	HP_0000975	Hyperhidrosis	67.76055287097358
706.1	Acne	dermatologic	C0333128	HP_0025251	Open comedo	13.815590310212693
706.2	Sebaceous cyst	dermatologic	C0011649	HP_0025247	Dermoid cyst	42.877573757148106
706.2	Sebaceous cyst	dermatologic	C0014511	HP_0200040	Epidermoid cyst	79.33122262890339
706.2	Sebaceous cyst	dermatologic	C0259771	HP_0012035	Steatocystoma multiplex	22.522215076411577
706.2	Sebaceous cyst	dermatologic	C2266788	HP_0025246	Trichilemmal cyst	14.478566834836016
706.8	Other specified diseases of sebaceous glands	dermatologic	C0221245	HP_0031057	Skin fissure	23.943412426542658
707.1	Decubitus ulcer	dermatologic	C0011127	HP_0012399	Pressure ulcer	88.02513755331628
707.3	Chronic ulcer of unspecified site	dermatologic	C3887524	HP_0200041	Skin erosion	55.972594616686536
709.2	Sicca syndrome	dermatologic	C0013238	HP_0001097	Keratoconjunctivitis sicca	59.73862935664264
709.3	Systemic sclerosis	dermatologic	C0007795	HP_0006918	Diffuse cerebral sclerosis	13.850379657329345
709.4	Polymyositis	dermatologic	C0027121	HP_0009071	Inflammatory myopathy	19.963898172401663
709.4	Polymyositis	dermatologic	C0027121	HP_0100614	Myositis	19.963898172401663
709.7	Unspecified diffuse connective tissue disease	dermatologic	C0034734	HP_0030880	Raynaud phenomenon	14.377292927148428
709.7	Unspecified diffuse connective tissue disease	dermatologic	C0024141	HP_0002725	Systemic lupus erythematosus	16.444234223896757
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	C0029443	HP_0002754	Osteomyelitis	49.12433963784629
710.1	Osteomyelitis	musculoskeletal	C0029443	HP_0002754	Osteomyelitis	75.91508906273572
710.11	Acute osteomyelitis	musculoskeletal	C0029443	HP_0002754	Osteomyelitis	21.292358528325533
710.12	Chronic osteomyelitis	musculoskeletal	C0029441	HP_0030433	Osteoid osteoma	22.753797992951487
710.12	Chronic osteomyelitis	musculoskeletal	C0029417	HP_0011846	Osteoblastoma	26.067659648955413
710.19	Unspecified osteomyelitis	musculoskeletal	C0029443	HP_0002754	Osteomyelitis	57.479356802825066
711	Arthropathy associated with infections	musculoskeletal	C4280547	HP_0003095	Septic arthritis	18.691238932672626
711	Arthropathy associated with infections	musculoskeletal	C0003869	HP_0003095	Septic arthritis	68.95577414024142
711.1	Pyogenic arthritis	musculoskeletal	C4280547	HP_0003095	Septic arthritis	25.895674438474497
711.1	Pyogenic arthritis	musculoskeletal	C0003869	HP_0003095	Septic arthritis	96.32572869831222
711.2	Reiter's disease	musculoskeletal	C0003864	HP_0001369	Arthritis	15.563350436877565
711.3	Behcet's syndrome	musculoskeletal	C0149745	HP_0000155	Oral ulcer	15.432000520992453
713.5	Arthropathy associated with neurological disorders	musculoskeletal	C0003892	HP_0002821	Neuropathic arthropathy	84.96927459874028
714	Rheumatoid arthritis and other inflammatory polyarthropathies	musculoskeletal	C0003864	HP_0001369	Arthritis	53.02667725414065
714	Rheumatoid arthritis and other inflammatory polyarthropathies	musculoskeletal	C0003892	HP_0002821	Neuropathic arthropathy	14.714714042704164
714	Rheumatoid arthritis and other inflammatory polyarthropathies	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	17.143946895243822
714.1	Rheumatoid arthritis	musculoskeletal	C0003873	HP_0001370	Rheumatoid arthritis	41.13798109846178
714.2	Juvenile rheumatoid arthritis	musculoskeletal	C3495559	HP_0005681	Juvenile rheumatoid arthritis	143.96127614395252
715.1	Sacroiliitis NEC	musculoskeletal	C0574960	HP_0012317	Sacroiliac arthritis	122.29088327843277
716.2	Unspecified monoarthritis	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	20.699750741218704
716.2	Unspecified monoarthritis	musculoskeletal	C0003873	HP_0001370	Rheumatoid arthritis	15.929437691962054
716.2	Unspecified monoarthritis	musculoskeletal	C0003864	HP_0001369	Arthritis	63.27604287171329
716.9	Arthropathy NOS	musculoskeletal	C0003864	HP_0001369	Arthritis	48.61418989937846
716.9	Arthropathy NOS	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	18.178899350799515
717	Polymyalgia Rheumatica	musculoskeletal	C0241042	HP_0009742	Stiff shoulders	18.266226425066144
721	Spondylosis and allied disorders	musculoskeletal	C1384641	HP_0008480	Cervical spondylosis	58.72051343972008
721.1	Spondylosis without myelopathy	musculoskeletal	C1384641	HP_0008480	Cervical spondylosis	58.72051343972008
722.1	Displacement of intervertebral disc	musculoskeletal	C0021818	HP_0008441	Herniation of intervertebral nuclei	80.07150021861196
722.6	Degeneration of intervertebral disc	musculoskeletal	C0158266	HP_0008419	Intervertebral disc degeneration	48.579481440904075
722.8	Postlaminectomy syndrome	musculoskeletal	C0021818	HP_0008441	Herniation of intervertebral nuclei	41.1538459528888
723.1	Torticollis	musculoskeletal	C0079352	HP_0005988	Congenital muscular torticollis	27.30736766201603
723.1	Torticollis	musculoskeletal	C0040485	HP_0000473	Torticollis	97.29428438042775
724.8	Other symptoms referable to back	musculoskeletal	C0037928	HP_0002196	Myelopathy	64.17682013438466
724.8	Other symptoms referable to back	musculoskeletal	C0037928	HP_0002143	Abnormality of the spinal cord	64.17682013438466
726.1	Enthesopathy	musculoskeletal	C0039503	HP_0025230	Tendonitis	18.695498305237123
726.2	Synoviopathy	musculoskeletal	C0006444	HP_0025232	Bursitis	20.778031608340964
726.3	Bursitis	musculoskeletal	C0006444	HP_0025232	Bursitis	54.31583448547061
726.4	Calcaneal spur; Exostosis NOS	musculoskeletal	C0039503	HP_0025230	Tendonitis	51.23096598890895
727	Other disorders of synovium, tendon, and bursa	musculoskeletal	C0006444	HP_0025232	Bursitis	85.6363832394533
727.1	Synovitis and tenosynovitis	musculoskeletal	C0158328	HP_0012276	Digital flexor tenosynovitis	32.93999110206
727.2	Bursitis disorders	musculoskeletal	C0006444	HP_0025232	Bursitis	109.85000895956308
727.5	Rupture of synovium	musculoskeletal	C0546964	HP_0002816	Genu recurvatum	31.70277250655836
727.5	Rupture of synovium	musculoskeletal	C0032650	HP_0032072	Popliteal synovial cyst	185.74847449402594
728	Disorders of muscle, ligament, and fascia	musculoskeletal	C0264000	HP_0032541	Knuckle pad	17.110301985320174
728	Disorders of muscle, ligament, and fascia	musculoskeletal	C0003886	HP_0002804	Arthrogryposis multiplex congenita	15.701402209740412
728	Disorders of muscle, ligament, and fascia	musculoskeletal	C0026848	HP_0003198	Myopathy	15.217352904687875
728	Disorders of muscle, ligament, and fascia	musculoskeletal	C0035410	HP_0003201	Rhabdomyolysis	46.128459246079494
728.7	Fasciitis	musculoskeletal	C0015645	HP_0100537	Fasciitis	15.275834992278964
728.71	Contracture of palmar fascia [Dupuytren's disease]	musculoskeletal	C0009917	HP_0001371	Flexion contracture	13.8665217189751
728.71	Contracture of palmar fascia [Dupuytren's disease]	musculoskeletal	C0013312	HP_0005679	Dupuytren contracture	84.55302351537729
729.3	Panniculitis	musculoskeletal	C0030326	HP_0012490	Panniculitis	107.84646105451559
732	Osteochondropathies	musculoskeletal	C0023234	HP_0005743	Avascular necrosis of the capital femoral epiphysis	19.601459842823466
732	Osteochondropathies	musculoskeletal	C0029421	HP_0010886	Osteochondritis dissecans	16.518686263295155
732	Osteochondropathies	musculoskeletal	C0036310	HP_0010891	Morbus Scheuermann	14.344992412922618
732.1	Juvenile osteochondrosis	musculoskeletal	C0023234	HP_0005743	Avascular necrosis of the capital femoral epiphysis	40.261805955507185
732.1	Juvenile osteochondrosis	musculoskeletal	C0036310	HP_0010891	Morbus Scheuermann	35.75076061273605
732.1	Juvenile osteochondrosis	musculoskeletal	C0029429	HP_0040188	Osteochondrosis	22.20164567949098
732.7	Osteochondritis dissecans	musculoskeletal	C0029421	HP_0010886	Osteochondritis dissecans	119.648332929623
733.2	Cyst of bone	musculoskeletal	C4082185	HP_0012064	Unicameral bone cyst	16.91388266045645
733.2	Cyst of bone	musculoskeletal	C0259779	HP_0010734	Fibrous dysplasia of the bones	25.68578639986871
733.2	Cyst of bone	musculoskeletal	C0152244	HP_0012063	Aneurysmal bone cyst	21.792346491231875
733.4	Aseptic necrosis of bone	musculoskeletal	C0029445	HP_0010885	Avascular necrosis	31.79662120283157
733.4	Aseptic necrosis of bone	musculoskeletal	C0023234	HP_0005743	Avascular necrosis of the capital femoral epiphysis	29.679659674468983
733.4	Aseptic necrosis of bone	musculoskeletal	C0027543	HP_0010885	Avascular necrosis	18.864794450102558
733.4	Aseptic necrosis of bone	musculoskeletal	C0877326	HP_0010885	Avascular necrosis	16.51535592459187
735	Acquired foot deformities	musculoskeletal	C0009081	HP_0001762	Talipes equinovarus	15.9085976804728
735.1	Flat foot	musculoskeletal	C0265654	HP_0008368	Tarsal synostosis	22.41144650251831
735.1	Flat foot	musculoskeletal	C0016202	HP_0001763	Pes planus	130.28205284390222
735.2	Acquired toe deformities	musculoskeletal	C0018536	HP_0001822	Hallux valgus	13.824029298538369
735.2	Acquired toe deformities	musculoskeletal	C0546297	HP_0008080	Hallux varus	97.74886244299013
735.2	Acquired toe deformities	musculoskeletal	C4082169	HP_0001840	Metatarsus adductus	31.56955769455823
735.21	Hammer toe (acquired)	musculoskeletal	C0231791	HP_0001840	Metatarsus adductus	65.22414689135773
735.21	Hammer toe (acquired)	musculoskeletal	C0311394	HP_0002355	Difficulty walking	13.894996419058616
735.21	Hammer toe (acquired)	musculoskeletal	C1865038	HP_0001837	Broad toe	14.516586843155967
735.22	Claw toe (acquired)	musculoskeletal	C0039273	HP_0001761	Pes cavus	17.361345446286823
735.23	Hallux rigidus	musculoskeletal	C0264134	HP_0025004	Hallux rigidus	92.75818528057886
735.3	Hallux valgus (Bunion)	musculoskeletal	C0006386	HP_0001822	Hallux valgus	110.4878317009333
735.3	Hallux valgus (Bunion)	musculoskeletal	C0018536	HP_0001822	Hallux valgus	31.08089837931879
736.1	Acquired deformities of forearm	musculoskeletal	C0231666	HP_0031189	Wrist drop	47.1754910242721
736.2	Acquired deformities of finger	musculoskeletal	C0158473	HP_0030771	Mallet finger	99.76515826320231
736.3	Acquired deformities of hip	musculoskeletal	C0023234	HP_0005743	Avascular necrosis of the capital femoral epiphysis	95.0269277601575
736.4	Genu valgum or varum (acquired)	musculoskeletal	C0035579	HP_0002748	Rickets	34.20075012166476
736.4	Genu valgum or varum (acquired)	musculoskeletal	C0544755	HP_0002979	Bowing of the legs	113.72325640011644
736.4	Genu valgum or varum (acquired)	musculoskeletal	C0544755	HP_0002970	Genu varum	113.72325640011644
736.4	Genu valgum or varum (acquired)	musculoskeletal	C0576093	HP_0002857	Genu valgum	100.64994009093672
736.5	Acquired deformities of knee	musculoskeletal	C0576093	HP_0002857	Genu valgum	100.64994009093672
736.5	Acquired deformities of knee	musculoskeletal	C0544755	HP_0002979	Bowing of the legs	113.72325640011644
736.5	Acquired deformities of knee	musculoskeletal	C0035579	HP_0002748	Rickets	34.20075012166476
736.5	Acquired deformities of knee	musculoskeletal	C0544755	HP_0002970	Genu varum	113.72325640011644
737	Curvature of spine	musculoskeletal	C0036439	HP_0002650	Scoliosis	55.613705157654245
737.1	Kyphosis (acquired)	musculoskeletal	C0022821	HP_0002808	Kyphosis	138.95076743819214
737.1	Kyphosis (acquired)	musculoskeletal	C0036310	HP_0010891	Morbus Scheuermann	28.22437463588279
737.2	Lordosis (acquired)	musculoskeletal	C0024003	HP_0003307	Hyperlordosis	25.00818891062193
737.2	Lordosis (acquired)	musculoskeletal	C0036439	HP_0002650	Scoliosis	68.06477080817032
737.3	Kyphoscoliosis and scoliosis	musculoskeletal	C0036439	HP_0002650	Scoliosis	73.63144920320322
738.4	Acquired spondylolisthesis	musculoskeletal	C0038016	HP_0003302	Spondylolisthesis	98.54718550546669
740.9	Osteoarthrosis NOS	musculoskeletal	C0003864	HP_0001369	Arthritis	27.093301431933945
740.9	Osteoarthrosis NOS	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	55.092730946160536
741	Symptoms and disorders of the joints	musculoskeletal	C0003892	HP_0002821	Neuropathic arthropathy	14.714714042704164
741	Symptoms and disorders of the joints	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	17.143946895243822
741	Symptoms and disorders of the joints	musculoskeletal	C0003864	HP_0001369	Arthritis	53.02667725414065
741.2	Stiffness of joint	musculoskeletal	C4280547	HP_0003095	Septic arthritis	22.59628363236529
741.2	Stiffness of joint	musculoskeletal	C0036310	HP_0010891	Morbus Scheuermann	15.926582358037972
741.2	Stiffness of joint	musculoskeletal	C0029408	HP_0002758	Osteoarthritis	18.59692008640545
741.2	Stiffness of joint	musculoskeletal	C0018564	HP_0001155	Abnormality of the hand	19.42678067131603
741.2	Stiffness of joint	musculoskeletal	C0040485	HP_0000473	Torticollis	38.407362976275955
741.2	Stiffness of joint	musculoskeletal	C0221170	HP_0003552	Muscle stiffness	13.898656914358687
742	Derangement of joint, non-traumatic	musculoskeletal	C0012691	HP_0001373	Joint dislocation	114.46747245150831
742.2	Pathological, developmental or recurrent dislocation	musculoskeletal	C0012691	HP_0001373	Joint dislocation	114.46747245150831
742.9	Other derangement of joint	musculoskeletal	C0012691	HP_0001373	Joint dislocation	69.08688219631304
743.11	Osteoporosis NOS	musculoskeletal	C0016658	HP_0020110	Bone fracture	16.721895168070095
743.11	Osteoporosis NOS	musculoskeletal	C0029456	HP_0000939	Osteoporosis	34.7249528195915
743.2	Pathologic fracture	musculoskeletal	C0016658	HP_0020110	Bone fracture	19.334634788496533
743.2	Pathologic fracture	musculoskeletal	C1542178	HP_0041081	Fractured lower leg	37.21018623902613
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0005937	HP_0012062	Bone cyst	52.73226918042846
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0016658	HP_0020110	Bone fracture	35.12478411325958
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0152244	HP_0012063	Aneurysmal bone cyst	17.238404732006824
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0029456	HP_0000939	Osteoporosis	25.211403328130842
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0016064	HP_0010736	Monostotic fibrous dysplasia	20.042947716460237
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0221002	HP_0008200	Primary hyperparathyroidism	15.905620059331492
743.21	Pathologic fracture of vertebrae	musculoskeletal	C3714757	HP_0005681	Juvenile rheumatoid arthritis	16.38059124891666
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0029443	HP_0002754	Osteomyelitis	17.477219245282942
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0080179	HP_0041166	Fractured vertebra	24.29848098249147
743.21	Pathologic fracture of vertebrae	musculoskeletal	C0016663	HP_0002756	Pathologic fracture	69.08180258319548
743.9	Osteopenia or other disorder of bone and cartilage	musculoskeletal	C0029453	HP_0000938	Osteopenia	92.7111512670196
743.9	Osteopenia or other disorder of bone and cartilage	musculoskeletal	C0029456	HP_0000939	Osteoporosis	26.89972910478705
743.9	Osteopenia or other disorder of bone and cartilage	musculoskeletal	C0016658	HP_0020110	Bone fracture	23.87422225492272
745	Pain in joint	musculoskeletal	C0231749	HP_0030839	Knee pain	25.182794099388442
747.1	Cardiac congenital anomalies	congenital anomalies	C0011813	HP_0001651	Dextrocardia	19.720928751041765
747.1	Cardiac congenital anomalies	congenital anomalies	C0243002	HP_0011662	Tricuspid atresia	14.698729347797752
747.1	Cardiac congenital anomalies	congenital anomalies	C0152419	HP_0011611	Interrupted aortic arch	14.228531096734494
747.11	Cardiac shunt/ heart septal defect	congenital anomalies	C0018817	HP_0001631	Atrial septal defect	19.848227257660852
747.11	Cardiac shunt/ heart septal defect	congenital anomalies	C0018818	HP_0001629	Ventricular septal defect	23.170182792185106
747.11	Cardiac shunt/ heart septal defect	congenital anomalies	C0039685	HP_0001636	Tetralogy of Fallot	19.722332416906852
747.12	Valvular heart disease/ heart chambers	congenital anomalies	C0013481	HP_0010316	Ebstein anomaly of the tricuspid valve	18.691596567931885
747.12	Valvular heart disease/ heart chambers	congenital anomalies	C0152101	HP_0004383	Hypoplastic left heart	37.76635480267481
747.12	Valvular heart disease/ heart chambers	congenital anomalies	C0242855	HP_0010882	Pulmonary valve atresia	31.60270639274272
747.12	Valvular heart disease/ heart chambers	congenital anomalies	C0013274	HP_0001643	Patent ductus arteriosus	14.265616656363564
747.13	Congenital anomalies of great vessels	congenital anomalies	C0003492	HP_0001680	Coarctation of aorta	26.755199741509248
747.13	Congenital anomalies of great vessels	congenital anomalies	C0003507	HP_0001650	Aortic valve stenosis	18.28984002672728
747.13	Congenital anomalies of great vessels	congenital anomalies	C0221214	HP_0010775	Vascular ring	15.036390617001144
747.13	Congenital anomalies of great vessels	congenital anomalies	C0013274	HP_0001643	Patent ductus arteriosus	29.29749611217045
747.2	Congenital anomalies of peripheral vascular system	congenital anomalies	C0917804	HP_0002408	Cerebral arteriovenous malformation	89.26197652432583
747.2	Congenital anomalies of peripheral vascular system	congenital anomalies	C0003857	HP_0100026	Arteriovenous malformation	35.29756659490732
748	Anomalies of respiratory system, congenital	congenital anomalies	C0264353	HP_0002780	Bronchomalacia	30.22022485991448
748	Anomalies of respiratory system, congenital	congenital anomalies	C0264303	HP_0001601	Laryngomalacia	32.761042082920014
749	Congenital anomalies of face and neck	congenital anomalies	C0008297	HP_0000453	Choanal atresia	21.92403021029721
749	Congenital anomalies of face and neck	congenital anomalies	C0006131	HP_0009796	Branchial cyst	13.903155656396768
749.1	Cleft palate	congenital anomalies	C0008924	HP_0000204	Cleft upper lip	77.2174595427152
749.2	Congenital anomalies of skull and face bones	congenital anomalies	C0010278	HP_0005458	Premature closure of fontanelles	28.721246344656873
749.2	Congenital anomalies of skull and face bones	congenital anomalies	C0242387	HP_0005321	Mandibulofacial dysostosis	19.727064524052555
749.2	Congenital anomalies of skull and face bones	congenital anomalies	C0010278	HP_0001363	Craniosynostosis	28.721246344656873
750	Digestive congenital anomalies	congenital anomalies	C2973725	HP_0002092	Pulmonary arterial hypertension	20.368048714793048
750.11	Esophageal atresia/tracheoesophageal fistula	congenital anomalies	C0014850	HP_0002032	Esophageal atresia	43.75633464400293
750.13	Congenital anomalies of mouth/tongue	congenital anomalies	C0024421	HP_0000158	Macroglossia	24.80601362202781
750.13	Congenital anomalies of mouth/tongue	congenital anomalies	C0341059	HP_0100267	Lip pit	16.33223261510058
750.13	Congenital anomalies of mouth/tongue	congenital anomalies	C0152415	HP_0010296	Ankyloglossia	93.63700586835678
750.14	Congenital anomalies of esophagus	congenital anomalies	C0267080	HP_0100594	Esophageal web	15.682307196028368
750.14	Congenital anomalies of esophagus	congenital anomalies	C0014854	HP_0100628	Esophageal diverticulum	98.80773652048228
750.21	Congenital anomalies of intestine	congenital anomalies	C0003466	HP_0002023	Anal atresia	16.73083068801233
750.21	Congenital anomalies of intestine	congenital anomalies	C0019569	HP_0002251	Aganglionic megacolon	43.60020313242351
750.21	Congenital anomalies of intestine	congenital anomalies	C0025037	HP_0002245	Meckel diverticulum	22.789966393651763
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomalies	C0005411	HP_0005912	Biliary atresia	21.09688343538369
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomalies	C0008340	HP_0100890	Cyst of the ductus choledochus	20.076168491297235
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomalies	C0149955	HP_0001734	Annular pancreas	18.873172017918176
751.1	Congenital anomalies of genital organs	congenital anomalies	C0266362	HP_0000062	Ambiguous genitalia	60.35223272129709
751.1	Congenital anomalies of genital organs	congenital anomalies	C1261504	HP_0030869	Anorchism	16.30691076051853
751.11	Congenital anomalies of female genital organs	congenital anomalies	C1321884	HP_0000148	Vaginal atresia	23.926074570600978
751.11	Congenital anomalies of female genital organs	congenital anomalies	C0152436	HP_0030011	Imperforate hymen	41.126323291893726
751.11	Congenital anomalies of female genital organs	congenital anomalies	C1321884	HP_0003250	Aplasia of the vagina	23.926074570600978
751.12	Congenital anomalies of male genital organs	congenital anomalies	C0010417	HP_0000028	Cryptorchidism	39.426066528517225
751.12	Congenital anomalies of male genital organs	congenital anomalies	C0848558	HP_0000047	Hypospadias	32.924106622652786
751.12	Congenital anomalies of male genital organs	congenital anomalies	C0520578	HP_0012646	Retractile testis	14.158429493825915
751.2	Congenital anomalies of urinary system	congenital anomalies	C0238506	HP_0010957	Congenital posterior urethral valve	42.30210622032014
751.2	Congenital anomalies of urinary system	congenital anomalies	C0005689	HP_0002836	Bladder exstrophy	69.94566749759852
751.21	Cystic kidney disease	congenital anomalies	C3714581	HP_0000003	Multicystic kidney dysplasia	17.535674528172912
751.21	Cystic kidney disease	congenital anomalies	C3536714	HP_0000110	Renal dysplasia	13.8391409573434
751.21	Cystic kidney disease	congenital anomalies	C0022680	HP_0000113	Polycystic kidney dysplasia	45.97076250574767
751.22	Other specified congenital anomalies of kidney	congenital anomalies	C0221353	HP_0000085	Horseshoe kidney	47.55038600652112
751.22	Other specified congenital anomalies of kidney	congenital anomalies	C0079924	HP_0001562	Oligohydramnios	20.896087584695813
751.22	Other specified congenital anomalies of kidney	congenital anomalies	C1609433	HP_0010958	Bilateral renal agenesis	31.320655339381517
751.3	Obstructive genitourinary defect	congenital anomalies	C0041960	HP_0000070	Ureterocele	151.06383801131742
752	Nervous system congenital anomalies	congenital anomalies	C2973725	HP_0002092	Pulmonary arterial hypertension	20.368048714793048
752.1	Neural tube defects	congenital anomalies	C0002902	HP_0002323	Anencephaly	47.157187815653366
752.1	Neural tube defects	congenital anomalies	C0038016	HP_0003302	Spondylolisthesis	16.956696035897178
752.1	Neural tube defects	congenital anomalies	C0027794	HP_0045005	Neural tube defect	16.26928517591429
752.11	Spina bifida	congenital anomalies	C0025312	HP_0002475	Myelomeningocele	43.990968106471826
752.11	Spina bifida	congenital anomalies	C0003803	HP_0002308	Chiari malformation	15.526224037578292
752.11	Spina bifida	congenital anomalies	C0020255	HP_0000238	Hydrocephalus	14.899152995705444
752.11	Spina bifida	congenital anomalies	C0080178	HP_0010301	Spinal dysraphism	36.97194350779958
752.11	Spina bifida	congenital anomalies	C0080178	HP_0002414	Spina bifida	36.97194350779958
752.2	Other specified congenital anomalies of nervous system	congenital anomalies	C0023529	HP_0006970	Periventricular leukomalacia	26.08208598663037
752.2	Other specified congenital anomalies of nervous system	congenital anomalies	C0027794	HP_0045005	Neural tube defect	17.00818565786167
753	Congenital anomalies of the eye	congenital anomalies	C0003119	HP_0000528	Anophthalmia	83.64807565143471
753	Congenital anomalies of the eye	congenital anomalies	C0344559	HP_0000659	Peters anomaly	22.243904090167412
753	Congenital anomalies of the eye	congenital anomalies	C0026010	HP_0000568	Microphthalmia	18.082286056419854
753	Congenital anomalies of the eye	congenital anomalies	C0003076	HP_0000526	Aniridia	38.415588536359465
